Year,Team,OFF EFF,DEF EFF,OFF FGP,DEF FGP,OFF TOP,DEF TOP,OFF RP,DEF RP,OFF FTR,DEF FTR,OFF FTP,DEF FTP,OFF 2PP,DEF 2PP,OFF 3PP,DEF 3PP
2017,Oklahoma St. ,127.4,103.4,54.0,53.2,18.2,20.3,38.3,31.9,37.4,45.4,78.8,72.5,50.4,52.4,40.3,36.4
2017,Michigan ,124.0,98.6,57.0,51.9,14.2,19.5,24.7,30.0,30.1,27.2,77.9,68.3,56.3,50.0,38.5,37.8
2017,UCLA ,123.5,100.5,59.8,48.7,15.1,15.8,29.1,28.6,26.8,25.4,73.8,67.9,59.1,45.3,40.6,36.5
2017,Wake Forest ,123.0,103.7,54.1,52.7,16.4,16.2,30.7,27.7,40.7,38.0,77.8,72.4,52.1,52.1,38.5,35.8
2017,Villanova ,122.9,93.5,57.5,48.1,17.1,20.1,30.2,27.8,35.0,22.1,79.0,70.3,59.2,49.1,36.9,31.1
2017,Duke ,122.8,96.5,54.8,47.4,16.3,17.3,31.7,29.8,39.3,31.2,76.2,71.0,53.5,48.9,37.9,29.3
2017,Marquette ,122.5,102.9,57.5,52.2,17.3,18.3,27.1,29.2,31.0,35.7,78.1,69.7,52.7,50.6,42.9,36.8
2017,Kansas ,122.2,95.6,56.1,48.1,17.6,18.6,34.1,29.7,36.0,30.0,67.8,71.5,53.6,45.3,40.4,35.6
2017,North Carolina ,121.6,92.4,51.7,48.1,16.2,18.6,41.3,25.0,34.3,31.6,70.2,72.7,51.0,46.3,35.5,33.9
2017,SMU ,120.9,95.1,54.6,46.0,16.9,18.3,37.2,26.4,36.0,24.6,69.6,69.2,51.0,44.1,40.6,32.1
2017,Iowa St. ,120.6,97.2,55.0,49.0,14.1,19.5,25.7,31.6,27.6,25.6,70.0,70.4,51.8,47.5,40.0,34.6
2017,Notre Dame ,120.0,97.4,53.6,49.1,14.0,18.7,27.3,30.8,28.6,26.7,80.0,73.7,50.9,48.2,38.4,33.8
2017,Kentucky ,119.1,92.3,52.9,47.5,15.7,19.2,33.5,27.7,40.9,33.5,70.4,67.6,52.9,48.3,35.3,30.6
