Year,Team,OFF EFF,DEF EFF,OFF FGP,DEF FGP,OFF TOP,DEF TOP,OFF RP,DEF RP,OFF FTR,DEF FTR,OFF FTP,DEF FTP,OFF 2PP,DEF 2PP,OFF 3PP,DEF 3PP
2010,Duke ,121.8,89.1,50.5,43.7,16.5,21.3,40.7,32.3,37.9,34.1,75.9,68.7,46.9,44.1,38.5,28.3
2010,Kansas ,121.0,91.0,55.1,43.2,18.7,20.0,38.4,31.7,41.3,31.4,69.9,68.6,52.7,40.1,40.4,33.1
2010,California ,120.4,97.8,53.3,48.3,17.7,18.7,34.7,31.1,35.4,33.3,75.7,69.4,52.0,48.8,37.4,31.6
2010,Baylor ,120.4,95.3,54.4,44.5,20.3,17.8,38.2,33.2,36.1,34.2,72.9,67.9,53.0,41.3,38.1,33.7
2010,Notre Dame ,120.3,100.4,53.7,49.3,16.0,15.9,34.7,30.5,38.1,27.8,72.3,74.2,51.3,47.8,38.8,34.9
2010,Syracuse ,118.5,91.4,57.6,45.9,21.4,22.0,37.1,34.3,36.9,25.6,67.7,63.7,57.1,46.2,39.1,30.2
2010,Maryland ,118.3,96.7,51.8,45.0,16.3,21.3,35.3,36.8,33.9,29.6,73.0,69.8,49.9,42.2,38.6,34.0
2010,Cornell ,118.0,101.9,56.5,48.1,18.6,20.7,32.1,29.9,29.1,38.5,73.4,71.5,51.1,46.6,43.2,34.3
2010,Ohio St. ,118.0,92.8,56.1,47.1,17.5,21.8,29.5,29.4,35.8,26.4,69.7,71.0,54.8,45.1,39.0,33.7
2010,BYU ,117.7,94.6,54.9,46.6,15.9,22.0,30.8,28.1,38.9,36.4,79.0,68.6,51.3,44.6,41.4,33.8
2010,Villanova ,117.5,96.6,52.2,47.4,18.9,21.1,37.7,32.0,43.9,49.1,75.5,71.0,50.3,45.5,37.3,33.6
2010,West Virginia ,117.3,92.8,48.9,46.9,18.3,20.6,42.0,32.1,39.6,39.1,70.4,67.9,48.0,46.1,33.7,32.4
2010,Providence,117.0,107.0,49.3,52.0,17.1,18.2,41.5,37.3,33.9,38.2,67.1,69.2,49.2,52.2,33.0,34.3
2010,Kansas St. ,116.9,92.0,50.6,46.8,19.9,23.5,40.6,34.0,50.3,47.3,66.9,70.3,49.0,45.2,36.1,33.7
2010,Georgetown ,116.8,95.9,55.7,47.4,20.9,19.7,33.1,32.2,37.0,33.4,71.1,71.8,54.7,46.0,38.7,33.4
2010,Xavier ,116.6,95.8,52.2,45.6,18.0,17.8,35.2,29.9,41.9,32.9,71.1,65.4,50.1,46.0,37.7,29.8
2010,Utah St. ,116.3,96.1,55.1,46.1,16.3,17.6,33.4,27.0,29.6,29.7,75.6,71.1,52.0,44.7,41.6,32.5
2010,Wisconsin ,116.1,92.1,51.4,46.8,14.5,19.9,30.2,26.4,32.5,36.0,73.2,68.9,50.0,45.1,35.7,34.3
2010,Saint Mary's ,115.9,98.6,55.3,46.1,17.1,16.0,34.3,31.1,32.7,30.2,76.1,65.9,52.2,46.3,40.6,30.2
2010,Kentucky ,115.5,89.1,53.0,43.1,20.3,19.7,40.9,31.8,43.6,29.7,66.8,68.8,54.5,41.1,33.1,31.3
2010,Memphis,115.5,100.1,53.6,46.5,17.1,22.4,32.1,36.3,44.4,41.2,69.4,70.1,50.6,45.4,38.8,32.9
2010,Marquette ,115.4,95.5,52.8,49.7,15.9,22.0,31.2,33.0,34.9,29.4,74.1,68.1,47.9,50.0,41.3,32.5
2010,New Mexico ,114.8,98.5,50.6,49.5,16.2,19.9,35.4,27.2,44.9,35.0,66.9,67.0,47.8,49.1,36.9,33.3
2010,Louisville ,114.8,98.6,51.4,48.5,20.0,22.3,39.8,36.9,35.7,41.0,70.1,70.2,51.9,46.7,33.7,34.7
2010,Minnesota ,114.5,94.7,53.1,46.5,19.0,21.3,33.4,32.5,33.9,32.8,70.0,68.0,50.0,43.6,39.9,34.1
2010,Oklahoma St. ,114.4,95.1,52.4,48.1,18.4,19.4,29.1,27.9,36.5,37.2,71.4,69.8,52.5,45.0,34.9,36.1
2010,Vanderbilt ,114.1,96.5,52.6,47.0,19.3,19.2,32.6,35.1,48.3,34.5,72.3,63.2,51.5,45.2,36.9,33.9
2010,Northwestern,114.1,104.5,52.1,48.3,17.3,20.3,30.8,34.1,35.1,41.7,71.4,72.1,50.6,48.8,35.7,31.7
2010,Texas ,114.1,94.0,51.1,44.9,18.3,20.4,38.9,32.1,40.7,35.2,63.3,68.4,50.9,43.6,34.5,32.2
2010,VCU,113.8,98.6,52.2,46.9,17.9,20.8,36.4,33.7,35.3,30.6,70.4,66.9,50.9,47.5,36.6,30.2
2010,Colorado,113.6,103.0,53.4,51.7,19.2,21.6,23.6,37.9,44.5,46.8,76.7,70.1,51.5,51.9,38.2,34.2
2010,Michigan St. ,113.5,93.7,51.6,46.6,21.0,18.8,39.8,28.4,36.9,31.4,68.5,71.0,51.6,45.1,34.4,32.8
2010,Nevada,113.4,102.9,53.4,48.7,16.7,15.7,32.0,32.2,34.3,31.8,73.1,71.0,53.0,47.1,36.3,35.2
2010,Florida ,113.3,98.2,49.4,48.4,18.5,20.3,37.0,32.8,33.4,27.7,70.3,68.0,50.6,48.3,31.3,32.5
2010,Miami FL,113.3,99.2,52.7,46.6,21.0,20.0,34.6,32.2,37.0,36.2,67.0,69.9,51.9,45.2,35.9,32.9
2010,Seton Hall,113.2,100.0,49.5,47.4,14.7,19.1,36.0,37.4,33.3,35.6,68.2,71.1,49.3,46.9,33.3,32.3
2010,Rhode Island,113.1,100.4,49.8,50.9,15.8,22.4,35.3,36.0,33.5,30.0,69.8,66.8,49.7,50.7,33.3,34.2
2010,Washington ,113.0,93.7,49.7,46.5,17.5,22.0,36.9,32.2,40.9,44.6,72.0,68.2,49.5,45.9,33.6,32.1
2010,Mississippi,112.9,97.8,51.6,46.4,17.0,19.8,34.7,33.2,33.4,38.2,66.3,68.4,50.3,44.6,36.1,33.4
2010,Houston ,112.5,103.0,48.1,51.2,12.4,23.1,30.5,38.5,33.9,39.6,70.6,71.3,45.2,51.7,35.6,33.4
2010,Gonzaga ,112.4,95.0,54.0,46.8,18.6,18.2,32.0,28.6,49.2,34.2,66.7,65.4,54.4,44.8,35.5,33.9
2010,Texas A&M ,112.3,91.1,49.6,46.7,18.4,20.6,33.5,29.7,48.4,35.4,66.4,69.9,49.0,44.9,33.8,33.6
2010,Missouri ,112.1,92.3,50.1,45.9,17.8,27.1,34.7,38.1,33.9,38.9,72.4,70.2,47.6,45.2,36.8,31.7
2010,Boston College,111.9,99.4,49.1,47.9,19.3,17.8,38.5,31.7,30.5,31.0,71.6,67.2,49.2,48.9,32.6,30.2
2010,Missouri St.,111.8,100.2,51.2,49.3,17.3,19.7,33.2,27.6,36.3,36.8,73.2,71.2,49.3,46.0,36.6,37.6
2010,Pittsburgh ,111.8,93.7,49.6,44.6,19.4,16.9,37.0,31.1,42.8,33.8,69.3,66.1,48.9,43.6,34.3,31.4
