Year,Team,OFF EFF,DEF EFF,OFF FGP,DEF FGP,OFF TOP,DEF TOP,OFF RP,DEF RP,OFF FTR,DEF FTR,OFF FTP,DEF FTP,OFF 2PP,DEF 2PP,OFF 3PP,DEF 3PP
2008,North Carolina ,122.9,91.9,53.0,48.2,18.8,21.1,42.5,29.0,38.0,25.7,75.7,66.8,52.1,47.8,37.2,32.6
2008,Kansas ,121.4,85.5,56.6,44.3,19.1,22.4,37.6,29.1,36.4,31.0,70.7,68.2,55.4,41.2,39.7,32.8
2008,Texas ,120.6,93.8,51.5,45.7,14.2,17.9,36.3,33.6,32.0,31.0,68.3,68.6,48.5,43.2,38.0,33.2
2008,Drake ,119.3,97.7,52.6,50.4,18.0,24.1,36.7,33.1,35.2,23.9,76.8,67.1,50.5,49.5,36.7,34.5
2008,Oregon ,118.0,101.5,55.8,50.3,18.4,16.4,32.0,31.0,36.7,34.3,69.4,69.1,53.8,50.4,39.2,33.4
2008,Memphis ,117.0,86.1,52.7,43.4,16.6,22.5,37.8,29.6,40.4,31.7,61.4,68.0,52.9,42.6,34.9,30.2
2008,Pittsburgh ,116.2,95.9,50.8,47.9,18.2,20.9,39.3,33.9,36.1,28.6,66.5,69.4,50.8,46.8,33.8,33.4
2008,UCLA ,116.2,86.8,52.2,46.5,19.1,21.8,39.2,27.2,37.3,25.6,73.6,68.5,52.4,45.4,34.4,32.9
2008,Baylor ,115.9,99.6,51.9,48.3,17.2,19.4,32.0,32.9,35.9,39.5,74.1,70.6,49.6,46.5,37.3,35.1
2008,Duke ,115.8,89.9,53.6,47.6,18.3,24.7,33.9,33.7,40.9,31.9,69.7,67.2,51.7,47.0,37.7,32.9
2008,Xavier ,115.5,93.4,54.6,47.1,19.8,19.6,35.8,30.1,42.4,31.4,74.9,67.7,52.2,45.2,39.1,33.6
2008,Arizona ,115.5,95.5,53.9,48.7,18.6,19.0,27.8,33.4,40.4,30.4,74.5,70.5,51.2,47.5,39.6,34.5
2008,California,115.3,102.5,52.3,51.9,19.4,17.2,34.5,31.8,36.1,33.1,77.6,68.2,51.6,51.4,35.9,35.1
2008,Florida,115.3,98.9,55.3,50.0,18.6,19.8,35.6,30.0,31.2,29.1,70.1,65.9,55.7,49.5,36.3,34.0
2008,Connecticut ,114.9,95.0,50.6,44.2,19.4,17.3,39.5,34.2,48.1,23.5,72.0,68.0,49.5,40.5,36.1,34.8
2008,Michigan St. ,114.7,92.7,52.6,46.0,21.1,18.9,39.5,31.6,33.5,33.1,73.7,67.1,51.6,45.6,37.1,31.1
2008,Davidson ,114.7,91.7,54.1,49.3,17.3,24.3,32.4,28.5,26.3,37.3,72.6,63.5,54.1,47.0,36.1,35.5
2008,Notre Dame ,114.6,95.1,52.2,46.6,18.3,17.5,36.2,30.7,34.0,23.0,73.8,64.5,47.8,44.8,40.5,33.5
2008,Tennessee ,114.6,91.6,52.4,49.1,18.2,24.7,36.2,34.6,38.0,39.6,65.7,67.4,51.5,50.3,35.8,31.2
2008,Kansas St. ,114.5,93.5,49.5,48.3,20.8,22.2,42.3,30.3,37.4,38.3,69.3,65.6,50.2,44.9,32.0,37.2
2008,IUPUI,114.3,103.7,57.0,50.2,18.7,22.2,33.5,34.6,36.7,33.8,78.3,69.3,54.1,49.5,41.8,34.1
2008,Butler ,114.2,94.9,54.1,48.0,16.9,22.9,29.8,32.2,36.7,32.6,73.7,66.5,51.3,48.2,38.0,31.8
2008,Marquette ,114.1,91.1,50.6,46.3,18.7,23.9,38.2,33.4,37.5,41.0,70.5,67.9,49.0,46.7,35.8,30.4
2008,Indiana ,114.1,94.9,52.3,47.3,20.0,19.8,36.1,29.1,41.9,31.0,75.9,65.0,52.3,45.1,34.9,34.1
2008,West Virginia ,113.8,92.7,51.4,48.0,16.4,22.8,34.4,31.2,36.6,39.7,68.7,65.5,50.1,45.2,36.0,35.8
2008,Saint Joseph's ,113.8,99.3,54.6,50.6,19.3,21.5,32.5,34.0,39.7,33.3,72.6,68.5,52.8,47.7,38.6,37.0
2008,Washington St. ,113.4,89.8,53.7,46.7,17.0,21.9,27.8,29.8,38.5,28.4,72.8,72.0,53.0,45.3,36.8,33.1
2008,Georgia Tech,113.2,99.0,52.9,51.2,21.1,22.4,34.1,35.5,38.3,48.7,70.0,70.2,51.5,51.5,37.2,33.8
