Year,Team,OFF EFF,DEF EFF,OFF FGP,DEF FGP,OFF TOP,DEF TOP,OFF RP,DEF RP,OFF FTR,DEF FTR,OFF FTP,DEF FTP,OFF 2PP,DEF 2PP,OFF 3PP,DEF 3PP
2015,Wisconsin ,130.5,95.8,54.8,47.7,12.4,15.8,32.1,23.7,36.2,22.4,76.3,71.0,54.8,44.7,36.5,37.5
2015,Notre Dame ,127.0,100.9,58.3,47.9,14.5,17.3,27.9,32.2,36.7,24.1,74.2,71.3,58.2,47.4,39.0,32.6
2015,Duke ,126.8,92.8,56.6,46.5,16.3,18.6,35.8,30.2,39.8,23.9,69.9,69.4,55.9,46.3,38.7,31.4
2015,Villanova ,123.6,93.3,55.3,45.5,16.3,21.6,32.5,31.2,41.8,30.4,73.1,68.0,53.0,45.3,38.9,30.5
2015,Gonzaga ,122.0,95.2,57.9,44.2,16.1,17.1,33.9,28.0,38.7,30.5,68.8,66.7,57.0,42.0,40.0,33.0
2015,Kentucky ,121.8,86.1,51.5,39.6,16.3,21.3,39.5,31.8,43.9,31.7,72.6,66.0,51.2,39.1,34.9,27.1
2015,North Carolina ,121.2,94.6,51.6,45.4,18.2,17.7,40.0,31.2,35.2,37.8,70.2,70.1,50.9,45.6,35.8,30.0
2015,Indiana ,121.0,105.1,54.4,50.3,17.2,15.9,35.3,31.5,32.7,32.8,71.9,67.9,50.2,50.9,40.6,32.5
2015,Davidson ,120.2,104.2,55.4,49.3,14.1,17.0,29.6,30.4,28.5,34.6,69.6,63.8,53.1,51.4,38.7,30.0
2015,BYU ,120.0,102.4,53.2,49.6,16.4,17.7,33.4,28.4,42.5,39.2,76.8,69.9,50.2,49.6,39.0,33.1
2015,Arizona ,119.2,89.2,53.5,45.1,16.5,20.6,34.5,22.4,47.1,37.3,71.9,69.8,53.3,42.7,36.0,33.5
2015,Iowa St. ,119.1,98.2,54.3,47.6,15.8,18.5,28.3,29.6,36.5,24.0,69.6,73.3,54.3,45.2,36.2,34.7
2015,Michigan St. ,117.9,94.8,53.2,44.9,17.5,16.5,33.5,27.0,32.7,39.0,63.2,72.2,50.8,43.8,38.5,31.5
2015,Baylor ,117.7,95.0,49.8,45.8,20.1,19.3,41.9,31.5,38.6,32.1,67.0,64.6,46.1,46.4,38.2,29.8
2015,Xavier ,117.4,97.4,53.3,50.0,18.1,18.8,31.3,27.3,38.5,33.3,73.0,67.7,53.7,48.9,35.1,34.6
2015,Northern Iowa ,117.3,95.1,55.9,45.6,17.8,19.2,27.0,26.9,39.8,27.0,73.3,71.2,53.3,44.0,39.8,32.1
2015,Utah ,116.5,91.0,55.2,43.0,18.2,18.3,31.3,28.4,43.4,34.3,70.5,68.2,52.3,41.4,40.1,31.2
2015,Murray St.,116.3,104.1,54.3,46.8,17.1,18.7,35.9,32.5,41.2,36.6,69.5,71.7,52.6,44.9,38.3,33.7
2015,Wichita St. ,116.1,93.7,50.3,45.8,15.0,21.3,34.5,27.4,36.2,36.6,70.5,69.5,48.9,42.6,35.4,35.3
2015,Vanderbilt,115.9,101.6,54.4,46.6,20.0,18.1,31.9,33.1,42.4,34.4,71.3,69.0,51.5,44.5,39.6,34.0
2015,Oregon ,115.8,101.3,52.3,48.0,16.9,16.7,30.2,31.5,29.1,35.4,76.7,69.7,50.8,47.1,36.9,33.2
2015,North Carolina St. ,115.6,99.1,49.3,45.5,16.0,14.9,33.9,30.2,35.3,34.7,68.8,70.4,47.3,43.6,35.6,33.0
2015,Ohio St. ,115.5,95.4,54.2,46.4,17.0,21.6,33.5,32.0,34.7,27.8,68.0,70.5,53.6,45.2,37.0,32.2
2015,Iowa ,115.3,94.1,48.1,45.6,17.1,18.9,35.6,30.3,38.0,29.1,74.4,69.4,47.3,43.7,33.3,32.6
2015,Central Michigan,115.3,107.2,54.5,51.7,15.1,19.7,28.8,30.9,36.6,36.2,72.7,67.6,53.7,51.7,36.9,34.4
2015,Arkansas ,115.0,98.3,50.0,48.3,16.9,22.3,35.7,34.6,37.3,38.8,72.4,71.5,48.8,46.2,34.9,35.2
2015,Kansas ,114.9,92.9,49.4,44.6,19.2,17.5,34.9,31.6,42.6,33.8,72.4,67.2,46.4,43.4,37.9,31.5
2015,Pittsburgh,114.6,103.8,49.1,50.0,15.7,17.4,34.3,31.6,34.8,37.8,68.4,71.3,48.6,49.0,33.6,34.9
2015,Georgetown ,114.3,96.0,51.3,47.1,19.2,20.2,34.3,31.0,43.9,44.1,70.4,71.0,50.5,43.1,35.3,36.2
2015,Virginia ,113.9,86.4,50.6,42.3,15.7,17.9,34.3,24.2,34.9,28.6,72.6,64.6,49.7,40.1,35.2,30.8
2015,Stanford,113.9,99.4,49.3,48.4,16.2,17.2,33.6,27.8,40.5,36.5,72.6,68.3,46.0,44.7,37.7,37.4
2015,Mississippi ,113.7,101.4,47.8,47.6,16.5,18.7,34.8,31.4,36.1,41.2,77.3,68.5,46.8,43.6,33.2,35.8
2015,Toledo,113.5,105.7,52.3,49.7,18.1,16.2,33.3,29.4,41.2,31.0,74.2,70.3,51.2,51.0,36.6,31.7
2015,UCLA ,113.4,98.9,49.6,48.5,17.6,17.9,33.8,28.6,35.7,32.3,67.6,69.6,47.4,45.4,36.8,35.6
2015,Iona,113.2,107.7,54.7,48.1,17.2,16.7,28.7,33.2,37.4,28.5,70.1,69.8,51.3,45.7,39.6,35.5
2015,William & Mary,113.1,108.7,56.3,50.5,17.5,17.6,24.2,29.9,35.5,31.9,72.9,69.4,54.8,49.1,38.9,35.3
2015,Stephen F. Austin ,113.1,100.6,55.6,49.0,20.3,24.5,37.6,29.6,41.9,49.1,73.4,69.8,55.4,48.3,37.3,33.7
2015,Providence ,113.0,95.9,48.4,48.2,18.1,19.7,35.2,29.0,40.7,39.3,70.7,69.0,48.9,47.1,31.3,33.3
2015,Minnesota,113.0,99.9,52.1,50.8,17.7,24.2,30.0,33.4,32.9,34.5,67.5,70.3,50.1,48.3,37.2,36.8
2015,Oklahoma ,113.0,90.7,49.3,44.1,17.6,19.7,31.5,31.4,32.8,28.4,74.1,65.5,48.2,42.2,34.3,31.7
2015,Miami FL,112.9,98.2,49.9,47.6,15.9,17.3,29.5,29.3,35.5,28.5,74.6,65.8,47.4,47.1,35.8,32.4
2015,SMU ,112.9,96.7,52.1,45.7,19.5,20.3,36.6,29.2,43.8,31.2,70.2,68.1,51.3,42.9,36.3,32.7
2015,Michigan,112.6,99.4,49.4,50.9,15.6,19.4,25.5,31.2,26.6,26.7,74.9,69.7,47.0,50.8,35.3,34.0
2015,Eastern Washington ,112.3,109.4,55.1,52.3,15.9,17.8,29.3,30.7,35.2,36.0,71.7,71.7,52.2,49.2,39.3,38.7
2015,Oklahoma St. ,112.3,97.9,50.2,46.5,18.5,21.1,26.9,32.6,39.0,42.1,73.0,68.6,49.2,44.1,34.6,34.4
2015,Texas ,112.1,93.6,49.1,42.1,20.1,14.0,37.9,28.6,36.6,34.8,72.3,66.3,48.3,37.7,33.8,34.7
2015,St. John's ,112.1,96.9,49.3,46.4,15.7,19.5,27.6,35.4,35.7,33.3,69.0,64.9,48.2,44.9,34.5,32.6
2015,Lafayette ,112.1,116.2,55.8,53.5,17.1,16.8,27.7,34.5,30.4,27.5,76.6,69.9,52.8,51.5,40.8,38.0
2015,Purdue ,112.1,96.3,50.3,45.4,19.9,17.6,36.5,30.9,41.7,38.4,68.3,69.3,50.9,42.3,32.7,35.1
2015,West Virginia ,111.9,95.5,46.1,52.7,18.7,28.0,40.1,31.1,40.4,55.5,66.2,69.0,45.5,51.8,31.6,36.5
2015,Maryland ,111.8,96.0,51.2,45.5,18.9,17.2,28.9,30.5,44.5,28.1,75.6,66.0,48.0,44.1,37.6,31.8
2015,Alabama,111.8,100.4,50.7,47.4,18.7,18.9,29.6,32.0,43.7,39.5,71.8,71.3,52.3,46.5,32.2,32.6
2015,Colorado St.,111.8,100.3,50.1,48.7,16.1,18.0,34.1,25.4,41.9,33.3,67.8,65.4,49.0,45.7,34.8,36.2
2015,Saint Mary's,111.8,99.8,52.4,48.0,18.8,15.4,33.2,24.7,34.1,33.2,72.6,71.2,50.6,47.2,37.1,33.1
2015,UC Davis,111.7,106.9,57.3,48.4,20.9,17.9,28.6,33.7,39.3,33.3,74.1,69.9,51.7,46.5,44.1,34.6
2015,Georgia St. ,111.7,100.0,52.0,45.8,16.3,23.2,30.0,34.8,37.7,39.8,73.1,71.6,53.4,43.1,32.2,33.1
2015,Boise St. ,111.4,97.9,53.2,47.6,16.1,19.4,27.8,25.6,32.4,31.6,72.4,70.0,49.6,48.1,38.9,31.3
2015,Northwestern St.,111.4,117.6,52.9,54.4,15.9,19.6,29.8,38.9,35.1,36.9,75.1,69.4,51.6,51.8,36.8,40.1
2015,Creighton,111.3,102.1,49.4,50.5,18.4,17.1,31.3,28.1,36.3,33.4,72.5,68.4,47.6,46.9,34.6,38.0
2015,Buffalo ,111.0,99.8,48.7,48.5,16.7,19.7,34.5,30.4,42.6,34.3,71.9,66.4,47.6,48.0,34.1,33.0
2015,Louisville ,111.0,89.6,47.7,44.0,17.2,21.3,34.7,30.8,38.7,33.3,66.8,66.1,48.4,43.3,30.7,30.3
2015,Hofstra,110.9,106.3,52.3,49.5,16.0,19.6,32.7,28.4,39.8,38.7,70.0,70.9,50.9,48.8,36.2,33.9
2015,Belmont ,110.9,108.6,56.5,51.3,20.3,18.5,28.9,29.6,32.2,28.2,69.2,71.2,56.4,51.2,37.7,34.3
2015,Oakland,110.9,111.3,52.3,53.5,18.4,16.1,30.1,30.5,38.1,34.6,68.6,71.3,51.7,52.8,35.5,36.5
2015,VCU ,110.4,96.1,48.7,49.5,15.7,23.5,31.8,30.6,37.3,37.8,65.7,69.2,46.9,48.3,34.3,34.5
2015,Boston College,110.2,101.3,50.8,49.4,18.8,18.8,26.0,30.9,35.0,40.8,70.5,72.2,52.1,49.0,32.4,33.5
2015,UC Santa Barbara,110.1,103.1,49.6,47.8,16.9,17.9,30.7,29.8,32.0,39.9,73.4,73.2,46.6,45.2,37.0,35.4
2015,Butler ,109.9,90.8,48.4,46.7,17.0,19.5,34.7,25.3,40.8,33.4,68.6,68.2,46.3,47.1,35.6,30.7
2015,Northern Colorado,109.9,118.3,53.0,55.7,16.2,20.0,33.6,34.3,35.1,40.4,70.6,70.4,51.4,52.9,37.5,40.2
2015,Portland,109.6,105.0,50.0,49.7,18.3,17.2,35.0,30.7,36.1,35.9,72.0,73.8,46.9,49.0,37.8,34.1
2015,Texas A&M,109.4,97.6,50.5,46.9,19.2,19.4,34.1,28.1,38.1,36.4,65.8,68.9,49.6,47.1,35.1,31.0
2015,Arizona St.,109.4,99.3,50.9,50.2,20.7,19.1,31.8,25.1,42.1,34.1,66.7,69.7,49.9,48.6,35.0,36.2
2015,Seton Hall,109.4,100.8,48.2,47.7,18.7,18.0,34.7,33.2,38.1,38.0,65.7,65.9,46.0,49.0,35.0,30.0
2015,LSU ,109.3,95.2,50.3,44.6,20.2,19.1,33.9,32.9,33.5,29.4,68.4,66.2,50.1,43.9,33.9,30.9
2015,TCU,109.3,96.6,47.9,44.1,18.4,20.0,37.5,33.4,46.5,48.0,61.5,67.1,47.5,42.2,32.7,33.5
2015,Tennessee,109.2,103.4,48.2,51.9,19.7,22.6,37.0,33.3,32.3,43.5,69.1,69.7,47.4,49.1,33.1,37.1
