Stephen F. Austin 12,Slnd,"113.1
37","100.6
109","55.6
11","49.0
164","20.3
263","24.5
5","37.6
14","29.6
106","41.9
54","49.1
337","73.4
44","69.8
195","55.4
6","48.3
187","37.3
55","33.7
143"
Providence 6,BE,"113.0
38","95.9
38","48.4
195","48.2
133","18.1
102","19.7
132","35.2
43","29.0
77","40.7
80","39.3
225","70.7
124","69.0
153","48.9
114","47.1
140","31.3
295","33.3
120"
Minnesota,B10,"113.0
39","99.9
90","52.1
57","50.8
241","17.7
87","24.2
7","30.0
205","33.4
282","32.9
278","34.5
129","67.5
243","70.3
238","50.1
80","48.3
189","37.2
59","36.8
285"
Oklahoma 3,B12,"113.0
40","90.7
6","49.3
159","44.1
12","17.6
81","19.7
130","31.5
149","31.4
186","32.8
279","28.4
19","74.1
31","65.5
19","48.2
147","42.2
11","34.3
172","31.7
53"
Miami FL,ACC,"112.9
41","98.2
64","49.9
120","47.6
103","15.9
19","17.3
274","29.5
229","29.3
94","35.5
215","28.5
21","74.6
21","65.8
21","47.4
184","47.1
142","35.8
101","32.4
74"
SMU 6,Amer,"112.9
42","96.7
51","52.1
55","45.7
45","19.5
203","20.3
95","36.6
21","29.2
84","43.8
32","31.2
48","70.2
141","68.1
101","51.3
50","42.9
21","36.3
80","32.7
86"
Michigan,B10,"112.6
43","99.4
82","49.4
151","50.9
247","15.6
10","19.4
145","25.5
325","31.2
176","26.6
350","26.7
9","74.9
18","69.7
188","47.0
205","50.8
279","35.3
120","34.0
162"
Eastern Washington 13,BSky,"112.3
44","109.4
277","55.1
15","52.3
292","15.9
20","17.8
252","29.3
239","30.7
152","35.2
226","36.0
158","71.7
91","71.7
300","52.2
35","49.2
228","39.3
18","38.7
338"
Oklahoma St. 9,B12,"112.3
45","97.9
60","50.2
105","46.5
70","18.5
131","21.1
56","26.9
300","32.6
249","39.0
116","42.1
274","73.0
49","68.6
126","49.2
102","44.1
48","34.6
153","34.4
183"
Texas 11,B12,"112.1
46","93.6
16","49.1
168","42.1
3","20.1
241","14.0
350","37.9
11","28.6
68","36.6
176","34.8
136","72.3
72","66.3
37","48.3
142","37.7
1","33.8
191","34.7
194"
St. John's 9,BE,"112.1
47","96.9
54","49.3
161","46.4
66","15.7
17","19.5
141","27.6
284","35.4
331","35.7
206","33.3
97","69.0
184","64.9
12","48.2
148","44.9
69","34.5
161","32.6
81"
Lafayette 16,Pat,"112.1
48","116.2
340","55.8
10","53.5
325","17.1
59","16.8
297","27.7
280","34.5
317","30.4
327","27.5
13","76.6
9","69.9
203","52.8
28","51.5
299","40.8
4","38.0
323"
Purdue 9,B10,"112.1
49","96.3
44","50.3
103","45.4
35","19.9
231","17.6
263","36.5
22","30.9
159","41.7
59","38.4
207","68.3
218","69.3
171","50.9
60","42.3
13","32.7
239","35.1
214"
West Virginia 5,B12,"111.9
50","95.5
35","46.1
293","52.7
303","18.7
145","28.0
1","40.1
4","31.1
169","40.4
86","55.5
351","66.2
275","69.0
156","45.5
272","51.8
313","31.6
281","36.5
276"
,,Adj. Eff.,,Eff. FG%,,Turnover%,,Off. Reb%,,FT Rate,,FT%,,2P%,,3P%,
Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
Maryland 4,B10,"111.8
51","96.0
40","51.2
80","45.5
37","18.9
163","17.2
281","28.9
251","30.5
144","44.5
24","28.1
16","75.6
14","66.0
27","48.0
154","44.1
49","37.6
49","31.8
57"
Alabama,SEC,"111.8
52","100.4
105","50.7
93","47.4
97","18.7
146","18.9
179","29.6
226","32.0
222","43.7
36","39.5
227","71.8
89","71.3
280","52.3
33","46.5
122","32.2
256","32.6
85"
Colorado St.,MWC,"111.8
53","100.3
104","50.1
109","48.7
157","16.1
26","18.0
236","34.1
76","25.4
12","41.9
53","33.3
93","67.8
234","65.4
17","49.0
111","45.7
93","34.8
148","36.2
269"
Saint Mary's,WCC,"111.8
54","99.8
88","52.4
47","48.0
120","18.8
152","15.4
343","33.2
109","24.7
6","34.1
251","33.2
91","72.6
61","71.2
270","50.6
68","47.2
145","37.1
62","33.1
104"
UC Davis,BW,"111.7
55","106.9
223","57.3
3","48.4
142","20.9
295","17.9
251","28.6
264","33.7
291","39.3
112","33.3
94","74.1
32","69.9
204","51.7
43","46.5
123","44.1
1","34.6
189"
Georgia St. 14,SB,"111.7
56","100.0
93","52.0
63","45.8
49","16.3
36","23.2
14","30.0
208","34.8
325","37.7
146","39.8
232","73.1
47","71.6
295","53.4
17","43.1
23","32.2
254","33.1
107"
Boise St. 11,MWC,"111.4
57","97.9
61","53.2
41","47.6
101","16.1
27","19.4
146","27.8
279","25.6
13","32.4
292","31.6
62","72.4
71","70.0
216","49.6
92","48.1
177","38.9
22","31.3
38"
Northwestern St.,Slnd,"111.4
58","117.6
345","52.9
43","54.4
339","15.9
21","19.6
136","29.8
216","38.9
347","35.1
228","36.9
185","75.1
16","69.4
173","51.6
45","51.8
310","36.8
70","40.1
349"
Creighton,BE,"111.3
59","102.1
128","49.4
149","50.5
231","18.4
121","17.1
287","31.3
160","28.1
49","36.3
188","33.4
100","72.5
67","68.4
118","47.6
176","46.9
132","34.6
157","38.0
324"
Buffalo 12,MAC,"111.0
60","99.8
89","48.7
189","48.5
150","16.7
44","19.7
129","34.5
62","30.4
132","42.6
42","34.3
126","71.9
87","66.4
42","47.6
172","48.0
171","34.1
179","33.0
99"
Louisville 4,ACC,"111.0
61","89.6
5","47.7
229","44.0
9","17.2
62","21.3
41","34.7
51","30.8
153","38.7
121","33.3
95","66.8
255","66.1
31","48.4
134","43.3
28","30.7
308","30.3
17"
Hofstra,CAA,"110.9
62","106.3
211","52.3
50","49.5
188","16.0
23","19.6
137","32.7
110","28.4
56","39.8
100","38.7
214","70.0
149","70.9
262","50.9
58","48.8
207","36.2
84","33.9
153"
Belmont 15,OVC,"110.9
63","108.6
254","56.5
5","51.3
264","20.3
264","18.5
211","28.9
252","29.6
108","32.2
297","28.2
17","69.2
179","71.2
272","56.4
3","51.2
291","37.7
46","34.3
176"
Oakland,Horz,"110.9
64","111.3
306","52.3
53","53.5
327","18.4
124","16.1
326","30.1
198","30.5
142","38.1
137","34.6
130","68.6
207","71.3
283","51.7
44","52.8
327","35.5
113","36.5
275"
VCU 7,A10,"110.4
65","96.1
41","48.7
190","49.5
190","15.7
14","23.5
11","31.8
138","30.6
149","37.3
160","37.8
199","65.7
293","69.2
165","46.9
210","48.3
194","34.3
169","34.5
187"
Boston College,ACC,"110.2
66","101.3
117","50.8
89","49.4
186","18.8
159","18.8
187","26.0
318","30.9
164","35.0
230","40.8
247","70.5
131","72.2
314","52.1
36","49.0
212","32.4
250","33.5
134"
UC Santa Barbara,BW,"110.1
67","103.1
147","49.6
137","47.8
113","16.9
46","17.9
245","30.7
178","29.8
116","32.0
300","39.9
235","73.4
43","73.2
336","46.6
224","45.2
80","37.0
64","35.4
226"
Butler 6,BE,"109.9
68","90.8
7","48.4
200","46.7
73","17.0
50","19.5
142","34.7
52","25.3
9","40.8
78","33.4
98","68.6
205","68.2
106","46.3
236","47.1
143","35.6
105","30.7
23"
Northern Colorado,BSky,"109.9
69","118.3
348","53.0
42","55.7
350","16.2
31","20.0
115","33.6
93","34.3
309","35.1
229","40.4
241","70.6
127","70.4
244","51.4
49","52.9
328","37.5
51","40.2
350"
Portland,WCC,"109.6
70","105.0
183","50.0
115","49.7
199","18.3
115","17.2
280","35.0
46","30.7
150","36.1
198","35.9
156","72.0
83","73.8
344","46.9
209","49.0
216","37.8
45","34.1
164"
Texas A&M,SEC,"109.4
71","97.6
58","50.5
98","46.9
81","19.2
177","19.4
147","34.1
77","28.1
48","38.1
133","36.4
166","65.8
291","68.9
146","49.6
91","47.1
139","35.1
129","31.0
30"
Arizona St.,P12,"109.4
72","99.3
81","50.9
87","50.2
220","20.7
282","19.1
165","31.8
135","25.1
7","42.1
51","34.1
117","66.7
259","69.7
193","49.9
85","48.6
203","35.0
134","36.2
268"
Seton Hall,BE,"109.4
73","100.8
110","48.2
206","47.7
112","18.7
149","18.0
238","34.7
54","33.2
272","38.1
134","38.0
204","65.7
294","65.9
26","46.0
246","49.0
218","35.0
135","30.0
13"
LSU 9,SEC,"109.3
74","95.2
29","50.3
102","44.6
18","20.2
256","19.1
164","33.9
82","32.9
264","33.5
264","29.4
29","68.4
212","66.2
36","50.1
79","43.9
40","33.9
187","30.9
28"
TCU,B12,"109.3
75","96.6
50","47.9
220","44.1
13","18.4
128","20.0
117","37.5
15","33.4
281","46.5
13","48.0
331","61.5
347","67.1
61","47.5
179","42.2
12","32.7
238","33.5
133"
Tennessee,SEC,"109.2
76","103.4
151","48.2
205","51.9
286","19.7
217","22.6
18","37.0
20","33.3
276","32.3
296","43.5
299","69.1
183","69.7
191","47.4
187","49.1
223","33.1
220","37.1
296"
Georgia 10,SEC,"109.2
77","94.8
23","48.5
194","44.4
15","19.2
178","16.7
303","32.2
120","28.5
63","47.7
5","34.3
124","69.2
177","69.9
206","47.2
196","43.2
25","34.2
175","31.2
35"
Washington St.,P12,"109.1
78","109.5
279","49.6
138","52.4
296","17.3
68","14.1
349","26.4
310","30.3
130","39.7
104","34.1
120","72.0
84","69.2
161","48.7
125","50.8
278","34.2
177","37.4
302"
George Washington,A10,"109.1
79","98.3
66","48.9
182","45.9
54","18.7
144","18.3
219","35.5
37","30.9
160","39.9
95","28.9
25","67.4
244","68.2
108","47.3
190","44.9
70","35.2
124","31.9
59"
Northeastern 14,CAA,"109.0
80","102.9
144","54.5
19","49.8
203","21.5
307","15.5
339","30.1
197","25.3
10","41.4
66","25.0
6","72.5
68","68.9
144","53.0
23","49.1
221","38.6
28","34.4
180"
DePaul,BE,"108.9
81","106.2
207","50.7
92","50.8
243","19.8
224","18.8
189","27.4
292","35.5
332","36.5
182","48.7
335","72.1
80","73.1
335","49.2
98","52.7
325","35.2
123","31.2
33"
Duquesne,A10,"108.8
82","113.7
333","51.2
82","51.7
282","18.3
119","16.0
327","31.7
143","33.3
278","32.5
289","33.8
111","63.3
337","67.8
93","49.5
94","47.7
161","36.2
86","38.5
333"
Dayton 11,A10,"108.8
83","96.6
49","52.9
44","47.3
95","17.9
92","21.1
54","23.3
338","28.4
61","48.1
4","30.6
44","68.6
203","67.8
91","52.6
29","46.5
121","35.6
103","32.5
78"
Illinois,B10,"108.8
84","96.7
53","47.6
233","48.0
125","15.2
8","19.7
128","30.2
192","28.0
45","31.2
314","30.4
41","79.4
1","71.4
287","44.4
300","47.3
153","35.5
111","32.9
93"
South Dakota St.,Sum,"108.7
85","102.1
126","51.9
66","47.2
92","16.9
45","18.1
229","28.8
258","28.2
53","40.4
84","41.2
257","71.6
95","66.1
30","48.6
129","45.0
72","38.1
36","34.7
191"
Washington,P12,"108.6
86","104.0
167","49.3
162","47.1
91","17.5
78","16.8
298","31.4
153","33.2
273","33.9
256","31.7
64","68.3
220","69.2
164","48.9
113","46.0
103","33.4
208","33.0
100"
Richmond,A10,"108.5
87","96.7
52","52.1
56","46.0
55","15.6
11","21.1
53","22.2
342","33.4
283","32.9
276","33.5
104","69.0
185","71.5
294","52.8
27","46.2
106","34.0
181","30.3
16"
Tennessee Martin,OVC,"108.5
88","108.7
257","53.4
33","50.8
240","18.6
134","15.4
341","30.0
203","25.8
15","31.4
311","28.8
24","71.0
104","70.4
243","50.0
82","49.4
235","39.4
16","35.4
225"
Columbia,Ivy,"108.4
89","107.6
238","51.6
73","47.9
117","19.4
193","16.2
323","32.0
127","29.2
88","28.2
345","38.2
206","70.8
117","70.2
229","49.7
89","47.2
146","35.9
93","33.1
105"
UNLV,MWC,"108.4
90","101.3
115","50.2
106","45.3
31","17.3
69","16.2
321","26.7
304","32.4
242","32.7
284","29.9
33","66.4
268","66.5
44","48.0
157","42.0
8","36.1
88","35.1
212"
Cincinnati 8,Amer,"108.3
91","94.2
19","49.5
145","44.1
11","21.0
300","19.9
122","37.3
16","32.3
236","37.1
165","26.1
8","67.0
249","65.1
13","49.6
93","42.2
10","32.9
230","31.9
62"
Charlotte,CUSA,"108.2
92","108.4
250","51.7
68","50.6
234","19.6
211","18.4
216","33.7
88","31.3
180","36.9
170","33.1
89","65.0
310","70.1
228","49.8
87","48.3
190","37.6
48","36.5
274"
Illinois St.,MVC,"108.1
93","96.5
48","48.4
202","47.0
88","19.9
227","20.5
84","36.2
26","29.3
92","34.8
235","40.3
239","71.3
99","69.0
152","46.8
212","45.9
102","34.4
167","32.8
90"
Sacramento St.,BSky,"108.1
94","112.8
321","53.9
27","53.8
334","16.6
42","19.6
138","27.2
295","33.3
280","35.5
218","32.3
76","73.9
36","71.3
278","50.9
59","54.7
347","40.8
3","34.8
198"
Louisiana Tech,CUSA,"107.9
95","100.2
99","50.7
95","46.9
80","15.6
12","22.4
19","29.0
247","35.4
330","33.7
259","31.3
53","68.7
200","69.3
170","51.4
48","45.5
87","32.9
229","33.6
140"
Colorado,P12,"107.9
96","101.3
116","48.4
199","48.9
163","19.9
226","16.9
294","34.4
66","27.9
42","40.8
79","33.9
114","71.3
100","70.4
242","47.7
168","46.5
125","33.5
204","35.3
223"
Western Michigan,MAC,"107.7
97","107.2
231","51.3
79","51.9
285","18.1
104","18.9
177","29.8
215","30.4
135","42.7
40","36.7
180","70.9
113","71.7
301","49.9
84","51.1
287","35.9
91","35.4
227"
Idaho,BSky,"107.7
98","112.9
323","53.4
34","53.6
330","17.5
74","15.4
340","30.7
179","27.0
31","38.6
128","41.5
263","70.8
121","69.4
177","49.2
103","53.0
330","41.0
2","36.3
272"
Utah St.,MWC,"107.7
99","103.6
156","52.4
46","45.8
48","16.3
35","17.0
291","21.7
344","34.0
301","36.4
183","29.1
28","66.5
266","65.9
25","48.5
132","46.3
113","39.4
15","29.9
9"
Colgate,Pat,"107.6
100","109.0
265","56.0
8","50.7
237","18.8
156","16.5
312","23.7
333","28.4
60","27.4
348","35.1
141","69.4
173","66.7
49","53.8
13","47.8
164","39.5
14","37.8
317"
,,Adj. Eff.,,Eff. FG%,,Turnover%,,Off. Reb%,,FT Rate,,FT%,,2P%,,3P%,
Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
Florida,SEC,"107.6
101","91.6
9","49.6
140","46.0
57","19.6
209","21.6
32","31.7
144","29.1
82","31.4
310","37.8
202","63.5
333","74.5
350","50.3
73","44.6
58","32.4
249","32.8
91"
Syracuse,ACC,"107.5
102","92.8
10","47.3
248","46.4
67","17.9
95","21.1
55","33.5
96","31.3
181","35.4
219","30.0
34","66.0
286","70.4
248","48.3
141","45.9
100","30.0
324","31.4
43"
Cleveland St.,Horz,"107.5
103","102.4
135","51.7
71","48.8
159","19.0
168","21.0
60","31.9
132","30.6
148","31.1
316","43.7
302","68.5
209","67.3
67","48.9
117","45.6
89","37.9
41","36.2
265"
Kent St.,MAC,"107.5
104","103.4
150","49.8
126","45.8
52","17.8
90","18.2
225","33.6
92","32.7
252","37.1
166","39.5
228","65.9
288","69.9
212","46.7
216","44.8
67","36.6
76","32.1
65"
Princeton,Ivy,"107.4
105","106.3
210","54.3
23","49.6
191","18.8
154","18.5
210","20.7
349","26.4
22","46.1
17","41.8
266","70.9
109","71.3
281","53.0
25","47.2
144","37.3
57","36.9
288"
Gardner Webb,BSth,"107.3
106","111.5
313","51.0
84","53.4
323","17.4
71","17.1
286","29.8
213","31.8
210","37.7
148","29.1
27","67.9
232","68.8
141","50.4
71","51.9
315","34.6
156","37.8
318"
North Florida 16,ASun,"107.3
107","106.8
219","53.6
29","47.9
116","18.3
116","17.9
247","29.2
241","31.8
211","39.7
103","34.1
119","72.6
62","67.5
80","51.1
54","48.3
188","38.1
37","31.3
39"
Virginia Tech,ACC,"107.3
108","107.1
228","51.5
76","50.8
242","18.1
107","18.9
178","26.0
315","36.6
342","31.9
302","33.8
112","64.0
330","66.9
56","47.7
167","49.6
242","38.9
23","35.1
211"
Northwestern,B10,"107.2
109","103.1
146","50.4
100","48.4
143","18.1
105","15.5
338","27.6
283","30.9
163","28.6
341","32.8
83","73.2
46","66.7
48","48.3
146","43.8
37","35.9
94","37.7
314"
Albany 14,AE,"107.1
110","104.1
171","49.9
121","49.6
194","18.8
153","20.1
107","32.6
112","26.0
17","39.0
117","30.4
40","75.8
13","70.0
215","47.9
160","46.2
109","35.8
96","36.2
266"
Connecticut,Amer,"107.1
111","99.4
84","50.0
116","45.2
28","18.6
136","17.9
248","30.2
193","30.5
141","32.3
295","32.6
79","70.8
115","68.4
119","48.4
136","42.8
19","35.4
118","33.2
114"
UC Irvine 13,BW,"107.0
112","98.9
73","50.7
91","44.7
20","18.2
109","17.2
279","30.0
206","30.7
151","30.2
330","35.3
144","68.4
211","70.1
224","47.8
161","42.4
16","38.2
34","33.6
135"
Valparaiso 13,Horz,"107.0
113","96.5
47","51.3
77","45.2
27","19.0
165","18.6
204","34.7
53","27.4
36","36.6
177","33.4
99","68.3
219","70.1
225","48.0
155","42.3
14","38.4
30","33.4
123"
Air Force,MWC,"106.9
114","111.4
310","53.6
30","53.0
310","19.2
184","20.2
101","29.6
223","32.6
248","30.8
321","35.5
148","65.9
289","69.0
157","53.9
12","51.5
298","35.4
115","36.6
279"
Coastal Carolina 16,BSth,"106.8
115","104.8
181","50.0
114","47.7
111","17.5
75","16.9
293","34.8
48","28.0
43","38.9
119","35.0
139","70.5
130","71.1
268","48.1
152","45.8
97","35.9
92","33.8
151"
Auburn,SEC,"106.8
116","103.8
158","46.9
262","52.5
300","18.9
164","21.3
43","27.6
286","34.1
306","48.8
2","41.9
270","66.7
262","70.3
239","43.4
321","53.8
339","35.0
133","33.3
117"
UTEP,CUSA,"106.8
117","99.8
87","52.0
61","46.9
79","18.8
158","18.7
195","29.1
243","29.8
118","43.8
34","31.9
65","66.1
276","66.3
41","50.9
57","45.2
78","36.6
75","33.6
136"
Boston University,Pat,"106.8
118","111.9
317","52.7
45","53.0
311","19.4
192","16.3
320","28.2
272","28.4
59","44.9
23","33.6
105","69.7
156","71.3
282","50.8
64","50.9
281","36.8
72","37.4
301"
High Point,BSth,"106.7
119","106.9
222","51.9
67","51.3
267","17.5
77","19.8
123","30.6
181","31.5
194","34.1
252","31.5
59","73.8
37","71.5
290","49.3
97","49.8
249","38.6
27","35.8
246"
Montana,BSky,"106.7
120","106.2
208","53.7
28","51.3
265","18.0
97","19.9
119","27.6
287","28.7
73","33.3
268","43.6
300","71.7
92","71.8
305","52.9
26","49.4
234","36.6
74","36.1
260"
Memphis,Amer,"106.6
121","97.2
56","48.4
196","44.4
16","20.2
255","19.2
158","37.0
19","31.6
200","31.6
304","38.7
216","66.6
263","69.0
155","48.1
150","43.8
38","32.8
235","30.4
18"
Santa Clara,WCC,"106.5
122","106.1
206","48.2
207","51.7
283","17.1
58","19.1
160","28.1
275","34.1
305","31.1
318","43.2
297","74.2
29","70.3
232","46.0
252","49.2
230","34.6
154","37.7
315"
IPFW,Sum,"106.5
123","109.6
282","53.3
37","51.3
266","18.7
141","16.0
328","25.1
328","26.6
24","41.1
72","27.7
14","68.9
193","71.4
288","52.6
31","49.9
253","36.3
82","36.0
255"
Bowling Green,MAC,"106.4
124","102.2
129","49.3
157","47.2
93","18.4
123","19.5
143","31.6
146","29.5
103","32.4
291","32.2
73","71.9
86","69.3
167","48.6
127","46.1
104","33.8
190","32.6
82"
Old Dominion,CUSA,"106.4
125","96.2
42","48.6
192","46.1
60","17.5
72","21.0
59","36.0
28","26.9
26","30.6
322","40.8
248","66.6
264","65.8
24","48.4
135","45.7
94","32.5
245","31.2
36"
