Massachusetts,A10,"106.3
126","102.9
143","47.3
247","48.7
158","20.5
275","17.5
269","34.0
79","31.3
179","42.4
47","35.2
142","70.4
135","67.8
90","48.4
138","47.1
141","29.6
332","35.0
209"
South Carolina,SEC,"106.3
127","94.4
20","45.2
314","44.8
23","19.6
212","21.0
62","34.6
60","31.5
192","37.3
158","44.5
311","73.9
34","71.9
310","45.2
279","43.2
26","30.1
320","31.7
55"
Wake Forest,ACC,"106.3
128","100.3
103","47.8
224","50.9
249","19.3
186","17.1
289","31.8
136","26.4
21","41.5
63","35.2
143","63.8
332","68.1
102","46.5
230","51.1
288","33.6
200","33.8
152"
Evansville,MVC,"106.2
129","101.6
120","52.1
59","49.4
185","19.3
187","19.9
120","25.8
322","28.0
46","44.3
27","31.4
55","74.8
20","71.3
275","51.8
40","47.5
157","35.4
116","35.5
230"
Oral Roberts,Sum,"106.2
130","109.3
275","48.1
210","51.0
252","17.6
80","18.6
203","29.5
233","31.3
182","44.5
25","37.8
198","72.3
74","71.3
279","45.6
264","48.8
208","35.8
98","37.5
307"
Hawaii,BW,"106.2
131","100.1
98","49.3
156","47.6
104","18.7
150","23.4
12","32.2
122","34.4
314","36.7
173","42.0
273","68.9
191","71.8
306","49.3
96","45.2
79","32.8
233","34.8
200"
Louisiana Lafayette,SB,"106.2
132","102.3
132","50.1
111","48.0
123","20.5
271","18.4
217","34.6
58","27.6
38","39.6
106","37.4
192","72.0
82","68.8
138","49.2
100","47.8
167","34.7
151","32.3
71"
Temple,Amer,"106.2
133","94.4
21","44.2
331","44.5
17","14.6
4","18.8
184","31.8
134","29.2
89","35.6
211","33.5
103","69.9
151","65.4
16","43.4
320","43.3
29","30.4
315","31.4
42"
UTSA,CUSA,"106.2
134","110.7
298","47.9
218","52.9
309","18.2
112","20.3
93","35.2
41","31.3
177","42.1
52","29.7
31","69.0
188","72.8
329","47.3
194","51.5
300","32.7
237","36.7
283"
Kansas St.,B12,"106.2
135","98.6
68","47.8
226","49.7
201","20.9
291","20.2
104","34.0
81","31.4
185","46.0
18","41.0
251","67.6
241","66.3
39","46.9
208","49.5
237","33.5
202","33.5
132"
New Mexico St. 15,WAC,"106.2
136","100.1
95","50.6
97","46.4
65","21.8
319","20.6
82","39.3
9","31.0
165","44.3
26","32.5
78","70.7
123","69.7
189","49.3
95","46.4
116","36.2
83","30.8
24"
Grand Canyon,WAC,"106.1
137","114.5
335","50.4
101","49.6
193","17.1
57","16.3
319","26.8
303","33.9
298","40.1
92","36.1
160","72.7
56","69.0
149","50.2
77","49.3
231","33.7
196","33.6
138"
San Francisco,WCC,"106.1
138","101.9
122","50.7
94","49.2
171","17.9
94","18.9
176","30.5
186","30.8
155","41.0
74","38.7
213","63.3
336","69.9
213","50.7
65","46.9
131","33.7
195","35.5
233"
Yale,Ivy,"106.1
139","99.1
75","49.9
119","47.6
102","20.4
269","19.0
170","34.2
73","27.8
40","40.9
77","33.1
88","70.9
110","67.3
66","47.3
189","48.1
180","36.5
78","31.0
29"
Incarnate Word,Slnd,"106.0
140","113.4
331","52.0
62","51.4
273","15.7
15","17.9
244","25.7
324","31.5
199","45.3
21","39.6
229","73.5
42","73.0
332","51.8
41","50.6
271","35.0
136","35.5
232"
Siena,MAAC,"105.9
141","112.9
326","47.5
241","51.4
274","18.7
151","21.2
47","36.3
25","37.1
345","41.9
56","51.0
341","71.0
105","74.9
351","46.6
225","49.9
255","33.2
213","36.2
270"
Loyola Chicago,MVC,"105.9
142","103.2
149","53.3
36","49.2
170","21.0
299","20.2
105","28.7
261","32.1
226","33.3
266","30.2
36","69.0
187","67.4
74","50.6
67","50.1
261","39.3
17","31.8
56"
Clemson,ACC,"105.9
143","95.2
31","46.0
297","45.6
44","18.6
137","17.7
261","34.1
75","31.4
184","34.4
245","31.2
50","68.2
222","68.9
145","46.5
228","43.9
42","29.9
327","32.8
92"
Charleston Southern,BSth,"105.8
144","109.1
271","48.5
193","52.4
298","17.2
61","18.9
175","33.4
100","28.5
62","34.9
233","32.4
77","70.4
137","71.9
311","46.7
221","50.5
268","33.7
194","36.7
282"
Drake,MVC,"105.7
145","112.9
324","52.1
60","54.9
345","22.3
333","16.9
295","23.3
337","32.0
224","34.0
255","30.5
43","76.9
5","69.8
194","47.4
188","53.2
335","40.6
5","38.5
331"
Marquette,BE,"105.7
146","98.0
62","49.8
127","49.2
172","19.3
191","21.0
61","29.0
246","36.4
338","35.8
204","30.3
37","64.5
320","71.4
289","48.8
120","46.4
117","34.4
165","36.0
256"
Penn St.,B10,"105.7
147","96.3
45","48.0
215","45.3
33","18.2
110","17.8
254","29.7
220","31.0
168","34.7
238","41.5
264","69.5
167","70.0
218","46.8
211","43.6
32","33.4
207","32.6
83"
Denver,Sum,"105.6
148","109.2
272","56.2
7","52.9
308","19.1
173","20.4
86","19.3
351","29.6
111","31.2
315","51.2
342","76.6
10","71.3
274","55.5
5","51.7
304","38.0
39","37.1
295"
Florida St.,ACC,"105.6
149","98.6
69","50.1
110","47.3
96","21.9
325","18.0
242","31.8
139","31.9
216","46.9
11","37.9
203","67.0
252","70.1
226","51.4
47","46.5
124","31.3
298","32.5
79"
NJIT,Ind,"105.5
150","106.5
215","52.3
49","46.4
64","20.5
277","19.0
171","28.8
259","33.8
293","39.0
115","44.1
306","68.9
190","74.2
347","49.8
86","44.6
59","37.1
61","33.1
103"
,,Adj. Eff.,,Eff. FG%,,Turnover%,,Off. Reb%,,FT Rate,,FT%,,2P%,,3P%,
Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
Akron,MAC,"105.4
151","99.0
74","49.4
148","45.5
38","18.8
160","18.8
188","33.3
108","31.5
193","31.3
312","41.0
253","66.0
283","67.9
97","46.7
217","43.8
39","34.9
142","33.0
98"
Youngstown St.,Horz,"105.4
152","113.9
334","50.1
112","53.6
331","17.2
66","17.8
253","27.6
285","34.2
307","35.9
203","36.8
183","69.6
165","71.6
296","48.5
133","51.7
307","35.6
108","37.9
320"
Eastern Kentucky,OVC,"105.4
153","103.6
155","53.9
26","53.5
326","17.9
96","26.9
2","21.6
346","34.8
326","32.2
298","35.0
140","78.0
2","67.5
78","54.9
7","49.9
252","35.1
128","39.2
344"
Mercer,SC,"105.3
154","104.3
175","49.3
163","48.9
162","17.6
82","19.2
153","33.3
105","32.8
256","40.2
90","31.9
67","68.2
223","65.8
23","48.3
144","46.3
114","34.2
174","35.2
219"
James Madison,CAA,"105.2
155","109.4
276","51.9
65","50.2
219","20.3
266","17.9
250","29.0
248","31.9
217","42.2
50","31.9
66","70.4
136","70.9
261","49.7
90","48.2
184","37.2
60","35.7
240"
Bucknell,Pat,"105.1
156","109.0
263","49.7
133","49.9
206","17.1
54","14.5
347","29.6
225","25.9
16","40.3
88","38.4
209","70.0
148","74.4
349","46.2
240","47.7
163","38.1
38","36.6
278"
Winthrop,BSth,"105.1
157","105.6
195","50.8
90","47.0
87","17.7
86","19.0
166","29.4
236","32.3
239","35.9
200","38.4
211","72.5
66","69.8
196","49.2
101","45.9
99","35.5
112","32.7
87"
Little Rock,SB,"105.0
158","109.7
287","47.6
236","51.0
253","15.6
9","19.9
118","28.4
270","31.2
174","36.0
199","40.8
246","70.9
112","67.7
85","45.8
259","49.1
225","34.0
184","36.3
273"
San Diego St. 8,MWC,"105.0
159","89.6
4","46.6
274","43.5
7","18.6
135","21.1
57","35.7
33","29.7
112","36.2
189","25.7
7","63.0
339","69.6
186","45.9
253","42.3
15","32.0
267","30.6
22"
North Carolina Central,MEAC,"104.8
160","100.2
101","53.2
40","42.1
2","19.8
221","20.2
103","31.0
169","30.8
154","37.2
162","41.1
256","68.5
208","67.9
95","53.1
20","41.3
4","35.6
104","29.1
4"
Wofford 12,SC,"104.7
161","98.8
71","51.1
83","47.0
85","17.2
60","20.0
116","29.4
235","27.7
39","37.6
149","36.4
167","68.8
198","70.4
246","49.1
106","47.3
152","36.8
69","30.9
26"
Northern Kentucky,ASun,"104.6
162","110.4
294","51.2
81","50.6
235","17.8
89","16.6
305","28.5
268","30.0
122","30.0
331","45.3
318","66.5
267","72.9
330","51.9
37","49.2
229","33.4
209","35.5
234"
Radford,BSth,"104.6
163","106.0
200","50.0
113","48.4
144","18.1
106","18.8
186","34.5
63","32.7
250","35.4
220","36.3
164","68.6
206","70.3
237","50.5
69","47.8
166","32.6
242","33.4
125"
Green Bay,Horz,"104.6
164","95.2
32","49.3
164","46.0
58","18.5
130","20.8
69","33.3
107","29.4
97","39.3
111","39.8
231","64.0
329","67.0
58","51.8
38","44.0
45","28.3
344","33.7
150"
Chattanooga,SC,"104.5
165","105.2
189","50.5
99","48.0
122","19.4
200","18.7
196","32.5
116","32.7
253","43.8
35","43.2
295","68.8
197","68.7
133","49.9
83","46.3
112","34.4
168","35.0
208"
Morehead St.,OVC,"104.5
166","102.7
141","49.3
158","49.1
167","20.1
240","21.2
50","34.7
56","28.2
50","34.7
240","55.2
350","72.1
78","70.0
217","48.4
137","48.4
195","34.0
180","33.7
145"
UAB 14,CUSA,"104.5
167","102.1
125","47.6
231","47.6
106","20.1
248","19.7
134","34.2
74","33.1
266","35.7
207","33.6
107","73.7
38","68.4
117","46.6
223","47.4
156","33.2
216","31.9
61"
Norfolk St.,MEAC,"104.4
168","109.1
266","52.1
58","48.1
129","20.7
283","18.0
240","34.3
71","30.4
133","42.7
39","39.4
226","65.5
300","66.1
32","52.2
34","46.3
111","34.5
162","33.9
157"
Harvard 13,Ivy,"104.4
169","96.9
55","47.1
255","46.6
72","18.4
122","20.1
106","32.4
117","28.4
57","38.9
118","32.9
84","72.1
77","67.2
63","45.5
266","44.5
57","34.3
171","34.0
163"
California,P12,"104.4
170","99.2
77","48.9
178","46.8
77","16.6
41","14.3
348","26.0
317","25.1
8","30.3
328","38.8
219","65.0
309","69.8
200","47.0
204","45.6
90","35.9
95","33.4
124"
Texas Southern 15,SWAC,"104.3
171","109.7
284","49.5
143","49.3
180","19.7
218","18.7
197","33.8
87","34.6
319","46.8
12","33.1
87","66.1
278","65.4
18","50.0
81","48.5
198","32.2
258","34.4
185"
Wyoming 12,MWC,"104.3
172","100.1
96","52.2
54","47.0
84","18.8
155","17.9
249","22.0
343","27.0
32","40.4
83","27.0
10","70.4
134","70.6
255","54.4
10","44.0
43","32.6
243","34.9
206"
St. Bonaventure,A10,"104.3
173","100.5
108","47.1
252","48.4
147","18.9
161","19.7
133","35.0
45","29.0
78","37.9
142","33.9
115","70.6
126","67.1
60","47.1
202","45.3
82","31.4
292","36.2
271"
Pacific,WCC,"104.2
174","108.5
252","46.8
267","51.9
287","19.8
222","16.2
324","34.6
59","31.3
178","39.4
108","43.1
294","64.8
314","72.5
324","44.3
304","50.7
276","34.2
176","36.1
261"
Bryant,NEC,"104.1
175","110.3
293","48.8
187","48.3
137","18.3
117","16.6
306","29.5
230","32.0
223","32.8
280","35.9
157","75.0
17","72.5
322","46.9
207","48.9
211","34.6
158","31.5
47"
USC Upstate,ASun,"104.1
176","104.8
180","49.5
144","47.1
90","16.9
48","20.3
91","35.2
42","33.5
284","30.4
325","30.3
38","66.0
287","66.9
55","49.2
99","46.6
126","33.2
215","31.9
60"
East Carolina,Amer,"104.0
177","108.2
246","48.4
198","50.9
248","18.0
100","19.2
155","28.2
273","34.7
323","29.9
333","34.1
123","68.1
226","67.7
86","45.2
278","53.0
332","35.6
106","31.6
48"
Rhode Island,A10,"103.9
178","93.1
13","48.9
181","43.9
8","20.8
287","21.8
26","32.3
119","29.2
87","47.3
7","46.0
323","65.6
298","66.4
43","50.1
78","45.0
71","30.5
313","27.3
3"
Southeast Missouri St.,OVC,"103.8
179","107.5
235","48.9
183","50.2
221","19.2
183","19.3
151","32.2
121","31.6
203","36.4
187","41.8
268","66.3
273","68.8
142","48.1
153","46.2
108","33.7
193","39.2
346"
San Diego,WCC,"103.8
180","97.6
59","48.0
216","47.9
118","18.4
126","21.3
42","30.0
209","31.6
204","38.4
132","42.0
272","69.0
186","69.3
169","46.0
250","46.9
134","34.5
159","33.7
144"
Sam Houston St.,Slnd,"103.7
181","96.3
43","47.6
235","45.1
26","19.7
214","20.4
87","36.0
29","27.3
34","46.3
15","41.1
255","71.2
101","64.4
7","47.3
191","43.9
41","32.1
263","32.2
69"
Georgia Tech,ACC,"103.7
182","95.3
33","44.4
329","49.2
176","19.6
208","18.0
239","38.7
10","25.8
14","31.1
317","33.8
113","64.8
312","69.2
166","46.1
244","49.9
256","26.7
349","31.9
63"
Western Kentucky,CUSA,"103.7
183","103.9
164","49.6
142","48.6
152","18.9
162","18.9
180","30.4
189","29.2
91","38.7
123","34.1
121","65.7
292","67.5
81","47.2
197","48.1
181","35.6
107","33.1
106"
The Citadel,SC,"103.5
184","121.7
351","51.7
72","55.1
348","21.7
318","15.9
331","31.3
158","34.6
321","38.0
141","29.6
30","76.6
11","72.2
313","46.8
213","56.5
351","40.2
7","35.1
210"
East Tennessee St.,SC,"103.4
185","106.5
213","49.8
130","51.3
268","18.7
148","21.4
35","29.6
228","33.0
265","39.8
101","42.3
279","72.6
63","70.4
241","45.5
270","49.5
238","36.7
73","35.8
247"
Tennessee Tech,OVC,"103.4
186","111.0
302","48.8
186","53.1
316","20.5
272","18.7
199","36.4
24","29.2
85","34.8
237","42.7
292","68.3
221","67.4
75","49.1
107","52.0
318","32.2
259","36.8
287"
Canisius,MAAC,"103.4
187","102.6
140","46.6
273","46.9
83","18.4
127","21.5
34","34.0
80","32.3
237","32.0
299","40.7
243","72.0
81","69.0
150","46.1
245","46.1
105","31.8
275","32.2
70"
Quinnipiac,MAAC,"103.4
188","102.9
145","44.0
335","45.2
30","20.4
268","14.0
351","42.1
1","26.5
23","35.5
214","33.4
101","77.4
3","68.8
136","43.1
327","41.9
6","30.7
309","35.1
215"
UT Arlington,SB,"103.4
189","105.6
194","49.4
154","47.8
114","20.8
290","19.6
139","31.8
141","32.8
257","38.1
135","42.2
277","67.7
238","71.8
307","50.8
62","47.8
165","31.3
296","31.8
58"
Long Beach St.,BW,"103.3
190","100.5
106","47.6
234","49.2
174","20.2
259","21.0
63","31.5
152","34.0
300","34.4
246","36.9
186","68.4
214","70.9
263","46.3
237","49.0
217","33.2
214","33.0
101"
Cal Poly,BW,"103.3
191","102.0
123","44.1
332","49.3
184","14.8
5","17.3
273","31.9
129","28.2
51","31.5
308","31.3
54","67.1
247","70.4
247","42.5
333","47.3
154","31.6
284","35.6
238"
South Dakota,Sum,"103.2
192","108.2
248","47.1
253","51.0
254","16.7
43","17.5
267","31.0
167","27.0
30","33.7
262","35.6
151","73.0
51","73.4
341","44.2
307","51.1
289","35.8
100","33.9
154"
George Mason,A10,"103.2
193","106.0
201","45.5
307","50.0
216","21.9
323","18.5
213","35.9
31","30.4
131","41.1
70","44.7
312","66.9
253","71.3
286","44.9
290","48.4
197","31.6
283","35.3
224"
Detroit,Horz,"103.0
194","105.5
193","49.7
136","52.0
289","19.3
188","21.2
49","29.4
238","29.8
117","32.4
294","48.3
332","69.2
180","70.1
222","46.3
239","53.0
331","37.9
40","33.7
142"
Maryland Eastern Shore,MEAC,"102.9
195","108.6
255","51.7
70","51.1
257","23.4
338","21.3
46","35.5
38","31.9
215","47.0
10","41.1
254","65.6
299","67.9
98","48.9
112","52.6
324","38.2
32","32.4
73"
Vermont,AE,"102.9
196","99.5
85","51.9
64","43.4
6","20.1
242","20.1
111","26.7
306","29.0
80","42.4
45","40.4
240","69.6
158","71.2
271","51.7
42","42.2
9","34.9
141","30.9
27"
UCF,Amer,"102.9
197","111.5
311","49.1
170","51.3
269","19.7
219","15.8
333","30.7
177","36.8
344","35.1
227","27.2
12","64.4
326","61.5
1","47.6
175","50.3
265","34.5
163","35.6
237"
Robert Morris 16,NEC,"102.8
198","105.1
186","50.1
107","49.3
178","19.8
225","21.8
25","31.0
168","35.9
335","35.5
216","37.6
194","70.9
111","66.0
29","47.4
185","48.3
193","37.5
50","34.1
165"
Portland St.,BSky,"102.8
199","109.7
285","48.7
188","52.7
302","16.4
38","17.5
266","27.6
282","32.1
227","37.2
164","31.4
56","74.4
25","73.4
340","45.5
274","50.2
264","37.3
58","38.5
332"
Houston,Amer,"102.8
200","104.2
173","46.5
280","49.1
169","20.5
276","19.9
121","33.6
90","33.7
287","31.5
307","33.2
92","69.2
178","66.7
50","45.2
280","48.4
196","32.0
270","33.7
147"
,,Adj. Eff.,,Eff. FG%,,Turnover%,,Off. Reb%,,FT Rate,,FT%,,2P%,,3P%,
Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
North Dakota St. 15,Sum,"102.8
201","102.5
138","49.7
134","48.1
130","16.0
22","16.5
310","26.1
313","23.7
4","35.7
208","30.7
45","69.3
174","74.3
348","45.5
271","45.0
73","38.2
35","36.2
264"
Milwaukee,Horz,"102.8
202","105.7
197","49.0
174","51.2
261","20.0
234","16.5
313","26.9
299","29.5
104","36.2
194","31.6
61","73.5
41","72.4
319","48.6
131","48.6
204","33.2
218","38.6
335"
Fresno St.,MWC,"102.7
203","106.0
202","47.1
251","49.4
187","17.2
64","20.3
92","25.9
321","32.7
255","38.8
120","44.3
308","69.3
176","69.4
181","47.2
200","48.0
172","31.3
294","34.8
201"
Fordham,A10,"102.7
204","104.9
182","46.7
272","50.2
222","22.2
330","18.7
200","33.4
102","29.5
101","33.1
272","41.7
265","72.1
79","67.4
71","47.8
163","49.6
241","29.8
329","34.1
167"
Ohio,MAC,"102.7
205","108.2
245","49.8
125","49.3
179","18.7
143","15.4
342","25.9
319","30.5
146","28.9
339","32.2
74","73.5
40","73.0
331","49.0
110","46.8
130","34.0
185","35.9
254"
Western Carolina,SC,"102.7
206","106.5
216","48.8
185","50.1
217","20.1
250","20.7
75","34.7
55","33.9
295","34.6
244","52.5
346","69.6
161","71.7
302","47.2
201","48.6
205","34.8
146","34.9
203"
UNC Wilmington,CAA,"102.6
207","101.8
121","47.5
238","47.9
119","18.0
99","20.4
85","31.0
170","32.4
240","37.5
153","47.4
329","68.2
224","68.5
124","46.3
238","46.9
133","34.0
183","33.5
131"
Texas Tech,B12,"102.5
208","100.5
107","45.7
302","49.2
175","21.8
320","20.1
113","34.6
57","32.6
247","46.1
16","36.5
170","64.2
328","68.6
128","44.5
297","48.2
185","32.3
252","33.9
158"
UNC Asheville,BSth,"102.5
209","109.1
270","49.9
122","49.7
200","20.8
289","18.3
221","31.6
148","32.2
230","35.4
221","43.3
298","73.7
39","68.3
111","48.2
149","49.0
214","35.2
125","33.9
155"
Tulsa,Amer,"102.5
210","94.8
25","47.1
254","45.5
40","17.7
84","19.7
131","30.8
175","28.5
66","41.4
65","30.9
46","64.7
316","65.7
20","46.5
229","42.8
20","32.3
253","33.3
119"
Rice,CUSA,"102.4
211","105.7
198","51.7
69","49.9
205","22.1
328","19.6
140","26.5
308","32.2
235","33.7
261","40.1
237","74.5
23","65.8
22","47.6
173","49.0
215","37.3
56","34.5
186"
Nebraska Omaha,Sum,"102.4
212","109.7
286","49.3
160","53.3
321","18.3
113","20.3
94","30.5
187","28.9
75","42.6
43","38.9
220","69.6
164","72.6
325","49.2
104","51.7
306","33.1
222","37.6
312"
Middle Tennessee,CUSA,"102.4
213","102.1
127","47.9
221","49.9
209","20.3
260","20.3
97","31.6
147","26.1
19","36.8
172","42.2
278","70.8
119","68.4
120","44.2
309","48.0
176","36.3
81","35.7
241"
Sacred Heart,NEC,"102.4
214","110.3
292","49.6
141","49.2
173","19.4
199","18.4
215","33.9
84","32.7
251","35.9
201","33.6
106","64.4
324","71.6
297","50.3
74","47.7
160","32.0
272","34.7
196"
Northern Arizona,BSky,"102.4
215","103.6
154","46.1
292","48.6
155","17.7
83","16.7
301","35.3
40","26.8
25","36.4
186","38.4
210","75.4
15","72.4
318","42.9
329","49.1
227","34.8
150","31.7
52"
Stony Brook,AE,"102.3
216","100.0
94","46.0
296","46.0
59","18.6
133","17.7
260","37.1
18","25.4
11","32.4
290","32.2
72","66.4
269","70.1
227","45.1
283","43.0
22","32.1
265","34.3
178"
St. Francis NY,NEC,"102.2
217","104.0
166","46.3
284","47.4
98","19.8
220","20.2
102","39.6
7","28.8
74","40.9
76","40.2
238","67.8
233","70.0
219","47.5
180","44.7
63","29.1
337","36.7
284"
Loyola Marymount,WCC,"102.2
218","110.5
296","46.3
286","53.7
332","21.5
309","18.0
241","33.5
97","34.1
303","36.2
195","35.5
147","71.0
107","70.5
249","43.8
317","50.5
270","35.1
132","39.2
345"
Northern Illinois,MAC,"102.1
219","105.2
188","47.6
232","51.8
284","21.7
316","21.4
37","36.4
23","31.1
170","47.1
9","40.9
249","67.4
245","69.9
209","47.2
198","52.5
322","32.2
255","33.9
159"
Indiana St.,MVC,"102.1
220","102.3
133","49.4
150","48.6
153","20.9
292","20.8
73","26.4
311","31.7
206","42.3
49","37.6
193","70.1
144","73.2
337","46.6
227","44.7
64","35.7
102","38.6
334"
Manhattan 16,MAAC,"102.0
221","101.0
113","49.4
153","48.1
131","21.1
302","23.9
8","30.9
174","33.1
269","47.4
6","52.3
345","69.1
182","69.8
199","48.8
118","48.0
170","33.6
197","32.4
75"
Eastern Michigan,MAC,"101.9
222","99.7
86","46.9
265","46.2
62","17.8
91","21.5
33","30.2
196","33.7
289","41.5
62","42.5
284","71.6
94","69.1
158","46.7
218","44.0
47","31.4
290","33.1
111"
Samford,SC,"101.9
223","111.9
316","49.8
128","53.3
320","19.2
185","21.1
58","30.1
201","34.1
304","37.9
143","45.4
319","68.5
210","67.3
68","49.2
105","51.0
285","34.0
182","38.9
341"
American,Pat,"101.8
224","105.3
190","53.4
32","51.0
250","19.4
198","21.8
24","21.3
347","31.6
205","34.4
247","33.0
86","70.5
132","67.8
89","51.8
39","50.9
280","37.4
52","34.2
171"
South Alabama,SB,"101.6
225","111.4
309","47.8
227","49.0
165","20.9
293","15.2
344","30.0
204","33.1
271","41.9
55","34.1
118","70.7
125","70.6
254","47.0
206","48.1
182","32.9
232","34.2
173"
Delaware St.,MEAC,"101.6
226","111.7
315","47.7
230","48.8
161","19.7
216","16.4
317","31.8
137","31.8
209","31.5
306","36.0
159","70.8
118","68.8
139","44.8
293","48.0
174","35.0
137","33.5
130"
Holy Cross,Pat,"101.6
227","107.5
233","47.2
249","53.2
318","17.0
51","21.6
29","29.6
227","29.7
114","34.9
234","41.3
261","71.6
97","71.5
292","45.4
276","51.7
308","33.7
192","37.5
308"
Florida Gulf Coast,ASun,"101.5
228","103.8
159","48.2
208","45.3
32","17.7
85","17.3
275","34.4
67","32.1
225","33.1
270","34.6
131","66.6
265","67.9
96","47.0
203","45.8
98","33.9
188","29.6
5"
Texas A&M Corpus Chris,Slnd,"101.5
229","104.7
179","49.2
167","48.3
136","19.4
201","20.6
80","30.3
191","33.1
270","51.0
1","46.1
325","68.8
199","68.8
140","48.7
124","48.3
191","33.5
201","32.2
68"
McNeese St.,Slnd,"101.5
230","112.2
319","46.4
282","51.9
288","16.0
25","18.5
208","33.7
89","34.4
313","30.9
320","34.9
138","64.5
323","68.7
135","45.9
256","53.1
334","31.6
282","33.1
109"
Mississippi St.,SEC,"101.1
231","99.3
78","47.5
240","48.0
126","23.3
337","18.9
183","32.3
118","31.1
171","46.4
14","36.5
169","69.3
175","64.3
6","47.9
158","47.0
136","31.1
302","33.2
115"
Miami OH,MAC,"101.1
232","107.2
230","49.4
152","53.1
314","19.4
194","20.6
77","25.9
320","29.6
110","38.7
125","42.5
286","70.9
114","69.4
176","48.3
143","53.7
338","34.4
166","34.9
204"
Cal St. Northridge,BW,"101.1
233","109.2
273","45.3
309","51.0
255","19.5
206","16.6
308","28.4
269","30.5
145","41.1
71","35.9
155","76.6
8","70.3
231","44.3
305","48.5
201","33.0
228","36.6
280"
Dartmouth,Ivy,"101.0
234","104.1
168","49.2
166","49.9
207","20.3
261","21.2
51","30.9
173","28.5
65","35.7
210","42.7
291","64.6
319","68.9
148","47.9
159","47.8
168","34.6
152","35.4
228"
New Mexico,MWC,"101.0
235","98.8
70","47.9
222","46.7
74","20.2
252","18.6
205","33.3
106","26.1
18","38.4
131","32.8
81","65.8
290","70.3
240","48.6
126","46.4
118","30.8
307","31.4
41"
Delaware,CAA,"101.0
236","109.1
268","47.1
256","50.0
215","18.4
125","15.6
337","28.8
255","31.5
197","38.1
136","33.2
90","68.6
204","70.1
223","44.5
299","46.7
129","34.5
164","37.0
294"
Illinois Chicago,Horz,"101.0
237","111.3
307","43.6
337","54.4
340","17.4
70","18.0
237","30.8
176","28.5
67","40.0
94","39.0
221","73.9
35","68.4
116","41.5
340","51.9
317","31.8
277","40.3
351"
Missouri,SEC,"100.9
238","103.7
157","45.8
299","49.3
183","20.2
257","17.2
282","29.4
237","33.3
279","32.5
287","43.9
303","66.7
258","69.9
210","44.2
308","48.0
175","32.5
248","34.4
184"
UNC Greensboro,SC,"100.9
239","108.2
247","49.7
135","50.8
244","18.8
157","18.2
226","30.6
184","29.7
113","31.3
313","48.5
333","62.9
341","71.6
298","47.6
174","49.7
248","36.1
87","35.2
217"
Houston Christian,Slnd,"100.9
240","117.6
344","47.4
242","52.8
305","21.4
306","17.2
284","37.6
13","31.5
190","39.4
109","43.7
301","72.9
53","72.7
327","47.5
181","51.0
286","31.5
287","37.9
322"
Rider,MAAC,"100.8
241","100.9
111","49.4
146","47.5
99","19.2
179","21.6
31","31.1
164","29.6
107","35.6
212","37.7
197","60.3
349","73.7
343","49.0
108","46.6
127","33.4
206","32.7
89"
La Salle,A10,"100.8
242","95.1
27","46.7
270","45.8
53","19.9
230","20.1
110","29.6
221","30.8
156","36.4
184","34.4
128","69.4
172","69.3
168","46.1
243","45.1
75","32.1
264","31.6
50"
USC,P12,"100.8
243","100.1
97","46.8
268","48.0
127","20.0
237","19.1
163","31.5
150","34.3
310","33.8
258","31.2
51","63.4
334","70.8
260","45.8
257","47.2
148","32.9
231","32.9
94"
Ball St.,MAC,"100.8
244","108.4
251","48.9
179","52.4
297","21.6
310","18.2
228","29.9
212","28.6
71","35.4
222","42.1
275","69.7
157","69.5
183","47.7
169","51.8
311","33.6
198","35.7
242"
Towson,CAA,"100.8
245","108.9
262","44.6
323","47.6
107","21.5
308","14.9
346","41.1
3","29.5
100","48.3
3","45.0
316","66.3
272","70.5
253","44.4
302","45.7
95","30.1
323","34.2
174"
Lehigh,Pat,"100.5
246","102.1
124","49.0
173","46.8
76","19.9
229","17.4
271","29.2
240","30.4
137","36.2
192","31.2
49","72.3
73","68.6
127","47.8
162","44.0
46","34.8
149","33.9
156"
New Hampshire,AE,"100.5
247","102.9
142","49.7
132","46.0
56","18.7
140","17.1
288","27.2
296","23.7
3","36.1
196","42.6
289","67.0
250","69.0
154","45.9
254","45.6
91","37.4
54","31.1
31"
Niagara,MAAC,"100.5
248","111.3
308","45.6
305","53.7
333","20.6
280","18.1
233","32.0
126","29.5
102","41.2
69","36.3
163","69.5
171","70.6
256","42.3
337","52.1
320","35.1
131","37.9
321"
Brown,Ivy,"100.3
249","107.0
226","47.0
257","48.5
151","21.6
311","16.4
318","29.8
214","30.5
143","45.0
22","36.4
165","69.7
155","69.2
162","47.2
199","47.0
137","31.1
304","34.7
197"
North Texas,CUSA,"100.3
250","104.6
178","46.9
259","49.3
182","20.1
249","20.4
88","31.1
165","33.1
268","40.0
93","38.2
205","63.4
335","67.0
59","47.8
164","48.1
178","29.9
325","34.2
175"
,,Adj. Eff.,,Eff. FG%,,Turnover%,,Off. Reb%,,FT Rate,,FT%,,2P%,,3P%,
Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
