Oklahoma 10,B12,"114.9
32","99.8
84","53.5
71","51.0
181","17.3
100","16.8
270","28.4
188","30.0
238","33.2
179","25.6
19","74.6
58","70.4
112","53.3
53","49.1
142","35.9
115","36.2
242"
Buffalo 13,MAC,"114.9
33","103.1
145","54.8
31","48.8
64","16.5
48","18.1
191","31.9
72","29.1
200","29.9
278","39.5
297","69.9
238","73.9
308","54.3
37","48.4
102","37.1
76","33.1
61"
Michigan 3,B10,"114.7
34","90.7
3","53.9
56","47.7
36","14.0
4","19.5
99","25.5
274","24.9
36","30.7
257","30.0
93","66.0
326","72.1
221","54.7
33","46.8
53","35.2
155","33.2
69"
LSU,SEC,"114.6
35","103.1
147","54.5
37","52.7
263","16.6
57","19.6
95","29.2
160","31.6
296","32.5
203","32.7
164","73.3
107","69.4
59","56.3
14","52.6
279","34.6
190","35.3
196"
Tennessee 3,SEC,"114.5
36","92.4
6","50.8
173","46.7
15","17.9
143","20.4
57","33.4
42","31.1
280","35.5
107","37.6
265","75.7
42","71.0
152","47.3
275","46.1
36","38.0
45","31.8
17"
Notre Dame,ACC,"114.5
37","99.7
83","51.1
163","49.3
89","14.7
9","16.4
290","31.1
93","28.8
180","31.0
248","22.6
2","76.1
36","71.0
151","49.6
186","47.0
57","35.6
136","35.4
204"
William & Mary,CAA,"114.5
38","115.1
335","59.5
2","56.8
343","17.2
86","14.4
345","21.2
338","25.4
45","33.4
174","32.4
153","81.1
1","69.5
62","56.6
12","57.2
344","42.2
1","37.4
294"
Auburn 4,SEC,"114.3
39","97.3
49","50.8
175","49.7
112","16.4
42","20.7
44","32.1
65","28.0
142","39.8
36","38.1
273","77.4
15","72.2
223","48.7
217","47.7
78","35.7
125","35.1
180"
USC,P12,"114.3
40","98.9
73","53.8
65","51.0
180","15.3
18","19.2
118","30.0
131","28.8
181","29.9
280","26.6
31","70.6
204","70.4
118","52.4
74","49.8
166","37.6
50","35.2
187"
Western Kentucky,CUSA,"114.2
41","101.1
101","54.2
48","49.4
96","16.6
55","17.9
206","29.0
163","29.3
205","40.0
35","23.9
6","71.5
166","72.6
249","54.6
35","46.7
50","35.4
143","36.0
231"
UCLA 11,P12,"114.2
42","101.6
110","53.7
66","49.1
77","16.6
53","14.5
342","28.5
183","26.9
89","35.5
108","29.7
82","72.0
149","70.1
87","51.4
116","47.3
62","38.1
44","34.6
144"
South Dakota St. 12,Sum,"114.2
43","101.3
105","54.3
44","50.0
127","14.0
3","14.2
347","24.6
296","23.3
17","35.4
112","25.6
18","76.6
29","71.7
199","50.7
147","49.8
168","39.3
24","33.6
95"
Maryland,B10,"114.2
44","98.1
60","54.3
41","47.5
32","20.4
291","16.3
301","31.4
83","28.2
152","37.9
59","24.0
7","76.0
39","73.8
303","53.9
43","45.6
23","36.8
87","33.8
111"
Miami FL 6,ACC,"113.5
45","96.8
44","53.1
83","49.0
71","16.8
67","18.8
144","29.1
161","28.2
155","29.1
294","28.1
48","66.2
322","71.2
166","52.2
79","48.8
127","36.4
100","32.8
43"
Toledo,MAC,"113.5
46","108.6
261","55.3
22","49.5
100","16.6
54","13.4
351","27.8
204","27.8
134","37.1
72","26.4
28","73.8
81","73.5
291","51.4
114","48.5
109","40.6
8","34.4
130"
New Mexico,MWC,"113.5
47","106.5
209","53.5
72","54.8
318","16.8
68","22.0
14","26.1
255","31.0
278","34.6
138","39.9
300","77.4
17","71.9
210","51.4
120","53.7
300","37.1
73","38.1
320"
Florida St. 9,ACC,"113.4
48","96.7
41","53.2
80","48.4
50","17.8
138","19.4
108","32.3
61","29.8
228","37.0
73","32.4
152","69.1
266","71.4
180","53.6
48","45.4
18","35.0
165","35.5
207"
Texas Tech 3,B12,"113.1
49","91.8
4","52.0
126","46.4
13","17.8
135","21.7
17","32.9
52","28.7
176","39.3
38","38.0
271","70.4
216","70.3
104","51.1
131","45.1
14","35.9
109","32.3
33"
Oklahoma St.,B12,"113.0
50","97.1
47","49.8
212","50.0
129","18.1
154","20.3
62","34.2
25","31.1
279","32.2
212","35.6
230","75.7
43","72.6
245","48.3
238","47.5
72","34.8
176","36.7
266"
,,Adj. Eff.,,Eff. FG%,,Turnover%,,Off. Reb%,,FT Rate,,FT%,,2P%,,3P%,
Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
Boston College,ACC,"113.0
51","103.1
149","52.1
116","51.8
223","18.2
157","17.6
224","30.1
130","26.0
61","30.7
258","27.1
38","74.1
73","74.4
323","51.1
134","50.1
181","35.9
114","36.1
237"
Clemson 5,ACC,"112.9
52","93.4
8","52.9
88","47.2
28","17.4
110","17.4
238","27.2
221","26.3
69","33.5
169","27.2
40","75.5
44","70.1
85","51.6
108","43.9
8","36.6
94","35.2
189"
Belmont,OVC,"112.6
53","103.7
159","58.8
3","48.9
68","18.1
150","16.9
267","25.2
285","25.7
53","27.9
318","26.8
35","73.9
78","73.7
297","61.7
1","48.1
91","37.6
51","33.5
91"
Louisiana Lafayette,SB,"112.4
54","101.0
98","52.7
99","49.1
78","18.3
167","19.6
96","35.9
6","27.9
136","38.0
57","36.1
235","75.9
41","69.2
50","52.4
71","48.5
108","35.4
140","33.6
99"
Louisville,ACC,"112.2
55","96.7
43","51.8
132","47.0
21","16.7
61","18.9
136","28.6
180","31.4
291","31.9
221","29.3
68","73.6
87","70.6
130","49.7
181","45.8
29","37.1
75","32.9
51"
Cincinnati 2,Amer,"112.1
56","87.9
2","51.2
160","43.3
2","17.0
75","21.6
20","38.5
2","28.2
150","36.0
97","26.8
33","69.2
261","68.4
22","50.2
163","41.4
2","35.3
147","30.9
7"
Georgetown,BE,"111.8
57","100.8
95","51.8
136","50.8
169","20.7
305","17.0
263","31.3
87","26.0
60","38.3
54","28.3
51","77.5
14","74.3
319","50.1
168","49.9
172","36.6
95","34.8
158"
Utah,P12,"111.7
58","98.2
62","54.5
39","48.3
45","17.5
121","17.5
231","24.1
303","28.6
175","34.4
144","28.8
62","75.9
40","71.6
194","53.6
46","47.0
56","37.0
80","33.6
97"
Texas A&M 7,SEC,"111.5
59","95.1
18","51.4
150","46.9
18","19.2
233","15.3
328","33.9
30","27.3
106","32.0
217","27.6
43","66.1
323","68.8
42","52.5
65","45.7
26","32.9
277","32.6
40"
Mississippi St.,SEC,"111.5
60","97.0
46","52.2
115","48.3
47","19.1
226","19.5
104","32.1
64","30.7
264","31.7
228","29.7
83","68.7
277","69.1
48","55.2
24","47.2
61","31.5
328","33.3
83"
Mercer,SC,"111.4
61","110.8
293","54.3
43","53.1
275","18.8
201","16.5
286","31.4
85","24.9
34","35.7
105","33.6
188","76.9
23","72.5
239","52.7
61","52.5
275","37.8
48","35.8
221"
Missouri 8,SEC,"111.4
62","96.4
38","54.1
52","46.7
14","20.8
312","16.0
310","30.3
120","27.9
137","38.3
52","30.3
101","74.3
65","72.1
217","50.3
159","45.4
19","39.0
27","32.7
41"
Vermont,AE,"111.0
63","104.2
165","55.9
20","50.6
158","16.9
70","16.8
269","26.0
256","22.6
10","41.8
14","25.0
14","75.3
48","71.5
182","53.8
44","49.9
171","39.9
15","34.6
143"
Illinois,B10,"111.0
64","102.0
121","49.8
210","53.3
284","18.8
213","23.2
4","34.0
29","31.3
289","33.1
185","47.9
350","73.3
108","73.4
288","49.8
177","54.1
312","33.2
257","34.5
141"
Murray St. 12,OVC,"111.0
65","101.1
102","55.0
26","47.2
27","17.6
126","18.0
201","32.9
48","27.6
121","37.3
70","30.5
106","73.1
114","72.1
220","54.4
36","47.6
73","37.2
68","30.9
6"
Oregon,P12,"110.9
66","100.6
93","53.3
76","50.3
143","17.1
82","19.0
129","31.0
97","26.8
84","31.7
229","36.3
240","76.3
33","75.7
343","53.1
59","48.4
103","35.7
128","35.6
212"
Baylor,B12,"110.9
67","95.9
31","51.8
131","47.7
37","19.8
274","17.2
253","35.5
9","29.7
222","32.2
211","30.2
99","73.4
99","71.9
212","51.2
126","46.2
37","35.4
145","33.4
86"
Loyola Chicago 11,MVC,"110.8
68","95.7
29","57.7
5","47.4
31","19.1
222","19.4
109","22.1
332","25.9
59","32.2
210","25.2
15","72.6
130","70.4
116","56.6
11","47.1
58","39.8
17","32.0
22"
Wake Forest,ACC,"110.8
69","101.9
120","50.5
186","51.5
210","18.8
206","17.5
233","30.5
115","27.7
127","31.9
223","39.0
291","73.8
80","73.2
281","47.4
273","48.1
97","37.4
56","37.7
308"
UNLV,MWC,"110.7
70","104.5
170","53.5
73","48.7
62","19.1
224","15.5
325","34.5
21","29.9
233","43.4
6","26.2
24","70.5
212","73.9
307","54.8
32","46.7
49","33.4
252","35.2
191"
Mississippi,SEC,"110.7
71","104.2
166","48.3
285","51.5
211","15.9
31","17.3
243","31.3
90","30.7
265","33.8
161","36.9
254","73.0
119","71.2
162","48.7
219","48.1
96","31.9
317","37.8
310"
Nebraska,B10,"110.7
72","96.4
39","49.1
247","47.0
22","16.0
34","18.3
177","30.1
129","34.0
336","37.6
65","26.5
29","71.8
157","67.2
8","47.6
263","46.5
45","34.6
191","32.2
28"
Middle Tennessee,CUSA,"110.6
73","97.2
48","53.1
82","49.2
83","18.6
180","19.1
124","30.7
109","22.3
6","30.1
273","40.8
311","74.4
63","71.8
204","51.9
96","50.4
194","37.1
74","31.5
12"
UC Santa Barbara,BW,"110.5
74","106.5
212","53.0
85","49.9
122","14.9
11","16.6
277","28.7
175","27.0
94","32.0
218","29.5
75","70.1
230","70.0
82","50.5
155","48.9
134","38.3
38","34.4
132"
Iowa St.,B12,"110.5
75","101.7
111","49.9
207","51.0
184","17.0
79","16.4
291","29.5
142","30.6
260","29.8
281","26.5
30","70.0
233","71.3
171","47.9
252","51.0
220","35.8
119","33.9
116"
San Diego St. 11,MWC,"110.5
76","95.1
20","51.7
138","48.6
58","17.0
73","19.0
128","31.6
81","25.0
37","35.1
124","29.6
78","71.5
167","72.7
254","52.0
88","47.8
82","34.1
216","33.2
70"
Hofstra,CAA,"110.3
77","109.7
274","53.2
79","54.2
300","15.6
25","16.3
295","30.6
112","27.5
115","36.5
88","32.5
158","68.0
298","70.3
109","51.6
109","54.3
318","37.3
63","36.0
228"
Rhode Island 7,A10,"110.0
78","97.6
54","51.1
165","50.4
149","15.3
17","22.6
6","31.0
98","28.2
153","30.1
274","40.6
308","69.7
251","73.4
290","50.4
157","50.6
201","35.2
154","33.2
68"
Central Michigan,MAC,"109.9
79","109.8
275","51.0
166","52.5
256","17.0
80","17.9
207","31.1
94","31.0
276","33.7
166","27.2
39","80.4
3","71.3
168","50.5
156","53.1
285","34.4
207","34.5
140"
St. Bonaventure 11,A10,"109.9
80","100.0
86","51.6
141","49.0
72","16.3
39","20.4
54","29.3
158","29.1
202","40.5
29","38.4
283","75.2
49","71.5
183","48.5
223","49.7
164","38.6
35","32.0
23"
Kansas St. 9,B12,"109.8
81","94.0
11","52.6
102","49.1
79","17.2
94","21.6
21","25.9
265","31.9
304","33.8
160","36.8
252","73.4
100","73.2
282","53.4
50","48.9
131","34.1
213","33.0
58"
Texas 10,B12,"109.6
82","94.1
12","50.0
203","48.3
48","17.0
77","18.0
200","29.4
146","29.1
201","33.0
189","26.2
26","66.5
318","71.2
165","51.2
125","47.5
71","32.0
315","33.2
73"
Boise St.,MWC,"109.5
83","96.6
40","53.7
69","48.8
66","18.9
214","16.4
293","29.3
154","18.4
1","31.0
247","29.5
77","73.7
86","73.3
285","52.0
87","48.4
105","37.5
52","33.0
55"
Northwestern,B10,"109.4
84","99.5
79","49.5
226","51.0
185","17.8
133","19.0
132","29.4
152","27.7
128","29.1
295","37.0
259","74.8
55","71.2
160","47.1
286","48.9
138","35.4
141","36.2
243"
Utah Valley,WAC,"109.4
85","102.4
128","54.2
47","48.1
43","19.8
271","17.5
235","30.9
102","27.5
114","39.1
43","28.5
54","74.4
62","69.4
58","51.9
97","47.4
68","38.9
29","32.9
50"
Indiana,B10,"109.2
86","98.5
64","51.1
162","50.8
170","18.2
162","19.7
92","31.8
74","29.5
212","36.4
89","32.2
148","65.7
331","70.4
122","52.5
69","48.4
104","32.2
307","36.7
268"
Iona 15,MAAC,"109.2
87","107.9
243","53.9
59","52.5
253","16.0
33","18.8
143","24.5
299","30.8
270","30.2
271","28.6
60","73.8
83","65.9
2","51.5
112","51.7
248","38.3
37","35.8
219"
Wisconsin,B10,"109.1
88","98.6
68","50.9
170","51.2
193","16.8
66","18.4
170","28.4
189","27.7
131","32.7
197","30.2
98","69.9
241","75.3
339","51.2
127","50.6
200","33.5
246","35.0
176"
Georgia St. 15,SB,"109.1
89","101.8
117","53.9
57","47.1
24","16.7
62","20.6
47","25.6
273","33.4
329","30.9
251","38.6
286","68.4
287","69.9
79","50.9
140","44.0
9","38.7
32","33.8
109"
Tulsa,Amer,"108.9
90","101.8
116","50.7
180","49.5
102","18.6
184","17.9
210","32.0
66","29.6
217","41.6
15","25.3
16","72.5
135","68.8
38","49.7
183","47.9
87","34.7
184","34.4
134"
Marshall 13,CUSA,"108.8
91","103.0
144","54.7
34","49.9
121","17.2
95","18.4
172","22.4
328","32.3
311","33.1
183","28.9
63","76.4
32","68.6
31","55.5
21","48.7
122","35.9
112","35.0
171"
Providence 10,BE,"108.8
92","96.3
36","49.6
220","50.3
145","17.4
113","19.0
131","28.9
167","29.0
195","38.6
49","31.8
137","70.4
218","73.1
275","49.5
187","51.5
237","33.2
261","32.2
30"
Missouri St.,MVC,"108.7
93","103.9
161","49.4
230","47.5
35","17.4
107","14.8
335","33.1
45","25.8
56","27.3
325","30.4
104","72.0
148","72.4
235","49.4
189","46.0
33","32.9
279","33.5
94"
Fresno St.,MWC,"108.7
94","98.4
63","54.5
38","49.6
103","17.4
105","18.8
145","26.6
244","24.6
29","38.4
51","39.0
290","70.2
225","74.2
317","52.7
62","46.7
51","39.0
26","36.8
269"
Minnesota,B10,"108.6
95","102.1
123","48.7
271","50.5
154","15.5
21","16.0
307","30.0
132","29.5
213","35.1
127","27.1
37","70.4
217","70.5
127","47.1
287","47.3
66","34.6
197","37.5
301"
Dayton,A10,"108.6
96","107.1
223","55.5
21","54.4
307","20.2
287","18.4
174","25.8
266","27.5
119","31.8
226","29.2
67","73.1
116","71.5
186","59.5
2","52.5
273","33.7
237","38.3
327"
Bucknell 14,Pat,"108.5
97","101.8
115","53.9
60","47.8
40","17.0
74","17.0
258","27.0
232","27.5
118","42.6
10","34.5
211","71.8
158","69.5
63","55.0
28","47.0
55","34.8
180","33.1
63"
South Dakota,Sum,"108.5
98","98.9
71","52.1
119","48.4
51","15.7
28","19.9
80","29.4
147","27.1
97","35.7
104","29.7
81","75.1
51","73.6
294","51.9
99","47.1
59","35.0
164","33.7
103"
Furman,SC,"108.4
99","101.1
100","54.9
28","50.1
133","16.5
47","20.6
46","27.0
230","28.6
174","28.2
312","29.9
89","70.6
208","70.7
137","56.8
9","51.4
236","35.3
148","32.0
25"
Wofford,SC,"108.4
100","108.1
244","55.2
24","53.3
282","18.2
159","18.7
153","25.0
290","27.1
98","28.5
304","34.0
200","77.6
13","74.1
312","50.9
143","52.4
272","40.2
9","36.4
253"
,,Adj. Eff.,,Eff. FG%,,Turnover%,,Off. Reb%,,FT Rate,,FT%,,2P%,,3P%,
Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
UAB,CUSA,"108.4
101","102.9
140","54.7
32","50.6
159","19.0
219","17.6
226","30.9
101","25.0
38","28.3
307","26.8
34","74.5
61","69.7
70","55.9
18","49.1
141","34.8
178","35.0
173"
Rider,MAAC,"108.3
102","107.2
224","52.6
100","52.8
268","17.6
127","20.5
51","33.5
37","28.6
169","42.1
12","36.8
251","60.8
350","70.8
145","52.0
95","50.5
198","35.8
118","37.1
282"
Alabama 9,SEC,"108.2
103","95.7
30","51.9
128","47.8
41","20.3
290","18.7
158","29.4
151","30.9
273","41.9
13","36.5
244","67.0
308","68.5
26","53.5
49","46.9
54","32.6
290","32.8
48"
Niagara,MAAC,"108.2
104","114.3
328","50.8
177","52.6
260","15.0
14","15.5
322","30.9
103","31.0
277","38.0
58","29.5
74","72.8
126","70.4
115","49.2
198","50.2
189","35.8
122","38.0
316"
Columbia,Ivy,"108.2
105","113.4
321","52.4
109","54.2
301","17.8
137","18.2
185","27.0
231","29.4
210","24.5
346","32.0
143","74.0
76","73.2
280","49.9
174","51.6
241","37.2
66","38.4
328"
Idaho,BSky,"108.1
106","107.0
220","54.7
33","50.1
134","19.4
245","16.1
306","31.1
96","24.2
22","30.4
265","30.2
100","73.3
103","71.8
205","50.3
162","48.1
95","41.1
4","35.2
186"
Memphis,Amer,"108.0
107","106.4
205","50.7
178","50.8
171","20.4
295","18.9
141","35.1
11","33.7
333","43.6
5","32.4
151","69.0
268","70.2
96","52.3
78","47.6
74","31.7
327","37.0
281"
SMU,Amer,"108.0
108","100.0
87","52.0
124","49.5
101","18.0
147","21.7
18","32.7
55","31.7
297","30.5
260","30.6
109","68.6
282","68.1
18","48.7
216","48.6
120","37.9
46","33.8
110"
Temple,Amer,"107.8
109","99.7
82","49.3
237","49.8
114","15.9
32","18.7
152","27.7
209","32.4
312","25.6
338","31.5
130","68.2
292","70.8
143","47.2
280","50.5
199","35.0
166","32.4
36"
Georgia,SEC,"107.8
110","95.6
26","47.5
314","45.6
7","19.2
234","14.5
344","34.8
13","28.9
185","40.1
34","27.7
44","69.9
237","72.9
268","47.4
271","43.1
5","31.8
324","33.2
75"
Stanford,P12,"107.8
111","98.9
72","51.9
130","49.7
111","20.6
300","15.9
312","32.8
54","27.0
92","41.6
16","29.2
66","68.5
284","67.5
9","50.3
161","47.9
86","36.9
83","35.1
178"
Washington St.,P12,"107.8
112","110.2
284","54.1
50","53.5
286","19.4
252","16.4
294","24.6
297","31.2
288","24.7
342","28.5
58","73.6
92","70.6
131","51.7
103","54.2
315","37.7
49","34.9
163"
Eastern Washington,BSky,"107.7
113","103.7
158","54.0
54","51.0
179","16.8
65","16.9
264","21.6
336","25.0
39","28.0
316","35.4
228","76.5
31","72.2
224","52.0
93","49.6
161","37.9
47","35.8
220"
Old Dominion,CUSA,"107.7
114","96.1
33","50.7
181","47.7
38","15.5
20","21.6
19","32.3
60","26.2
66","33.0
188","30.3
102","69.2
262","67.6
12","49.3
190","45.6
24","35.7
124","33.8
113"
North Florida,ASun,"107.7
115","117.4
342","53.6
70","54.0
295","19.3
244","13.7
350","25.0
289","35.0
346","27.7
323","23.5
4","76.6
30","73.3
284","51.5
111","54.3
319","37.5
54","35.4
202"
Oregon St.,P12,"107.6
116","101.3
104","52.1
121","49.6
105","19.4
249","18.6
163","31.8
75","28.7
177","38.7
47","38.2
276","70.8
199","73.1
273","53.3
52","48.1
93","32.9
273","34.8
161"
Southeast Missouri St.,OVC,"107.5
117","116.0
340","54.3
45","55.2
324","18.1
153","17.2
249","26.2
253","29.3
208","37.7
64","34.5
212","72.4
143","72.3
230","50.7
151","54.1
310","39.3
23","37.9
311"
Richmond,A10,"107.5
118","108.5
256","52.1
117","55.4
330","16.9
71","19.0
127","23.4
315","28.3
161","29.7
284","31.4
127","71.5
170","73.9
306","53.2
58","55.3
332","33.4
250","37.2
289"
Fort Wayne,Sum,"107.2
119","108.5
259","52.9
86","53.8
293","15.7
27","19.9
79","25.6
270","26.6
78","31.6
230","29.7
84","71.5
169","74.1
313","51.3
123","53.4
295","36.6
92","36.4
255"
New Mexico St. 12,WAC,"107.2
120","95.4
23","51.6
144","46.0
9","17.4
104","19.0
130","33.8
31","22.5
7","29.1
293","33.0
171","64.3
342","72.2
229","52.0
86","45.7
27","34.0
220","31.1
10"
Portland St.,BSky,"107.1
121","107.4
229","49.2
242","55.0
323","16.5
50","22.0
13","34.7
18","30.5
251","33.3
177","43.3
336","70.5
213","70.2
95","48.9
206","54.0
308","33.2
259","38.0
319"
BYU,WCC,"107.1
122","98.5
65","54.1
49","51.3
196","16.8
64","18.5
167","22.5
327","22.8
13","37.6
67","28.4
52","75.0
53","65.6
1","55.3
22","51.9
258","34.7
183","33.6
100"
Montana 14,BSky,"107.0
123","98.8
69","51.2
161","48.4
52","17.4
109","21.2
30","33.5
38","26.1
63","38.3
53","41.4
317","71.6
162","72.0
216","51.4
117","46.3
40","33.7
235","35.2
190"
College of Charleston 13,CAA,"107.0
124","104.5
172","52.7
97","49.9
123","15.1
15","17.8
214","25.5
275","27.9
139","36.6
83","32.1
144","76.2
35","74.0
310","52.0
90","48.7
124","35.9
113","34.6
146"
Northern Colorado,BSky,"107.0
125","100.5
92","53.7
67","48.8
65","16.7
58","17.3
244","25.6
272","24.4
25","33.7
163","36.7
249","69.2
263","69.3
55","54.0
41","48.7
123","35.5
138","32.8
44"
