Georgia Tech,ACC,"113.2
28","99.0
114","52.9
52","51.2
229","21.1
172","22.4
101","34.1
120","35.5
280","38.3
122","48.7
329","70.0
143","70.2
225","51.5
59","51.5
282","37.2
81","33.8
96"
Clemson 5,ACC,"113.2
29","90.4
12","51.9
88","48.1
85","20.3
123","24.6
25","39.8
7","36.4
301","30.6
302","33.8
117","62.2
318","71.7
295","49.7
114","49.0
192","37.5
64","30.4
8"
Rhode Island,A10,"113.2
30","102.5
183","53.1
45","49.5
148","19.4
65","21.1
173","37.2
28","34.5
249","39.2
94","33.6
110","69.3
162","71.1
275","51.2
67","47.5
125","38.0
50","35.3
181"
Mississippi,SEC,"113.0
31","98.8
107","52.0
84","49.5
149","18.6
36","19.6
259","39.1
14","31.1
101","30.0
308","34.3
129","65.1
290","66.9
65","50.4
90","48.2
155","36.7
99","34.4
125"
Georgetown 2,BE,"113.0
32","87.9
6","56.7
4","41.9
1","21.3
180","19.8
251","33.1
154","32.7
158","34.0
237","36.0
161","65.4
285","67.8
103","56.2
3","40.5
2","38.4
39","29.6
4"
Stanford 3,P10,"112.8
33","89.8
9","49.8
171","44.3
10","18.8
43","17.7
321","39.1
13","29.2
37","39.6
87","32.8
92","69.4
156","66.4
50","48.0
182","42.1
6","36.6
104","33.3
72"
Houston,CUSA,"112.7
34","100.8
153","49.8
172","49.1
130","15.4
3","22.7
77","31.7
215","33.4
196","33.5
250","38.8
212","77.0
7","66.7
55","45.7
269","48.2
161","36.1
117","33.8
97"
Gonzaga 7,WCC,"112.6
35","93.3
35","54.5
17","45.7
21","20.7
148","21.6
153","34.6
99","29.7
52","39.7
83","32.1
83","71.2
105","64.8
13","53.7
15","43.8
26","37.5
66","32.7
52"
Wisconsin 3,B10,"112.6
36","85.4
1","50.6
139","43.4
6","19.5
68","21.9
133","36.2
54","28.6
25","39.9
80","25.4
8","70.5
121","68.3
122","49.3
129","41.7
5","35.6
144","31.3
24"
Utah St.,WAC,"112.3
37","107.2
272","57.4
1","50.0
170","21.4
184","17.6
324","34.1
114","32.1
135","36.9
160","28.9
39","78.7
2","70.0
217","56.3
2","47.5
122","40.1
9","36.6
259"
Texas A&M 9,B12,"112.1
38","91.1
20","52.0
86","44.9
17","19.2
53","17.4
327","35.0
88","28.1
18","41.8
40","26.7
15","63.4
314","66.1
44","51.2
65","42.2
7","35.7
143","33.8
98"
Louisville 3,BE,"112.1
39","86.5
4","53.1
46","44.1
7","20.2
105","21.7
144","33.4
146","30.9
92","36.5
172","33.5
107","64.7
302","68.3
129","53.5
19","43.1
16","35.0
168","30.5
10"
Syracuse,BE,"111.8
40","96.6
74","52.7
53","49.2
135","21.8
207","20.0
232","39.0
15","32.6
148","42.0
35","29.5
44","66.8
244","69.6
191","53.3
24","46.8
100","34.1
208","35.4
184"
Miami FL 7,ACC,"111.5
41","95.1
61","49.2
193","47.0
49","19.0
46","20.6
194","35.1
86","34.0
228","39.2
93","35.4
147","75.2
16","66.8
59","45.7
270","43.7
25","37.9
53","35.6
200"
Vanderbilt 4,SEC,"111.4
42","97.8
97","54.1
28","49.7
160","19.8
88","20.5
198","31.0
241","33.5
205","38.3
121","32.0
81","73.5
49","69.5
187","50.6
83","48.3
163","39.9
11","35.0
160"
Missouri,B12,"111.3
43","97.2
82","50.7
134","48.8
118","17.7
19","23.1
66","31.5
225","34.9
260","30.8
297","42.9
293","69.0
171","71.0
272","51.0
71","49.8
224","33.4
236","30.9
16"
Temple 12,A10,"111.2
44","98.9
112","54.1
26","49.1
128","19.1
52","19.3
272","28.5
294","32.4
143","35.3
207","31.8
74","74.0
36","72.4
309","53.3
25","46.5
90","36.9
90","35.7
206"
Bradley,MVC,"111.1
45","100.7
149","52.3
71","50.8
211","20.2
111","21.7
146","31.2
235","33.4
197","36.4
178","37.8
193","74.4
31","70.1
222","49.3
131","49.2
204","37.4
72","36.0
221"
DePaul,BE,"111.0
46","104.2
214","49.6
177","53.5
306","17.5
16","19.6
258","33.6
135","36.4
303","30.8
299","28.3
31","64.8
301","72.5
313","47.4
210","49.5
215","35.8
141","40.8
338"
Arkansas 9,SEC,"110.8
47","94.5
51","51.9
92","48.4
102","21.8
206","21.2
170","37.6
25","31.9
128","37.9
130","35.6
153","67.8
210","69.7
199","52.3
40","47.4
118","34.1
207","33.5
82"
South Alabama 10,SB,"110.5
48","99.5
123","53.9
29","48.4
100","20.6
141","20.4
204","37.9
20","30.5
69","46.0
13","31.0
60","70.3
132","67.0
68","53.3
22","47.3
115","36.8
93","33.5
80"
Virginia,ACC,"110.4
49","100.6
147","50.3
152","52.0
256","19.4
58","18.8
291","36.1
58","28.6
26","35.3
208","33.2
103","70.5
125","66.5
52","47.6
208","50.1
239","36.6
103","36.7
264"
UMBC 15,AE,"110.2
50","107.7
281","51.9
89","50.8
212","14.5
2","18.9
286","31.8
210","33.6
209","33.5
252","28.4
34","73.3
55","73.1
323","49.0
143","49.0
193","38.4
40","36.1
228"
,,Adj. Eff.,,Eff. FG%,,Turnover%,,Off. Reb%,,FT Rate,,FT%,,2P%,,3P%,
Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
Purdue 6,B10,"110.1
51","90.5
13","49.1
198","49.1
131","19.1
50","26.0
7","33.1
156","30.9
93","37.1
154","42.6
288","71.2
106","67.0
67","45.3
284","47.6
132","37.3
74","34.8
147"
Oakland,Sum,"109.9
52","107.9
283","49.2
192","53.9
313","19.4
66","21.0
176","41.3
3","35.2
270","41.4
46","34.8
137","70.9
113","74.6
338","47.2
223","52.3
298","36.0
125","38.1
307"
Western Kentucky 12,SB,"109.6
53","95.6
65","53.6
38","47.2
53","20.2
110","24.9
18","36.7
38","33.4
193","36.0
192","48.8
331","70.8
115","70.3
232","51.1
68","46.2
82","39.0
25","32.9
57"
New Mexico,MWC,"109.6
54","91.6
22","54.1
25","47.8
73","18.1
23","24.0
42","31.1
239","27.4
6","40.2
69","41.3
271","65.9
273","68.3
127","49.2
133","45.7
72","42.0
1","33.9
103"
Alabama,SEC,"109.5
55","99.1
115","51.4
112","50.2
185","18.5
32","20.2
214","36.5
43","31.9
129","33.5
251","33.9
119","62.0
322","71.9
301","50.0
104","48.3
164","36.3
111","35.5
191"
USC 6,P10,"109.4
56","90.8
14","53.3
41","44.8
14","21.9
216","20.0
233","31.1
237","35.0
262","38.7
110","27.9
24","68.5
183","68.5
142","51.5
56","44.1
28","38.7
32","30.7
11"
Dayton,A10,"109.2
57","97.9
98","52.7
55","50.6
205","20.6
139","20.2
218","35.3
78","27.9
12","42.3
32","33.1
98","64.1
308","70.6
254","51.1
69","48.6
178","37.5
68","35.5
189"
Massachusetts,A10,"109.2
58","96.1
68","51.4
111","47.6
68","17.7
18","19.9
240","31.7
214","33.9
227","38.6
114","37.9
195","67.2
232","67.8
101","49.9
108","46.1
79","35.6
146","34.1
110"
Utah,MWC,"109.1
59","98.4
100","53.8
33","47.8
74","19.6
73","18.1
308","26.9
316","25.0
1","31.1
292","40.4
250","75.6
13","73.3
327","51.4
62","44.8
42","38.8
30","35.7
205"
Cal St. Fullerton 14,BW,"109.1
60","101.8
172","54.2
22","52.7
281","18.3
26","23.6
49","32.6
172","30.2
62","32.3
268","32.9
95","70.2
135","67.4
83","52.3
42","51.2
273","38.4
37","37.0
275"
Providence,BE,"108.9
61","99.2
117","51.5
109","50.3
192","21.1
174","22.0
126","36.6
40","36.4
302","32.3
266","37.1
181","68.0
202","74.2
336","48.9
146","49.4
208","37.6
61","34.7
143"
UNLV 8,MWC,"108.8
62","94.0
45","48.6
218","46.3
32","16.7
8","22.3
105","29.1
284","32.3
140","33.3
255","32.4
88","74.8
22","66.7
56","47.8
195","47.0
110","33.2
247","30.1
6"
UAB,CUSA,"108.8
63","96.8
79","52.2
75","46.8
44","20.4
126","19.8
248","32.2
193","30.6
82","39.0
103","37.1
180","70.7
117","65.0
19","49.9
107","45.1
52","37.5
69","33.6
86"
Washington,P10,"108.8
64","96.4
71","50.0
161","51.2
232","19.8
85","21.5
157","40.6
6","29.9
55","34.2
234","39.7
236","58.6
341","69.5
190","49.0
144","48.8
187","35.1
163","37.5
292"
Seton Hall,BE,"108.7
65","102.6
186","48.0
244","51.1
226","16.9
10","21.4
163","33.7
133","38.4
334","36.7
165","39.3
224","71.6
94","67.6
92","46.6
245","48.8
189","33.8
218","37.0
277"
Ohio St.,B10,"108.6
66","91.0
16","52.5
61","45.4
20","20.4
127","21.4
164","33.3
149","35.6
285","28.2
322","22.1
1","68.7
176","68.0
109","53.6
18","43.6
21","33.7
225","32.0
33"
Akron,MAC,"108.6
67","98.5
102","51.9
94","49.8
166","19.5
72","24.8
20","33.9
124","34.4
244","39.3
92","36.7
173","70.3
133","69.1
167","47.9
189","50.2
243","38.6
33","32.6
45"
Auburn,SEC,"108.6
68","104.7
225","52.5
63","55.8
334","20.0
99","22.2
113","31.9
205","32.5
146","31.5
286","28.1
28","66.9
243","67.8
102","53.5
20","55.4
329","34.0
210","37.5
294"
Arizona St.,P10,"108.3
69","95.1
59","53.7
37","48.4
101","20.2
109","21.6
152","28.5
295","32.2
138","40.1
73","32.1
82","73.9
38","73.0
321","54.1
11","45.3
60","35.5
148","35.1
170"
Oklahoma St.,B12,"108.0
70","95.6
64","49.7
173","50.1
178","21.5
198","24.4
31","32.6
176","33.9
226","38.4
117","44.1
308","71.7
88","72.0
303","48.8
154","48.2
157","34.1
205","36.2
239"
George Mason 12,CAA,"108.0
71","98.7
105","52.3
70","47.5
64","18.7
39","18.4
302","32.0
200","27.9
14","39.8
81","27.0
17","70.3
130","71.7
294","52.4
38","46.4
87","34.7
181","33.2
71"
South Carolina,SEC,"107.9
72","100.0
138","50.4
148","51.1
224","15.5
4","21.9
131","30.7
249","37.3
319","22.6
340","27.5
21","68.0
203","70.4
239","48.1
179","50.9
261","36.4
108","34.4
126"
Villanova 12,BE,"107.9
73","93.5
38","49.1
197","51.1
225","20.5
133","23.6
50","36.2
56","31.0
95","38.9
107","46.4
323","72.7
69","68.4
131","47.8
198","48.6
179","34.4
194","36.5
258"
Mississippi St. 8,SEC,"107.8
74","91.1
18","52.2
73","42.5
3","21.4
185","17.8
320","34.7
97","32.7
156","39.0
99","28.0
26","64.6
303","68.4
136","53.3
21","39.8
1","33.4
238","31.7
29"
UCF,CUSA,"107.7
75","99.9
134","51.7
102","48.2
93","20.3
119","21.7
147","34.1
118","33.4
195","37.2
150","42.2
281","71.1
110","69.4
182","50.2
97","46.8
102","36.3
110","33.6
88"
Boston College,ACC,"107.7
76","99.9
135","50.9
127","49.6
157","22.5
246","17.9
319","35.4
76","35.7
290","39.7
84","28.8
37","69.0
169","66.5
53","49.6
116","48.5
173","36.0
127","34.6
137"
Oklahoma 6,B12,"107.4
77","93.3
34","50.1
157","47.0
46","19.7
80","20.2
216","33.4
145","30.2
61","38.7
111","30.3
49","68.1
195","72.7
317","49.0
140","46.0
77","34.8
176","32.6
48"
Minnesota,B10,"107.4
78","95.1
62","50.2
153","48.5
104","21.6
200","25.1
14","36.0
63","33.9
224","35.0
216","39.5
232","67.6
218","71.9
300","47.5
209","47.4
120","36.7
96","33.6
87"
Saint Mary's 10,WCC,"107.4
79","93.0
32","52.4
65","44.8
15","19.5
71","21.6
150","35.5
73","31.4
113","39.0
101","30.7
56","66.3
262","69.1
170","51.6
54","44.1
27","35.8
139","31.3
23"
Cornell 14,Ivy,"107.4
80","103.8
204","55.4
9","49.1
126","19.9
91","20.9
182","28.6
293","31.3
112","33.8
243","34.6
134","76.1
10","69.8
205","52.5
36","46.3
84","40.4
7","36.5
254"
Missouri St.,MVC,"107.3
81","97.6
91","50.7
136","49.6
158","22.3
236","22.6
89","35.2
82","32.5
144","34.8
226","35.2
143","71.6
92","71.5
289","48.6
159","46.6
95","36.6
102","36.5
256"
Florida St.,ACC,"107.3
82","93.9
43","50.4
147","49.3
141","21.9
215","22.6
86","33.5
138","33.8
216","35.9
198","34.6
132","77.3
5","69.3
176","49.2
134","48.0
142","35.2
158","34.6
138"
Duquesne,A10,"107.1
83","97.5
85","51.7
101","48.1
86","21.4
189","24.3
38","37.1
31","37.1
313","39.6
88","35.9
159","73.7
43","69.7
195","54.2
9","45.4
64","31.6
298","36.0
225"
Nebraska,B12,"107.1
84","91.1
19","51.2
115","47.3
57","20.6
140","23.9
44","32.1
195","30.0
59","38.6
113","32.0
80","66.6
250","70.3
236","51.1
70","42.6
11","34.2
199","36.4
249"
Maryland,ACC,"107.0
85","94.2
46","50.9
126","44.4
12","23.4
281","19.7
256","35.0
89","34.9
258","37.5
139","30.9
57","70.3
129","74.0
335","50.9
75","42.6
12","33.8
220","32.4
42"
Nevada,WAC,"106.9
86","100.7
151","53.0
48","47.5
63","20.0
98","17.4
328","32.7
166","32.4
141","36.9
159","32.1
84","71.5
96","67.7
99","52.4
39","44.9
45","36.3
113","36.0
222"
Siena 13,MAAC,"106.8
87","99.2
116","50.5
143","51.8
249","15.9
5","24.6
24","31.4
227","36.5
305","36.3
181","25.4
9","68.9
173","64.4
7","48.1
180","49.5
213","37.4
71","37.6
296"
New Mexico St.,WAC,"106.8
88","98.5
103","52.4
66","49.6
156","21.9
213","21.6
154","41.2
5","29.4
42","39.0
105","33.2
101","63.9
310","69.1
171","52.5
35","46.7
96","34.8
174","36.3
244"
Portland St. 16,BSky,"106.7
89","101.9
174","54.4
19","50.6
204","21.5
196","22.1
121","34.1
116","31.7
122","37.8
133","34.9
139","67.2
234","71.8
297","50.8
78","49.7
220","39.7
14","34.8
145"
Southern Miss,CUSA,"106.7
90","99.6
125","47.5
260","49.9
169","19.4
57","19.2
274","36.1
61","28.1
17","48.6
3","43.2
298","70.7
119","68.1
113","47.3
213","49.2
205","32.1
284","34.3
123"
Kentucky 11,SEC,"106.6
91","94.9
56","52.7
57","45.0
18","23.7
294","19.7
257","32.9
162","33.8
218","41.1
49","42.4
286","73.3
53","70.7
258","51.5
58","43.1
17","36.9
89","32.6
47"
North Carolina St.,ACC,"106.6
92","99.6
124","51.1
116","47.3
58","23.3
276","16.5
338","30.3
259","35.4
275","47.4
7","26.6
13","71.9
84","70.9
268","50.8
79","44.6
37","34.6
186","36.3
245"
Lamar,Slnd,"106.6
93","106.8
264","52.5
62","53.9
311","20.3
121","25.7
9","32.6
173","34.6
253","36.6
171","38.7
208","66.1
270","71.3
282","50.1
102","52.8
307","37.8
54","37.7
301"
Ohio,MAC,"106.5
94","99.7
130","51.9
93","51.5
241","22.3
235","22.7
81","35.0
90","30.8
89","39.6
89","34.4
130","71.4
99","67.5
88","51.4
61","50.1
237","35.2
157","35.5
193"
La Salle,A10,"106.5
95","104.3
216","51.1
118","51.9
253","22.5
242","19.4
271","36.0
62","31.1
102","37.3
148","33.5
106","69.2
166","71.4
284","46.7
240","51.8
289","39.6
17","34.7
142"
Penn St.,B10,"106.5
96","101.8
173","48.3
228","51.9
254","19.7
82","20.7
190","36.3
50","32.6
149","32.1
273","29.1
40","62.2
319","70.2
230","46.7
241","50.8
258","34.0
212","35.7
207"
UNC Greensboro,SC,"106.4
97","100.4
144","52.6
59","50.1
176","21.4
188","22.3
107","35.1
85","35.2
271","40.1
75","24.3
7","67.4
225","67.6
95","51.9
50","48.0
139","35.8
138","36.1
233"
Creighton,MVC,"106.4
98","95.6
66","51.6
105","48.0
81","21.2
178","22.8
75","32.5
180","31.7
123","33.3
256","36.7
174","71.6
90","72.4
310","49.8
113","45.2
58","36.2
114","35.6
202"
Miami OH,MAC,"106.2
99","97.1
81","51.5
108","48.6
108","20.0
101","20.3
207","31.1
238","33.2
190","30.9
296","30.9
59","70.1
137","66.3
47","50.6
82","48.0
140","35.6
145","33.2
69"
Wake Forest,ACC,"106.2
100","94.4
49","48.3
229","49.1
133","20.2
113","24.7
23","33.9
125","33.8
215","34.0
239","36.8
176","65.7
278","67.3
82","49.2
135","47.1
111","31.1
313","35.1
173"
,,Adj. Eff.,,Eff. FG%,,Turnover%,,Off. Reb%,,FT Rate,,FT%,,2P%,,3P%,
Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
Rider,MAAC,"106.2
101","102.5
185","54.8
11","49.1
127","20.6
142","20.3
208","34.5
104","30.7
85","38.2
124","30.6
55","64.2
306","68.9
157","52.8
30","47.5
123","39.6
16","34.4
124"
Brown,Ivy,"106.1
102","103.9
208","55.8
7","51.2
227","20.5
131","20.2
217","24.3
331","30.3
66","47.1
8","25.9
12","74.6
26","70.7
256","52.1
47","49.9
228","40.8
3","35.5
186"
Illinois,B10,"106.0
103","91.3
21","48.8
205","45.8
24","21.5
193","20.3
210","37.0
34","29.9
56","36.5
173","37.2
184","60.8
332","72.0
305","49.2
132","43.3
19","31.9
293","33.5
84"
UNC Wilmington,CAA,"106.0
104","105.7
242","53.7
35","49.7
161","22.4
238","18.0
316","33.9
122","31.9
130","32.5
264","31.9
78","75.6
14","68.2
116","53.3
23","48.7
182","36.2
115","34.4
127"
Kent St. 9,MAC,"105.9
105","93.7
39","52.5
64","46.6
38","22.5
245","25.0
16","35.7
70","35.6
283","41.1
50","37.8
192","70.7
118","67.8
100","50.9
74","46.0
75","37.3
75","31.7
28"
BYU 8,MWC,"105.9
106","90.0
11","53.2
42","43.2
4","20.1
102","19.7
254","30.6
255","26.4
3","37.3
144","30.5
54","65.3
287","70.5
249","51.6
52","42.8
14","37.3
78","29.5
3"
Valparaiso,Horz,"105.9
107","101.5
162","52.9
51","49.6
155","19.7
79","18.6
298","27.3
314","29.7
53","34.6
228","38.1
200","67.5
222","68.3
126","49.8
112","48.0
141","38.0
51","35.0
161"
Boise St. 14,WAC,"105.8
108","102.4
181","57.1
2","50.3
189","21.2
176","19.5
266","30.4
258","29.4
45","39.7
85","33.6
109","66.2
268","70.5
248","56.2
4","49.1
196","39.2
21","35.2
174"
Belmont 15,ASun,"105.7
109","103.9
209","53.2
43","51.9
251","20.4
125","22.4
100","33.5
140","30.5
71","33.8
244","35.6
154","69.8
146","70.3
234","52.1
45","51.9
291","36.3
109","34.6
136"
Tulsa,CUSA,"105.6
110","94.9
54","50.4
144","46.0
27","22.8
259","18.1
312","36.4
46","29.5
46","38.0
126","31.5
71","72.7
68","66.4
49","49.0
141","44.6
38","35.3
155","32.8
55"
South Florida,BE,"105.6
111","99.3
119","48.8
208","48.7
113","20.2
112","18.4
304","35.9
65","33.8
214","43.0
26","33.9
118","63.8
311","65.3
25","48.5
164","46.8
104","33.0
256","35.2
178"
Old Dominion,CAA,"105.5
112","100.0
139","48.3
232","47.8
77","20.1
103","21.6
151","38.1
18","34.3
239","27.2
329","30.3
52","66.6
251","70.5
247","47.3
214","45.6
70","33.5
232","34.6
139"
Virginia Tech,ACC,"105.4
113","88.5
7","48.8
210","46.5
36","20.9
158","21.5
160","34.6
100","29.0
31","39.0
102","33.7
114","68.1
194","68.0
111","48.0
183","44.1
30","33.7
224","34.1
113"
Texas Tech,B12,"105.3
114","96.3
70","50.2
154","51.0
219","20.5
137","22.6
84","26.3
320","33.0
177","47.6
6","34.8
135","70.4
126","69.0
159","48.4
170","48.8
188","36.7
98","36.8
268"
Western Michigan,MAC,"105.3
115","97.6
89","49.7
174","46.7
42","22.0
218","19.4
270","36.1
59","29.4
43","47.6
5","41.5
273","75.3
15","70.9
265","47.0
229","45.3
62","36.1
120","32.9
59"
American 15,Pat,"105.3
116","104.5
220","52.2
79","47.7
69","22.5
241","19.7
255","32.9
160","30.0
58","41.3
47","38.9
216","73.9
37","73.7
331","46.2
253","45.0
49","40.8
4","35.0
159"
Pacific,BW,"105.2
117","103.6
201","56.1
6","50.3
190","22.6
248","20.1
225","32.2
191","27.8
10","44.0
21","36.8
175","67.8
211","70.9
270","53.8
14","48.5
171","40.0
10","35.5
187"
Green Bay,Horz,"105.1
118","103.2
194","51.1
121","50.2
186","20.3
120","19.6
261","31.5
223","34.4
247","35.5
203","36.6
170","73.8
41","68.0
107","49.6
119","48.4
166","36.7
100","35.5
190"
Marshall,CUSA,"105.1
119","101.6
164","47.1
275","50.9
218","20.0
100","21.8
138","37.1
32","33.0
171","43.5
24","38.9
214","69.0
170","67.5
89","47.2
221","49.6
217","31.3
310","35.6
203"
Loyola MD,MAAC,"105.0
120","105.9
249","50.3
151","48.2
95","21.8
211","18.7
296","35.9
66","34.4
241","39.1
98","43.6
304","77.0
6","68.3
120","47.1
227","47.1
112","36.8
95","33.7
92"
North Dakota St.,Sum,"104.9
121","101.4
159","51.9
91","49.4
144","20.0
95","18.6
299","33.6
136","28.0
15","40.1
74","36.7
172","75.0
19","73.7
330","48.9
149","48.0
143","39.4
20","35.8
210"
Niagara,MAAC,"104.9
122","103.2
193","47.0
278","48.7
114","18.8
44","22.0
123","36.9
35","36.6
308","44.7
19","35.7
155","72.7
70","68.6
145","46.5
246","48.7
184","31.8
294","32.4
43"
Stephen F. Austin,Slnd,"104.9
123","99.0
113","51.1
120","45.1
19","19.1
51","21.7
142","32.7
168","31.1
103","40.6
60","34.3
125","67.9
205","68.3
124","48.1
178","44.1
29","38.0
49","31.8
32"
Montana,BSky,"104.8
124","108.8
305","54.4
20","51.2
228","19.4
61","18.0
314","28.2
299","31.0
100","33.6
245","36.4
166","67.8
214","71.6
293","51.9
49","50.0
233","38.8
31","36.1
227"
Illinois St.,MVC,"104.6
125","92.4
28","52.2
78","46.3
29","20.0
97","22.2
112","31.2
234","31.2
107","33.9
241","35.5
152","63.3
315","69.2
174","50.1
100","45.2
56","37.1
83","32.2
36"
UNC Asheville,BSth,"104.5
126","106.6
259","53.8
32","49.8
163","19.5
70","16.3
341","30.6
254","31.2
108","37.8
132","22.5
3","67.9
206","69.0
161","53.7
17","46.0
73","35.9
134","37.5
291"
