Butler 9,BE,"119.1
13","99.8
79","52.6
53","49.7
162","14.5
8","18.6
137","32.2
86","27.5
74","39.3
102","35.8
147","73.1
60","71.0
235","49.9
119","49.1
189","39.3
14","33.8
124"
Notre Dame 6,ACC,"119.0
14","104.4
170","54.0
29","49.5
143","15.3
19","14.8
334","32.7
70","32.1
285","32.9
273","26.0
11","74.2
37","72.8
316","52.9
30","46.5
80","37.4
49","36.9
287"
Baylor 5,B12,"118.9
15","100.5
100","51.6
95","51.2
235","18.6
215","19.8
73","40.0
4","28.8
122","38.6
114","38.6
215","72.5
84","70.3
193","49.8
126","49.1
190","37.4
46","36.9
286"
Saint Mary's,WCC,"118.6
16","99.6
76","58.4
3","46.2
28","15.4
22","15.5
320","29.8
164","26.7
51","29.0
335","24.1
3","68.8
216","68.0
73","56.4
5","44.8
40","41.0
6","32.7
69"
Gonzaga 11,WCC,"118.4
17","95.6
25","55.2
14","44.8
12","17.1
102","15.1
329","32.1
90","26.0
37","34.4
233","28.1
28","75.8
14","70.4
200","54.3
16","44.4
27","37.8
44","30.3
8"
SMU,Amer,"118.2
18","98.0
53","55.3
12","46.6
35","18.8
225","18.3
163","41.2
2","28.5
115","33.8
251","30.4
51","70.0
165","63.7
2","52.5
41","44.6
35","42.0
3","33.1
85"
Purdue 5,B10,"118.1
19","94.4
15","53.6
38","44.3
4","17.7
139","13.7
348","35.0
30","23.4
3","35.4
205","28.1
27","74.4
35","70.1
175","52.8
31","42.9
16","36.7
73","31.4
30"
Xavier 2,BE,"117.8
20","95.3
24","51.4
106","47.8
73","17.4
117","19.3
94","35.2
28","26.0
35","41.7
54","33.6
104","73.0
63","69.8
155","49.8
122","48.6
158","36.3
90","31.1
20"
Houston,Amer,"117.1
21","105.5
192","52.2
65","47.3
59","15.4
25","18.4
154","35.8
26","33.3
310","34.4
235","36.0
155","70.5
151","70.5
212","52.1
49","48.3
144","34.8
161","30.3
9"
Arizona 6,P12,"116.8
22","96.8
36","53.6
36","46.2
29","18.2
182","16.0
297","35.0
31","24.9
12","43.8
20","29.3
37","72.1
96","71.3
249","52.2
48","45.7
57","38.1
38","31.6
34"
Utah 3,P12,"116.5
23","98.4
57","55.1
15","48.0
80","18.2
185","15.3
324","29.2
185","27.8
83","37.9
138","23.0
1","72.4
87","72.4
300","55.5
8","44.5
32","36.3
99","37.1
296"
Maryland 5,B10,"116.0
24","97.5
45","55.2
13","46.5
32","18.9
235","16.4
281","29.1
189","29.9
182","37.0
165","27.0
15","76.9
10","71.2
242","55.8
7","45.5
50","36.2
105","32.1
46"
George Washington,A10,"115.9
25","100.1
84","50.8
130","48.7
107","16.5
70","17.5
211","34.4
42","27.9
86","39.1
106","27.0
14","75.3
20","72.2
291","48.4
189","48.2
141","37.1
58","33.0
83"
West Virginia 3,B12,"115.7
26","91.6
5","49.8
175","48.4
95","20.0
291","25.0
2","42.0
1","27.1
60","46.2
5","55.3
351","67.3
275","71.4
257","50.3
103","47.7
120","32.5
266","33.1
92"
Iowa 7,B10,"115.6
27","96.8
35","51.3
108","48.0
81","14.8
11","18.8
126","31.9
99","31.3
256","33.0
271","25.0
8","71.7
106","68.3
87","48.7
173","48.7
166","37.4
48","31.3
27"
Oakland,Horz,"115.5
28","107.2
219","53.1
46","49.6
154","15.2
17","16.5
271","31.2
125","29.5
158","41.8
51","32.1
76","77.0
8","69.7
146","49.3
143","48.1
133","39.8
11","34.9
181"
Vanderbilt 11,SEC,"115.2
29","94.3
13","52.9
49","43.1
2","16.8
85","14.2
343","27.2
254","29.3
147","39.8
92","34.4
116","69.5
186","67.7
60","50.1
108","42.6
10","38.2
35","29.4
2"
Saint Joseph's 8,A10,"115.1
30","98.7
59","51.2
119","48.1
85","14.3
4","16.1
287","28.3
218","25.8
30","37.4
155","25.0
7","71.6
109","69.9
165","52.3
45","49.2
194","32.7
260","31.1
22"
Pittsburgh 10,ACC,"114.9
31","97.9
52","51.1
126","50.0
178","17.5
128","16.9
256","36.9
18","27.5
71","36.1
188","32.4
79","75.6
17","66.3
21","50.4
101","48.4
150","35.0
155","35.4
216"
Georgia Tech,ACC,"114.7
32","99.4
72","49.8
174","49.1
124","16.7
79","14.6
337","37.5
12","27.2
62","31.7
295","31.7
67","72.2
94","71.5
261","48.4
188","49.5
209","35.7
127","32.0
41"
USC 8,P12,"114.5
33","99.8
80","52.2
68","47.3
60","16.6
76","16.7
262","32.1
91","31.6
264","35.1
217","28.3
29","67.6
262","70.3
197","49.4
138","46.6
85","38.7
21","32.5
61"
Belmont,OVC,"114.5
34","110.3
278","58.6
2","50.8
207","19.3
258","16.5
274","26.4
278","30.9
235","34.5
231","37.1
177","72.8
70","72.1
286","62.6
1","49.5
204","36.4
88","35.4
213"
North Florida,ASun,"114.4
35","113.9
326","57.9
4","51.8
265","15.3
20","14.4
340","24.1
324","33.4
313","28.7
337","27.1
18","72.6
78","66.8
33","54.7
13","51.8
291","40.9
8","34.6
163"
North Carolina St.,ACC,"114.2
36","104.1
164","48.5
234","50.6
201","16.1
47","15.0
331","36.3
23","30.4
204","38.9
109","29.7
40","69.9
167","69.4
135","46.9
248","47.5
114","34.8
164","37.4
309"
Michigan 11,B10,"114.2
37","100.3
94","54.5
21","51.4
244","14.5
7","17.9
187","24.8
313","26.4
49","27.8
343","27.0
17","74.0
41","72.8
317","52.6
37","51.1
264","38.0
39","34.7
171"
St. Bonaventure,A10,"114.1
38","105.4
189","51.5
99","49.6
155","16.5
74","19.0
111","31.3
121","33.4
311","37.5
153","37.4
183","77.3
6","69.5
138","48.8
168","50.5
249","37.3
50","32.1
44"
Texas A&M 3,SEC,"113.9
39","93.3
10","51.2
116","47.4
63","17.4
120","20.7
37","34.8
34","29.2
139","38.1
131","32.3
77","67.2
276","65.8
9","51.3
68","45.6
54","34.1
194","33.3
100"
Davidson,A10,"113.9
40","107.0
213","52.0
73","52.0
275","14.2
3","15.8
307","24.9
307","30.8
232","32.3
285","30.6
54","76.3
12","70.5
207","51.1
74","52.2
301","35.5
136","34.3
150"
Creighton,BE,"113.7
41","97.4
44","53.8
32","49.0
118","16.1
44","17.5
210","27.3
250","26.1
38","37.5
152","33.5
99","70.0
166","69.6
145","54.5
15","47.5
109","35.2
149","34.6
165"
Texas Tech 8,B12,"113.7
42","100.0
83","50.0
165","49.6
157","17.8
161","19.0
113","31.3
120","32.3
291","42.2
42","32.9
86","74.2
38","70.5
209","49.2
150","47.2
103","34.6
171","35.6
227"
Richmond,A10,"113.5
43","105.0
179","54.7
19","50.9
215","14.7
10","18.2
164","23.2
331","31.7
272","35.2
212","36.1
156","66.1
307","70.4
205","55.4
9","49.4
200","35.6
131","36.0
252"
William & Mary,CAA,"113.3
44","104.6
173","54.9
16","49.5
141","15.9
38","15.3
323","25.8
292","27.2
66","36.6
177","27.9
22","72.0
99","69.0
119","54.8
12","49.4
201","36.7
72","33.1
89"
California 4,P12,"113.2
45","93.9
12","52.2
64","44.3
5","17.7
140","14.1
347","32.4
78","25.3
20","41.7
52","37.5
184","65.6
318","70.9
233","51.1
75","41.5
2","36.3
101","34.7
172"
Princeton,Ivy,"113.0
46","100.9
106","54.2
26","49.2
127","16.2
50","18.2
166","28.0
232","26.3
45","33.9
247","31.1
59","71.8
102","66.7
26","52.0
53","47.6
115","38.1
37","35.4
210"
BYU,WCC,"113.0
47","99.1
67","52.9
48","48.3
91","15.8
31","17.8
190","31.2
124","25.2
17","35.3
209","31.9
73","69.3
192","71.8
274","50.2
107","47.0
93","38.4
24","33.7
115"
Florida St.,ACC,"113.0
48","100.2
88","51.8
86","50.9
216","18.0
168","18.9
120","32.8
68","28.3
103","37.8
142","36.7
169","69.5
188","68.8
112","52.1
50","48.9
175","34.1
198","36.2
257"
VCU 10,A10,"112.9
49","95.2
23","51.0
128","49.2
130","16.3
56","21.4
18","33.2
59","27.7
78","32.2
288","36.8
172","69.2
200","67.9
69","50.1
111","48.6
157","35.2
146","33.7
119"
Columbia,Ivy,"112.9
50","106.9
212","53.5
39","51.5
250","15.9
37","19.0
109","28.5
212","26.9
56","37.9
139","34.6
121","73.3
54","69.0
118","50.5
96","50.2
235","38.1
36","35.7
233"
,,Adj. Eff.,,Eff. FG%,,Turnover%,,Off. Reb%,,FT Rate,,FT%,,2P%,,3P%,
Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
Texas 6,B12,"112.8
51","97.1
38","49.4
195","47.7
72","15.4
24","18.5
146","30.7
134","32.0
282","39.5
100","38.4
205","66.6
297","69.9
168","48.5
182","45.8
62","34.1
200","34.5
161"
Clemson,ACC,"112.8
52","99.1
68","50.6
137","47.9
76","15.8
34","18.0
178","30.3
153","30.3
203","33.3
263","28.5
32","72.3
89","70.7
219","49.1
155","45.5
52","35.2
147","34.9
183"
Eastern Washington,BSky,"112.6
53","113.9
325","56.4
6","54.0
330","16.1
45","15.9
302","26.7
269","29.2
140","35.9
196","37.9
192","68.6
228","69.5
140","55.4
10","53.3
327","38.4
25","37.4
305"
LSU,SEC,"112.5
54","101.5
116","51.1
123","51.8
266","16.2
51","18.8
128","29.8
165","29.9
181","43.0
34","33.4
94","66.5
302","66.8
35","52.0
52","51.3
271","32.7
255","35.0
191"
Syracuse 10,ACC,"112.5
55","94.7
21","50.0
163","47.3
61","18.1
181","20.4
48","33.5
51","35.3
337","35.4
206","28.0
25","68.8
217","66.6
23","47.2
230","48.1
135","36.0
113","30.7
13"
UCLA,P12,"112.4
56","100.9
108","50.3
148","49.7
163","16.9
96","16.1
289","32.8
66","30.4
205","32.3
282","33.9
108","69.1
205","68.9
115","48.8
170","47.6
118","36.3
98","35.4
214"
Louisville,ACC,"112.4
57","90.7
2","51.9
78","44.7
10","17.1
105","21.6
14","38.5
8","29.2
137","31.8
294","40.5
263","69.0
210","68.8
113","51.9
55","42.8
13","34.7
165","32.1
48"
Colorado St.,MWC,"112.2
58","110.0
275","49.9
170","52.1
286","16.3
55","14.1
346","33.0
62","25.1
16","42.3
41","35.1
127","71.8
103","72.4
301","46.5
255","51.4
278","36.2
107","35.4
215"
Milwaukee,Horz,"112.0
59","107.3
222","52.8
50","51.4
245","15.8
32","15.6
316","27.1
257","25.6
27","38.3
127","29.6
39","77.4
4","70.2
184","51.9
56","48.7
164","35.9
120","38.3
331"
Mississippi,SEC,"111.8
60","101.7
122","48.1
247","49.7
164","17.1
106","20.1
60","34.6
40","31.1
241","41.3
67","40.7
264","70.9
133","67.4
48","46.5
256","47.4
108","33.8
215","35.5
223"
Georgetown,BE,"111.7
61","99.6
74","51.2
121","46.6
37","19.1
244","16.3
283","28.3
223","28.4
110","37.9
137","49.3
345","75.1
23","72.2
292","51.4
66","44.1
24","33.9
213","34.9
186"
Ohio,MAC,"111.6
62","107.5
225","54.2
23","49.6
153","16.9
91","14.5
339","24.9
308","25.8
32","37.4
156","33.5
100","75.4
18","73.5
329","52.3
47","47.1
97","38.2
34","36.4
265"
Seton Hall 6,BE,"111.5
63","92.5
8","49.8
178","45.4
18","19.4
261","19.5
85","34.7
38","30.8
229","40.4
83","33.8
106","65.8
313","67.9
70","48.8
167","44.3
25","34.7
167","31.7
37"
South Dakota St. 12,Sum,"111.5
64","102.0
129","51.3
109","48.0
82","17.1
100","17.2
232","32.4
80","25.5
21","40.2
88","40.2
255","74.7
32","72.8
315","49.7
128","47.1
99","36.1
111","33.3
97"
Connecticut 9,Amer,"111.4
65","94.6
20","51.5
101","44.5
7","16.3
57","18.2
167","28.6
208","29.1
136","29.6
331","35.4
136","79.3
1","66.1
14","49.9
118","42.0
7","36.5
81","32.6
65"
Tennessee,SEC,"111.3
66","103.2
147","48.0
253","48.5
101","15.8
36","17.3
225","32.1
92","34.5
327","34.1
242","37.3
181","72.5
80","69.1
122","47.4
224","47.1
100","32.7
259","34.2
145"
Central Michigan,MAC,"111.3
67","109.4
264","51.7
87","51.0
224","13.6
1","15.9
300","26.5
276","31.5
263","30.0
328","35.2
133","73.3
55","70.3
192","50.8
85","50.7
253","35.2
150","34.4
157"
Utah St.,MWC,"111.2
68","107.1
217","52.2
61","51.1
229","17.5
130","16.5
273","29.2
186","28.7
121","33.6
257","33.2
92","69.8
172","70.1
180","49.2
149","50.1
231","37.9
41","35.2
197"
IPFW,Sum,"111.1
69","108.8
253","54.0
30","52.9
300","17.3
113","15.7
314","28.1
226","26.5
50","33.4
262","30.0
48","72.1
97","68.7
103","49.0
162","50.2
236","40.3
10","38.7
337"
Hofstra,CAA,"111.1
70","104.0
160","51.4
107","49.9
173","16.7
80","16.4
278","31.9
98","30.0
185","39.5
101","24.0
2","69.3
195","67.4
51","50.1
113","48.3
147","35.6
132","35.3
204"
Wichita St. 11,MVC,"111.1
71","89.0
1","48.9
223","44.7
11","14.7
9","23.2
5","31.7
108","23.6
4","37.4
154","45.4
327","71.9
100","71.1
240","49.2
148","42.1
8","32.3
275","32.7
75"
Stephen F. Austin 14,Slnd,"111.0
72","97.0
37","54.8
18","49.5
142","17.7
144","25.9
1","33.5
53","30.7
224","34.3
238","40.2
258","74.8
29","67.8
61","54.5
14","49.7
215","36.9
63","32.8
77"
Cincinnati 9,Amer,"111.0
73","94.6
19","49.3
201","45.6
23","16.3
59","20.3
49","36.7
20","30.6
215","33.2
265","27.0
16","70.5
149","68.0
72","47.7
216","41.3
1","34.8
160","35.7
236"
Washington,P12,"110.9
74","99.2
70","48.1
248","47.9
79","17.4
124","20.5
44","33.4
56","35.7
338","41.2
68","44.6
319","72.5
81","68.6
96","47.3
228","47.2
105","33.1
245","33.1
91"
Marshall,CUSA,"110.9
75","109.2
260","54.2
27","52.3
290","16.4
68","17.1
240","26.6
272","30.9
234","31.2
307","35.9
153","69.3
196","69.8
159","57.2
3","50.7
252","33.7
220","37.4
311"
Northwestern,B10,"110.9
76","100.2
90","52.5
55","46.5
33","15.8
33","16.4
277","30.5
143","28.3
104","28.4
338","35.0
126","66.7
294","72.3
298","51.6
60","43.4
19","35.8
123","34.5
159"
Oregon St. 7,P12,"110.9
77","99.2
69","49.8
180","49.5
149","16.6
78","19.5
82","29.0
195","32.2
288","36.8
176","39.3
234","68.0
253","69.4
136","46.9
245","50.0
226","37.4
47","32.4
56"
Florida,SEC,"110.8
78","94.3
14","48.5
237","46.7
44","16.0
42","18.6
138","32.9
65","29.5
157","39.5
99","35.7
143","64.8
329","67.8
65","48.9
165","44.4
30","31.9
293","34.3
154"
Detroit,Horz,"110.7
79","111.8
300","52.0
76","53.6
322","17.8
155","17.2
233","32.5
76","29.4
148","40.5
82","46.5
331","69.6
184","72.0
285","50.6
94","53.7
333","36.5
82","35.6
225"
Northern Iowa 11,MVC,"110.7
80","97.6
47","53.2
44","48.7
105","15.2
16","18.5
145","17.7
351","27.4
70","34.1
243","24.8
5","75.8
15","71.9
277","51.3
67","48.9
176","37.2
52","32.4
57"
Tulsa 11,Amer,"110.4
81","100.7
104","50.3
151","48.2
89","15.6
28","20.4
47","28.0
234","30.5
213","39.6
95","34.6
120","67.6
261","75.0
346","51.1
77","45.0
44","32.6
261","35.9
248"
UNC Wilmington 13,CAA,"110.4
82","101.9
127","51.2
118","47.5
65","15.9
39","19.9
65","32.1
95","30.1
191","35.6
200","55.2
350","70.5
150","70.8
223","51.0
81","46.1
67","34.4
179","33.9
135"
High Point,BSth,"110.3
83","110.4
281","51.9
80","52.9
301","15.9
40","20.6
40","31.9
101","31.7
267","35.0
219","32.3
78","76.0
13","70.7
218","49.8
124","53.3
329","38.2
29","34.7
170"
Providence 9,BE,"110.3
84","96.3
29","48.0
251","49.3
135","16.1
46","20.6
41","30.4
146","30.3
202","37.3
159","28.0
24","72.5
85","72.0
284","48.0
205","49.8
218","32.1
285","32.3
52"
Arkansas,SEC,"110.3
85","100.2
89","49.7
184","49.8
169","15.3
18","19.6
77","30.9
130","30.1
192","37.6
149","42.9
302","69.4
191","70.0
172","46.1
272","47.7
122","39.7
12","35.9
241"
Virginia Tech,ACC,"110.3
86","98.8
61","50.0
164","49.0
119","18.0
173","17.9
188","30.3
155","31.8
273","49.4
1","33.5
98","69.7
177","68.8
111","49.1
153","50.1
232","34.8
162","31.3
28"
Iona 14,MAAC,"110.2
87","103.0
142","53.8
33","48.8
109","17.6
135","19.2
96","29.2
187","31.0
237","32.4
279","36.3
158","71.1
127","69.9
166","52.5
43","46.0
64","37.0
60","35.8
239"
Yale 12,Ivy,"110.0
88","96.5
32","52.2
62","46.7
42","19.9
284","17.8
196","39.3
5","24.3
7","41.7
53","33.3
93","67.3
272","69.7
152","51.4
65","45.5
51","36.0
114","32.7
71"
Louisiana Lafayette,SB,"109.8
89","106.1
201","48.8
228","49.9
175","17.5
127","16.5
272","37.7
11","26.4
47","42.2
43","35.5
137","69.8
170","69.8
158","49.9
121","47.0
94","31.1
312","37.8
320"
Akron,MAC,"109.8
90","101.2
113","52.7
52","46.8
45","15.5
26","16.7
261","28.5
211","30.4
207","30.6
320","32.4
81","68.1
249","68.4
92","48.0
204","47.5
112","38.2
31","30.1
7"
Nebraska,B10,"109.7
91","101.7
121","50.3
149","50.1
184","17.4
118","19.7
74","31.8
104","28.1
92","32.6
277","39.7
245","73.0
61","71.9
279","49.4
140","47.5
111","34.7
166","36.7
280"
Marquette,BE,"109.7
92","99.6
75","52.0
72","48.7
106","20.0
293","19.0
114","28.1
225","30.7
228","40.5
81","28.0
23","72.6
74","74.1
338","52.4
44","47.2
101","33.9
209","34.3
151"
Wisconsin 7,B10,"109.5
93","94.5
18","48.5
236","48.1
87","17.1
103","18.6
140","33.1
60","27.7
79","38.0
134","33.6
105","70.3
154","70.9
230","46.6
254","44.8
42","34.9
157","37.4
308"
Mississippi St.,SEC,"109.5
94","100.2
86","51.7
93","48.9
114","18.0
174","18.5
149","29.7
169","32.9
303","29.5
333","36.3
159","72.5
82","69.1
123","52.6
35","47.5
110","33.4
231","34.3
153"
Western Kentucky,CUSA,"109.4
95","108.9
255","52.5
57","52.4
292","19.0
242","15.0
332","33.6
50","28.6
117","39.6
98","30.0
44","70.3
156","66.0
10","51.5
63","50.4
244","36.3
100","37.3
303"
Kansas St.,B12,"109.3
96","95.1
22","47.6
270","49.0
121","20.3
301","20.8
36","37.0
17","31.0
236","42.5
39","40.4
259","68.8
220","68.9
116","48.7
172","50.4
245","30.0
334","31.0
19"
UAB,CUSA,"109.2
97","104.7
175","53.6
35","48.6
102","17.8
157","18.0
180","32.4
77","30.4
206","33.4
261","29.8
42","71.5
112","69.3
129","52.6
34","48.1
132","37.0
61","33.1
86"
Nebraska Omaha,Sum,"109.1
98","108.8
250","51.9
79","53.1
310","16.6
77","20.3
50","28.1
230","31.6
266","42.6
37","38.5
209","74.9
27","75.5
350","52.6
38","52.7
313","33.6
224","35.9
246"
Duquesne,A10,"109.1
99","106.1
200","53.9
31","49.4
137","18.9
233","15.6
317","27.9
241","28.4
112","33.6
256","38.6
218","69.1
204","70.1
181","53.1
28","42.8
12","36.6
76","40.2
348"
Wyoming,MWC,"109.1
100","108.9
258","53.4
42","50.1
183","17.0
98","15.8
308","18.1
350","30.4
209","45.9
6","39.1
230","71.4
118","69.8
157","50.8
86","48.4
149","37.2
56","35.4
211"
,,Adj. Eff.,,Eff. FG%,,Turnover%,,Off. Reb%,,FT Rate,,FT%,,2P%,,3P%,
Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
Boise St.,MWC,"109.1
101","100.7
102","51.7
94","52.0
276","16.4
63","20.2
56","27.2
255","25.5
23","40.9
74","36.8
170","70.8
144","70.0
170","53.7
23","50.9
257","32.6
262","36.0
254"
Arizona St.,P12,"109.0
102","101.1
111","48.1
250","52.0
277","17.1
104","18.3
161","31.5
114","27.8
82","37.8
143","38.1
198","68.7
225","70.0
173","46.6
252","51.4
277","33.6
226","35.4
218"
Georgia,SEC,"109.0
103","97.6
46","48.1
249","45.5
20","19.2
253","15.6
318","32.4
81","29.8
174","43.5
23","41.1
273","70.8
137","70.2
188","44.8
314","42.8
15","36.8
67","33.1
87"
New Mexico,MWC,"109.0
104","102.2
133","52.0
74","48.5
100","21.0
323","17.0
251","30.5
144","28.6
118","43.9
17","37.1
176","73.8
43","68.5
93","51.0
79","48.4
148","36.3
97","32.5
62"
Long Beach St.,BW,"108.9
105","101.0
110","49.7
182","51.1
231","17.4
121","19.8
69","27.7
243","30.6
220","37.6
150","38.7
221","68.8
219","69.5
139","46.4
260","50.3
242","36.7
69","35.0
189"
South Carolina,SEC,"108.9
106","96.3
31","48.5
235","47.4
64","18.9
234","20.5
46","37.5
13","29.5
156","43.2
29","38.2
200","68.8
215","68.6
99","46.6
253","42.9
17","35.4
138","35.8
240"
Toledo,MAC,"108.8
107","104.4
171","52.7
51","51.0
223","16.6
75","17.3
226","27.9
237","24.6
9","34.3
239","28.8
35","74.8
28","72.0
281","51.7
59","46.6
83","36.3
96","38.9
341"
Little Rock 12,SB,"108.7
108","97.3
41","51.9
81","45.9
25","15.6
27","21.0
26","26.7
270","29.5
160","31.5
301","38.3
202","72.6
73","68.8
109","48.9
163","45.7
58","38.2
28","30.9
14"
Colorado 8,P12,"108.6
109","96.2
28","48.4
241","46.8
47","18.8
223","15.4
322","34.8
35","24.8
11","40.5
80","35.7
142","73.3
52","68.8
108","43.9
332","44.3
26","38.6
22","35.3
203"
Rhode Island,A10,"108.6
110","99.2
71","50.4
145","47.6
68","17.5
126","18.8
129","30.6
142","26.3
43","37.6
148","39.6
240","66.9
288","72.7
313","48.3
195","46.6
86","36.5
79","33.3
96"
Portland,WCC,"108.5
111","110.1
277","49.9
172","52.4
294","16.8
89","18.4
155","30.7
136","34.2
323","31.4
303","41.4
281","72.8
69","69.8
156","47.0
244","49.4
203","36.3
94","38.5
333"
Vermont,AE,"108.4
112","106.5
207","54.1
28","49.3
133","19.2
249","16.7
266","28.5
213","28.2
102","38.2
128","37.4
182","71.1
128","68.7
104","52.6
40","46.3
73","38.2
32","37.0
291"
Green Bay 14,Horz,"107.9
113","105.1
183","49.8
181","51.5
252","15.8
35","21.1
23","30.9
129","32.0
281","42.2
44","35.8
146","65.6
320","71.7
270","48.5
184","50.0
225","35.0
154","36.3
263"
Canisius,MAAC,"107.8
114","114.1
328","49.0
213","54.9
342","15.9
41","19.6
78","31.0
128","32.8
302","36.9
173","39.0
228","74.1
40","72.6
307","47.5
222","53.6
332","34.1
196","38.0
323"
Siena,MAAC,"107.8
115","104.9
177","52.0
75","47.2
56","22.2
345","17.3
230","39.1
6","30.0
184","40.8
76","38.4
204","72.2
93","71.9
280","50.7
88","46.7
89","36.8
65","32.1
45"
Hawaii 13,BW,"107.8
116","96.0
26","51.9
77","44.9
14","18.1
177","19.8
72","30.4
149","26.4
48","45.4
9","40.2
254","68.9
213","71.3
250","54.1
20","44.8
41","32.2
279","30.0
6"
Murray St.,OVC,"107.7
117","106.0
198","51.6
96","52.2
288","17.8
151","19.2
97","28.7
204","26.2
41","34.1
244","40.8
267","71.5
115","71.0
236","50.1
114","51.1
266","36.1
109","36.1
255"
Louisiana Monroe,SB,"107.7
118","103.0
140","50.6
138","47.5
66","18.2
191","17.0
248","31.5
113","31.6
265","32.2
286","33.0
91","69.7
176","70.8
224","50.0
115","46.6
84","34.5
176","32.7
72"
Wake Forest,ACC,"107.7
119","100.5
98","49.4
193","49.5
150","20.1
295","15.2
327","32.7
71","31.2
245","43.2
31","38.6
213","66.0
310","73.7
335","50.4
99","49.2
195","31.6
303","33.4
106"
Stanford,P12,"107.7
120","101.0
109","47.5
277","52.0
280","17.5
132","19.8
70","30.8
133","32.1
286","45.3
10","39.9
248","68.4
235","66.0
12","47.4
226","49.9
222","31.8
296","36.9
290"
Cal Poly,BW,"107.6
121","110.6
283","48.0
254","53.2
313","15.1
14","15.9
301","30.1
159","28.3
105","35.2
213","40.2
257","68.2
246","69.7
151","44.9
313","50.0
228","35.4
142","40.0
347"
Tennessee Tech,OVC,"107.5
122","112.1
304","52.4
59","50.6
199","17.8
159","16.0
295","27.6
247","31.9
280","44.0
16","32.8
83","74.7
33","66.9
37","51.3
71","48.5
155","35.9
118","36.4
267"
Oral Roberts,Sum,"107.5
123","108.1
239","50.5
141","52.1
285","17.3
115","15.9
304","28.1
227","30.0
188","36.6
181","33.0
90","75.7
16","73.1
322","48.0
208","50.2
239","38.0
40","37.4
306"
Valparaiso,Horz,"107.5
124","92.8
9","50.7
132","44.5
8","19.0
241","18.5
150","35.2
29","24.8
10","35.1
215","38.7
222","72.5
79","66.1
15","48.3
196","41.5
3","36.5
80","33.9
132"
Montana St.,BSky,"107.4
125","112.6
309","50.8
129","53.9
329","17.3
114","16.9
254","33.0
64","27.5
73","30.7
319","46.3
329","68.9
214","68.2
85","47.2
234","53.4
331","37.2
55","36.5
272"
