Virginia Tech 11,ACC,"115.6
14","95.2
43","55.1
18","49.0
125","17.0
82","18.7
148","27.8
177","26.2
94","24.5
326","25.6
61","75.1
63","74.5
306","52.6
65","49.3
161","39.2
3","32.3
95"
Ohio St. 7,B10,"115.5
15","98.5
109","54.3
23","47.6
68","17.1
92","15.5
326","29.3
138","28.7
206","33.4
86","29.1
150","75.7
47","73.1
260","54.0
35","45.8
31","36.5
41","33.8
191"
Alabama 6,SEC,"115.2
16","98.3
100","51.3
112","49.8
168","19.8
274","17.9
207","35.3
12","30.5
272","32.9
97","34.8
289","72.8
141","71.5
162","55.9
11","49.3
160","30.9
302","33.8
196"
North Carolina 8,ACC,"114.4
17","93.5
33","51.5
105","48.6
111","16.4
49","13.6
355","31.9
58","21.6
2","30.3
175","21.4
8","76.4
30","72.5
224","50.1
160","47.5
86","35.8
63","33.7
182"
South Dakota St. 13,Sum,"114.1
18","103.5
209","59.2
1","51.4
236","15.3
25","15.8
309","23.7
301","24.3
43","34.6
61","21.3
7","75.9
43","74.3
299","55.9
12","50.3
200","43.7
1","35.2
263"
Michigan 11,B10,"113.9
19","96.2
62","52.1
77","49.7
165","17.3
101","14.7
338","31.0
78","24.0
35","29.4
206","25.6
60","74.6
83","73.4
273","52.7
63","50.4
203","33.9
170","32.4
108"
Furman,SC,"113.6
20","102.4
181","55.6
14","51.5
243","15.7
37","19.1
129","27.4
190","28.1
177","23.3
339","24.6
42","75.8
45","72.9
254","55.0
21","52.5
281","37.5
20","33.3
157"
Miami FL 10,ACC,"113.6
21","97.9
93","53.4
37","52.5
284","14.0
7","20.4
59","22.4
326","30.3
268","28.9
226","24.8
44","74.2
95","67.9
21","54.8
24","53.0
300","33.9
163","34.5
235"
Connecticut 5,BE,"113.2
22","95.9
52","49.6
198","46.0
26","17.3
103","18.0
198","37.9
1","27.6
151","30.5
165","31.7
223","75.3
59","68.7
40","48.0
246","42.6
4","35.2
82","35.3
269"
Notre Dame 11,ACC,"112.8
23","96.7
73","54.0
25","49.0
126","15.6
32","15.1
333","22.1
335","24.7
52","27.3
268","22.2
16","75.4
55","69.4
65","51.9
89","49.6
166","37.9
13","32.0
78"
Texas 6,B12,"112.5
24","91.5
15","50.1
170","47.0
47","17.8
131","23.0
14","31.6
69","29.8
247","32.0
121","39.0
336","74.6
81","68.1
27","50.5
137","46.6
49","33.0
215","31.8
71"
Memphis 9,Amer,"112.4
25","92.6
23","52.3
72","46.6
37","22.5
351","20.4
66","37.4
5","30.9
285","37.8
21","33.2
252","69.4
256","69.4
67","51.9
90","45.5
26","35.5
70","32.0
80"
Missouri St.,MVC,"112.1
26","101.8
170","54.6
21","48.8
116","15.5
28","15.7
315","25.8
258","24.0
37","27.7
256","28.0
112","79.9
4","75.9
337","54.6
26","47.8
97","36.4
44","33.6
173"
Illinois 4,B10,"111.9
27","93.0
25","52.5
67","46.0
25","18.1
153","15.5
327","33.1
37","26.6
110","32.0
120","28.2
119","70.6
208","71.5
163","51.4
110","45.2
20","35.9
58","31.9
72"
Colorado St. 6,MWC,"111.9
28","98.1
95","54.8
20","50.1
179","15.2
23","18.5
157","21.9
339","25.0
59","29.6
200","25.6
59","77.3
19","71.7
173","55.7
14","51.0
225","35.6
68","32.7
123"
UAB 12,CUSA,"111.8
29","99.1
120","52.8
55","48.4
105","16.4
53","21.1
35","33.3
33","27.5
144","29.3
208","31.3
209","74.0
102","70.6
112","50.8
129","47.8
99","38.0
11","32.9
127"
Auburn 2,SEC,"111.7
30","90.0
10","49.9
176","44.1
4","16.7
64","20.0
81","33.7
25","28.9
214","31.6
128","34.2
278","73.1
123","73.3
268","51.3
111","42.8
5","31.8
270","31.0
47"
Michigan St. 7,B10,"111.6
31","96.6
70","52.0
84","48.1
85","18.8
209","15.3
331","30.7
90","27.1
122","29.9
183","28.3
124","75.0
68","70.8
127","49.6
182","48.5
127","37.8
16","31.6
65"
Princeton,Ivy,"111.5
32","105.9
252","56.7
4","51.3
235","14.5
10","15.5
324","24.8
285","23.5
29","21.3
355","21.7
13","64.0
351","73.4
277","55.9
10","51.6
248","38.4
6","33.6
171"
Providence 4,BE,"111.4
33","95.5
46","50.0
171","46.3
30","17.0
83","15.6
321","30.3
102","27.4
139","37.0
34","27.0
89","72.8
140","69.6
75","49.0
203","47.1
66","34.4
127","30.0
25"
Tennessee 3,SEC,"111.3
34","87.1
3","50.7
136","46.4
33","17.7
124","22.9
15","32.4
49","27.2
128","29.0
216","31.5
215","71.5
178","71.1
145","48.5
225","46.0
34","35.9
55","31.3
60"
Massachusetts,A10,"110.9
35","112.8
343","51.3
116","55.2
348","16.6
58","18.0
197","29.3
139","29.7
244","32.8
101","29.3
157","75.8
46","72.8
246","48.0
249","54.7
336","37.1
25","37.4
334"
Xavier,BE,"110.9
36","97.2
79","50.9
129","48.3
100","16.7
61","18.1
185","29.3
136","26.1
88","35.3
50","25.9
64","69.8
240","74.6
309","52.2
80","48.3
119","32.2
252","32.2
92"
Tulane,Amer,"110.8
37","99.4
124","51.2
118","49.6
158","15.0
21","20.3
67","20.1
351","32.8
336","33.4
90","28.5
128","75.6
51","71.2
147","49.0
206","48.3
121","36.5
40","34.1
209"
Wake Forest,ACC,"110.7
38","95.0
41","55.6
9","47.3
55","19.2
233","17.6
225","26.7
224","26.2
95","33.6
78","29.4
161","73.0
130","70.3
97","58.5
4","46.6
47","34.5
115","32.3
97"
Santa Clara,WCC,"110.6
39","100.4
136","54.5
22","48.5
107","16.2
45","16.5
285","23.4
309","26.2
97","27.6
259","21.2
6","76.2
34","76.2
345","53.5
45","46.7
53","37.8
15","34.8
246"
Oklahoma,B12,"110.6
40","94.1
36","54.8
19","49.4
144","22.0
342","20.3
71","25.7
261","26.2
96","27.4
264","26.4
80","74.7
77","73.4
272","56.7
7","50.3
199","34.7
101","31.8
69"
Texas Tech 3,B12,"110.5
41","85.4
1","52.6
65","45.8
23","19.8
272","23.2
12","33.2
35","25.8
75","35.1
53","31.9
227","69.8
238","69.0
49","54.9
23","44.5
12","32.1
253","31.5
63"
Northern Iowa,MVC,"110.2
42","102.1
174","53.0
49","53.9
332","16.2
44","18.0
196","20.8
345","21.8
4","33.2
93","22.7
20","79.0
9","72.8
245","53.3
48","54.4
330","35.1
85","35.6
285"
St. John's,BE,"110.2
43","96.7
72","50.8
134","48.9
121","15.9
40","21.3
33","30.7
91","31.5
310","26.1
294","33.2
256","67.7
303","71.6
172","51.0
123","47.5
85","33.5
181","34.1
211"
San Francisco 10,WCC,"110.2
44","93.0
27","53.1
47","47.1
49","17.9
132","18.4
166","30.0
109","24.0
36","28.5
235","33.0
250","69.0
273","70.9
134","54.4
30","48.7
136","34.3
129","28.9
9"
Murray St. 7,OVC,"110.0
45","96.2
61","52.6
61","48.1
84","17.1
91","20.4
63","35.3
11","25.7
70","32.4
109","26.0
68","69.4
261","67.9
24","53.2
50","50.5
207","34.5
113","29.7
17"
Florida,SEC,"109.8
46","97.0
78","49.6
196","49.4
149","18.5
191","21.8
27","31.5
70","32.5
334","33.8
74","30.3
181","73.5
115","69.8
82","53.1
54","49.9
176","30.3
317","32.2
93"
Saint Mary's 5,WCC,"109.8
47","90.5
11","52.7
60","48.3
98","17.0
78","19.2
122","27.4
191","21.7
3","23.3
338","25.1
49","76.3
32","72.5
225","52.5
70","47.0
61","35.5
71","34.3
220"
Vermont 13,AE,"109.7
48","97.3
84","57.1
3","47.7
73","14.7
13","16.8
269","23.7
302","18.7
1","26.7
279","23.3
26","74.1
97","69.1
50","58.6
3","45.3
22","36.8
33","34.4
228"
Oregon,P12,"109.6
49","98.7
112","51.1
123","49.6
159","17.1
94","19.2
123","29.9
116","31.1
300","29.7
196","29.1
152","68.1
295","70.7
124","51.6
103","50.2
196","33.5
183","32.4
109"
Kansas St.,B12,"109.6
50","97.3
85","49.4
206","49.5
154","16.9
75","19.8
90","25.2
276","28.3
190","29.6
199","32.0
231","72.6
148","69.7
79","47.5
263","52.4
278","34.6
107","30.2
29"
,,Adj. Eff.,,Eff. FG%,,Turnover%,,Off. Reb%,,FT Rate,,FT%,,2P%,,3P%,
Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
VMI,SC,"109.5
51","110.0
316","55.3
17","51.1
226","16.9
76","14.0
347","22.7
319","29.6
240","26.3
290","25.3
51","79.6
7","75.2
322","54.4
32","50.2
195","37.4
21","34.7
240"
Clemson,ACC,"109.4
52","98.3
99","52.4
70","49.7
164","16.4
50","16.9
265","25.8
259","24.1
41","29.8
190","29.1
151","73.6
111","76.3
347","51.2
116","49.4
162","36.3
46","33.4
163"
Toledo,MAC,"109.2
53","101.8
169","53.0
48","47.2
52","14.7
15","15.3
329","30.4
100","27.4
138","28.0
249","22.9
24","76.0
39","67.4
15","53.1
53","47.6
88","35.2
83","31.2
53"
Texas A&M,SEC,"109.2
54","93.3
30","49.6
191","47.4
62","18.9
222","23.7
9","33.5
30","33.2
340","35.7
46","33.3
257","70.3
220","71.9
187","50.1
156","47.9
105","32.4
239","31.1
50"
North Carolina St.,ACC,"109.2
55","104.5
233","47.9
267","53.4
318","14.5
11","18.3
170","30.3
103","31.0
293","29.0
221","29.4
163","72.5
151","74.3
301","45.9
315","53.0
301","34.0
157","36.1
302"
Utah St.,MWC,"109.2
56","96.4
68","54.2
24","49.7
162","18.3
169","18.3
175","26.0
249","22.9
20","28.9
224","29.0
147","72.1
157","70.8
128","56.2
8","48.8
139","34.1
145","34.0
207"
Hofstra,CAA,"109.1
57","103.8
219","53.4
35","54.4
336","14.7
14","20.4
60","23.3
311","26.9
118","21.7
352","26.3
79","79.7
6","73.6
283","55.6
17","52.1
270","33.8
172","38.3
347"
Dayton,A10,"108.8
58","94.5
39","53.9
29","46.9
40","19.1
228","17.1
256","30.3
101","23.6
30","30.5
166","23.7
31","68.3
290","72.1
196","53.8
37","45.8
32","36.1
52","32.4
105"
Maryland,B10,"108.7
59","99.4
122","49.4
204","50.2
185","16.8
67","16.1
300","27.2
201","27.6
156","33.9
72","24.6
41","75.9
42","73.8
289","49.7
181","48.2
118","32.6
237","35.5
279"
Arkansas 4,SEC,"108.7
60","90.7
12","48.6
245","47.5
65","16.9
71","20.5
55","29.6
126","25.3
67","37.2
30","31.9
226","76.0
37","73.1
259","50.1
157","46.8
56","30.4
316","32.4
112"
Wisconsin 3,B10,"108.7
61","93.4
31","47.7
276","49.0
128","13.0
2","17.0
260","25.9
253","24.4
45","32.4
110","27.2
93","74.3
91","68.3
30","48.7
216","49.0
149","30.7
309","32.5
116"
USC 7,P12,"108.6
62","96.2
59","51.2
119","44.7
11","17.9
135","14.4
342","33.5
29","26.7
114","30.9
156","26.8
84","66.4
333","71.5
165","50.1
159","42.0
3","35.7
67","33.2
149"
TCU 9,B12,"108.6
63","92.1
18","48.7
238","47.4
63","21.4
330","18.6
155","37.7
3","26.1
85","31.4
137","26.9
87","67.4
310","70.9
135","50.3
147","48.0
109","30.2
322","30.9
45"
West Virginia,B12,"108.6
64","96.1
55","46.8
304","50.6
206","18.2
166","22.5
20","30.0
110","33.6
346","36.1
45","34.1
271","72.4
152","71.2
150","45.7
318","51.7
259","32.8
228","32.4
111"
Saint Louis,A10,"108.5
65","96.7
74","50.6
148","48.2
92","18.7
201","18.0
200","33.8
23","26.5
108","32.7
103","32.4
239","76.1
35","67.3
13","49.1
202","48.0
110","36.2
49","32.3
96"
Drake,MVC,"108.4
66","98.9
116","51.4
110","49.3
141","15.9
39","19.4
108","30.2
104","25.9
78","27.3
269","33.5
261","76.0
40","73.5
279","52.3
75","49.1
153","33.1
208","33.1
146"
BYU,WCC,"108.4
67","97.8
90","51.8
91","47.7
74","18.4
178","15.0
334","30.6
95","22.5
12","27.2
270","31.1
204","72.3
154","68.6
39","51.9
88","48.9
148","34.6
111","30.5
36"
Towson,CAA,"108.3
68","98.5
107","51.6
99","47.9
79","17.9
134","19.5
100","35.7
9","26.5
107","33.9
70","31.9
228","71.9
164","71.7
175","50.4
145","48.4
124","35.7
64","31.5
62"
Oral Roberts,Sum,"108.1
69","109.7
313","53.9
26","51.1
227","13.2
4","12.7
357","26.6
229","24.7
51","23.0
343","24.8
45","72.2
156","70.4
104","52.3
77","50.8
218","37.2
24","34.4
227"
Bellarmine,ASun,"108.0
70","109.3
303","53.3
40","54.4
337","15.0
20","17.7
219","22.4
330","30.5
275","22.1
348","30.2
180","74.8
75","70.5
107","54.8
25","56.1
352","34.2
140","35.0
257"
SMU,Amer,"107.9
71","95.4
45","51.5
103","44.5
10","17.7
128","17.0
263","27.7
181","30.3
266","35.6
47","25.4
52","75.0
67","69.6
73","50.4
144","44.5
14","35.3
79","29.8
20"
Wyoming 12,MWC,"107.9
72","97.3
83","52.3
73","47.1
50","17.1
89","15.7
316","25.5
266","24.6
49","37.1
32","24.8
43","72.3
153","72.2
203","54.4
31","48.4
122","33.0
223","30.1
27"
Marquette 9,BE,"107.7
73","96.5
69","52.1
76","47.0
46","17.2
100","18.9
140","22.5
323","31.6
313","26.2
291","29.5
165","74.1
98","70.3
95","52.6
64","46.4
45","34.4
119","32.0
81"
Indiana 12,B10,"107.7
74","91.6
16","50.6
141","46.2
27","17.2
97","17.6
223","27.0
210","25.1
62","33.5
81","30.7
192","70.0
230","75.6
333","50.9
124","43.9
10","33.3
199","33.0
140"
Mississippi St.,SEC,"107.6
75","95.6
48","49.6
197","49.6
160","19.5
251","19.4
113","34.1
18","25.7
71","38.1
17","28.3
122","72.1
159","72.6
238","51.7
98","50.9
222","29.5
341","31.9
77"
East Tennessee St.,SC,"107.6
76","107.1
271","51.8
95","53.1
307","17.0
86","16.6
281","30.6
93","31.1
299","21.7
351","26.1
72","70.4
218","71.2
151","51.1
120","54.7
335","35.1
88","34.2
216"
Washington St.,P12,"107.6
77","93.1
29","47.9
270","46.9
45","16.6
57","20.4
62","33.4
32","29.5
236","29.8
187","30.3
183","74.4
87","73.5
280","46.2
311","47.4
83","33.5
182","30.6
38"
Boise St. 8,MWC,"107.6
78","92.9
24","50.7
140","48.3
101","18.4
176","20.2
75","30.6
92","22.4
8","35.2
51","25.9
65","65.1
346","72.3
217","50.6
132","48.0
108","34.0
153","32.6
119"
Virginia,ACC,"107.4
79","95.1
42","49.7
186","48.8
117","16.1
42","18.3
171","27.8
176","28.8
210","28.1
247","23.3
25","73.0
132","71.2
149","50.3
149","47.9
104","32.3
248","33.6
179"
St. Bonaventure,A10,"107.3
80","98.7
113","50.5
152","50.3
188","15.5
29","19.1
127","26.9
214","27.5
147","25.9
300","22.2
17","75.1
65","71.8
181","50.9
126","49.6
167","33.1
209","34.2
218"
Chattanooga 13,SC,"107.3
81","97.3
82","52.2
75","49.4
147","17.0
81","18.1
186","32.7
43","26.2
93","26.8
276","27.8
108","75.9
44","69.2
55","53.0
56","52.1
271","33.9
167","30.3
33"
Colgate 14,Pat,"107.0
82","103.2
204","55.6
15","48.9
120","16.9
70","16.0
303","26.6
228","25.1
63","26.3
287","24.1
39","69.5
253","67.3
14","52.1
82","48.0
107","40.4
2","33.7
180"
UNLV,MWC,"107.0
83","97.9
92","49.1
221","48.4
106","17.0
80","17.2
243","27.1
208","25.9
79","30.7
159","30.8
196","73.8
107","72.2
202","48.6
220","48.8
142","33.2
203","31.9
75"
Georgia,SEC,"107.0
84","108.8
296","50.2
167","54.6
340","20.7
313","15.7
319","25.8
257","30.1
263","39.0
9","24.1
38","74.7
80","71.6
167","51.3
113","56.1
353","32.1
258","34.9
254"
Richmond 12,A10,"106.9
85","99.1
117","51.1
122","50.5
197","14.3
9","18.8
145","22.4
325","27.5
149","31.0
150","23.4
28","71.8
167","72.5
229","52.3
76","49.9
178","33.0
218","34.3
222"
Loyola Chicago 10,MVC,"106.9
86","92.3
21","55.6
13","46.9
39","18.5
184","20.1
78","25.1
279","24.0
38","31.5
135","28.9
141","71.1
191","73.6
284","54.9
22","47.3
73","37.6
17","30.9
42"
Iona,MAAC,"106.9
87","98.6
110","50.7
139","46.6
38","17.9
140","19.0
135","31.8
61","29.7
241","37.3
29","33.8
265","69.3
264","70.6
117","51.2
115","47.2
69","33.2
201","30.2
31"
Northern Colorado,BSky,"106.9
88","111.1
334","56.2
7","52.9
297","17.1
90","13.9
349","21.9
340","24.6
50","30.8
158","30.1
176","70.6
210","73.7
286","55.6
16","50.7
215","37.9
14","38.2
346"
Vanderbilt,SEC,"106.7
89","94.7
40","50.2
164","48.5
108","18.9
218","20.7
47","27.5
187","27.7
159","38.7
11","34.9
291","69.7
246","72.7
242","49.5
186","50.7
217","34.0
152","30.1
26"
Belmont,OVC,"106.6
90","98.4
103","55.7
8","49.4
143","16.8
69","20.9
40","24.4
294","27.8
165","25.9
299","23.5
30","73.7
108","70.4
103","60.7
1","48.7
135","32.8
229","33.7
186"
Rutgers 11,B10,"106.6
91","96.3
64","49.9
181","48.6
112","17.3
102","17.8
212","29.6
125","27.0
120","26.2
292","28.6
135","70.0
232","72.5
230","49.4
193","47.1
65","33.9
168","33.9
199"
Utah,P12,"106.6
92","102.2
178","48.4
255","49.4
150","18.1
155","15.2
332","29.3
137","29.2
229","30.0
181","28.6
132","77.4
18","70.5
106","47.3
270","49.4
163","33.5
187","32.9
134"
Nebraska,B10,"106.5
93","101.4
152","50.3
159","51.5
246","17.1
95","18.3
173","20.6
348","31.4
309","33.3
92","29.4
162","73.1
127","72.3
210","51.8
97","51.2
231","32.0
259","34.7
243"
Delaware 15,CAA,"106.5
94","103.2
202","53.4
36","49.6
156","18.3
175","18.5
160","26.7
223","31.3
305","34.5
64","29.1
149","74.4
88","76.0
342","54.4
33","47.7
94","34.5
114","35.4
275"
DePaul,BE,"106.4
95","99.8
128","48.8
230","48.8
118","17.4
114","16.8
271","31.7
63","28.5
196","33.4
88","26.0
67","69.3
265","74.9
317","49.4
192","47.8
101","31.7
275","33.7
187"
LSU 6,SEC,"106.3
96","89.6
8","49.4
205","45.1
14","20.7
314","25.1
3","33.8
24","30.9
286","33.4
85","37.8
327","73.1
125","69.0
47","50.4
143","47.6
90","31.6
276","28.2
4"
UCF,Amer,"106.3
97","98.7
114","49.9
177","48.7
115","19.1
231","20.7
48","30.8
85","30.8
281","28.5
236","29.8
169","70.3
223","73.7
287","47.9
250","50.0
186","35.0
91","31.2
54"
Minnesota,B10,"106.1
98","100.8
142","50.7
137","51.2
232","14.0
6","15.8
308","17.7
356","27.5
150","23.6
337","23.3
27","71.8
168","70.3
98","48.0
245","51.6
255","36.8
34","33.7
181"
New Mexico St. 12,WAC,"106.0
99","96.0
54","51.9
88","45.2
15","20.8
317","16.8
272","32.6
45","25.7
72","34.6
59","28.3
123","70.0
231","75.3
326","53.2
51","45.6
27","33.4
194","29.8
21"
Mississippi,SEC,"106.0
100","99.1
118","49.6
192","51.4
241","18.0
148","19.4
110","26.7
221","26.6
111","28.7
231","28.0
111","71.1
194","70.9
132","50.0
162","53.1
303","32.6
233","32.3
102"
,,Adj. Eff.,,Eff. FG%,,Turnover%,,Off. Reb%,,FT Rate,,FT%,,2P%,,3P%,
Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
St. Thomas,Sum,"105.9
101","116.6
356","52.0
83","58.9
358","12.6
1","16.1
299","20.7
346","27.1
127","23.7
336","32.5
242","77.1
21","73.8
288","52.5
71","58.0
358","34.4
125","40.1
357"
Mercer,SC,"105.8
102","105.2
242","52.9
54","52.8
293","18.3
170","15.8
310","24.5
291","26.5
109","29.3
209","28.5
129","77.5
17","72.7
240","52.9
58","53.2
306","35.3
80","34.9
251"
Nevada,MWC,"105.8
103","101.7
166","50.6
146","52.4
281","18.4
180","18.3
176","24.5
293","26.1
91","32.0
123","29.7
167","74.9
72","72.6
235","51.3
114","51.2
232","33.0
220","35.9
294"
Middle Tennessee,CUSA,"105.8
104","98.2
98","51.4
109","47.2
53","18.9
220","20.3
68","30.0
112","29.2
228","34.2
67","36.5
309","75.6
50","74.8
313","52.7
62","47.6
89","33.1
207","31.0
46"
Detroit,Horz,"105.7
105","110.4
324","52.6
64","54.4
338","17.9
141","19.0
136","27.9
174","29.7
245","22.8
346","30.5
190","77.9
14","71.6
166","50.1
161","55.4
343","36.9
30","35.3
268"
Longwood 14,BSth,"105.7
106","103.7
215","51.5
106","51.4
238","18.4
179","20.0
82","33.2
34","24.5
46","35.4
49","26.5
81","72.6
149","74.0
292","47.9
251","53.9
325","38.4
5","32.1
86"
Buffalo,MAC,"105.7
107","103.7
216","51.6
100","48.2
91","18.6
197","15.8
311","37.0
6","27.9
166","25.6
303","29.4
164","71.6
174","71.0
137","51.6
102","48.3
120","34.4
126","31.9
73"
Northwestern,B10,"105.5
108","96.7
71","49.0
222","50.8
212","14.1
8","19.3
115","25.6
265","25.1
64","25.1
315","34.8
290","71.9
163","72.5
228","47.2
274","47.7
95","34.6
109","36.8
322"
Western Kentucky,CUSA,"105.5
109","101.5
155","52.8
58","50.7
207","17.6
119","19.9
85","25.1
278","30.4
270","31.3
139","16.5
1","71.6
175","72.2
204","52.1
84","48.6
131","35.9
56","35.6
284"
Akron 13,MAC,"105.5
110","101.7
162","52.5
66","49.1
132","17.7
123","17.5
227","29.0
148","26.4
104","39.3
7","26.1
69","69.4
259","70.7
122","52.2
81","47.4
79","35.3
77","34.8
247"
Seton Hall 8,BE,"105.4
111","93.4
32","47.2
290","45.6
20","17.7
126","18.5
158","32.3
52","29.1
225","30.5
164","27.8
107","75.2
61","77.3
355","45.8
316","45.1
19","33.2
202","31.1
49"
New Mexico,MWC,"105.4
112","104.3
231","49.4
208","52.0
263","16.1
43","18.0
195","24.0
298","29.1
227","32.8
100","35.6
299","74.8
74","73.3
267","48.1
239","53.5
314","34.4
122","32.9
131"
Colorado,P12,"105.4
113","96.4
65","50.4
157","48.1
86","19.7
266","17.5
229","29.9
115","24.4
44","34.7
57","27.0
90","75.6
49","72.4
219","48.1
241","47.2
71","36.6
37","33.1
144"
Oregon St.,P12,"105.3
114","109.4
305","49.2
218","55.0
347","18.2
168","17.5
228","26.2
240","34.0
349","27.6
262","29.1
154","70.9
199","71.6
169","49.8
175","55.8
349","31.9
267","35.9
296"
Texas St.,SB,"105.3
115","101.7
168","51.0
126","50.7
208","18.8
211","21.8
28","30.8
86","29.3
231","32.9
99","34.4
280","75.1
64","72.9
255","48.9
212","49.5
164","37.2
23","35.1
259"
Wofford,SC,"105.3
116","101.4
154","53.9
28","53.8
329","17.7
121","19.7
92","26.9
215","22.2
6","28.2
245","28.6
133","77.3
20","73.9
291","55.5
18","53.3
307","34.8
96","36.2
309"
College of Charleston,CAA,"105.3
117","101.6
160","50.3
160","51.2
233","20.9
320","19.1
132","35.7
10","25.0
58","30.4
174","37.6
325","73.0
134","72.3
211","50.0
165","51.3
239","33.9
165","34.1
210"
Penn,Ivy,"105.2
118","109.6
311","51.3
111","52.1
270","17.0
84","15.3
330","25.4
269","28.0
174","24.1
331","28.8
140","72.8
142","71.0
136","52.0
87","52.1
272","33.5
186","34.7
241"
Florida St.,ACC,"105.2
119","98.4
104","49.0
224","52.2
274","18.1
157","21.0
39","31.7
64","31.1
298","30.3
176","30.4
186","70.8
202","71.0
138","48.7
218","50.0
184","33.1
205","36.9
326"
Loyola Marymount,WCC,"105.1
120","108.5
291","51.9
87","54.7
342","19.2
236","18.1
190","24.4
295","27.3
137","31.1
148","31.9
230","72.1
160","77.4
356","52.3
78","55.0
338","34.2
138","36.0
298"
Fresno St.,MWC,"105.1
121","93.5
34","51.1
121","47.7
75","17.7
122","19.4
109","27.3
195","22.9
19","31.2
141","27.2
94","71.4
183","69.8
83","51.3
112","47.2
68","33.7
177","32.3
99"
Southern Utah,BSky,"105.0
122","105.9
256","52.6
63","51.7
255","17.4
110","17.2
244","27.8
178","22.5
13","33.4
91","27.6
100","70.6
211","76.1
344","53.6
41","51.6
249","34.1
149","34.6
238"
Creighton 9,BE,"104.8
123","92.1
19","50.6
143","44.9
12","20.4
303","15.5
328","28.4
162","28.5
198","26.7
278","20.8
4","73.8
105","72.8
248","53.3
47","43.6
8","30.8
306","31.7
68"
Wright St. 16,Horz,"104.8
124","106.2
258","51.7
98","51.4
237","17.7
127","18.5
159","31.0
79","30.1
260","31.6
131","26.1
70","76.6
28","71.5
161","52.5
69","51.9
262","33.4
192","33.8
193"
Florida Gulf Coast,ASun,"104.7
125","106.4
263","53.3
42","50.5
196","18.9
216","15.8
312","29.9
114","27.4
140","29.1
213","24.0
36","68.6
282","68.3
32","53.8
38","50.5
206","35.1
89","33.7
183"
George Mason,A10,"104.7
126","100.2
131","53.0
50","49.6
157","18.0
145","17.2
245","24.9
283","23.8
34","29.0
219","29.6
166","69.3
266","73.2
263","52.4
72","48.1
113","35.7
65","34.4
229"
