Southern Miss,SB,"107.2
127","100.4
93","51.2
151","47.6
50","17.5
128","19.7
82","30.9
102","28.7
194","32.8
127","30.4
158","72.9
134","72.0
197","52.4
79","47.2
57","32.7
247","32.2
79"
Charlotte,CUSA,"107.1
128","102.7
138","54.8
22","50.2
154","17.3
103","17.6
210","22.9
331","23.8
17","24.3
346","25.4
30","74.4
80","73.4
273","53.6
50","49.0
121","37.6
22","34.7
226"
Northern Arizona,BSky,"107.0
129","110.8
302","50.5
186","55.3
350","15.9
41","17.2
232","26.9
232","25.7
62","27.4
310","38.7
322","74.6
74","74.2
300","48.6
252","55.7
350","35.7
92","36.5
312"
Bradley,MVC,"106.9
130","97.6
51","52.9
63","46.6
24","17.9
152","19.4
100","29.2
160","24.0
19","27.0
318","31.6
197","66.5
327","74.5
316","52.7
71","45.6
21","35.5
101","32.2
77"
DePaul,BE,"106.7
131","105.0
183","49.7
219","51.6
241","18.2
191","17.7
198","25.8
265","34.1
351","27.6
301","35.7
285","73.9
106","71.1
150","46.3
321","51.1
225","36.8
43","35.0
245"
Florida,SEC,"106.7
132","96.1
35","49.8
217","45.9
16","15.7
37","17.6
208","23.5
321","30.5
280","35.1
69","29.8
142","71.7
184","70.4
112","50.9
150","45.4
18","31.9
294","31.4
47"
Mississippi,SEC,"106.6
133","101.2
105","47.5
308","49.5
124","18.3
198","18.0
177","33.3
39","29.9
243","29.2
253","30.3
157","69.5
271","74.5
315","48.6
249","48.9
116","30.3
344","33.8
168"
St. Thomas,Sum,"106.6
134","108.2
256","51.8
107","51.9
260","15.1
20","17.3
224","24.0
315","28.8
202","30.7
215","31.0
178","78.3
11","74.8
323","51.2
134","52.6
298","35.1
115","33.7
155"
Arizona St. 11,P12,"106.5
135","95.1
29","47.5
311","46.4
22","16.9
86","20.6
57","29.6
152","31.8
315","30.8
205","33.4
239","68.9
288","70.2
100","47.9
271","43.8
6","31.4
312","33.6
149"
Kennesaw St. 14,ASun,"106.4
136","101.4
110","52.9
62","51.2
213","17.9
154","19.6
90","27.5
214","25.8
65","36.5
54","36.2
291","66.3
331","69.2
56","51.3
129","50.5
192","37.1
33","34.8
230"
Utah Valley,WAC,"106.4
137","95.7
33","51.6
121","44.1
4","19.5
268","16.8
261","29.0
162","29.4
228","36.8
48","29.8
141","73.9
102","68.8
42","52.6
75","42.5
3","33.0
224","31.6
55"
UC Riverside,BW,"106.3
138","105.4
198","50.5
188","51.3
221","18.0
160","17.2
234","31.8
78","22.9
10","26.2
329","38.0
314","69.6
268","72.1
205","48.8
246","51.5
241","35.6
96","34.0
177"
Queens,ASun,"106.3
139","109.3
278","51.2
145","53.0
299","17.6
138","15.7
320","29.7
147","26.1
72","35.9
62","25.4
28","72.2
168","71.8
181","50.5
176","53.0
305","34.8
139","35.3
259"
Air Force,MWC,"106.2
140","103.2
147","54.2
30","49.3
112","19.0
243","17.1
243","22.3
341","28.6
192","31.2
189","35.2
276","72.2
166","74.8
324","54.8
22","51.9
262","35.6
97","29.3
9"
VCU 12,A10,"106.2
141","94.0
17","52.2
88","47.0
32","19.5
270","24.1
6","29.0
164","29.8
241","41.8
9","30.5
160","69.7
265","70.3
106","52.3
83","46.2
32","34.7
140","32.3
81"
Texas A&M Corpus Chris 16,Slnd,"106.1
142","107.5
239","51.2
150","52.4
279","18.0
162","20.9
49","32.5
58","27.9
154","34.4
90","38.6
319","80.0
2","69.1
50","49.0
243","54.1
330","36.9
36","33.3
133"
LSU,SEC,"106.0
143","104.5
172","47.3
316","51.8
256","18.4
207","17.5
217","31.7
81","28.8
199","33.7
105","30.3
155","72.2
167","72.2
211","46.2
324","52.1
281","32.7
252","34.3
208"
South Florida,Amer,"106.0
144","103.4
151","50.8
175","49.8
136","19.6
277","18.7
134","33.0
48","27.8
149","30.7
212","37.1
305","65.1
342","72.9
255","51.0
148","48.2
85","33.6
194","34.9
237"
Nebraska,B10,"106.0
145","99.3
77","51.7
110","49.9
144","18.6
222","17.7
200","24.7
296","28.3
179","28.2
283","21.9
5","64.1
351","69.4
66","53.4
58","49.0
122","32.6
258","34.1
190"
Rice,CUSA,"106.0
146","110.9
306","53.4
45","54.6
337","18.5
212","15.9
310","23.2
326","26.2
81","32.8
131","26.0
41","73.8
110","69.4
64","53.7
48","54.0
326","35.3
107","37.1
334"
Northern Colorado,BSky,"105.9
147","111.0
309","52.4
81","53.1
301","17.5
125","14.0
358","24.3
310","27.0
114","31.4
182","31.7
201","74.8
65","72.5
230","51.0
147","54.5
335","36.4
62","33.4
136"
Seton Hall,BE,"105.9
148","94.1
19","49.4
237","47.6
51","20.4
316","21.3
38","30.8
106","30.3
264","40.5
16","31.0
176","67.8
310","72.8
248","49.2
229","48.2
86","33.2
216","31.0
33"
Fairleigh Dickinson 16,NEC,"105.9
149","118.6
362","51.5
126","55.8
356","16.3
58","21.4
32","31.4
90","28.9
205","27.9
295","34.8
266","74.9
64","75.6
341","51.4
125","56.1
353","34.4
157","36.9
329"
Norfolk St.,MEAC,"105.9
150","109.5
281","52.2
87","50.2
156","19.8
288","19.0
123","33.4
37","30.6
283","39.5
22","36.3
292","75.4
48","68.9
44","53.8
44","48.3
87","32.7
248","34.9
239"
,,Adj. Eff.,,Eff. FG%,,Turnover%,,Off. Reb%,,FT Rate,,FT%,,2P%,,3P%,
Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
Colorado,P12,"105.9
151","94.4
24","49.0
260","47.7
55","19.2
252","19.6
92","31.3
94","25.3
49","30.3
218","32.2
215","69.3
276","71.0
147","49.6
211","47.7
69","31.9
290","31.8
60"
Middle Tennessee,CUSA,"105.8
152","102.4
127","51.2
149","51.6
239","19.3
260","21.8
26","31.9
74","29.2
220","29.4
247","34.6
262","68.5
299","75.7
346","51.0
149","50.2
178","34.3
164","36.2
296"
Murray St.,MVC,"105.6
153","109.5
282","49.0
254","51.9
262","16.2
50","15.6
321","27.4
216","27.3
125","33.2
115","24.4
18","74.1
93","72.4
224","49.1
237","53.2
311","32.6
260","33.4
141"
James Madison,SB,"105.6
154","100.4
92","51.5
130","49.4
117","18.6
220","21.4
33","31.3
93","27.6
146","38.9
25","31.8
204","70.1
250","67.6
22","51.4
122","50.7
204","34.5
151","31.5
50"
Wisconsin,B10,"105.6
155","95.2
30","48.5
281","50.3
165","13.5
3","18.6
135","22.4
340","25.4
55","24.1
350","28.0
93","67.1
321","68.6
37","45.8
330","51.3
233","35.0
123","32.3
80"
Montana St. 14,BSky,"105.6
156","98.4
62","50.9
166","49.4
118","17.6
135","20.1
73","25.7
267","25.5
60","44.4
5","35.5
282","76.3
33","74.0
295","52.4
82","48.0
77","32.0
284","34.8
232"
Long Beach St.,BW,"105.4
157","103.8
161","48.4
287","49.8
140","18.7
225","18.2
168","34.6
19","28.0
160","34.4
89","30.0
148","67.8
311","73.2
270","49.4
220","48.8
111","30.2
346","34.2
202"
Sam Houston St.,WAC,"105.2
158","94.0
16","51.0
163","48.4
82","20.0
298","23.2
14","31.0
101","25.1
41","33.5
109","39.0
329","69.1
283","69.5
70","47.1
300","46.9
49","38.5
9","33.4
135"
Abilene Christian,WAC,"105.2
159","107.0
226","49.2
246","56.5
359","17.3
113","23.3
12","25.5
272","28.6
190","32.3
145","45.6
358","72.9
137","71.1
151","48.1
269","56.2
355","34.3
163","38.1
348"
Rider,MAAC,"105.0
160","108.9
270","49.5
227","50.3
164","17.8
148","16.5
281","33.8
30","28.3
174","29.3
250","38.6
320","73.5
119","64.5
4","49.4
221","47.5
64","33.3
211","36.2
299"
Rutgers,B10,"104.9
161","90.7
7","47.6
306","45.9
18","17.2
99","21.7
28","32.0
70","27.6
145","28.5
273","28.2
98","70.2
241","68.7
41","47.6
283","46.1
31","31.8
299","30.5
24"
Campbell,BSth,"104.7
162","109.2
276","52.7
68","52.5
283","18.1
170","18.4
153","24.4
306","27.8
151","38.0
32","32.1
211","69.8
264","70.0
90","54.7
27","53.2
309","32.9
230","34.4
213"
Northwestern St.,Slnd,"104.7
163","109.0
272","51.3
142","51.0
204","17.3
115","21.0
43","33.3
42","33.6
346","27.2
314","38.7
323","69.7
267","74.8
326","49.8
205","51.8
259","35.8
84","32.9
103"
Texas St.,SB,"104.6
164","106.2
207","48.2
292","50.9
202","17.9
158","18.6
138","31.6
86","28.5
183","32.5
137","41.7
344","72.4
153","70.5
118","48.6
251","49.0
127","31.4
316","36.4
310"
Louisiana Tech,CUSA,"104.6
165","105.5
199","50.9
170","54.0
325","19.9
292","21.3
37","30.1
135","28.1
165","28.4
278","38.5
318","71.8
182","69.5
68","50.3
189","51.1
222","34.5
152","38.5
353"
Pepperdine,WCC,"104.6
166","106.3
212","52.0
96","52.5
284","18.3
201","16.6
277","25.9
259","30.5
279","26.8
322","32.6
220","71.5
199","70.1
92","51.6
111","51.6
243","35.1
120","36.2
293"
North Alabama,ASun,"104.5
167","111.3
314","51.3
136","52.4
278","15.6
32","15.2
335","23.2
328","28.1
166","30.9
202","32.0
210","70.7
224","71.8
183","49.9
204","50.0
172","36.1
74","37.7
344"
UMBC,AE,"104.5
168","111.4
316","51.3
139","52.9
298","14.8
13","16.9
247","26.4
247","26.8
106","27.0
319","25.6
33","74.7
67","72.1
203","51.8
106","50.6
198","33.8
182","37.7
345"
Washington,P12,"104.5
169","98.9
70","48.8
266","47.1
35","19.9
297","18.4
155","26.4
246","34.6
356","31.7
170","25.4
29","74.9
60","70.7
132","50.0
194","48.6
101","31.3
318","29.7
14"
Charleston Southern,BSth,"104.5
170","115.7
353","50.3
196","54.3
332","18.1
176","16.7
265","32.2
66","31.0
295","27.4
309","36.6
297","72.9
136","71.8
180","49.7
209","54.3
331","34.1
173","36.2
297"
Stephen F. Austin,WAC,"104.4
171","101.8
116","51.5
131","51.4
228","21.3
338","23.8
8","31.6
87","32.2
321","38.9
26","41.8
345","71.8
183","70.2
97","49.2
231","51.7
253","38.0
15","34.0
174"
Cal St. Fullerton,BW,"104.4
172","99.0
71","49.4
236","48.6
86","17.4
119","20.5
58","25.9
260","29.4
230","38.7
29","33.4
236","69.5
272","70.8
140","46.5
315","49.2
143","36.2
65","31.7
56"
Cleveland St.,Horz,"104.4
173","104.3
168","49.5
230","48.2
76","17.4
121","20.5
59","35.2
16","35.0
358","30.0
223","30.7
168","68.5
297","73.5
282","50.7
164","48.8
110","30.8
336","31.5
52"
Missouri St.,MVC,"104.4
174","102.5
131","50.1
206","49.3
114","19.1
248","18.6
140","33.2
44","26.9
108","27.2
313","30.4
159","62.6
359","72.1
207","50.9
151","49.5
155","32.8
243","32.6
92"
Saint Joseph's,A10,"104.2
175","104.7
177","50.2
200","50.5
174","18.2
189","18.9
126","28.9
171","30.7
288","34.2
94","32.8
224","70.3
238","70.6
128","50.9
153","50.1
175","32.9
229","34.1
188"
Florida St.,ACC,"104.2
176","107.3
236","49.3
243","53.1
302","17.6
143","17.1
241","25.9
257","31.5
307","30.4
217","30.9
173","72.6
144","75.6
342","49.2
234","50.8
209","33.0
223","37.6
343"
Mississippi St. 11,SEC,"104.1
177","92.0
9","46.9
328","46.2
20","19.3
259","22.0
23","35.2
15","29.0
210","34.6
81","27.6
74","64.7
346","71.9
195","50.5
171","46.2
34","26.6
363","30.8
28"
Tarleton St.,WAC,"104.1
178","100.6
96","47.5
312","53.1
304","18.2
188","24.0
7","25.7
268","30.0
252","48.0
1","47.1
361","70.5
229","73.1
264","46.6
314","52.0
273","33.5
198","36.3
301"
Georgia Tech,ACC,"104.0
179","102.8
140","48.5
279","50.1
151","15.6
33","15.9
306","27.5
213","29.9
247","23.5
355","30.8
172","69.5
273","71.6
175","47.4
288","52.0
270","33.4
205","31.0
32"
Radford,BSth,"104.0
180","104.5
173","51.5
124","52.6
291","18.4
206","20.3
65","30.7
109","27.9
155","28.8
268","32.3
216","68.7
296","66.9
13","50.5
173","53.5
317","35.7
88","34.0
176"
South Dakota St.,Sum,"104.0
181","105.3
189","51.7
115","50.9
201","17.1
92","17.3
227","21.5
345","26.0
71","28.1
289","23.1
10","79.5
3","76.1
350","51.2
133","51.7
252","35.1
116","33.2
125"
Georgia,SEC,"104.0
182","102.9
142","47.1
322","49.8
141","19.3
261","16.8
260","30.5
112","30.5
274","40.5
17","28.9
112","72.7
140","69.3
58","46.8
306","51.0
219","31.7
304","31.9
66"
Wright St.,Horz,"103.9
183","105.8
201","53.5
42","50.3
162","17.3
108","17.2
233","26.2
251","26.6
94","24.0
352","27.6
77","74.5
77","67.5
21","53.9
40","51.2
229","35.1
118","32.6
91"
Quinnipiac,MAAC,"103.9
184","105.1
185","49.9
214","48.1
72","18.1
169","16.5
283","32.2
63","27.6
144","33.0
118","27.1
64","66.5
328","70.1
94","47.4
289","48.5
97","36.1
73","31.6
54"
Fresno St.,MWC,"103.9
185","100.3
90","49.3
240","51.2
218","18.1
172","19.7
83","24.9
294","28.2
173","24.3
348","32.1
214","77.7
16","76.0
348","51.1
141","48.3
88","31.1
325","37.3
338"
UC Davis,BW,"103.8
186","103.3
150","49.8
215","50.7
190","20.6
318","20.8
53","32.2
64","28.6
186","42.8
7","31.5
189","71.0
213","70.4
113","49.6
215","48.9
115","33.5
199","36.7
320"
La Salle,A10,"103.8
187","107.0
227","48.5
282","51.0
205","18.1
174","17.9
183","30.5
114","30.5
275","28.3
279","31.6
196","69.3
278","68.6
36","46.9
304","50.6
201","34.2
167","34.5
217"
Coastal Carolina,SB,"103.8
188","114.4
345","47.5
310","53.1
303","17.8
151","15.5
328","30.3
124","30.7
287","28.9
266","29.3
124","78.8
9","72.1
201","48.4
260","51.3
232","30.6
341","36.7
321"
Buffalo,MAC,"103.7
189","105.2
187","49.5
229","52.5
288","19.2
255","18.3
165","32.2
65","29.1
218","32.1
158","36.4
294","70.5
230","70.9
142","50.9
154","52.3
285","31.2
322","35.3
263"
Florida Gulf Coast,ASun,"103.7
190","106.5
219","51.2
152","50.7
188","17.1
94","17.3
229","26.6
235","28.8
200","28.2
285","28.1
95","73.7
113","69.4
65","50.1
191","51.1
223","35.1
117","33.4
138"
Longwood,BSth,"103.6
191","103.2
149","50.2
204","51.2
217","17.8
147","21.5
31","32.1
68","26.9
109","33.6
108","33.5
242","71.6
189","72.6
237","49.5
217","50.5
193","34.3
165","34.7
227"
Lipscomb,ASun,"103.6
192","103.7
159","53.7
39","50.2
155","17.3
104","15.6
322","25.0
285","24.6
34","23.6
354","23.3
11","76.3
34","75.3
340","53.5
53","49.4
149","36.0
80","34.3
205"
UNC Greensboro,SC,"103.6
193","97.7
53","50.6
182","47.8
59","17.8
146","19.3
106","29.2
159","26.5
87","32.4
139","31.4
187","71.4
202","67.7
25","49.3
224","46.8
46","35.1
111","32.8
100"
New Mexico St.,WAC,"103.6
194","106.9
225","50.2
201","53.7
318","18.3
194","19.1
117","27.0
228","26.5
89","34.7
80","37.0
300","68.3
302","72.2
213","48.8
247","52.5
291","35.1
112","36.8
323"
Georgetown,BE,"103.5
195","106.5
218","47.1
323","53.6
317","17.5
130","15.9
309","28.9
168","30.0
251","29.1
260","24.4
20","71.8
180","72.8
247","47.5
287","50.5
194","30.9
334","38.9
357"
Western Kentucky,CUSA,"103.5
196","105.1
186","49.6
226","50.7
191","17.1
97","18.0
174","25.9
255","31.0
298","32.3
144","25.6
32","70.8
221","69.5
69","48.5
254","48.0
79","34.4
161","36.2
295"
North Dakota St.,Sum,"103.5
197","107.5
241","51.7
117","50.8
195","16.9
80","12.4
363","24.4
305","22.6
7","32.2
152","27.1
65","71.5
197","76.1
351","52.2
87","50.6
196","33.9
179","34.2
199"
SMU,Amer,"103.5
198","102.7
137","47.4
313","51.8
255","18.0
165","18.7
133","28.1
198","30.5
276","33.0
122","32.8
225","67.4
317","70.9
143","47.8
278","51.4
237","31.1
327","34.9
242"
Eastern Kentucky,ASun,"103.5
199","101.7
114","47.6
303","49.5
123","17.2
101","18.4
152","33.3
38","30.1
255","24.8
343","25.7
34","65.1
343","73.7
290","47.8
277","48.5
96","31.5
308","34.1
192"
UC San Diego,BW,"103.5
200","108.2
260","49.6
223","51.8
252","17.9
159","16.5
282","23.2
327","29.3
224","26.1
330","27.9
89","74.0
96","72.8
245","49.6
216","49.7
164","33.0
225","37.1
335"
,,Adj. Eff.,,Eff. FG%,,Turnover%,,Off. Reb%,,FT Rate,,FT%,,2P%,,3P%,
Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
Bryant,AE,"103.4
201","107.1
233","52.0
99","50.0
146","18.7
223","15.8
315","29.0
165","25.2
47","32.9
124","31.9
209","73.5
121","70.5
117","53.4
57","49.3
144","33.3
212","34.1
187"
North Dakota,Sum,"103.4
202","111.8
321","51.0
162","53.5
314","16.7
74","15.5
326","25.7
266","27.4
134","27.3
312","28.0
91","69.1
285","74.7
321","50.6
170","53.0
304","34.4
162","36.4
307"
Bowling Green,MAC,"103.3
203","112.1
326","50.5
184","54.1
328","17.5
126","16.3
295","29.8
145","28.0
162","32.5
138","33.6
244","70.8
222","73.0
258","50.4
185","53.8
321","33.8
184","36.4
308"
Northern Iowa,MVC,"103.2
204","106.4
214","51.3
138","53.8
321","17.7
144","18.2
166","22.6
337","22.4
4","31.1
196","26.5
49","69.9
259","72.9
253","51.7
108","53.6
319","33.7
189","36.0
287"
Howard 16,MEAC,"103.2
205","106.6
220","52.0
93","50.6
182","22.8
356","20.7
56","33.8
29","31.6
308","32.8
128","34.6
259","71.6
193","69.2
55","49.9
201","50.8
208","37.2
30","33.6
145"
Cal Baptist,WAC,"103.2
206","102.1
120","49.0
259","47.6
52","18.1
167","16.0
303","28.9
170","26.1
73","31.6
172","29.3
123","65.8
337","72.6
239","49.2
228","49.0
126","32.5
264","29.7
13"
South Carolina,SEC,"103.2
207","106.6
221","46.9
327","52.6
292","19.9
296","15.9
312","32.7
55","32.5
326","26.8
323","29.4
130","66.1
333","67.4
20","45.8
332","53.7
320","32.3
272","33.8
166"
Northern Kentucky 16,Horz,"103.1
208","102.3
125","49.8
216","51.3
223","17.5
134","23.2
13","31.3
92","32.8
334","27.4
308","30.8
171","70.4
231","70.2
99","47.7
282","48.9
118","35.2
108","36.7
319"
Southeastern Louisiana,Slnd,"103.0
209","110.8
304","50.9
167","54.2
330","16.9
85","19.8
78","27.6
211","29.9
246","32.1
162","33.4
237","74.4
83","69.7
75","49.1
239","52.1
277","36.4
57","38.2
350"
FIU,CUSA,"102.8
210","105.7
200","52.1
90","52.1
268","20.6
320","22.8
19","25.5
271","36.7
361","28.7
270","30.6
166","72.3
158","74.7
320","53.8
47","50.4
185","32.8
238","36.5
314"
Troy,SB,"102.8
211","101.4
109","49.4
238","48.6
87","18.7
228","21.1
42","30.3
125","30.1
257","32.5
134","34.6
260","71.0
212","75.6
343","51.2
132","48.4
90","31.2
320","32.7
97"
Portland St.,BSky,"102.8
212","107.9
251","49.6
222","55.0
347","16.8
79","21.3
36","24.0
316","31.4
305","34.8
78","46.6
359","73.2
129","74.1
298","49.7
210","55.0
345","33.0
220","36.8
325"
Army,Pat,"102.7
213","108.2
257","53.8
38","51.4
226","19.1
244","15.6
324","25.4
275","24.2
23","31.3
184","28.5
103","69.8
263","69.3
62","54.7
26","52.4
286","34.9
132","33.1
115"
Boston College,ACC,"102.7
214","102.6
133","48.7
270","51.5
235","18.3
196","18.3
163","27.6
210","28.3
178","27.3
311","27.6
75","72.5
149","72.6
236","49.2
233","49.1
136","31.9
291","36.8
328"
UT Rio Grande Valley,WAC,"102.7
215","110.1
291","51.2
146","52.0
266","22.2
351","16.9
255","29.0
167","29.5
234","45.9
3","38.9
326","69.6
270","74.6
318","51.7
107","51.9
264","33.5
202","34.8
231"
Miami OH,MAC,"102.6
216","111.2
312","52.0
98","53.8
320","19.6
282","17.8
192","26.6
239","32.6
329","32.1
160","37.1
304","79.2
6","73.4
272","53.8
45","54.1
327","32.9
231","35.4
266"
UNC Asheville 15,BSth,"102.6
217","103.1
145","53.9
34","48.0
68","20.0
301","17.9
184","25.8
261","28.7
197","41.3
12","26.8
58","69.3
277","71.8
185","51.4
120","49.1
134","38.8
6","30.5
22"
Richmond,A10,"102.5
218","102.5
129","51.2
144","49.6
126","17.1
91","17.1
239","21.0
347","25.4
56","33.0
120","26.2
43","74.5
76","72.6
233","52.4
81","49.7
162","33.0
222","32.9
104"
Southern Indiana,OVC,"102.5
219","112.0
323","50.5
189","51.8
250","18.3
193","16.7
266","32.6
57","25.0
38","33.4
111","40.3
339","68.1
305","72.1
206","47.2
298","51.0
218","36.6
49","35.2
253"
Oakland,Horz,"102.5
220","111.7
320","49.2
250","54.8
343","15.1
22","18.7
128","24.2
311","32.7
332","31.6
174","22.5
7","78.1
13","76.2
352","51.3
131","53.9
323","30.6
340","37.5
342"
Loyola Chicago,A10,"102.3
221","107.0
228","52.9
60","51.6
237","22.1
350","17.9
186","24.5
302","28.5
185","31.1
195","37.5
308","69.7
266","75.9
347","54.8
23","51.7
250","33.4
203","34.4
212"
South Dakota,Sum,"102.3
222","113.2
338","50.1
210","52.7
293","17.3
109","14.4
353","24.9
293","27.1
116","28.1
291","31.8
206","76.1
39","73.7
288","45.5
335","51.8
260","37.9
19","36.1
288"
Bellarmine,ASun,"102.2
223","109.2
277","51.7
113","54.7
338","18.2
185","17.7
197","20.6
352","28.1
167","25.4
339","31.8
208","77.1
23","73.1
263","53.9
41","55.0
343","32.6
257","36.3
302"
Minnesota,B10,"102.1
224","105.2
188","49.0
256","50.5
176","19.6
280","14.8
345","25.0
286","30.8
291","30.8
209","24.8
23","61.9
363","70.7
134","49.2
232","49.1
135","32.5
265","35.9
284"
Milwaukee,Horz,"102.1
225","107.5
244","51.8
109","48.2
74","21.5
343","17.7
204","32.7
54","32.8
333","31.9
166","29.4
129","73.1
132","73.9
293","51.4
121","49.0
124","35.0
125","31.4
44"
Delaware,CAA,"102.0
226","107.2
235","49.6
225","51.8
253","16.5
66","18.6
136","25.0
287","29.8
242","33.0
121","29.4
128","73.4
124","72.6
235","50.5
179","50.1
176","32.0
285","36.6
318"
Fordham,A10,"102.0
227","100.6
97","48.6
278","47.0
33","19.1
246","19.3
109","29.9
141","25.2
46","37.6
37","37.4
307","74.1
89","73.2
269","49.1
236","46.5
36","31.8
300","32.0
69"
East Carolina,Amer,"102.0
228","103.5
154","47.1
321","49.2
111","19.2
254","17.4
222","33.0
46","28.9
203","37.1
43","33.1
230","68.8
292","71.5
169","46.9
302","49.2
141","31.6
305","32.9
107"
Chicago St.,ind,"101.9
229","113.2
337","48.8
265","53.3
309","21.3
339","16.7
268","33.5
34","33.2
341","31.9
167","35.9
288","72.6
146","69.3
59","48.4
259","53.1
308","32.9
233","35.7
277"
Idaho St.,BSky,"101.9
230","108.1
254","50.8
174","51.4
229","17.2
98","17.8
189","24.6
299","27.2
119","28.9
264","35.5
284","73.3
127","79.4
363","51.3
126","52.6
296","33.3
210","32.5
89"
Sacramento St.,BSky,"101.8
231","109.1
274","50.8
176","52.2
272","20.8
323","14.5
351","32.9
49","24.0
18","27.5
306","25.8
37","70.7
225","74.0
296","50.0
199","51.6
245","34.9
133","35.7
275"
UTSA,CUSA,"101.8
232","110.6
300","47.4
314","52.5
290","19.5
273","15.4
331","28.5
184","31.2
301","37.4
38","30.6
162","74.0
100","72.2
210","45.3
338","51.9
266","33.8
187","35.6
273"
Old Dominion,SB,"101.8
233","103.6
155","46.4
333","48.3
80","17.1
95","17.7
196","32.8
53","29.0
211","36.2
57","34.7
264","68.0
307","66.9
14","46.1
325","48.8
113","31.5
310","31.7
57"
Western Carolina,SC,"101.7
234","108.0
252","49.0
258","51.1
208","15.7
34","15.7
317","25.8
263","25.5
59","34.5
86","34.0
251","71.0
214","71.5
168","48.1
266","51.7
254","33.6
197","33.1
118"
Appalachian St.,SB,"101.7
235","100.3
89","48.7
271","47.9
66","16.3
57","17.1
237","24.5
301","28.8
201","29.3
249","24.8
24","65.1
341","72.7
243","48.3
262","46.5
37","32.9
232","33.4
140"
Navy,Pat,"101.5
236","103.6
156","51.5
129","50.4
171","17.3
111","19.5
95","29.9
139","28.0
161","23.7
353","30.0
149","70.6
226","65.2
6","49.3
225","49.8
166","36.9
37","34.2
198"
Jacksonville St.,ASun,"101.5
237","106.4
217","50.5
190","52.5
286","20.2
307","16.5
287","29.4
155","24.1
21","31.8
169","29.5
132","70.2
244","74.9
331","47.9
273","52.7
303","36.0
79","34.9
236"
UNC Wilmington,CAA,"101.5
238","101.1
104","48.9
262","49.2
110","18.6
221","20.7
54","27.8
209","28.0
164","39.7
19","37.6
310","74.0
99","70.4
109","48.3
261","51.2
231","33.3
207","30.5
23"
Canisius,MAAC,"101.5
239","108.2
255","48.6
273","52.8
297","17.5
129","18.7
132","28.4
187","29.9
244","24.9
342","27.7
82","73.4
126","70.1
91","47.4
292","52.0
271","33.6
193","36.4
309"
Western Michigan,MAC,"101.5
240","116.4
357","48.8
268","54.8
344","19.1
249","14.4
354","33.0
47","27.6
142","27.8
297","33.1
231","72.3
161","71.9
190","49.3
227","54.4
334","32.1
283","37.0
331"
Idaho,BSky,"101.4
241","113.1
335","52.0
95","54.3
331","17.2
100","16.1
300","19.6
357","27.8
152","35.8
63","31.6
192","77.1
22","73.1
262","54.2
33","52.6
294","32.0
288","38.7
356"
Little Rock,OVC,"101.3
242","115.5
352","49.2
251","56.1
358","18.0
164","19.2
111","29.3
156","30.4
271","31.9
168","37.0
301","73.7
115","66.7
12","49.4
222","54.1
329","32.5
262","39.5
358"
Louisville,ACC,"101.3
243","110.2
292","48.0
294","54.1
329","22.3
352","15.2
337","28.2
194","30.1
258","32.9
126","30.6
163","74.1
94","72.2
209","47.3
294","54.9
342","32.9
236","35.2
256"
Hawaii,BW,"101.2
244","98.5
64","48.6
274","44.5
5","18.6
219","16.4
292","29.6
150","26.5
86","33.6
107","27.2
67","74.6
69","74.3
301","48.2
263","44.5
8","32.8
245","29.5
12"
Houston Christian,Slnd,"101.2
245","120.3
363","51.4
133","57.5
361","21.1
330","16.7
267","28.0
201","31.6
310","40.6
15","33.3
233","72.7
142","70.6
127","49.5
218","57.9
361","36.1
72","37.8
346"
Tennessee Martin,OVC,"101.2
246","110.3
296","50.4
193","49.6
128","16.8
77","16.8
257","27.0
227","29.0
215","36.1
58","34.0
250","71.6
188","69.6
73","51.9
96","50.5
190","31.9
297","32.3
83"
George Mason,A10,"101.1
247","100.6
98","51.9
104","47.9
61","20.2
308","16.9
254","27.9
205","24.8
36","37.1
42","33.0
227","65.0
344","68.9
46","51.5
112","49.4
151","35.0
126","30.1
16"
Tennessee Tech,OVC,"101.1
248","110.2
294","51.4
132","51.7
246","17.8
150","18.0
175","23.8
318","30.2
263","29.9
229","25.8
36","71.5
200","74.3
302","48.1
268","52.1
278","37.3
26","34.0
175"
Alcorn St.,SWAC,"101.0
249","108.3
261","45.5
347","51.4
231","18.3
202","21.1
41","33.5
35","31.3
303","35.1
72","39.1
332","72.4
154","68.6
35","46.0
327","52.5
292","29.6
352","33.2
130"
Morehead St.,OVC,"101.0
250","103.7
160","49.5
228","49.8
139","18.9
235","15.8
316","27.3
220","24.6
33","35.9
61","28.3
99","72.3
157","74.9
328","47.1
299","50.1
177","35.6
98","32.7
94"
,,Adj. Eff.,,Eff. FG%,,Turnover%,,Off. Reb%,,FT Rate,,FT%,,2P%,,3P%,
Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
Eastern Michigan,MAC,"101.0
251","113.7
340","49.2
248","55.6
354","16.9
87","17.1
238","25.1
284","32.8
335","32.2
155","35.0
272","76.5
31","70.5
114","50.3
188","58.7
363","31.4
317","34.1
193"
