Texas A&M,SEC,"107.2
126","99.6
86","49.3
238","49.3
111","20.0
281","18.5
169","32.7
45","32.5
319","34.2
145","27.0
32","69.3
228","68.6
69","51.0
139","49.1
130","30.8
327","33.1
99"
UAB,CUSA,"107.2
127","106.0
203","50.4
183","49.4
115","16.8
63","17.9
213","30.6
97","26.2
83","31.8
215","31.6
142","67.3
297","72.6
283","51.3
123","48.1
81","32.6
259","33.9
144"
Gardner Webb 16,BSth,"107.1
128","107.6
242","54.8
24","50.5
160","17.1
79","18.2
181","22.4
330","31.3
287","38.3
42","27.6
42","71.6
149","72.2
266","53.6
48","50.4
187","37.7
36","33.7
129"
Boston College,ACC,"107.1
129","102.7
140","48.5
275","48.4
69","17.5
113","16.6
295","28.6
168","31.5
293","35.0
110","29.4
82","69.8
202","74.4
334","49.1
222","48.8
119","31.7
299","32.0
51"
The Citadel,SC,"107.0
130","115.1
340","52.0
115","56.6
346","17.3
101","16.9
272","25.1
274","31.8
303","25.8
325","31.7
146","73.9
74","71.6
231","54.2
41","57.5
350","33.5
220","37.1
308"
Montana St.,BSky,"106.7
131","116.6
346","53.4
59","57.1
350","17.1
75","17.2
257","26.3
240","26.6
100","34.9
118","28.3
57","74.1
68","70.4
150","51.1
136","57.4
349","37.6
38","37.8
325"
Detroit,Horz,"106.7
132","113.0
321","49.7
221","54.4
324","16.3
42","19.8
86","29.3
133","36.4
352","31.0
237","32.7
175","71.8
142","72.9
293","46.7
297","56.2
340","35.6
104","34.5
182"
Sam Houston St.,Slnd,"106.7
133","107.3
235","51.8
121","51.2
192","18.3
158","21.2
37","29.7
120","28.6
195","26.0
323","43.3
343","76.0
22","71.0
185","48.6
239","51.4
233","37.5
40","34.0
146"
Colorado,P12,"106.7
134","96.8
44","51.0
159","48.4
67","19.1
219","17.4
247","30.7
93","23.6
14","37.2
61","31.1
127","75.3
31","66.3
15","52.3
80","48.8
115","32.3
275","31.8
44"
Appalachian St.,SB,"106.5
135","109.1
267","51.4
137","53.8
313","17.8
130","17.4
245","25.9
251","29.8
249","37.0
66","34.1
218","71.8
141","71.1
198","51.3
126","52.8
279","34.4
171","37.3
313"
Washington 9,P12,"106.5
136","94.2
21","52.1
106","47.5
34","19.8
265","24.2
4","29.1
145","34.9
349","34.7
127","34.0
214","69.5
215","71.0
193","51.9
97","46.0
26","35.0
133","33.4
114"
Marshall,CUSA,"106.5
137","107.0
230","51.9
120","52.0
230","15.9
26","20.8
50","22.9
326","32.3
316","30.5
248","32.4
166","72.2
123","71.8
245","52.3
86","51.4
231","34.2
175","35.5
244"
Iona 16,MAAC,"106.3
138","109.7
276","53.0
76","52.3
251","17.3
100","18.5
165","25.1
272","30.7
271","36.8
71","28.5
66","74.5
48","68.4
61","53.2
60","50.3
179","35.1
131","36.6
291"
Saint Joseph's,A10,"106.3
139","106.3
218","48.0
292","51.7
220","13.5
1","15.7
320","22.0
336","24.4
23","31.7
222","27.1
33","75.1
36","72.7
284","47.8
260","49.9
163","32.2
281","36.0
271"
Samford,SC,"106.3
140","104.3
164","54.1
43","49.6
122","19.3
235","18.1
197","28.1
185","31.2
285","33.9
153","28.3
58","72.7
102","70.1
133","53.0
64","47.3
61","37.3
45","35.1
217"
UTSA,CUSA,"106.1
141","103.6
157","49.5
231","49.5
117","16.4
45","18.1
193","26.1
244","28.4
184","26.2
319","35.6
245","73.7
78","70.5
158","48.0
254","50.0
169","34.3
172","32.5
69"
Harvard,Ivy,"106.1
142","100.4
99","53.3
64","50.2
147","22.6
335","17.5
239","28.7
165","23.1
11","31.6
226","33.8
209","72.1
127","70.7
172","52.7
71","49.6
146","36.1
87","34.2
163"
Cal Baptist,WAC,"106.0
143","108.4
260","51.2
147","48.8
84","18.0
143","15.1
338","28.8
162","28.9
214","32.4
199","39.6
319","77.5
9","71.2
204","50.4
169","46.9
48","34.8
153","35.4
237"
St. Francis PA,NEC,"106.0
144","113.2
326","48.8
265","53.8
314","17.4
105","16.9
273","33.4
34","28.6
193","35.0
113","31.8
147","71.2
162","71.3
214","46.5
304","54.9
333","35.3
120","34.8
202"
Washington St.,P12,"106.0
145","109.9
281","52.8
84","54.7
329","19.2
227","17.1
267","25.2
270","29.5
238","30.3
254","28.4
63","75.7
27","65.6
9","51.5
111","54.9
331","36.4
75","36.2
278"
Quinnipiac,MAAC,"105.8
146","112.6
318","52.8
87","50.7
168","19.4
242","15.7
321","29.8
114","29.3
226","37.3
59","27.0
31","72.4
116","65.2
5","48.5
243","50.1
176","37.7
37","34.5
181"
Winthrop,BSth,"105.8
147","108.0
253","54.2
38","51.3
198","20.2
284","15.4
330","28.7
164","25.5
57","30.4
253","30.3
111","72.3
120","71.4
221","53.3
55","51.6
243","36.7
63","33.8
135"
Georgia,SEC,"105.8
148","101.3
110","50.1
202","48.5
72","22.5
333","15.5
327","32.7
46","31.0
278","41.2
16","29.9
94","70.5
181","70.0
127","51.1
131","47.8
72","32.2
282","33.2
102"
Fairleigh Dickinson 16,NEC,"105.7
149","111.2
299","54.2
40","52.0
228","19.7
261","20.2
74","29.5
127","33.2
334","35.7
95","29.4
81","73.5
85","70.1
132","51.0
140","51.3
225","40.1
5","35.3
224"
Rutgers,B10,"105.7
150","97.3
50","47.0
317","49.2
108","19.1
221","17.4
248","33.4
35","27.0
117","31.7
220","32.4
165","63.7
340","66.5
18","47.2
283","47.0
52","31.2
314","35.3
231"
,,Adj. Eff.,,Eff. FG%,,Turnover%,,Off. Reb%,,FT Rate,,FT%,,2P%,,3P%,
Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
Tennessee Martin,OVC,"105.7
151","115.3
342","50.4
184","57.1
351","18.8
205","19.3
117","31.5
77","34.7
344","26.4
317","27.2
35","75.4
29","69.5
105","49.9
192","56.7
343","34.1
184","38.5
337"
Tulsa,Amer,"105.7
152","100.3
95","51.2
148","48.1
50","18.0
145","17.6
231","23.0
323","29.4
233","43.4
4","30.3
108","69.5
216","69.2
87","51.3
122","47.3
63","34.0
194","32.8
81"
VCU 8,A10,"105.6
153","88.7
3","50.1
203","43.5
3","20.0
279","23.4
8","31.0
88","30.6
268","35.7
94","36.6
270","70.1
190","69.0
82","53.1
61","43.8
9","30.5
332","28.5
2"
UNLV,MWC,"105.5
154","106.3
215","49.5
235","51.0
182","18.6
183","17.6
233","35.5
15","27.7
156","34.9
117","31.6
140","68.5
258","69.2
89","48.8
233","49.7
152","33.7
210","35.7
255"
UNC Greensboro,SC,"105.4
155","99.1
79","51.2
150","51.0
180","17.1
78","22.2
18","31.4
81","29.7
245","30.6
246","32.2
160","69.7
212","70.6
169","51.4
116","50.1
172","33.8
201","35.0
213"
San Diego,WCC,"105.4
156","98.4
66","52.4
99","49.6
124","18.8
195","17.5
238","24.1
303","22.0
2","32.4
200","37.3
282","74.8
44","72.6
280","52.4
78","49.7
151","34.8
150","32.9
84"
Loyola Chicago,MVC,"105.2
157","99.2
80","55.1
21","51.1
185","18.8
194","20.5
62","19.9
348","21.7
1","32.0
210","23.9
7","66.7
310","70.6
171","55.0
26","48.7
106","36.7
61","36.6
290"
Providence,BE,"105.2
158","96.2
36","48.0
290","49.7
130","18.7
191","20.2
72","31.8
66","28.3
174","39.1
33","32.8
178","69.1
236","72.8
290","47.5
275","48.8
121","32.6
256","34.1
157"
Bucknell,Pat,"105.1
159","104.4
167","53.0
77","49.2
106","17.3
96","16.6
294","25.8
256","27.6
153","33.9
152","32.4
164","74.9
42","70.2
139","53.3
54","48.8
114","35.1
132","33.3
105"
Arizona,P12,"104.9
160","98.5
67","49.0
254","50.9
177","16.7
59","20.3
67","28.4
174","25.9
71","33.3
177","35.0
234","71.9
136","68.0
47","48.1
252","51.9
255","33.6
213","32.9
86"
UNC Wilmington,CAA,"104.9
161","114.0
336","50.5
178","56.0
341","18.5
172","14.5
349","31.7
69","26.7
102","32.8
188","31.9
151","73.2
95","73.4
309","49.3
215","54.4
323","35.0
141","38.8
342"
Youngstown St.,Horz,"104.9
162","112.1
310","49.6
229","53.6
306","18.5
174","16.2
311","33.5
32","28.9
211","23.1
348","38.5
303","69.7
213","73.5
318","48.5
242","55.0
334","34.1
190","34.2
167"
Western Kentucky,CUSA,"104.9
163","100.5
102","49.9
213","48.9
92","19.6
253","18.5
167","29.6
122","28.1
170","37.9
48","25.6
17","72.5
111","68.6
66","50.2
179","47.0
51","32.7
252","34.5
186"
Duquesne,A10,"104.8
164","105.5
191","49.9
212","49.9
137","19.8
266","21.6
28","31.9
60","35.1
350","35.0
111","31.9
150","69.4
222","68.0
49","51.1
132","49.5
143","32.2
278","33.8
138"
Jacksonville St.,OVC,"104.7
165","100.4
100","50.5
181","48.7
82","18.8
197","20.4
64","33.0
42","25.6
59","30.2
257","30.1
103","74.7
45","72.9
291","52.3
82","47.7
69","31.0
318","33.3
112"
Penn,Ivy,"104.7
166","98.2
63","52.6
94","49.1
103","18.4
164","19.0
138","24.8
280","26.3
89","28.1
299","25.5
16","64.1
337","69.0
84","52.9
66","48.7
108","34.7
155","33.3
106"
Oral Roberts,Sum,"104.6
167","113.6
333","52.2
103","54.1
318","20.4
298","14.5
350","29.8
116","27.1
127","26.1
322","32.7
177","69.8
205","75.8
346","50.7
156","51.3
226","36.4
76","39.0
345"
Green Bay,Horz,"104.6
168","105.9
202","51.5
134","52.1
238","17.2
86","18.8
150","26.4
239","31.4
288","33.9
156","32.3
161","69.8
208","70.9
181","51.4
113","52.5
270","34.5
167","34.4
179"
Boston University,Pat,"104.6
169","110.4
291","53.4
62","54.6
327","18.8
196","18.2
185","28.6
169","25.1
44","24.8
336","32.5
171","68.4
264","72.9
294","54.5
35","56.4
342","34.2
178","34.7
195"
Delaware,CAA,"104.5
170","113.1
325","53.3
65","52.8
276","17.2
83","14.9
342","24.2
299","28.8
208","31.2
232","28.6
68","72.9
99","73.5
315","50.9
145","49.9
159","37.8
32","38.4
333"
Rhode Island,A10,"104.5
171","100.9
106","47.4
306","48.7
83","17.8
128","20.2
71","31.3
82","27.9
164","36.8
69","35.7
249","68.0
278","72.4
276","50.0
186","48.8
117","28.0
350","32.3
63"
Cal St. Northridge,BW,"104.4
172","112.3
314","51.5
129","51.6
209","16.7
60","17.1
262","28.4
173","32.5
320","31.8
216","32.2
159","63.7
341","74.2
332","50.3
177","48.2
85","36.1
88","38.4
334"
Wake Forest,ACC,"104.4
173","104.4
166","44.8
342","53.3
295","19.4
239","16.1
314","33.9
27","27.3
141","37.6
55","35.2
236","72.5
113","69.5
106","44.1
344","54.7
329","30.8
329","34.1
159"
Louisiana Tech,CUSA,"104.3
174","103.1
145","49.8
219","49.3
110","17.0
72","19.2
121","29.4
129","28.8
207","35.9
88","30.2
105","66.0
324","68.5
65","49.3
212","49.1
131","33.7
208","33.0
94"
UC Santa Barbara,BW,"104.3
175","106.7
227","50.3
188","49.7
129","16.8
62","16.6
291","33.1
41","26.2
82","39.5
28","32.4
163","71.8
140","69.1
85","49.4
208","50.8
204","34.8
151","31.8
43"
Drexel,CAA,"104.2
176","113.9
335","51.3
140","55.6
338","16.6
55","14.6
347","29.2
138","26.3
88","30.6
247","30.3
110","75.3
32","68.0
43","50.9
144","54.7
328","34.7
157","38.2
332"
Pittsburgh,ACC,"104.2
177","99.4
84","47.9
298","47.7
40","19.6
256","21.3
34","32.1
57","32.8
325","42.3
11","32.9
182","69.7
211","71.6
232","46.9
292","45.8
24","33.1
236","33.6
125"
Lamar,Slnd,"104.1
178","107.9
251","49.3
239","52.2
247","20.0
276","19.8
92","36.2
11","27.4
142","42.3
13","35.7
247","69.1
237","71.7
239","48.8
232","52.3
268","33.6
214","34.6
191"
Loyola Marymount,WCC,"104.1
179","99.7
89","49.5
232","49.6
128","19.3
234","21.6
27","29.4
132","27.2
134","36.7
75","36.2
261","75.0
40","76.1
350","50.3
174","50.3
183","31.6
301","32.4
68"
Miami OH,MAC,"104.0
180","102.4
135","48.6
272","51.1
187","18.7
186","16.7
288","30.0
111","25.3
48","34.7
129","33.9
210","71.0
165","69.7
115","48.7
236","51.3
227","32.3
277","33.9
145"
Texas Southern,SWAC,"104.0
181","109.8
280","50.8
168","51.6
211","19.8
264","19.9
85","32.5
49","31.7
299","40.8
19","32.6
172","66.8
307","65.1
4","52.2
89","51.1
216","32.1
284","35.0
215"
Idaho St.,BSky,"103.9
182","117.5
348","52.0
114","56.1
342","17.6
119","15.0
341","25.8
255","29.8
250","28.8
283","30.6
119","73.4
89","74.6
339","50.4
172","54.2
320","36.2
86","39.6
351"
South Alabama,SB,"103.9
183","107.6
245","52.9
79","52.1
235","19.5
248","19.7
96","25.5
264","31.9
308","35.1
107","36.6
271","68.2
269","68.5
64","51.1
134","51.3
224","37.0
49","35.6
248"
California,P12,"103.9
184","108.0
255","48.6
273","56.9
349","16.5
52","20.5
59","23.3
317","31.4
290","34.8
125","36.1
260","72.3
122","71.8
244","46.5
307","56.7
344","35.0
135","38.1
331"
Dartmouth,Ivy,"103.8
185","107.5
240","51.8
122","53.0
283","17.6
116","16.0
316","23.9
305","24.8
36","24.8
335","27.9
50","71.6
151","71.0
188","50.6
158","54.6
325","35.8
101","33.1
96"
George Mason,A10,"103.8
186","104.9
177","50.1
204","50.2
151","18.9
210","18.2
187","29.0
152","27.2
135","34.2
146","30.6
117","71.6
150","66.9
23","50.5
162","51.6
244","33.0
243","32.0
50"
Massachusetts,A10,"103.7
187","109.6
274","51.1
155","51.2
193","20.2
286","16.8
283","31.5
79","27.1
123","31.3
229","41.4
330","68.1
273","73.3
305","50.2
180","50.6
198","35.0
139","35.0
212"
New Mexico,MWC,"103.6
188","105.8
199","49.5
233","51.6
213","19.4
241","18.3
179","29.3
134","28.6
196","39.3
32","37.1
280","70.0
195","68.8
73","47.8
259","50.8
206","34.4
170","35.5
243"
Northern Colorado,BSky,"103.6
189","104.0
161","53.0
75","51.4
204","18.4
162","18.6
158","27.7
199","25.6
61","34.8
122","28.4
61","69.9
199","72.4
275","53.6
49","49.5
142","34.9
143","37.1
307"
Sacred Heart,NEC,"103.5
190","111.6
307","51.7
125","51.8
222","19.9
267","16.5
298","31.8
64","27.0
119","38.1
46","31.3
133","75.5
28","72.8
288","51.1
135","49.3
139","35.2
126","37.3
312"
North Florida,ASun,"103.5
191","104.8
173","52.1
105","48.1
49","21.8
324","16.9
277","29.4
130","32.7
323","25.3
328","30.6
121","68.7
251","70.0
128","53.2
58","47.4
65","33.9
199","33.2
101"
Arkansas St.,SB,"103.4
192","109.8
279","47.2
312","51.6
215","19.4
243","17.1
268","33.7
30","29.8
246","37.9
49","43.7
345","73.8
76","74.5
338","46.5
305","50.2
178","32.3
276","36.0
270"
Hawaii,BW,"103.4
193","106.9
228","52.3
102","50.8
170","17.6
115","17.4
244","26.9
225","24.7
28","31.2
231","32.9
185","69.8
204","67.8
36","52.2
87","50.3
180","35.0
138","34.5
184"
William & Mary,CAA,"103.4
194","108.0
256","54.4
35","52.7
268","18.3
156","15.6
325","24.5
288","26.0
77","31.3
230","30.0
99","66.7
313","76.0
349","55.8
14","51.1
215","35.0
140","36.9
300"
IUPUI,Horz,"103.4
195","106.5
223","50.2
195","52.6
263","19.6
252","19.6
102","34.3
23","27.8
160","35.2
105","33.2
195","70.0
194","71.0
192","50.5
166","50.7
200","33.0
241","37.0
305"
Houston Christian,Slnd,"103.3
196","113.0
323","49.6
226","55.7
339","19.5
246","20.2
73","33.8
28","29.6
242","42.4
10","35.7
246","67.1
303","74.4
336","49.3
216","54.3
322","33.4
223","39.0
347"
San Diego St.,MWC,"103.3
197","97.8
57","49.9
208","48.2
57","18.3
157","18.8
151","28.9
157","28.4
182","35.2
104","33.3
197","72.0
131","69.6
110","47.9
257","47.2
58","35.6
108","33.0
91"
Southern Illinois,MVC,"103.0
198","103.2
148","52.8
85","49.6
123","21.0
315","19.1
134","28.8
160","29.2
222","32.0
209","25.6
18","68.5
256","69.9
121","51.2
130","47.6
67","37.4
43","35.1
216"
Mercer,SC,"103.0
199","106.1
211","51.0
160","52.7
270","19.3
236","20.1
79","28.8
161","32.3
314","35.7
96","34.7
227","68.6
254","68.4
63","51.2
129","53.4
295","33.8
203","34.6
190"
UMass Lowell,AE,"102.9
200","113.6
331","53.7
50","52.0
229","19.6
255","17.9
217","27.0
220","29.8
247","34.1
148","32.6
174","71.7
146","71.4
222","55.1
23","54.7
327","34.3
173","31.6
36"
,,Adj. Eff.,,Eff. FG%,,Turnover%,,Off. Reb%,,FT Rate,,FT%,,2P%,,3P%,
Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
Prairie View A&M 16,SWAC,"102.9
201","106.5
222","49.0
256","51.2
194","17.4
107","24.7
1","29.7
121","34.3
341","43.1
5","46.2
349","68.2
271","69.3
97","49.2
217","53.7
312","32.4
265","31.2
29"
American,Pat,"102.8
202","104.4
165","53.2
70","48.2
54","18.7
190","17.7
225","26.1
243","27.4
147","35.8
91","34.8
228","69.8
203","71.3
215","55.6
18","50.0
166","32.5
264","29.2
7"
Missouri St.,MVC,"102.8
203","103.5
154","51.2
146","53.5
299","18.2
150","21.8
23","25.4
265","25.3
49","36.9
67","35.0
233","68.8
247","71.6
234","51.4
119","49.4
141","33.9
196","40.3
352"
South Florida,Amer,"102.7
204","96.5
41","49.1
250","48.4
68","22.6
336","21.9
22","36.3
10","26.8
107","48.1
1","43.1
340","64.4
336","68.7
72","48.5
240","48.2
86","33.3
227","32.5
70"
Howard,MEAC,"102.7
205","114.9
339","48.5
274","51.8
223","16.8
66","19.8
87","29.2
141","33.4
336","33.8
161","37.8
289","73.0
97","71.1
197","45.5
327","50.8
209","36.8
58","35.5
240"
Columbia,Ivy,"102.5
206","106.0
205","51.5
132","52.1
237","18.0
139","18.9
144","24.3
297","27.2
137","22.4
351","38.1
298","69.4
223","71.4
223","50.6
161","51.0
212","35.4
114","35.8
258"
Cal St. Bakersfield,WAC,"102.5
207","108.2
259","46.6
327","51.3
202","19.0
213","20.1
78","37.9
3","29.6
240","29.2
275","52.5
352","67.6
290","74.0
327","46.7
298","49.5
145","31.0
319","36.0
272"
Cleveland St.,Horz,"102.5
208","111.6
304","51.5
131","51.6
210","18.5
178","16.8
279","26.3
242","33.0
332","31.7
221","34.0
216","68.0
282","72.6
282","48.9
228","53.2
290","36.5
71","32.9
83"
FIU,CUSA,"102.4
209","106.1
207","48.9
259","53.1
289","17.7
121","23.4
7","25.7
259","34.4
342","37.9
50","35.4
241","64.8
332","70.5
164","52.2
88","53.6
305","29.3
345","34.8
205"
Eastern Michigan,MAC,"102.4
210","102.6
139","48.5
277","50.8
174","20.8
311","20.1
80","34.3
22","34.9
348","33.9
155","32.0
154","61.9
347","68.3
60","50.5
164","50.4
188","29.9
340","34.2
169"
Niagara,MAAC,"102.4
211","115.5
344","49.2
244","53.4
297","17.3
94","16.2
310","27.1
216","26.2
85","33.3
179","25.3
15","73.6
81","71.5
226","46.1
317","51.3
230","35.9
97","38.0
329"
Saint Louis 13,A10,"102.3
212","96.7
43","46.7
325","46.9
27","19.3
231","19.4
112","36.0
12","25.1
43","39.4
29","33.5
200","59.8
352","72.2
271","47.2
281","46.7
44","30.4
335","31.4
32"
Rice,CUSA,"102.3
213","110.1
286","50.1
198","51.6
212","18.9
206","14.9
344","26.6
234","24.4
20","38.5
39","30.6
116","67.9
285","72.2
269","48.1
253","51.5
240","35.3
121","34.5
183"
Portland St.,BSky,"102.3
214","112.1
311","46.9
319","53.7
309","19.4
240","18.8
152","38.7
1","28.5
186","37.3
60","43.3
342","70.8
173","71.1
199","48.3
248","54.6
326","29.8
341","34.8
204"
Stanford,P12,"102.3
215","98.7
70","51.2
151","47.9
45","20.8
308","17.2
261","29.9
112","28.3
175","36.1
84","32.9
183","67.2
298","67.9
42","53.2
59","46.4
35","31.7
297","34.5
187"
VMI,SC,"102.3
216","113.3
328","50.1
201","56.9
348","16.5
50","16.9
270","21.7
339","27.6
155","29.2
276","32.0
157","72.4
117","72.4
273","47.6
274","56.8
347","35.4
117","38.1
330"
Canisius,MAAC,"102.2
217","111.8
309","50.5
176","53.6
303","18.6
185","20.5
61","27.0
221","31.9
307","31.4
227","36.9
278","69.2
233","71.1
201","52.0
95","53.3
293","32.4
267","36.0
269"
Morehead St.,OVC,"102.2
218","110.2
288","48.4
279","52.5
258","17.2
87","17.7
224","27.8
196","31.6
296","33.9
158","28.4
62","70.7
176","74.0
326","47.1
288","51.3
229","33.6
218","36.4
283"
Indiana St.,MVC,"102.1
219","105.3
185","48.6
271","51.5
207","18.6
182","19.4
111","23.7
309","27.2
139","35.8
92","38.0
292","73.3
91","72.0
256","46.7
296","52.1
261","35.6
105","33.7
131"
Bradley 15,MVC,"102.1
220","101.5
113","49.7
220","47.6
37","18.8
199","18.4
175","26.7
232","26.7
105","36.3
77","35.6
244","69.1
235","72.8
289","46.5
301","46.5
38","37.0
50","32.8
78"
St. Bonaventure,A10,"102.1
221","96.1
35","48.3
282","47.2
29","18.7
193","19.8
90","29.2
139","28.7
201","28.2
296","31.5
139","74.0
69","65.8
10","47.9
256","46.2
31","32.8
248","32.3
62"
Northwestern,B10,"102.1
222","94.0
19","46.6
326","46.7
25","16.1
32","17.9
212","24.2
301","26.3
90","30.2
255","34.0
217","73.5
84","71.4
219","46.4
308","48.0
79","31.3
310","29.3
10"
Chattanooga,SC,"102.0
223","108.5
263","51.5
130","52.9
279","19.1
224","15.4
329","24.6
285","28.4
185","24.2
343","31.6
143","68.0
281","71.1
202","49.3
213","52.0
258","36.3
80","36.4
282"
Abilene Christian 15,Slnd,"102.0
224","101.6
115","51.9
117","49.8
132","17.3
97","23.3
9","27.0
222","28.5
189","34.0
150","38.3
299","71.9
134","72.5
278","49.5
205","49.8
154","37.7
34","33.3
103"
Texas St.,SB,"102.0
225","99.5
85","50.0
206","48.5
73","19.6
250","20.7
53","33.2
40","24.7
27","34.4
138","39.5
317","68.2
267","73.0
296","50.8
146","49.2
133","32.4
266","31.6
39"
Troy,SB,"101.8
226","109.1
270","51.0
163","52.7
271","19.9
272","17.1
269","27.2
214","31.1
284","31.7
223","32.8
180","72.4
115","70.0
126","51.7
103","50.1
171","33.2
232","37.8
327"
Loyola MD,Pat,"101.7
227","110.3
289","51.6
128","55.6
337","19.5
247","20.6
58","27.9
192","29.6
244","33.6
169","32.3
162","71.0
166","77.2
352","51.8
101","53.7
311","34.2
176","39.2
350"
Lafayette,Pat,"101.6
228","113.7
334","52.6
95","54.7
330","18.7
188","15.3
333","22.2
333","26.7
106","24.5
339","31.2
132","74.7
46","71.3
211","49.2
220","52.9
282","38.3
15","38.6
339"
Marist,MAAC,"101.6
229","108.0
254","52.3
101","53.0
282","18.9
208","19.3
118","24.3
296","26.6
101","32.2
205","35.9
254","68.5
261","70.2
143","50.8
150","52.6
272","36.3
77","35.5
241"
Ball St.,MAC,"101.5
230","98.7
73","51.8
124","47.3
32","20.2
288","17.9
218","27.5
202","28.6
197","37.6
53","30.4
112","70.1
192","70.6
168","53.5
50","46.8
46","32.2
280","32.1
57"
UT Arlington,SB,"101.5
231","99.9
90","47.0
318","48.0
47","20.3
293","18.1
199","31.0
89","28.0
167","34.5
135","38.0
293","73.8
75","69.4
100","47.9
255","50.0
170","30.5
333","29.9
15"
Illinois Chicago,Horz,"101.5
232","102.3
133","53.3
63","48.3
60","20.0
278","17.6
234","24.9
279","30.4
265","27.8
301","42.0
334","69.4
220","71.9
248","54.1
42","46.8
45","34.9
145","33.8
136"
Northern Iowa,MVC,"101.5
233","102.1
124","48.9
261","51.1
186","17.9
132","18.2
182","23.2
319","23.1
13","27.6
307","32.4
168","74.2
65","72.0
255","46.2
313","51.0
214","35.0
136","34.2
165"
Siena,MAAC,"101.4
234","107.8
248","51.5
133","52.6
261","15.6
20","18.0
203","23.6
310","28.5
191","24.7
337","27.3
36","68.0
280","68.9
78","52.1
92","51.9
254","33.9
197","36.0
268"
Rider,MAAC,"101.3
235","105.4
190","50.6
174","53.7
307","18.0
140","22.8
14","30.7
95","27.4
143","39.9
26","36.0
256","61.6
348","67.2
27","50.4
170","53.6
306","34.0
191","35.9
265"
Santa Clara,WCC,"101.3
236","103.4
150","51.6
127","49.1
104","20.5
299","16.3
308","24.1
302","28.3
179","33.9
151","35.2
239","71.2
160","70.7
173","49.8
194","49.9
161","36.2
84","31.8
42"
South Dakota,Sum,"101.3
237","105.9
201","50.1
199","51.7
217","16.1
31","17.4
242","21.5
341","25.6
63","35.9
89","35.2
237","73.6
80","75.2
345","49.6
203","50.7
201","33.9
198","35.8
260"
Eastern Washington,BSky,"101.2
238","107.4
237","50.3
190","52.5
257","17.1
74","16.6
293","24.6
286","23.6
15","27.0
313","34.8
231","72.5
112","72.0
257","48.9
229","50.1
175","34.8
152","37.4
320"
Vanderbilt,SEC,"101.1
239","101.3
111","48.6
270","49.5
118","20.5
300","16.4
302","29.0
154","29.3
227","40.6
20","33.3
196","67.3
296","71.6
235","50.0
188","48.0
77","31.1
317","34.9
209"
James Madison,CAA,"101.1
240","111.1
298","50.2
196","52.9
280","18.8
203","16.4
301","30.1
108","29.4
229","33.4
175","34.0
215","72.3
121","72.5
277","47.5
277","52.6
274","36.6
66","35.7
253"
Illinois St.,MVC,"101.1
241","104.8
174","49.1
252","51.3
199","18.4
163","18.2
183","26.0
248","26.1
81","28.6
288","32.8
181","72.2
124","71.3
213","49.1
223","51.5
239","32.7
253","34.0
149"
Seattle,WAC,"101.1
242","101.6
116","49.1
245","46.7
24","17.5
109","15.8
319","29.3
135","26.5
94","34.3
141","38.5
301","71.6
147","72.2
265","46.1
315","44.9
17","36.8
59","33.6
122"
Weber St.,BSky,"101.1
243","106.2
212","53.2
69","49.0
96","16.0
28","15.8
318","19.2
349","26.9
114","37.1
64","30.9
124","74.2
63","70.4
149","53.4
52","49.7
150","35.2
128","31.7
40"
Long Beach St.,BW,"101.0
244","106.3
213","47.6
302","51.1
188","19.0
218","18.9
147","28.9
155","33.0
331","40.8
18","30.2
104","69.8
206","69.5
107","46.3
311","51.6
246","33.8
205","33.5
120"
Florida Gulf Coast,ASun,"101.0
245","105.8
197","52.6
98","52.1
236","21.2
319","19.2
125","25.6
262","30.8
274","31.9
213","27.4
38","67.5
292","70.2
144","50.7
155","49.9
160","36.9
55","36.8
299"
Charleston Southern,BSth,"100.9
246","101.6
118","49.8
216","50.9
176","18.0
141","21.1
40","29.1
143","27.7
158","27.0
311","31.2
131","69.2
231","71.9
249","48.4
245","48.8
120","34.5
165","35.9
264"
Western Carolina,SC,"100.9
247","110.7
294","53.6
53","55.3
335","25.1
353","14.7
346","28.4
175","25.7
66","34.8
123","39.7
320","66.9
305","67.8
37","52.3
84","57.8
351","36.8
60","34.1
155"
Georgia Tech,ACC,"100.8
248","96.9
45","49.2
241","45.7
15","21.0
317","18.7
155","25.3
269","31.6
298","34.3
140","34.8
229","68.9
242","68.9
77","50.7
151","46.3
34","30.7
330","29.7
13"
Air Force,MWC,"100.8
249","107.1
232","51.3
142","53.6
302","19.3
230","17.8
222","23.2
318","24.1
18","28.3
294","28.6
69","68.0
283","68.2
56","53.1
63","53.6
304","32.3
273","35.7
257"
Towson,CAA,"100.8
250","110.6
293","47.9
296","52.1
242","18.8
200","15.2
336","35.2
17","27.3
140","28.1
300","33.0
188","70.0
196","74.1
329","47.6
270","50.8
207","32.6
261","35.7
256"
,,Adj. Eff.,,Eff. FG%,,Turnover%,,Off. Reb%,,FT Rate,,FT%,,2P%,,3P%,
Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
