Wofford 7,SC,"117.3
14","98.2
62","57.5
4","49.9
133","16.1
30","19.1
128","31.8
65","25.2
46","27.8
302","31.8
149","71.0
164","70.9
180","53.9
43","50.6
195","41.4
2","32.6
72"
Iowa 10,B10,"116.8
15","101.8
120","52.7
91","51.5
206","17.2
84","18.4
173","29.8
115","29.4
230","42.3
12","28.8
72","73.9
73","69.0
81","51.4
112","53.5
299","36.4
74","32.4
65"
Houston 3,Amer,"116.6
16","91.6
11","52.1
109","42.5
1","16.5
49","18.2
180","34.4
21","26.0
75","31.6
224","37.3
283","70.3
184","69.4
103","51.3
120","43.0
5","35.5
111","27.9
1"
Texas Tech 3,B12,"115.9
17","86.4
1","53.5
57","43.0
2","17.7
120","22.8
13","27.4
206","28.7
204","32.9
185","36.6
272","73.2
92","69.4
101","52.8
69","41.9
3","36.5
67","29.7
12"
Belmont 11,OVC,"115.9
18","102.0
123","57.6
3","48.7
78","15.2
16","16.0
315","25.3
266","25.0
42","28.5
289","27.4
39","73.5
82","69.3
93","59.2
3","47.2
56","37.0
53","34.4
177"
Hofstra,CAA,"115.9
19","109.5
272","55.9
11","52.1
233","13.8
3","18.3
177","26.8
228","29.9
253","37.7
52","25.0
12","80.6
1","70.4
148","54.5
36","51.5
235","38.7
13","35.3
225"
Utah,P12,"115.6
20","108.0
252","55.0
22","52.3
249","19.2
225","14.7
345","31.0
87","27.1
124","35.5
100","32.5
169","70.6
179","72.2
267","54.6
34","51.7
249","37.0
54","35.6
249"
Villanova 6,BE,"115.5
21","100.1
93","53.2
68","50.4
157","16.9
67","18.0
205","30.3
102","27.7
157","34.4
139","28.2
55","72.8
100","70.0
125","53.7
46","49.7
149","35.2
125","34.3
173"
Baylor 9,B12,"115.4
22","100.4
98","51.2
144","49.1
105","19.7
259","18.6
161","37.9
2","29.4
228","32.3
202","36.5
267","67.7
288","68.3
57","51.2
128","47.5
66","34.1
185","34.5
185"
Michigan 2,B10,"115.3
23","86.8
2","51.6
126","44.1
5","13.9
4","18.0
202","24.7
282","24.8
35","27.5
308","24.1
9","70.1
191","66.3
17","51.8
99","44.3
11","34.2
179","29.1
6"
Buffalo 6,MAC,"114.5
24","96.4
38","53.4
61","47.3
31","16.0
27","20.3
66","31.7
70","26.9
112","32.7
189","31.9
152","68.4
263","70.5
162","55.7
16","49.3
136","33.7
207","29.3
9"
Texas,B12,"114.1
25","94.9
27","50.9
166","48.7
81","16.2
37","18.9
143","28.1
187","29.5
237","29.7
269","29.7
92","69.9
198","69.6
111","49.8
196","46.2
30","34.8
147","35.4
236"
Saint Mary's 11,WCC,"114.1
26","97.4
51","53.8
48","48.9
88","16.2
35","16.3
304","31.2
84","23.0
10","29.1
278","29.1
76","74.2
62","73.6
319","52.3
81","49.2
132","37.8
31","32.1
54"
Mississippi 8,SEC,"114.0
27","99.0
77","53.1
72","51.0
178","18.2
153","20.6
57","30.2
104","29.3
225","30.9
239","33.5
202","78.3
5","70.5
154","52.7
72","48.2
83","35.8
99","37.4
319"
Kansas 4,B12,"113.7
28","93.7
17","52.6
96","47.8
41","18.8
202","18.2
186","30.1
107","27.9
165","32.5
196","27.8
47","70.5
180","68.6
68","52.6
73","46.0
25","35.0
137","33.6
124"
Louisville 7,ACC,"113.7
29","94.3
22","50.9
165","46.7
23","17.5
108","16.1
313","29.1
144","25.9
70","34.9
114","32.0
153","77.7
8","69.5
104","50.6
157","46.0
27","34.2
181","32.0
49"
UCF 9,Amer,"113.6
30","94.4
24","52.9
78","45.4
12","17.6
118","18.0
207","29.5
126","29.6
243","45.3
2","29.2
77","64.9
330","65.0
3","52.0
94","44.5
13","36.5
69","31.3
30"
Nevada 7,MWC,"113.5
31","97.0
46","53.7
49","47.7
39","14.6
8","19.2
120","27.2
213","24.9
40","40.8
17","28.0
51","70.8
169","67.6
33","54.9
28","46.3
32","34.7
154","33.2
100"
Nebraska,B10,"113.3
32","99.4
83","49.2
243","48.1
53","14.3
7","19.3
114","28.5
170","32.1
311","33.0
184","30.0
98","69.4
221","70.9
182","48.6
238","46.9
50","33.4
224","33.8
137"
North Carolina St.,ACC,"113.2
33","98.7
71","52.0
110","49.4
112","17.3
98","21.5
29","36.0
13","28.8
205","28.5
290","38.8
307","70.7
175","70.4
152","51.6
105","51.0
211","35.2
122","30.9
25"
SMU,Amer,"113.2
34","105.3
186","51.2
145","50.0
140","16.6
57","17.5
236","33.4
33","31.6
295","27.8
303","29.5
86","71.5
153","72.4
274","51.3
124","48.2
84","34.1
188","35.1
219"
Cincinnati 7,Amer,"113.2
35","95.0
28","49.0
257","48.6
76","16.0
29","20.9
44","37.4
4","29.3
224","37.6
54","30.5
113","70.4
183","66.3
16","47.6
269","45.1
20","34.5
166","35.5
242"
New Mexico St. 12,WAC,"112.9
36","99.2
81","54.1
44","48.9
87","17.8
122","19.1
132","37.0
6","22.5
5","34.6
132","32.5
170","67.6
289","70.9
183","56.7
7","48.0
76","34.0
193","33.5
119"
Marquette 5,BE,"112.6
37","97.0
47","53.5
55","46.3
18","19.4
238","16.6
296","29.4
131","26.1
80","35.1
106","35.9
252","75.7
26","67.9
39","50.0
187","45.1
19","38.8
12","32.4
64"
DePaul,BE,"112.6
38","107.4
239","52.7
90","53.2
291","18.8
198","17.7
226","32.7
47","25.6
60","36.1
85","30.9
125","72.7
104","73.0
295","53.3
56","51.2
219","34.3
174","37.3
314"
Florida St. 4,ACC,"112.5
39","92.0
12","50.5
179","47.2
28","18.9
209","20.3
68","32.8
43","27.0
118","35.8
90","35.7
250","74.4
51","72.2
264","50.9
143","45.3
21","33.2
231","33.5
121"
Maryland 6,B10,"112.4
40","94.5
25","51.4
136","45.9
16","19.4
237","14.1
352","34.1
24","24.8
32","32.8
186","26.6
25","74.3
58","72.3
272","50.8
147","44.7
15","34.9
146","31.9
46"
South Dakota St.,Sum,"112.4
41","105.1
181","58.5
2","50.2
145","16.3
39","15.6
323","23.9
304","22.7
6","31.9
212","23.7
5","77.3
11","68.2
52","56.2
11","48.8
113","41.2
3","34.5
180"
Louisiana Monroe,SB,"112.4
42","109.6
273","54.0
45","52.9
278","16.2
36","17.4
243","26.9
224","29.0
220","35.8
93","28.4
60","78.7
4","72.0
254","49.6
202","52.7
278","39.7
6","35.4
232"
Utah St. 8,MWC,"112.4
43","97.8
56","53.9
46","46.5
21","18.2
149","17.3
254","32.0
59","22.3
4","36.7
73","34.3
223","75.0
39","71.3
210","54.2
40","42.2
4","35.7
102","35.3
227"
San Francisco,WCC,"112.1
44","102.5
138","53.5
56","48.9
89","15.1
15","17.2
256","28.9
156","25.0
41","30.9
238","30.6
118","65.7
326","72.2
270","53.8
44","49.3
138","35.4
116","32.0
48"
Dayton,A10,"112.0
45","99.9
92","56.1
9","47.9
43","18.8
201","16.8
280","26.9
223","27.4
146","32.1
207","23.8
6","69.0
239","70.5
161","59.5
2","47.7
68","33.2
233","32.1
56"
Creighton,BE,"111.8
46","98.2
65","56.2
7","52.8
275","18.6
181","19.1
133","24.7
283","26.8
109","29.0
280","27.9
49","68.1
275","68.2
54","55.7
17","52.9
281","37.9
28","35.0
210"
Yale 14,Ivy,"111.6
47","103.5
152","55.6
14","47.3
30","17.8
124","15.2
334","26.3
241","24.6
25","30.1
259","31.1
129","73.5
83","73.4
308","56.0
12","47.8
71","36.5
72","31.0
27"
Murray St. 12,OVC,"111.5
48","99.6
88","54.8
23","46.5
20","17.2
85","19.4
109","32.0
58","30.7
269","33.5
170","27.4
37","73.4
88","71.9
247","56.2
10","48.3
89","34.9
142","28.9
4"
Austin Peay,OVC,"111.4
49","106.7
226","52.9
81","52.5
255","16.6
56","20.8
51","32.3
52","30.0
256","34.7
130","34.2
220","70.8
172","69.4
102","51.1
133","53.5
300","37.5
41","34.0
147"
Oregon St.,P12,"111.4
50","104.7
171","52.2
104","50.2
148","18.3
159","17.6
232","30.8
92","29.0
219","36.8
70","33.5
201","74.2
61","66.8
21","54.5
37","46.7
42","32.1
286","37.3
317"
,,Adj. Eff.,,Eff. FG%,,Turnover%,,Off. Reb%,,FT Rate,,FT%,,2P%,,3P%,
Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
Butler,BE,"111.4
51","102.1
125","52.1
107","52.7
269","16.1
33","18.9
142","25.7
260","27.6
154","25.2
330","36.3
264","73.9
72","70.4
151","51.4
117","52.2
264","35.3
118","35.7
254"
Syracuse 8,ACC,"111.3
52","95.4
30","49.6
228","48.1
52","18.5
179","23.1
10","30.2
105","33.4
335","36.8
68","34.3
222","68.5
255","72.1
261","49.3
211","46.9
49","33.3
225","32.9
87"
Xavier,BE,"111.3
53","100.3
96","52.8
83","50.7
167","19.6
251","16.2
312","32.2
55","27.2
132","32.6
193","24.9
11","67.9
284","69.9
122","54.7
32","48.7
107","33.1
239","35.6
250"
Oklahoma 9,B12,"111.3
54","94.3
23","50.4
185","47.5
35","17.0
71","17.3
252","25.8
253","27.8
163","31.3
228","23.1
3","69.7
210","67.2
26","49.7
199","45.8
23","34.6
160","33.3
107"
Lipscomb,ASun,"111.2
55","99.1
78","54.8
25","48.4
64","17.8
123","19.6
100","26.0
247","23.8
16","36.3
78","27.9
48","76.0
21","75.9
347","53.8
45","48.5
99","37.5
42","32.1
55"
Florida 10,SEC,"111.1
56","92.9
16","49.8
217","48.1
51","17.9
137","22.4
17","30.6
98","32.2
313","29.9
264","33.6
206","72.1
125","69.3
95","49.5
204","48.5
102","33.4
222","31.6
37"
Minnesota 10,B10,"111.1
57","97.5
53","48.2
286","49.5
120","17.1
77","16.9
271","31.4
80","28.4
181","41.6
15","28.2
54","68.2
266","69.2
90","48.5
241","48.7
110","31.7
298","34.0
153"
BYU,WCC,"111.0
58","103.8
160","52.8
82","50.7
166","15.3
17","17.6
228","23.7
307","27.0
122","40.0
25","35.4
240","72.7
103","73.6
320","54.7
33","48.3
90","33.0
244","36.6
294"
TCU,B12,"110.8
59","95.7
33","52.1
108","48.4
66","19.2
226","18.6
160","31.2
83","28.7
200","31.7
219","27.7
44","68.2
268","71.2
208","52.3
79","49.9
157","34.6
159","30.4
21"
Penn St.,B10,"110.7
60","94.0
20","47.5
303","49.9
139","18.1
148","19.6
101","31.9
61","26.3
87","32.3
203","34.1
219","69.3
227","71.8
246","47.2
284","48.4
95","32.0
288","35.4
238"
Illinois,B10,"110.5
61","100.4
97","49.6
224","52.2
246","18.4
168","21.8
24","29.1
148","31.9
306","29.5
273","42.4
338","70.2
189","73.5
317","48.2
250","53.6
308","34.5
164","33.0
93"
Temple 11,Amer,"110.3
62","98.7
74","49.9
211","50.6
163","15.7
23","20.6
56","26.9
226","29.2
223","32.5
197","33.9
212","72.7
105","68.0
45","50.1
181","51.5
238","33.0
240","32.9
88"
Colgate 15,Pat,"110.2
63","106.4
220","55.9
12","50.7
165","19.3
233","17.8
223","30.2
103","27.1
126","28.4
292","28.2
56","74.4
54","71.0
186","53.5
51","50.5
190","39.5
7","33.9
141"
Central Michigan,MAC,"110.2
64","106.3
216","51.4
135","50.1
144","16.2
38","18.7
153","31.0
86","33.1
333","40.0
24","28.8
73","67.1
302","68.3
58","48.9
226","53.6
307","36.9
56","29.3
8"
Liberty 12,BSth,"110.2
65","100.6
103","55.9
10","48.9
86","17.2
81","20.5
60","25.2
271","26.4
92","26.7
315","32.7
176","78.2
6","67.4
29","56.4
8","48.3
88","36.8
57","33.3
104"
Miami FL,ACC,"110.2
66","99.9
91","50.8
169","52.0
231","16.9
68","19.8
88","25.9
250","29.8
248","30.8
241","22.7
2","73.5
86","72.7
286","51.4
115","51.7
250","33.3
229","34.9
207"
Northeastern 13,CAA,"110.2
67","103.5
153","56.5
5","52.1
232","16.6
53","16.7
284","22.7
328","24.6
26","34.3
143","27.8
46","75.1
37","73.5
314","55.8
13","53.0
283","38.2
19","33.7
128"
Arkansas,SEC,"110.1
68","97.9
59","51.0
164","49.4
113","18.3
160","22.5
15","28.3
180","34.8
347","38.4
41","41.7
331","66.8
306","68.9
79","50.6
159","48.9
124","34.5
163","33.3
108"
Kent St.,MAC,"110.0
69","107.1
231","49.6
222","52.7
273","16.4
46","19.0
137","33.2
38","30.6
267","31.8
218","35.9
255","72.6
108","68.9
75","49.1
224","53.2
289","33.6
216","34.7
197"
USC,P12,"109.8
70","101.5
114","52.8
89","49.1
102","16.5
51","18.1
194","27.0
218","29.9
252","27.6
306","30.0
101","64.5
334","68.0
50","50.3
176","48.4
94","38.2
18","33.4
113"
Oklahoma St.,B12,"109.7
71","101.7
119","50.1
200","50.3
155","18.0
144","17.6
230","26.4
238","29.4
231","30.6
245","31.5
138","68.9
243","74.8
344","46.0
319","48.3
91","37.2
46","35.4
234"
West Virginia,B12,"109.7
72","102.0
122","47.5
304","52.4
253","21.3
320","18.5
172","36.9
7","28.7
199","38.9
36","38.0
291","68.8
248","71.9
250","47.6
271","51.3
228","31.6
303","36.1
276"
Toledo,MAC,"109.6
73","98.8
75","53.2
67","46.8
26","17.4
103","15.4
328","28.1
184","25.7
68","26.1
321","26.8
28","77.1
12","67.9
38","50.4
167","46.6
39","38.0
26","31.5
33"
Arizona St. 11,P12,"109.6
74","98.7
72","50.6
175","48.5
71","18.7
189","19.0
139","31.7
71","26.9
113","43.8
3","38.6
304","68.0
277","70.5
163","50.8
148","47.3
64","33.6
217","33.4
115"
UCLA,P12,"109.5
75","103.0
142","52.0
111","49.6
125","19.0
212","15.1
339","30.8
90","27.1
125","38.2
44","27.6
43","63.3
343","70.2
145","51.4
114","47.9
74","35.5
112","34.7
194"
Nebraska Omaha,Sum,"109.5
76","110.5
292","54.4
31","55.0
333","13.5
2","16.8
278","24.8
281","25.6
62","24.1
345","27.1
34","71.6
152","74.7
341","51.8
100","55.2
335","39.3
10","36.5
284"
East Tennessee St.,SC,"109.2
77","103.1
144","54.6
29","52.6
259","20.0
275","20.5
63","37.0
5","23.9
17","30.0
263","30.5
115","66.1
322","70.0
130","55.0
27","48.5
98","35.9
93","39.1
348"
Richmond,A10,"109.1
78","108.7
264","54.1
42","53.1
287","15.3
18","18.5
163","19.1
350","29.9
255","30.7
243","28.7
70","66.1
323","68.3
59","55.5
20","54.0
316","34.7
156","34.4
178"
Memphis,Amer,"109.0
79","97.1
49","51.0
158","48.6
75","19.8
263","21.3
35","33.4
36","30.9
275","37.3
58","37.5
286","71.4
156","70.1
134","52.5
75","48.9
122","32.2
279","32.2
59"
Oregon 12,P12,"109.0
80","92.8
15","52.0
116","46.4
19","17.8
129","20.9
46","29.6
124","28.8
206","29.4
274","33.9
213","72.1
126","70.2
141","51.6
104","48.8
116","35.1
129","29.0
5"
Presbyterian,BSth,"109.0
81","110.8
295","53.4
60","53.4
296","14.7
12","17.9
211","25.3
268","27.4
148","30.5
252","33.1
191","74.9
43","71.8
241","50.1
185","53.5
301","38.0
24","35.4
233"
Wisconsin 5,B10,"109.0
82","89.8
5","51.1
153","45.2
11","14.6
9","17.2
255","24.5
287","26.5
97","27.3
309","25.8
19","64.8
331","66.8
22","49.7
197","44.1
10","35.9
95","31.5
34"
Northern Kentucky 14,Horz,"108.9
83","102.3
134","54.6
27","49.1
100","17.8
127","18.4
174","30.6
99","26.0
76","34.8
119","35.2
238","67.1
301","72.5
279","55.0
24","49.9
156","36.0
90","32.0
47"
Connecticut,Amer,"108.8
84","102.1
126","51.0
162","49.6
126","18.5
175","20.0
83","32.3
54","30.2
260","32.7
190","39.2
312","68.0
279","73.2
301","50.7
152","49.2
134","34.4
169","33.5
118"
Kansas St. 4,B12,"108.8
85","89.0
4","49.4
236","48.2
58","17.4
102","22.8
12","28.3
178","25.7
67","30.6
244","30.7
122","66.7
311","67.4
30","48.9
227","49.0
126","33.4
221","31.4
31"
Seton Hall 10,BE,"108.8
86","98.1
61","49.9
210","49.6
127","17.5
111","19.8
89","29.5
128","29.2
221","34.5
136","32.8
179","70.6
178","74.2
331","50.6
160","48.7
109","32.4
270","34.0
151"
Furman,SC,"108.8
87","97.6
54","55.4
17","47.9
44","18.4
166","20.1
77","28.7
163","30.0
257","24.9
334","24.2
10","72.3
118","68.6
67","56.7
6","48.6
103","36.0
89","31.2
28"
Boise St.,MWC,"108.7
88","103.4
149","53.9
47","51.8
221","17.3
90","18.5
164","23.5
312","24.4
22","31.8
217","33.6
205","72.7
106","74.3
333","54.7
31","52.0
257","35.2
124","34.3
172"
Ohio St. 11,B10,"108.6
89","95.0
29","50.3
193","48.3
62","18.7
187","18.2
184","27.6
201","25.9
72","33.7
163","31.8
148","73.4
87","74.1
328","49.7
198","47.9
75","34.1
187","32.7
75"
South Carolina,SEC,"108.6
90","97.5
52","48.3
284","49.5
119","19.2
229","20.3
69","31.8
67","31.1
281","36.2
81","39.6
318","67.4
294","74.4
335","44.9
336","48.2
87","36.5
68","34.2
162"
Georgetown,BE,"108.6
91","102.5
136","51.0
161","50.2
149","17.9
134","16.3
305","29.1
142","26.2
84","38.2
45","30.3
109","73.7
77","71.8
242","49.6
200","49.6
147","35.6
110","34.0
148"
Bowling Green,MAC,"108.5
92","103.0
143","50.5
177","50.8
171","16.6
54","17.8
220","30.7
94","24.8
34","34.9
116","31.1
128","67.4
295","69.9
123","48.8
231","50.0
168","35.8
100","34.6
188"
Lehigh,Pat,"108.5
93","109.1
269","56.4
6","50.2
146","18.5
173","15.6
326","23.5
311","27.5
151","34.9
115","30.5
114","77.5
10","73.3
302","51.9
98","49.9
158","42.4
1","33.8
134"
Davidson,A10,"108.4
94","100.9
105","53.1
71","48.3
61","16.7
58","16.7
285","23.3
316","24.8
37","28.3
293","30.0
100","75.2
33","70.9
179","52.8
70","47.3
62","35.6
109","33.0
92"
Radford,BSth,"108.3
95","105.4
189","52.8
88","51.9
225","16.4
43","18.1
192","29.7
119","24.9
38","27.0
312","30.7
123","70.9
168","73.4
312","50.1
184","51.7
251","38.0
23","34.7
193"
Alabama,SEC,"108.3
96","97.1
48","50.3
192","48.9
91","19.5
245","16.9
276","31.5
78","28.0
166","38.0
47","29.6
87","66.6
316","71.1
203","49.9
190","48.5
101","34.0
195","33.3
109"
Georgia Southern,SB,"108.3
97","101.3
112","54.3
36","51.4
203","18.6
184","20.0
84","27.4
204","28.7
203","35.0
112","31.3
135","70.3
186","71.0
190","56.8
5","51.7
247","32.4
269","34.0
150"
Indiana,B10,"108.3
98","96.4
40","51.0
156","48.2
55","17.9
135","18.1
196","28.1
186","28.1
171","34.6
131","29.2
78","65.5
327","64.9
2","53.1
62","47.3
60","31.2
312","33.1
98"
St. John's 11,BE,"108.3
99","100.6
104","51.9
119","50.7
169","14.3
6","21.2
36","21.8
338","29.4
234","29.5
272","39.7
322","71.9
135","71.0
187","50.7
153","50.3
182","35.8
98","34.2
164"
UC Irvine 13,BW,"108.3
100","98.6
69","51.3
139","44.1
6","17.5
110","16.7
286","33.7
29","27.0
116","28.7
284","33.0
187","70.6
177","71.1
200","50.1
183","40.7
1","35.9
96","33.9
143"
,,Adj. Eff.,,Eff. FG%,,Turnover%,,Off. Reb%,,FT Rate,,FT%,,2P%,,3P%,
Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
Vermont 13,AE,"108.2
101","99.0
76","52.6
97","48.7
80","16.8
61","19.1
130","27.3
209","22.2
3","35.9
87","27.5
40","74.9
41","73.4
306","51.6
106","46.3
33","35.9
94","35.1
218"
Notre Dame,ACC,"108.1
102","101.0
107","46.2
329","49.0
98","14.0
5","16.4
300","29.0
150","31.1
282","30.1
260","21.8
1","74.4
53","70.8
175","45.4
329","48.6
105","31.5
305","33.1
97"
Utah Valley,WAC,"108.1
103","103.5
151","55.6
15","49.1
99","20.2
285","16.5
299","28.0
189","26.6
99","40.3
22","29.3
79","73.0
96","71.4
220","54.2
39","47.3
59","38.5
14","34.9
206"
Pepperdine,WCC,"108.1
104","106.4
219","52.0
113","53.9
316","18.0
146","20.9
47","24.9
278","29.5
239","35.7
98","35.7
251","75.8
25","70.0
124","48.4
244","54.9
332","37.9
27","34.8
201"
Fresno St.,MWC,"108.1
105","100.1
94","54.5
30","48.5
70","18.2
151","19.5
104","27.4
205","25.4
52","30.2
256","35.0
235","71.7
145","70.6
167","51.9
96","50.2
177","38.2
16","30.7
23"
Missouri,SEC,"108.1
106","96.3
37","50.5
180","49.4
114","21.0
313","18.1
201","31.9
62","25.7
64","29.8
267","38.1
296","70.3
185","71.7
238","47.6
267","50.6
199","36.3
79","31.9
45"
Clemson,ACC,"108.0
107","91.5
10","50.7
171","47.6
36","19.7
258","19.8
91","27.8
197","24.5
24","33.5
171","30.0
97","73.2
93","73.1
297","51.5
110","44.4
12","32.8
249","35.0
214"
Hartford,AE,"108.0
108","111.6
303","54.2
39","52.6
260","17.8
131","19.3
116","25.3
267","31.0
280","33.1
182","29.9
96","74.2
67","72.7
285","51.5
109","53.2
288","38.2
17","34.4
175"
College of Charleston,CAA,"108.0
109","104.1
162","54.2
41","52.1
234","15.6
19","19.1
127","25.6
261","25.9
73","33.5
173","26.4
23","76.1
20","73.3
303","56.3
9","53.7
310","33.7
209","33.3
111"
Campbell,BSth,"107.9
110","109.8
278","52.8
86","54.6
328","14.8
13","19.5
103","23.7
308","28.9
218","31.2
233","36.0
257","75.2
35","73.9
321","54.8
30","53.6
303","33.8
204","37.3
315"
Oakland,Horz,"107.8
111","108.0
257","54.3
37","53.0
281","18.4
169","17.2
259","25.7
258","32.5
321","35.7
97","28.0
52","74.4
56","72.9
292","52.3
85","53.2
287","37.9
29","35.2
221"
Southern Miss,CUSA,"107.8
112","102.2
128","53.1
73","49.1
101","15.7
22","19.4
108","22.9
325","28.1
172","24.1
344","29.8
93","66.6
315","65.9
13","49.9
191","47.1
54","39.1
11","34.2
160"
Georgia St. 14,SB,"107.7
113","102.2
131","53.7
51","50.3
154","16.4
47","21.0
42","23.0
324","33.8
338","35.4
102","30.9
126","65.9
325","70.0
131","51.2
127","51.2
220","38.1
22","32.8
77"
North Dakota St. 16,Sum,"107.7
114","110.0
283","53.5
58","53.6
300","15.7
21","14.4
351","20.7
345","25.9
74","32.2
206","26.5
24","76.8
15","74.5
337","52.1
93","52.6
271","36.7
64","37.0
303"
Northern Illinois,MAC,"107.6
115","105.8
200","52.6
93","51.9
226","17.2
82","17.9
215","27.2
215","26.7
103","26.5
316","39.1
311","73.3
90","68.0
44","51.6
107","50.0
167","36.5
70","36.1
273"
Fort Wayne,Sum,"107.6
116","108.1
258","55.8
13","54.0
317","16.8
64","17.1
263","23.1
321","28.6
198","26.9
314","25.0
13","69.9
201","70.2
142","55.8
15","52.0
256","37.2
47","38.0
328"
Colorado St.,MWC,"107.5
117","108.9
266","54.4
33","53.1
286","17.0
70","16.2
309","23.9
306","27.1
130","31.9
214","29.5
85","69.1
238","71.6
233","55.5
21","53.5
297","35.2
127","35.0
211"
Coastal Carolina,SB,"107.5
118","105.2
184","51.8
123","51.0
179","19.6
254","18.0
208","32.7
48","28.6
194","39.4
31","42.3
337","72.0
132","71.5
227","49.4
209","53.1
286","37.0
52","32.3
60"
Wichita St.,Amer,"107.4
119","95.8
34","46.9
320","47.6
38","17.4
104","17.6
229","32.5
50","26.9
111","28.8
282","38.8
306","72.5
110","69.3
94","47.1
286","46.5
37","31.0
324","33.0
95"
Louisiana Lafayette,SB,"107.4
120","107.5
241","50.9
167","53.2
292","17.4
106","20.0
82","29.1
147","31.9
305","35.1
109","36.9
277","74.4
55","73.4
307","50.5
165","52.3
267","34.2
177","36.6
293"
Wright St.,Horz,"107.4
121","101.0
109","51.0
157","53.1
288","17.3
93","20.1
75","30.8
91","25.9
69","35.1
108","28.6
67","74.0
70","69.4
99","50.4
171","52.1
260","34.6
158","36.5
286"
Grand Canyon,WAC,"107.3
122","102.2
127","51.4
138","49.9
134","17.3
92","19.3
115","29.0
151","25.7
65","33.7
164","29.7
90","72.9
98","71.8
243","52.5
76","48.4
93","33.1
238","35.2
222"
Montana 15,BSky,"107.3
123","104.1
163","56.1
8","50.1
143","17.3
91","19.2
122","27.4
207","24.9
39","31.6
225","37.3
284","69.5
217","74.7
343","55.6
19","49.3
137","37.8
30","34.4
176"
Hampton,BSth,"107.3
124","108.8
265","48.9
263","50.8
172","14.6
10","16.3
303","28.1
188","26.6
98","34.8
120","35.9
253","79.6
3","71.6
230","47.5
276","50.5
192","34.1
189","34.2
166"
Drake,MVC,"107.3
125","102.2
129","53.3
66","48.7
79","19.1
220","16.8
281","24.3
295","26.0
78","32.6
192","29.4
83","75.9
23","70.2
138","53.2
57","50.8
203","35.7
103","30.0
16"
