Saint Joseph's 10,A10,"114.4
37","98.2
57","53.9
25","47.8
98","18.7
201","15.3
329","29.5
239","27.8
27","43.6
85","30.6
16","64.5
330","69.3
139","52.3
34","46.0
79","37.9
50","34.2
159"
BYU 10,WCC,"114.4
38","101.1
99","50.6
120","49.1
141","15.3
24","16.6
277","34.9
54","28.6
47","47.6
37","36.8
100","69.1
202","71.5
275","49.2
141","48.2
155","36.9
69","33.7
128"
Gonzaga 8,WCC,"114.2
39","94.0
16","55.2
10","44.6
15","17.4
106","17.4
232","30.6
197","29.5
90","41.2
145","38.6
138","70.8
147","70.6
210","53.6
17","43.3
16","39.0
19","31.8
50"
Notre Dame,ACC,"114.1
40","105.6
184","51.7
77","51.4
251","15.9
40","16.8
263","32.1
144","30.1
112","30.0
345","32.1
30","71.8
113","75.1
348","50.7
81","48.2
153","35.8
103","38.5
331"
North Carolina 6,ACC,"113.9
41","95.4
24","49.9
156","47.0
69","16.9
75","19.3
99","38.1
13","31.3
169","42.9
97","41.4
197","62.6
343","67.0
39","49.7
114","46.7
102","33.6
198","31.7
48"
Oregon St.,P12,"113.8
42","106.0
189","54.1
22","50.6
214","19.5
257","15.2
331","30.7
194","32.0
218","50.9
17","36.8
99","69.5
190","69.7
154","52.3
37","48.5
167","39.2
16","36.8
282"
Davidson,SC,"113.8
43","107.8
222","54.7
12","51.7
263","16.6
64","17.7
217","29.1
251","28.6
50","38.4
232","45.5
280","71.9
110","71.0
236","53.5
18","51.0
262","37.8
52","36.0
263"
Northern Iowa,MVC,"113.6
44","104.6
162","52.7
43","51.1
235","16.1
43","17.1
246","25.9
319","27.9
32","38.5
229","37.3
109","72.2
91","72.1
292","51.7
48","49.1
185","35.9
98","36.4
274"
Dayton 11,A10,"113.5
45","99.7
75","52.4
51","48.8
127","18.1
152","18.8
139","33.9
87","28.8
59","40.6
160","43.0
233","68.1
250","70.8
227","50.4
94","48.3
159","37.7
53","33.2
104"
William & Mary,CAA,"113.5
46","112.6
307","56.2
6","52.2
286","16.1
47","15.8
315","24.3
339","30.8
148","39.6
187","29.3
7","68.9
210","71.9
288","53.0
23","50.5
244","40.4
3","37.1
292"
New Mexico 7,MWC,"113.4
47","96.3
36","51.1
106","45.0
21","15.9
38","14.9
339","32.5
129","28.2
40","46.7
42","31.3
23","72.3
86","72.5
306","51.7
47","41.1
3","33.2
219","34.8
199"
Memphis 8,Amer,"113.1
48","97.6
51","51.9
67","48.4
118","18.6
195","20.3
49","35.8
34","33.3
269","39.5
190","33.8
50","64.7
328","65.2
10","52.7
26","49.2
190","33.0
226","31.0
27"
Connecticut 7,Amer,"113.0
49","92.0
9","51.5
82","44.6
16","17.3
102","19.6
81","30.4
207","32.8
249","38.3
233","35.7
77","77.7
4","66.4
27","48.1
196","42.2
8","38.7
24","33.0
93"
Texas 7,B12,"112.9
50","97.4
47","47.4
262","46.5
56","17.5
112","16.3
297","39.6
6","30.2
116","43.4
86","41.0
187","67.1
270","69.2
135","46.9
246","42.9
11","32.7
246","35.2
225"
,,Adj. Eff.,,Eff. FG%,,Turnover%,,Off. Reb%,,FT Rate,,FT%,,2P%,,3P%,
Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
Stephen F. Austin 12,Slnd,"112.7
51","102.2
115","52.3
57","50.5
207","16.9
73","23.6
6","38.2
10","28.9
61","39.9
180","50.7
327","71.4
128","68.6
100","52.3
35","50.0
224","34.9
143","34.7
188"
Eastern Kentucky 15,OVC,"112.6
52","108.5
232","56.7
4","55.7
342","15.8
36","24.2
3","23.0
346","34.0
292","43.2
91","54.9
343","75.5
18","71.3
256","55.7
5","56.7
346","38.6
26","35.8
256"
Xavier 12,BE,"112.6
53","100.2
82","51.7
74","49.4
155","18.7
202","16.9
259","34.1
77","28.7
54","41.6
132","39.5
155","68.8
212","66.8
34","51.5
55","47.4
127","34.8
151","35.2
222"
Harvard 12,Ivy,"112.6
54","95.9
31","52.1
64","46.2
46","17.6
120","21.1
29","32.3
136","29.3
81","48.4
31","36.3
90","72.3
87","70.8
223","49.7
117","44.9
48","38.6
27","32.7
80"
Florida St.,ACC,"112.5
55","98.2
55","51.7
80","45.4
28","21.3
322","18.9
134","34.5
63","35.7
329","45.6
51","36.2
88","72.2
88","69.1
131","49.7
118","43.5
22","38.0
43","32.9
89"
Saint Mary's,WCC,"112.5
56","100.5
84","51.4
88","49.7
169","18.2
162","18.1
190","35.8
35","29.7
98","48.0
35","40.9
183","70.8
150","71.0
237","48.3
185","49.1
187","38.1
39","34.2
157"
New Mexico St. 13,WAC,"112.3
57","102.6
124","53.2
33","44.4
9","18.7
209","16.1
302","37.7
16","33.0
255","53.9
4","34.1
52","68.4
225","73.2
328","52.9
24","42.7
9","36.1
92","33.2
106"
Stanford 10,P12,"112.2
58","97.2
45","51.3
98","48.0
109","17.0
77","17.0
253","29.3
243","28.1
39","45.0
58","37.0
103","70.2
166","71.6
277","49.9
109","45.8
72","36.4
82","34.9
203"
St. Bonaventure,A10,"112.2
59","102.3
118","49.6
166","50.7
218","18.7
207","21.5
21","36.5
27","31.7
199","41.1
149","45.0
273","71.6
122","70.1
179","49.9
110","49.4
199","32.6
247","35.5
244"
Canisius,MAAC,"112.0
60","109.1
248","52.7
40","50.9
226","16.5
63","19.6
80","31.8
157","36.3
339","38.0
246","35.3
67","74.3
34","72.3
301","49.9
108","51.4
275","38.6
28","33.4
119"
San Francisco,WCC,"111.9
61","103.7
144","53.1
36","50.5
206","17.3
99","16.7
273","33.0
113","29.4
86","43.9
77","40.2
164","64.1
335","70.4
204","52.7
28","49.1
184","36.0
95","35.3
227"
Louisiana Lafayette 14,SB,"111.9
62","105.6
183","51.5
85","50.4
204","18.8
215","18.5
157","36.5
26","31.8
206","44.3
70","44.0
259","66.5
288","69.7
158","49.6
122","50.6
250","37.1
63","33.2
105"
LSU,SEC,"111.8
63","99.1
66","50.0
145","46.7
61","19.2
244","18.0
202","35.0
53","31.6
193","34.2
314","38.7
146","66.9
274","70.1
182","49.4
134","43.8
27","34.2
177","35.8
259"
Washington,P12,"111.8
64","104.9
167","49.6
169","51.8
268","16.5
60","16.3
295","32.2
142","29.2
77","37.1
262","41.4
199","75.8
13","69.2
133","49.1
147","53.3
327","33.9
189","31.8
51"
Mississippi,SEC,"111.7
65","102.7
127","48.2
231","48.4
119","15.9
42","19.9
64","33.1
112","35.5
323","39.6
186","43.3
243","69.6
182","68.9
120","46.5
261","46.2
88","33.9
186","34.7
190"
California,P12,"111.5
66","100.5
85","50.7
117","46.9
66","15.1
20","15.0
336","29.5
240","29.8
105","35.6
295","33.7
49","68.6
219","73.1
326","50.2
100","44.3
38","34.5
167","35.3
231"
Delaware 13,CAA,"111.4
67","106.6
201","50.4
132","49.4
157","13.4
4","16.8
261","29.1
249","32.8
250","43.9
76","38.0
120","71.1
139","69.4
143","49.5
125","49.6
206","34.7
156","32.7
83"
Fresno St.,MWC,"111.3
68","104.6
161","49.9
151","48.8
129","14.7
11","16.6
276","24.0
341","31.6
197","40.6
161","42.0
212","73.0
67","69.5
145","47.1
235","49.5
204","36.3
86","31.5
40"
Houston,Amer,"111.3
69","108.6
233","51.2
100","50.1
188","18.9
230","16.4
292","31.6
167","34.0
290","38.2
237","34.6
57","66.7
281","69.9
169","49.5
128","49.0
181","36.7
73","34.9
202"
Arkansas,SEC,"111.2
70","97.0
42","50.1
143","46.2
47","15.7
33","23.2
8","31.8
158","36.6
343","40.2
175","43.0
234","72.6
77","69.7
152","48.0
201","43.6
25","36.2
87","34.6
184"
Auburn,SEC,"111.0
71","104.6
160","48.9
198","49.8
175","17.9
142","18.8
138","31.7
165","33.1
265","44.1
73","48.7
310","72.1
92","69.4
141","50.0
106","45.4
58","31.0
313","38.7
336"
Quinnipiac,MAAC,"111.0
72","110.4
266","46.8
284","48.0
111","17.6
119","12.0
351","41.9
2","27.2
14","48.1
34","36.2
87","71.6
120","70.3
196","44.6
323","46.5
95","35.7
113","34.7
187"
UC Santa Barbara,BW,"111.0
73","104.4
156","53.1
34","47.0
68","17.6
123","16.0
305","31.1
181","31.5
185","41.9
120","39.3
151","71.3
131","67.5
53","50.5
91","43.5
21","38.7
25","35.2
221"
SMU,Amer,"110.9
74","94.4
18","52.8
38","44.8
19","20.2
288","21.2
27","35.0
52","30.5
127","43.8
80","38.7
142","68.3
231","69.4
144","51.6
51","42.7
10","37.9
46","32.1
60"
Utah,P12,"110.9
75","96.9
40","53.1
37","47.3
80","18.3
170","18.8
141","28.2
272","29.2
78","39.8
181","36.2
89","74.1
39","67.5
52","53.7
16","46.7
101","34.5
164","32.6
77"
Denver,Sum,"110.9
76","109.5
252","54.3
16","52.6
298","16.6
66","21.0
31","24.8
333","33.4
275","34.7
305","49.2
315","70.9
145","68.9
119","51.8
45","53.4
330","38.4
34","33.8
137"
Arizona St. 10,P12,"110.9
77","97.1
44","52.4
50","46.3
51","16.3
54","17.0
252","24.5
337","30.2
119","42.5
102","37.3
108","69.4
192","64.8
4","48.8
158","45.3
54","39.0
20","32.6
73"
George Washington 9,A10,"110.8
78","97.6
50","51.5
84","47.2
77","19.0
236","19.6
85","35.1
49","31.4
176","46.6
43","33.4
43","65.2
322","66.6
29","50.2
97","47.4
128","36.4
78","31.2
33"
Colorado St.,MWC,"110.7
79","108.2
229","46.2
312","51.5
258","14.1
6","16.8
262","34.7
59","27.7
24","47.6
38","37.4
111","72.5
80","71.8
282","45.7
285","48.4
166","31.6
298","38.2
324"
Buffalo,MAC,"110.7
80","104.2
153","50.2
138","47.1
74","18.5
186","19.2
110","35.1
50","31.4
177","41.8
125","36.3
91","71.6
121","68.3
83","50.0
102","47.6
137","33.7
195","30.6
19"
Penn St.,B10,"110.7
81","101.1
100","48.3
222","47.7
95","15.8
34","16.4
286","29.9
228","28.7
56","39.4
196","47.9
303","74.1
38","71.3
257","48.6
173","44.9
49","31.9
284","35.2
226"
Duquesne,A10,"110.6
82","108.8
239","50.6
125","53.3
318","16.2
50","17.6
221","29.9
224","28.9
63","42.2
114","33.6
46","66.9
277","67.2
46","48.5
177","49.6
207","36.3
84","39.3
344"
Hawaii,BW,"110.5
83","108.1
227","51.3
91","51.0
232","16.8
72","19.2
108","37.3
19","31.6
191","42.4
107","40.4
171","72.7
75","72.6
308","51.9
44","50.8
254","33.2
215","34.2
161"
Texas Tech,B12,"110.4
84","102.4
120","49.7
165","49.9
179","18.8
218","17.9
205","37.6
18","32.9
251","38.7
226","42.0
213","72.8
72","73.9
334","50.7
77","50.0
225","31.1
312","33.0
100"
Louisiana Tech,CUSA,"110.4
85","95.5
27","51.2
102","46.0
40","15.7
31","22.8
10","33.5
96","29.9
108","41.7
128","38.6
137","67.4
261","67.2
45","52.2
38","45.6
64","33.0
225","31.5
43"
IPFW,Sum,"110.4
86","108.0
226","55.3
9","52.1
282","18.7
199","17.8
210","32.1
145","27.5
22","41.7
130","32.2
31","66.4
291","71.5
276","54.0
12","52.0
296","38.4
35","34.8
195"
Marquette,BE,"110.3
87","98.7
61","48.7
210","49.1
144","17.5
111","19.3
101","34.1
76","29.6
92","44.8
61","38.7
141","69.0
203","67.1
41","48.9
155","45.7
69","32.1
273","36.5
277"
Miami FL,ACC,"110.3
88","99.1
68","47.6
256","47.0
71","17.2
91","16.4
287","33.5
95","30.4
123","36.1
286","31.2
22","68.7
218","66.1
21","47.2
231","43.4
17","32.3
270","35.5
245"
Temple,Amer,"110.3
89","109.2
249","48.0
242","52.6
300","15.1
21","15.9
309","32.3
137","33.9
286","31.7
340","37.2
106","70.7
155","68.1
76","46.8
249","52.1
302","33.8
193","35.9
261"
Mercer 14,ASun,"110.3
90","102.4
121","54.0
23","46.8
64","17.5
115","19.0
122","32.0
151","31.1
157","37.3
256","41.0
188","73.9
42","69.9
164","51.6
50","46.9
110","38.8
23","31.0
26"
San Diego St. 4,MWC,"110.0
91","91.3
8","46.7
285","44.4
12","15.2
22","20.6
37","36.1
31","29.4
84","45.1
56","32.4
34","67.3
265","68.3
85","45.1
303","43.5
23","34.2
174","30.8
24"
Cleveland St.,Horz,"109.8
92","102.8
129","52.7
42","47.8
99","19.3
250","19.3
105","31.9
154","31.5
183","37.5
254","44.3
262","75.0
21","71.2
250","48.8
161","46.6
99","40.2
4","33.4
118"
Murray St.,OVC,"109.8
93","105.9
185","53.7
27","49.4
154","18.0
148","17.0
255","31.7
163","31.3
173","45.9
47","35.0
61","66.7
282","67.6
61","52.2
39","49.8
217","37.6
56","32.2
63"
Nevada,MWC,"109.7
94","107.6
220","49.2
186","50.0
185","15.5
26","15.9
310","31.1
182","31.7
204","38.1
242","40.5
174","72.9
69","74.8
346","48.5
175","49.9
222","33.8
194","33.5
125"
Oakland,Horz,"109.6
95","111.6
286","50.2
140","57.1
349","16.1
45","19.7
73","25.0
329","30.4
126","37.7
252","42.9
229","72.4
85","70.9
230","47.0
242","55.8
345","36.6
74","39.3
343"
Massachusetts 6,A10,"109.6
96","97.5
49","50.4
133","46.6
57","18.8
214","18.7
148","34.3
69","31.7
202","39.2
204","37.2
105","68.3
232","67.5
55","49.9
107","46.8
106","34.6
162","30.8
23"
Towson,CAA,"109.4
97","107.8
223","50.5
126","45.7
33","17.5
114","12.8
349","34.6
62","30.8
143","53.2
5","38.1
123","69.5
187","68.5
97","49.2
140","45.2
53","35.7
112","31.1
31"
Southern Miss,CUSA,"109.4
98","100.5
86","50.6
124","50.2
195","20.5
306","23.0
9","38.6
9","29.1
72","51.5
13","46.3
285","68.9
209","65.2
9","50.0
105","49.2
191","34.7
152","34.3
167"
Lafayette,Pat,"109.4
99","115.9
334","53.7
28","54.3
333","18.9
228","17.7
219","27.4
290","33.7
281","33.3
327","35.8
80","75.6
16","73.0
321","50.6
88","53.4
331","39.7
8","37.2
296"
Seton Hall,BE,"109.3
100","100.5
87","52.4
48","50.2
193","18.1
150","18.2
179","26.4
312","28.3
41","43.1
92","41.6
205","72.1
96","71.1
242","51.6
53","49.1
186","35.8
102","34.9
205"
,,Adj. Eff.,,Eff. FG%,,Turnover%,,Off. Reb%,,FT Rate,,FT%,,2P%,,3P%,
Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
Portland,WCC,"109.3
101","103.6
142","50.9
113","49.0
137","17.1
84","16.7
272","32.1
147","29.3
82","39.5
191","43.9
255","73.5
48","69.8
159","47.9
208","46.0
80","39.4
12","36.9
285"
Colgate,Pat,"109.2
102","109.0
245","56.4
5","50.6
213","18.1
151","16.2
300","23.6
344","28.6
53","28.1
350","34.8
59","72.0
104","69.1
132","54.0
11","50.6
248","40.1
6","33.8
136"
Utah St.,MWC,"109.2
103","105.0
168","51.3
90","47.6
89","17.2
87","12.4
350","32.3
135","26.7
10","33.7
322","33.6
47","73.9
43","72.3
302","46.8
248","48.2
156","40.9
2","31.1
30"
Cincinnati 5,Amer,"109.2
104","92.2
10","47.7
251","44.8
20","17.4
108","22.4
12","39.1
8","32.3
229","38.7
222","36.0
82","70.8
146","67.5
54","46.6
256","43.2
15","33.5
201","32.0
58"
Purdue,B10,"109.2
105","100.9
96","47.2
270","47.8
103","17.8
132","16.4
290","36.3
30","30.6
136","37.5
255","41.9
209","67.1
271","71.4
271","46.2
269","46.9
112","33.2
217","33.0
98"
Pacific,WCC,"109.0
106","107.5
218","50.3
135","52.9
306","18.0
144","17.3
238","31.2
179","26.8
11","40.6
165","52.7
333","76.7
7","70.7
214","48.4
181","49.7
215","36.2
88","38.7
333"
Indiana,B10,"108.9
107","95.4
26","49.9
149","46.2
48","21.8
329","17.8
215","37.2
21","28.0
33","45.3
54","35.5
73","73.0
66","71.4
268","49.1
144","46.8
107","34.4
169","29.9
8"
Ohio St. 6,B10,"108.9
108","89.2
4","50.3
137","45.2
23","17.2
90","21.9
16","29.6
237","29.6
95","42.3
108","29.8
10","68.9
208","71.1
246","51.1
64","45.9
75","32.4
263","29.3
6"
VCU 5,A10,"108.8
109","90.5
6","47.9
245","47.8
101","17.2
92","25.6
1","34.9
55","30.8
142","35.2
298","39.7
158","67.4
262","66.8
35","45.6
287","48.8
179","34.9
142","30.3
12"
Alabama,SEC,"108.8
110","98.7
62","49.4
179","47.0
70","18.3
175","19.3
104","30.0
222","34.5
303","44.0
74","41.3
194","68.3
235","74.7
344","49.1
145","47.5
133","33.3
210","30.7
21"
VMI,BSth,"108.8
111","111.3
282","49.9
154","49.9
178","13.6
5","15.6
320","31.3
173","32.9
254","34.5
307","36.8
102","70.4
162","71.2
252","51.2
63","49.4
197","31.8
287","34.0
148"
Nebraska 11,B10,"108.8
112","95.8
29","48.3
224","47.6
91","16.7
67","19.0
120","25.7
325","29.0
70","42.3
109","44.9
271","71.7
115","68.1
74","47.4
219","47.8
144","33.3
211","31.5
42"
Northern Colorado,BSky,"108.7
113","115.1
332","53.9
24","54.1
329","17.2
93","19.0
121","33.4
99","30.9
151","37.6
253","40.7
177","69.5
191","73.1
325","52.7
29","52.7
314","37.9
48","37.9
317"
North Carolina Central 14,MEAC,"108.6
114","100.7
93","50.2
139","44.4
10","17.2
96","23.7
5","35.4
42","33.1
262","49.5
23","44.8
270","72.7
74","69.5
146","50.8
73","43.2
13","32.5
257","31.0
29"
Maryland,ACC,"108.6
115","95.2
22","49.1
190","47.2
78","18.6
191","18.7
147","33.5
97","28.9
62","36.7
270","42.1
216","67.9
252","67.7
64","47.8
209","45.4
59","34.2
175","34.1
154"
Fordham,A10,"108.6
116","111.6
289","45.0
336","52.5
297","16.4
58","18.0
198","35.4
41","35.6
325","33.4
326","42.3
220","73.3
57","70.8
222","44.5
325","51.9
295","30.6
321","35.7
255"
UNLV,MWC,"108.5
117","98.7
63","48.9
201","44.5
14","16.6
65","15.3
326","34.2
73","31.0
153","39.5
189","25.7
1","65.4
316","68.8
113","48.7
165","44.2
34","32.9
238","30.2
11"
Georgia,SEC,"108.4
118","99.7
74","48.9
199","45.9
36","20.0
278","16.0
306","35.3
46","29.8
103","54.1
3","43.4
244","68.2
237","70.6
212","47.5
216","44.8
46","34.9
150","31.9
55"
Kansas St. 9,B12,"108.4
119","93.6
14","48.7
214","45.3
25","18.5
188","19.0
123","34.7
61","33.2
266","40.3
172","45.4
278","65.6
311","68.4
95","48.3
182","45.9
76","33.1
221","29.3
5"
St. John's,BE,"108.3
120","95.8
30","48.7
213","46.5
55","15.6
29","19.2
106","31.1
180","30.8
146","37.1
259","38.1
124","69.9
178","70.8
225","47.6
215","44.0
32","34.9
146","34.5
179"
Oral Roberts,Slnd,"108.2
121","109.5
251","50.4
129","48.8
128","17.0
79","16.3
296","32.9
116","30.8
145","41.9
122","42.8
225","72.2
89","70.0
172","49.4
135","46.1
83","35.8
104","37.3
299"
Southeast Missouri St.,OVC,"108.2
122","113.8
324","55.1
11","51.8
266","18.5
183","15.9
311","32.3
138","29.0
67","39.5
195","43.0
235","69.4
193","74.1
335","55.9
3","49.2
189","35.6
117","37.6
309"
Vermont,AE,"107.8
123","100.9
95","52.2
60","45.5
31","18.2
161","20.1
57","33.1
111","27.8
25","46.0
46","40.2
163","71.9
106","72.9
319","49.7
116","44.0
30","39.0
18","32.5
70"
Northwestern St.,Slnd,"107.8
124","110.3
261","51.3
97","52.1
284","17.0
82","20.0
60","32.6
127","36.1
335","39.8
183","42.9
228","73.8
46","67.2
43","51.4
56","51.0
264","34.0
181","36.2
267"
Mount St. Mary's 16,NEC,"107.8
125","111.6
288","51.5
83","53.5
319","16.7
69","18.8
136","27.8
282","33.0
259","36.7
272","34.5
56","73.9
44","73.4
332","50.2
98","54.6
341","35.5
120","33.4
120"
