Pittsburgh,BE,"114.5
19","101.1
148","51.1
85","49.6
199","20.1
165","17.5
300","40.7
4","30.9
119","31.9
281","33.4
110","69.9
146","71.3
279","50.4
73","49.3
227","35.0
137","33.4
126"
Michigan St. 1,B10,"114.3
20","88.3
3","52.7
40","43.3
4","19.9
156","19.3
215","36.7
24","27.0
19","37.7
132","34.4
135","70.0
140","70.3
230","52.1
25","42.4
13","36.0
91","29.9
15"
Wisconsin 4,B10,"114.2
21","90.4
10","50.1
132","42.5
2","15.0
2","18.2
276","30.6
224","27.8
32","30.7
303","29.8
38","73.9
36","68.3
115","46.5
217","42.0
9","36.8
65","29.4
11"
Kansas 2,B12,"114.1
22","88.6
4","52.3
53","43.4
7","19.2
116","20.2
162","34.9
66","29.1
55","39.8
76","33.1
97","69.2
168","72.0
301","52.5
23","39.8
2","34.5
150","34.0
152"
Temple 5,A10,"114.0
23","97.6
71","52.9
35","48.4
151","18.0
50","19.4
203","31.0
215","31.7
156","34.4
218","33.6
112","71.9
82","70.4
235","50.1
85","47.3
151","39.4
13","34.1
155"
Iowa St. 8,B12,"113.9
24","96.7
58","52.6
43","48.6
159","18.3
58","17.2
313","32.3
169","26.5
13","38.7
107","26.5
10","68.8
193","69.8
207","50.3
75","49.8
242","37.3
54","30.6
23"
Memphis 8,CUSA,"113.7
25","92.4
17","54.0
12","43.4
6","18.7
84","20.7
145","31.3
209","32.8
205","41.3
49","38.3
221","71.7
88","69.5
192","53.9
9","42.0
7","36.2
85","31.2
39"
Oakland,Sum,"113.6
26","111.0
317","53.1
31","55.8
342","16.7
16","18.5
257","30.4
231","30.1
81","41.9
44","31.4
62","73.7
41","72.8
323","50.4
74","53.8
333","37.8
36","39.8
341"
Gonzaga 7,WCC,"113.4
27","95.2
41","53.5
22","46.6
62","19.7
147","19.4
206","34.6
79","28.0
37","46.1
7","27.5
14","71.6
94","67.3
71","51.8
36","46.6
113","37.9
33","31.1
35"
South Dakota St. 14,Sum,"112.7
28","101.1
144","53.7
16","50.0
216","15.8
5","19.2
218","30.3
236","28.6
46","39.6
80","29.8
37","72.7
58","68.9
149","50.8
56","50.4
266","39.0
17","32.6
88"
Dayton,A10,"112.7
29","101.9
161","50.7
102","50.1
223","19.7
149","19.5
199","36.3
34","31.1
126","33.4
249","37.3
202","77.8
2","66.4
45","50.2
77","50.0
252","34.3
164","33.5
130"
North Carolina St. 11,ACC,"112.6
30","97.2
67","50.4
118","47.1
88","18.7
83","18.3
272","35.8
44","30.7
111","36.3
173","32.1
71","70.4
126","70.9
262","49.4
109","45.7
82","35.5
112","33.2
118"
Mississippi St.,SEC,"112.6
31","101.0
141","51.6
68","48.8
165","17.9
46","15.9
338","31.6
188","28.2
42","32.7
265","23.7
3","71.0
110","67.6
85","50.6
61","47.2
146","35.7
105","34.9
198"
Saint Mary's 7,WCC,"112.5
32","99.6
112","53.3
25","48.4
150","18.1
51","18.4
259","35.9
43","26.1
8","38.9
101","29.1
30","73.1
48","67.7
92","54.9
5","46.1
89","33.7
197","36.6
274"
Iowa,B10,"112.4
33","102.9
182","50.5
117","51.8
279","18.1
53","19.8
183","32.9
154","32.1
167","38.5
115","32.5
79","72.1
76","73.0
328","48.5
140","51.8
308","37.3
53","34.5
179"
St. Bonaventure 14,A10,"112.1
34","97.9
81","50.8
97","47.1
87","21.5
251","19.0
231","36.4
31","29.6
67","42.1
41","37.3
198","76.1
17","71.3
275","50.4
71","46.2
98","34.5
151","32.6
91"
Davidson 13,SC,"111.8
35","100.1
124","50.9
92","47.2
93","17.2
22","17.5
297","35.0
64","27.0
20","36.8
161","41.7
275","76.4
11","67.0
61","51.2
48","45.9
87","33.7
199","33.9
148"
Saint Louis 9,A10,"111.8
36","90.9
13","51.8
64","45.1
26","17.9
47","23.0
35","31.5
199","29.1
58","35.5
190","37.2
195","71.9
79","72.1
304","50.0
90","44.4
45","36.6
71","31.6
50"
Georgetown 3,BE,"111.7
37","90.7
12","51.4
75","43.1
3","19.6
141","19.8
186","35.5
54","30.6
106","38.8
102","36.3
177","69.8
152","68.0
105","51.3
44","43.9
36","34.4
156","27.7
1"
Texas 11,B12,"111.6
38","97.9
82","48.5
184","46.9
78","18.6
79","20.1
166","38.5
16","34.5
266","42.6
34","41.5
270","73.3
47","67.7
91","48.2
154","44.6
53","32.8
239","34.8
193"
Colorado St. 11,MWC,"111.4
39","102.8
181","53.0
33","50.3
228","19.6
139","18.4
263","28.7
272","29.4
66","42.3
39","39.5
242","76.8
7","70.4
233","50.1
87","48.5
198","40.0
8","35.5
222"
West Virginia 10,BE,"111.4
40","97.8
79","48.3
191","49.8
207","19.2
117","20.2
163","40.9
3","30.1
79","38.6
110","31.2
55","67.1
245","67.9
103","49.9
94","50.4
268","29.8
323","32.3
77"
Southern Miss 9,CUSA,"111.3
41","100.7
137","46.2
283","50.5
234","16.4
11","21.2
115","36.5
27","28.2
41","39.8
77","40.7
260","73.6
45","72.5
316","43.1
320","49.2
225","35.5
111","35.6
232"
Marquette 3,BE,"111.2
42","92.1
15","50.1
126","45.4
31","18.6
80","23.3
30","33.9
111","35.3
292","40.9
59","30.6
48","72.1
73","68.5
127","50.0
91","44.4
46","33.7
192","31.6
53"
Miami FL,ACC,"111.2
43","97.8
77","49.7
144","47.8
118","17.4
27","19.9
177","32.5
165","33.0
213","33.3
251","33.0
95","72.1
75","68.3
118","48.0
166","47.2
147","35.0
135","32.6
90"
Saint Joseph's,A10,"111.1
44","99.1
101","53.1
29","45.5
32","18.8
87","15.4
342","29.8
250","31.7
157","36.3
171","27.5
15","69.2
169","71.0
264","52.4
24","42.2
10","36.3
83","35.0
204"
Connecticut 9,BE,"111.0
45","96.2
51","50.0
135","44.6
19","19.0
104","16.9
319","36.3
32","34.8
277","34.6
213","25.3
5","66.2
271","73.5
333","50.1
86","40.9
3","33.2
227","34.4
176"
Oregon St.,P12,"110.9
46","101.1
145","52.6
42","51.5
266","19.4
130","22.7
48","33.8
116","33.4
229","43.9
20","38.1
216","67.5
232","66.8
58","52.0
31","48.6
200","35.9
93","38.9
331"
New Mexico 5,MWC,"110.8
47","91.6
14","52.8
39","44.4
16","20.0
159","21.3
114","34.3
92","27.7
30","38.8
103","31.5
64","71.3
99","67.9
100","50.5
64","43.1
19","37.8
35","31.1
36"
Cincinnati 6,BE,"110.7
48","92.9
19","48.0
204","46.2
48","16.8
19","21.5
98","35.7
48","34.4
262","29.3
322","26.3
9","64.4
304","68.5
129","46.4
218","45.1
65","34.1
169","32.3
75"
UC Santa Barbara,BW,"110.6
49","104.6
210","52.1
56","46.4
52","18.1
54","16.8
321","36.1
40","32.6
197","33.8
240","34.3
132","70.0
141","68.2
110","49.5
106","43.5
29","38.1
29","34.4
172"
Denver,SB,"110.3
50","99.8
116","57.3
3","48.4
149","19.5
134","23.6
22","23.5
338","32.6
199","35.2
199","40.6
258","76.2
15","72.7
319","55.5
4","46.2
95","39.8
9","36.3
261"
,,Adj. Eff.,,Eff. FG%,,Turnover%,,Off. Reb%,,FT Rate,,FT%,,2P%,,3P%,
Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
Drexel,CAA,"110.2
51","96.9
62","50.1
131","43.7
9","19.1
105","18.3
274","34.4
90","26.6
14","39.0
94","37.4
203","74.1
33","67.4
74","46.9
204","43.8
34","37.8
37","29.0
7"
California 12,P12,"110.2
52","94.8
33","51.7
66","46.5
59","18.2
55","19.4
204","32.0
177","27.2
24","34.1
231","26.7
12","74.4
31","68.5
126","50.9
55","45.3
70","36.3
81","32.9
100"
Oral Roberts,Sum,"110.2
53","103.6
196","53.5
18","52.3
293","19.8
151","21.0
129","35.1
61","28.7
47","41.8
45","32.4
77","74.6
29","71.7
291","53.3
11","51.2
294","35.9
94","36.6
271"
Notre Dame 7,BE,"109.9
54","97.7
74","49.5
149","45.8
40","16.1
7","17.3
309","30.5
227","32.3
183","37.4
145","25.6
6","70.4
125","70.6
245","49.3
113","45.2
67","33.2
226","31.4
46"
Washington St.,P12,"109.9
55","101.0
143","52.9
34","49.6
197","20.4
182","18.1
282","30.5
228","30.4
95","43.9
19","36.5
181","71.2
104","67.2
67","52.0
30","47.6
163","36.4
79","35.3
215"
Providence,BE,"109.8
56","105.0
219","47.1
254","47.9
130","18.5
71","16.6
327","36.1
39","35.6
300","39.3
87","29.7
36","70.5
122","68.4
123","45.1
276","46.6
118","35.3
121","33.8
145"
Weber St.,BSky,"109.7
57","105.3
230","52.3
51","50.0
217","15.6
4","18.1
280","25.9
318","28.7
49","37.2
152","33.7
114","81.4
1","70.2
224","49.7
102","47.0
134","37.5
46","37.2
299"
Villanova,BE,"109.7
58","99.4
104","46.5
270","47.5
104","20.4
185","17.2
314","37.6
22","32.0
163","39.2
89","34.7
143","75.4
21","71.3
276","46.2
224","45.5
80","31.5
282","34.0
154"
Evansville,MVC,"109.7
59","104.8
216","51.0
89","55.5
339","18.4
63","24.3
13","26.8
308","34.2
258","43.0
28","44.2
306","77.7
4","68.4
121","48.2
159","54.6
337","39.3
15","38.0
320"
Washington,P12,"109.5
60","97.7
73","49.8
138","47.1
89","18.5
68","19.3
214","38.6
14","31.5
143","36.9
159","38.4
224","62.4
324","65.7
33","49.1
122","46.3
107","34.3
165","32.7
92"
Kansas St. 8,B12,"109.4
61","93.2
22","48.9
177","46.0
42","21.2
242","23.5
27","40.7
5","33.7
236","43.2
25","41.8
279","67.1
242","68.9
154","48.3
145","44.7
56","33.5
203","32.5
83"
Long Beach St. 12,BW,"109.3
62","96.6
56","52.3
52","47.7
109","19.1
110","21.7
91","34.4
86","31.4
137","42.6
35","27.9
18","66.9
248","69.7
206","51.9
35","46.1
90","35.5
110","34.1
158"
LIU Brooklyn 16,NEC,"109.3
63","107.9
277","53.2
27","49.4
191","21.4
249","18.4
265","34.1
99","34.3
261","49.7
2","22.0
2","73.0
51","69.4
184","52.1
26","49.5
234","37.1
58","32.8
95"
UNLV 6,MWC,"109.2
64","93.3
23","52.7
41","46.3
49","19.2
118","21.3
113","32.2
172","30.2
87","35.3
195","34.0
122","68.0
224","67.7
95","51.2
47","44.3
44","36.7
67","33.6
134"
Richmond,A10,"109.1
65","101.9
159","50.1
127","48.1
140","17.7
43","19.9
179","27.9
286","36.4
318","39.4
83","35.6
160","76.3
13","74.5
341","47.7
176","48.0
178","35.8
99","32.3
74"
Marshall,CUSA,"109.1
66","101.1
147","48.1
198","49.2
183","19.6
140","18.4
264","40.5
7","29.9
75","37.9
130","40.5
255","61.6
330","64.9
15","49.3
115","49.9
249","30.4
313","31.7
58"
Minnesota,B10,"109.0
67","96.4
53","51.4
74","47.5
103","22.7
300","20.0
175","36.4
30","32.3
180","38.9
100","36.7
186","69.7
154","71.3
280","50.6
60","45.1
63","35.6
109","34.6
185"
DePaul,BE,"108.9
68","105.7
242","49.5
150","52.5
302","18.5
74","21.7
88","31.4
206","38.8
339","26.4
341","40.9
262","69.6
162","66.1
40","49.2
119","52.3
314","33.5
204","35.4
219"
UNC Asheville 16,BSth,"108.8
69","104.8
215","52.6
44","51.3
259","19.2
122","22.2
66","32.9
155","35.2
288","48.1
3","36.3
176","77.4
5","66.7
53","52.8
20","50.7
274","35.0
133","34.9
199"
Harvard 12,Ivy,"108.7
70","95.0
36","52.5
46","45.4
30","20.4
181","20.0
173","30.7
223","26.9
17","42.0
43","30.2
41","75.1
24","65.4
24","52.1
27","43.3
22","35.6
108","34.1
157"
San Francisco,WCC,"108.3
71","106.7
262","52.9
37","54.2
330","18.5
65","21.8
84","28.7
271","27.6
28","38.4
119","32.3
74","69.6
161","77.9
345","52.9
19","51.9
311","35.3
118","38.9
332"
Florida St. 3,ACC,"108.2
72","90.2
8","51.2
80","43.7
8","23.6
324","22.2
69","35.4
57","33.1
216","34.8
209","34.3
131","70.7
117","71.5
287","50.4
69","42.2
11","35.4
114","30.9
31"
Illinois St.,MVC,"108.2
73","100.9
139","52.0
62","47.9
124","18.4
61","17.1
315","27.7
289","27.1
22","38.6
109","30.9
51","75.4
20","69.2
172","48.3
148","44.6
52","37.9
34","35.8
241"
Albany,AE,"108.2
74","111.5
320","51.1
83","52.3
294","19.1
111","19.7
189","35.1
60","32.4
188","36.7
165","28.0
20","75.5
19","66.1
38","49.1
124","50.5
270","36.4
78","37.2
300"
Xavier 10,A10,"108.2
75","96.8
60","49.7
142","45.6
38","18.5
67","18.4
261","31.9
182","30.2
88","41.2
53","35.5
157","69.5
163","74.0
338","48.7
132","45.5
79","35.1
128","30.5
22"
UCLA,P12,"108.2
76","96.0
48","50.5
114","47.8
117","18.2
56","21.1
123","33.0
152","29.6
69","32.4
270","34.2
127","66.4
263","69.6
202","48.7
133","44.4
47","37.4
48","36.9
289"
Middle Tennessee,SB,"108.2
77","96.1
49","53.6
17","44.7
20","20.9
224","22.3
63","35.0
65","33.6
233","47.5
4","42.0
281","63.5
316","66.8
59","53.2
12","43.5
27","36.6
72","31.6
51"
Cal St. Fullerton,BW,"108.1
78","108.6
285","54.1
11","50.9
245","21.8
266","19.1
226","36.0
42","30.5
98","39.2
91","38.6
228","70.0
143","68.7
141","50.1
89","48.2
188","40.4
6","37.8
310"
La Salle,A10,"108.0
79","94.8
34","53.2
26","46.0
41","18.8
89","22.8
44","27.3
298","34.0
248","29.8
315","34.6
141","72.1
74","72.7
320","49.3
114","45.5
78","40.6
4","31.5
47"
New Mexico St. 13,WAC,"107.8
80","98.8
95","51.0
90","48.3
147","20.8
214","20.4
159","40.6
6","29.7
72","51.9
1","32.8
88","66.5
261","66.5
52","51.6
41","48.1
183","32.8
238","32.5
85"
IUPUI,Sum,"107.7
81","110.5
308","49.0
173","53.1
317","17.7
42","19.8
182","34.0
108","35.0
282","35.1
202","38.7
229","77.1
6","72.6
317","47.4
188","52.6
319","35.2
124","36.3
264"
Lehigh 15,Pat,"107.6
82","99.3
102","50.4
119","47.2
94","16.5
12","21.3
112","31.2
212","29.6
70","38.0
125","33.7
113","76.6
9","70.6
242","49.4
110","45.9
88","34.7
144","33.2
119"
Stanford,P12,"107.5
83","92.1
16","50.6
111","46.5
60","20.1
163","22.0
75","34.9
67","28.1
40","37.7
135","37.8
209","66.6
254","65.0
17","47.6
182","44.9
57","38.0
30","33.5
128"
Maryland,ACC,"107.5
84","101.3
149","47.5
229","48.0
134","19.6
143","16.1
335","34.3
93","32.0
165","46.5
6","33.1
96","66.4
264","72.4
315","46.1
229","47.2
148","33.9
185","33.2
121"
Detroit 15,Horz,"107.5
85","102.8
180","48.0
205","50.9
247","19.1
112","22.4
58","35.2
59","32.6
198","43.3
24","38.9
232","73.6
43","70.2
226","49.7
101","48.6
201","29.2
327","36.9
293"
Utah St.,WAC,"107.4
86","102.9
183","53.0
32","47.0
81","19.2
121","16.9
320","30.1
239","32.5
195","40.2
71","32.7
84","71.9
81","66.7
54","51.8
38","45.7
81","37.2
56","33.1
110"
VCU 12,CAA,"107.4
87","93.1
21","47.6
226","47.3
99","17.4
28","27.3
1","33.4
140","33.9
242","36.3
175","36.7
187","68.5
208","69.1
166","46.0
232","46.9
130","33.4
208","32.1
70"
Duquesne,A10,"107.2
88","102.0
164","50.4
120","51.6
270","17.3
25","24.6
8","29.4
261","39.7
344","36.6
167","32.9
92","66.4
267","71.0
266","50.3
76","50.4
267","33.8
186","36.0
252"
Portland St.,BSky,"107.1
89","110.9
313","53.1
28","51.4
260","20.2
169","16.0
336","32.4
168","31.5
145","45.2
12","30.1
40","73.8
39","73.5
332","53.2
13","51.2
295","35.2
125","34.5
180"
Arkansas,SEC,"107.0
90","101.7
155","49.0
174","48.6
160","18.5
73","23.1
32","31.5
198","36.7
324","37.2
151","36.8
189","69.1
173","67.6
88","47.1
199","48.6
202","35.3
117","32.5
82"
Akron,MAC,"107.0
91","99.1
100","51.5
70","46.4
54","21.0
230","20.6
148","34.8
71","33.2
222","40.0
75","34.0
121","69.2
170","69.4
187","50.1
83","47.3
150","36.4
77","29.6
13"
Virginia Tech,ACC,"107.0
92","98.3
92","47.7
222","46.1
45","18.7
86","19.8
184","33.2
147","33.9
243","33.3
250","35.7
165","72.5
62","69.5
191","44.5
290","48.0
181","36.5
74","28.0
2"
Murray St. 6,OVC,"106.9
93","93.8
26","53.5
19","45.6
36","20.7
208","24.1
15","34.1
103","34.1
250","45.3
11","34.7
142","72.2
71","66.8
57","50.4
68","46.3
106","39.5
12","29.2
9"
Ohio 13,MAC,"106.9
94","94.9
35","48.9
175","47.1
90","19.3
124","26.2
2","33.8
119","34.2
256","36.3
174","42.5
292","69.1
172","71.4
283","47.7
175","48.3
192","34.0
170","30.0
16"
TCU,MWC,"106.9
95","105.3
227","49.4
159","54.1
329","19.4
127","21.5
101","30.1
241","30.1
82","38.5
116","41.3
266","69.1
177","69.7
205","46.9
209","53.0
326","35.8
97","37.8
312"
Arizona,P12,"106.8
96","96.6
55","51.0
86","44.9
23","19.0
99","18.1
281","30.6
225","30.0
77","44.5
15","32.7
83","70.5
121","66.5
48","47.6
179","45.8
84","37.8
38","28.5
3"
Princeton,Ivy,"106.8
97","100.4
134","53.1
30","47.1
85","19.2
119","18.8
239","25.8
320","30.2
90","30.7
304","34.8
145","68.6
202","65.5
30","51.1
51","45.4
75","37.7
44","34.7
189"
Massachusetts,A10,"106.8
98","96.6
57","49.6
148","46.2
46","19.8
155","22.2
67","34.5
85","34.3
260","33.4
248","38.3
223","67.3
237","69.3
181","48.0
165","46.2
101","34.9
139","30.7
25"
Tennessee,SEC,"106.6
99","95.1
38","49.4
156","46.2
47","20.7
203","18.1
283","33.3
142","30.2
86","38.5
111","35.6
162","70.2
130","69.2
174","48.2
153","44.2
41","34.4
159","34.3
168"
Buffalo,MAC,"106.5
100","100.3
133","52.5
45","45.6
37","22.1
273","16.6
330","34.7
74","29.1
56","37.7
134","32.5
80","66.5
259","69.8
209","52.5
22","42.8
17","35.1
131","33.8
146"
,,Adj. Eff.,,Eff. FG%,,Turnover%,,Off. Reb%,,FT Rate,,FT%,,2P%,,3P%,
Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
Oklahoma St.,B12,"106.5
101","100.3
131","48.0
200","47.8
120","17.5
32","18.7
246","23.8
334","34.0
249","38.5
112","35.9
167","74.0
35","69.6
197","46.9
205","47.9
173","33.3
220","31.7
56"
North Dakota St.,Sum,"106.4
102","106.2
257","54.3
9","49.1
177","18.6
76","18.3
271","27.5
294","28.8
52","39.2
90","41.7
274","72.2
72","71.1
268","53.8
10","46.5
112","36.8
64","36.8
281"
UCF,CUSA,"106.3
103","99.4
105","47.8
212","47.7
112","19.3
123","19.1
221","36.5
26","32.2
170","39.6
79","32.7
85","63.0
320","65.5
32","49.1
121","48.1
185","30.2
318","31.3
43"
San Diego St. 6,MWC,"106.3
104","96.2
50","50.1
128","47.0
83","18.7
82","18.6
251","30.9
218","27.0
21","35.8
183","28.8
27","70.4
124","70.0
220","49.8
96","45.1
64","33.8
189","33.7
140"
Oklahoma,B12,"106.3
105","97.9
83","47.3
244","49.5
194","18.9
96","20.3
160","36.2
36","31.1
127","31.1
299","32.2
72","72.7
57","71.7
292","45.8
242","48.6
204","35.2
123","34.1
159"
Coppin St.,MEAC,"106.1
106","117.2
343","52.0
61","53.3
318","18.8
92","17.9
286","30.2
237","35.3
295","33.7
245","28.1
21","69.9
148","61.8
1","49.4
112","53.1
327","36.8
66","35.7
237"
Houston,CUSA,"106.1
107","106.0
249","50.8
98","49.0
174","21.5
252","17.3
312","35.4
56","33.7
237","32.9
260","29.5
33","69.9
144","67.9
101","50.2
80","47.0
133","35.1
130","35.7
238"
Lamar 16,Slnd,"106.0
108","102.4
172","46.2
281","46.9
79","17.5
30","20.1
165","37.6
21","30.5
97","41.0
56","34.2
125","72.4
63","67.2
66","45.3
271","45.4
77","33.1
230","34.1
160"
Valparaiso,Horz,"106.0
109","101.1
146","53.8
13","48.1
138","22.0
270","17.7
294","27.9
287","29.3
62","43.6
21","35.9
166","71.2
103","68.4
122","55.5
3","47.4
152","34.2
168","33.2
120"
Seton Hall,BE,"106.0
110","95.0
37","49.7
143","46.5
61","19.0
101","21.7
90","32.2
173","30.5
102","32.8
262","35.1
153","67.3
238","71.8
296","48.0
164","47.0
135","35.3
119","30.3
18"
Idaho,WAC,"105.9
111","105.6
241","53.5
21","49.1
178","20.4
184","16.6
329","31.9
180","31.9
161","41.5
48","31.1
53","67.6
230","67.2
68","51.1
50","47.6
164","39.0
18","34.7
188"
Northern Iowa,MVC,"105.9
112","97.8
76","50.3
123","50.2
224","17.6
35","19.3
213","24.8
328","25.6
7","34.5
216","28.5
24","72.8
55","70.4
234","45.8
243","48.3
193","38.2
27","36.0
249"
Youngstown St.,Horz,"105.9
113","105.6
237","50.7
104","49.2
180","17.5
33","19.4
202","27.9
285","35.1
286","30.5
307","32.4
78","65.2
291","67.2
69","46.7
215","46.7
121","37.7
42","36.3
262"
Tulsa,CUSA,"105.7
114","99.0
99","50.7
100","46.7
67","22.4
291","18.6
254","33.8
118","26.7
15","46.1
8","40.6
256","68.1
221","69.6
201","47.8
173","44.2
42","38.4
23","35.7
236"
Bucknell,Pat,"105.7
115","99.5
106","51.3
77","46.3
50","18.5
64","16.4
331","29.8
251","22.8
1","38.3
120","35.4
156","77.7
3","71.5
285","48.9
129","43.3
25","38.4
24","34.4
171"
Mississippi,SEC,"105.7
116","96.7
59","47.2
248","46.8
75","21.0
228","19.7
192","35.8
45","32.4
187","42.5
37","33.4
105","60.3
337","65.3
23","47.1
200","43.5
30","31.6
277","35.1
212"
High Point,BSth,"105.7
117","111.7
321","51.3
78","50.9
246","19.3
125","17.5
299","31.7
186","34.6
272","37.9
131","40.6
257","68.9
190","67.4
76","45.3
272","50.8
279","40.6
5","34.2
164"
Louisville 4,BE,"105.7
118","86.4
1","47.3
243","43.3
5","20.7
207","22.9
40","35.7
50","33.9
241","36.2
177","34.3
130","68.8
192","66.3
43","47.2
193","42.2
12","31.8
271","30.3
20"
Lafayette,Pat,"105.6
119","112.3
324","52.4
49","53.0
311","19.0
103","18.3
273","23.8
335","32.9
210","34.3
222","37.9
211","76.3
14","71.5
286","48.1
163","50.9
281","38.5
22","38.4
328"
Alabama 9,SEC,"105.5
120","89.7
6","49.1
167","43.7
10","20.2
170","21.2
118","33.5
136","31.6
150","36.2
178","38.2
220","71.1
106","64.5
11","51.3
45","43.9
37","28.9
328","28.9
6"
Nevada,WAC,"105.3
121","99.7
113","51.3
76","46.8
72","20.7
202","18.7
247","34.6
80","29.9
76","44.1
17","28.4
22","65.3
288","70.8
261","49.0
128","45.3
71","37.0
60","33.1
111"
Clemson,ACC,"105.2
122","96.3
52","48.3
192","48.7
163","19.0
100","22.8
45","33.0
150","30.3
92","31.4
294","30.2
43","67.0
247","70.3
232","48.3
149","46.3
108","32.1
260","36.0
253"
Troy,SB,"105.1
123","114.0
335","47.8
215","54.6
334","17.8
44","21.0
126","33.6
125","37.6
334","25.8
343","33.2
102","66.9
251","67.8
97","45.8
247","52.0
313","33.9
180","39.4
338"
Western Michigan,MAC,"105.1
124","105.7
243","49.1
168","48.7
162","21.7
260","15.9
339","35.6
52","30.7
112","40.9
61","34.9
146","71.4
98","70.0
219","48.2
151","47.7
166","33.8
191","33.6
137"
Colorado 11,P12,"105.0
125","94.6
31","49.5
152","46.9
77","19.6
138","18.4
262","29.2
264","28.8
50","43.2
26","32.0
70","68.4
210","65.9
35","48.3
147","45.3
72","34.6
147","33.1
113"
