BYU 14,WCC,"104.9
126","93.9
28","52.0
60","47.7
110","18.1
52","21.5
99","30.0
244","26.8
16","36.5
168","34.3
129","70.3
128","67.0
63","51.9
33","47.8
168","34.9
140","31.6
52"
Southeast Missouri St.,OVC,"104.9
127","110.8
312","52.1
59","49.3
186","20.0
160","15.8
340","34.0
109","30.8
118","34.4
219","41.5
272","62.6
321","72.9
327","50.6
63","46.3
105","37.4
51","37.9
316"
Missouri St.,MVC,"104.9
128","97.5
68","48.6
180","47.1
91","16.4
10","18.3
269","27.5
293","28.0
38","28.7
329","38.1
218","72.3
66","68.3
117","47.8
172","44.1
39","33.7
198","34.9
201"
Boise St.,MWC,"104.8
129","103.2
187","49.0
172","53.0
312","18.6
75","19.6
195","32.0
178","25.4
4","36.0
182","39.2
238","69.1
174","67.5
82","47.4
191","50.3
263","34.2
167","38.3
327"
St. John's,BE,"104.7
130","101.9
162","45.6
297","50.2
227","19.6
146","21.5
102","34.4
87","39.3
341","39.5
82","28.7
26","68.0
225","69.1
167","46.7
211","49.9
251","28.2
332","33.9
150"
Cal Poly,BW,"104.6
131","104.7
214","48.9
176","49.3
189","18.0
49","18.8
238","36.2
38","26.3
10","29.0
324","44.8
313","70.3
129","69.5
194","46.9
206","49.2
224","35.0
136","33.0
106"
Robert Morris,NEC,"104.6
132","101.4
150","47.7
220","49.6
201","21.1
234","23.8
21","40.2
8","30.9
120","42.7
32","47.7
330","70.1
136","69.1
164","45.1
278","47.6
165","35.2
122","35.2
213"
Northern Colorado,BSky,"104.6
133","112.6
328","55.1
7","54.0
326","24.1
330","17.5
302","33.5
138","27.8
31","41.8
46","40.0
249","69.0
182","74.7
343","49.6
105","50.3
262","45.1
1","39.3
335"
Virginia 10,ACC,"104.5
134","89.1
5","50.7
99","44.7
21","18.7
81","21.0
128","27.1
300","25.5
5","35.4
193","31.2
57","72.2
69","63.4
5","51.1
49","45.3
69","33.0
233","28.9
5"
Wagner,NEC,"104.5
135","98.1
84","49.9
137","45.1
27","19.4
131","25.0
6","35.5
55","34.2
255","39.0
95","48.2
333","74.3
32","72.8
322","47.9
168","44.6
55","36.0
89","30.9
30"
Kent St.,MAC,"104.5
136","100.8
138","50.5
113","48.5
155","20.8
217","23.5
26","33.7
120","35.1
285","36.0
181","31.6
67","69.0
178","68.2
111","49.8
97","46.9
129","34.8
141","34.4
174"
Cleveland St.,Horz,"104.4
137","96.9
65","50.6
107","46.8
73","21.8
268","25.1
5","34.7
78","33.8
238","27.3
337","50.9
338","71.7
91","66.1
39","48.6
135","46.7
119","36.4
75","31.4
45"
Santa Clara,WCC,"104.4
138","112.6
326","47.0
259","52.4
299","16.8
18","17.7
291","29.8
252","34.0
246","34.8
210","51.0
339","71.2
105","74.1
340","43.0
325","51.3
301","35.9
95","36.8
284"
UT Arlington,Slnd,"104.3
139","99.9
119","50.4
121","48.0
131","22.3
284","24.3
14","36.9
23","30.8
117","46.6
5","36.0
170","70.9
114","67.0
62","49.1
123","46.4
109","35.3
115","33.5
129"
Florida Gulf Coast,ASun,"104.2
140","107.3
271","52.3
54","50.3
229","21.5
253","20.6
149","33.8
117","36.2
311","34.2
227","38.5
226","67.1
244","65.3
22","50.1
88","48.0
177","37.3
52","36.0
250"
Georgia,SEC,"104.2
141","97.6
70","45.3
306","47.8
122","16.7
17","18.7
245","30.5
229","31.0
125","30.3
310","41.0
263","68.7
195","69.3
180","44.5
292","46.8
127","31.2
290","33.0
108"
Mercer,ASun,"104.1
142","97.1
66","52.5
47","44.5
17","22.5
296","20.6
150","33.0
153","34.1
252","37.6
139","39.4
240","71.7
90","67.3
70","51.0
52","43.3
23","36.7
69","31.0
33"
Illinois,B10,"104.0
143","95.2
40","49.4
157","49.2
181","20.6
191","20.4
158","31.3
208","29.1
59","30.4
308","36.2
175","71.5
95","70.4
236","51.4
43","45.4
74","30.4
311","38.0
322"
Toledo,MAC,"104.0
144","105.6
240","50.6
105","49.6
200","20.7
212","21.2
120","31.6
189","36.8
325","39.1
92","31.3
59","71.9
84","64.9
14","48.5
139","49.1
216","36.7
68","33.6
135"
Vermont 16,AE,"103.9
145","100.1
123","49.3
162","45.5
33","19.4
128","19.7
190","34.3
94","30.6
107","37.3
150","33.3
104","73.9
37","67.8
96","48.6
136","44.6
51","34.0
172","31.7
55"
Delaware,CAA,"103.8
146","103.0
185","47.5
234","43.9
12","18.8
88","15.6
341","28.8
270","33.4
230","43.4
23","32.3
73","71.7
89","70.8
258","47.8
170","42.0
8","31.1
298","32.4
81"
Quinnipiac,NEC,"103.8
147","102.0
163","46.2
284","46.6
65","18.5
66","18.4
260","42.4
2","27.9
34","38.2
121","41.5
271","63.8
312","68.2
114","45.2
273","43.8
35","33.3
221","34.9
202"
East Carolina,CUSA,"103.5
148","101.0
142","49.3
163","50.0
219","20.3
176","21.6
95","29.9
249","32.2
176","35.3
196","38.1
217","69.6
159","66.5
49","47.3
192","50.2
259","34.8
143","32.9
101"
Loyola MD 15,MAAC,"103.5
149","100.1
126","47.2
249","47.8
121","20.6
198","22.0
76","38.1
17","33.4
227","42.9
29","39.9
248","71.9
80","68.9
150","45.8
244","45.4
76","33.9
179","36.1
257"
Bowling Green,MAC,"103.5
150","100.1
122","49.6
145","50.7
240","20.6
196","23.0
38","34.4
89","32.5
192","26.8
339","36.6
185","68.2
218","66.4
47","49.2
120","49.5
235","33.9
177","35.6
234"
,,Adj. Eff.,,Eff. FG%,,Turnover%,,Off. Reb%,,FT Rate,,FT%,,2P%,,3P%,
Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
Rider,MAAC,"103.4
151","108.3
280","52.2
55","50.6
236","21.7
264","18.4
267","28.2
280","34.9
280","40.9
63","33.4
106","71.9
83","68.7
139","49.5
108","48.5
199","37.7
45","35.8
242"
Penn,Ivy,"103.4
152","99.9
117","51.2
79","48.5
154","19.6
144","22.0
74","26.8
307","32.3
185","29.6
318","42.2
284","72.9
53","71.4
282","48.4
143","47.1
141","37.4
47","34.0
151"
South Florida 12,BE,"103.4
153","90.1
7","48.3
193","44.1
14","22.5
295","18.6
255","34.1
101","30.5
99","34.1
230","32.3
76","71.0
109","70.6
244","49.0
127","43.2
20","31.2
291","30.7
27"
George Mason,CAA,"103.3
154","98.2
90","50.7
103","44.5
18","22.2
280","20.9
135","33.9
113","32.9
208","40.9
58","37.6
206","69.8
151","69.1
165","51.0
54","42.6
15","33.2
223","32.2
72"
Rhode Island,A10,"103.2
155","106.7
261","44.5
320","53.6
323","20.9
222","19.0
230","39.0
13","31.4
136","34.3
224","35.7
164","69.0
185","70.7
254","45.7
251","53.8
334","27.8
337","35.5
229"
South Carolina,SEC,"103.2
156","102.1
165","46.2
282","51.0
251","20.4
188","22.7
49","36.1
41","37.6
333","26.7
340","40.4
253","70.1
138","70.4
237","44.6
288","48.0
180","32.6
244","37.9
318"
UTSA,Slnd,"103.1
157","104.6
211","51.5
71","49.9
210","20.2
171","22.5
54","28.1
281","33.5
231","37.1
154","34.4
136","74.1
34","66.4
46","47.2
195","50.3
264","39.1
16","32.9
99"
Wake Forest,ACC,"103.1
158","105.1
221","47.9
207","50.2
226","19.1
113","18.2
277","25.8
319","33.6
235","40.9
62","30.8
50","73.6
44","69.0
157","46.9
208","48.6
203","33.3
222","35.5
225"
Charleston Southern,BSth,"103.0
159","105.9
246","50.5
116","53.1
316","18.6
77","22.4
57","33.1
149","30.7
114","35.3
197","34.5
138","69.8
153","68.3
119","47.4
189","52.3
315","37.2
55","36.4
268"
Hawaii,WAC,"103.0
160","107.5
272","50.5
112","48.9
170","21.4
248","17.4
306","34.1
104","34.1
251","43.5
22","35.6
158","66.9
249","71.0
265","50.8
57","47.4
153","33.0
234","34.6
187"
Miami OH,MAC,"102.8
161","104.1
205","50.7
101","50.6
237","21.7
262","18.9
237","26.9
301","32.3
184","31.3
298","36.0
172","69.7
158","70.6
247","48.5
141","49.9
250","35.8
100","34.9
197"
Niagara,MAAC,"102.7
162","110.4
307","46.9
262","53.0
313","18.5
72","23.3
29","33.6
132","35.8
303","37.0
158","50.7
337","70.1
139","74.8
344","45.5
261","52.3
316","32.6
243","36.1
258"
Stony Brook,AE,"102.6
163","101.6
153","47.7
221","49.6
202","19.6
136","21.4
109","39.2
12","25.6
6","31.4
296","27.9
19","70.3
127","70.6
246","47.0
202","47.1
143","32.6
246","35.7
240"
Arkansas St.,SB,"102.6
164","105.9
248","47.8
218","51.2
258","21.3
246","20.0
174","34.1
100","30.7
113","41.2
54","27.8
17","66.9
250","68.7
142","44.6
289","47.8
171","37.7
40","39.7
340"
Coastal Carolina,BSth,"102.4
165","105.2
224","51.5
72","47.0
82","20.5
189","17.0
317","34.1
102","31.5
144","31.4
293","33.7
117","68.3
213","70.8
260","51.7
39","43.6
31","33.8
190","35.7
239"
Samford,SC,"102.4
166","112.1
322","51.1
81","51.2
256","20.2
172","18.9
234","28.6
274","36.2
314","29.8
316","33.1
98","65.7
282","70.5
240","53.2
15","49.0
210","32.4
255","36.3
267"
Montana 13,BSky,"102.4
167","96.4
54","52.5
48","45.3
29","18.5
69","22.1
70","27.4
296","31.6
151","39.5
81","39.0
234","71.9
78","69.9
213","50.4
72","43.3
24","38.2
26","33.3
122"
San Diego,WCC,"102.4
168","105.1
223","50.9
91","51.9
284","19.9
158","20.8
141","25.7
322","33.5
232","35.2
200","36.1
173","66.1
272","71.0
267","48.8
131","49.6
238","36.6
73","37.8
311"
North Florida,ASun,"102.4
169","104.6
212","51.5
69","50.0
218","22.9
308","20.0
176","33.6
128","34.6
271","37.2
153","36.0
171","60.9
335","65.4
27","50.5
65","49.1
213","35.8
98","34.8
191"
Campbell,BSth,"102.3
170","109.6
296","52.9
36","49.3
185","20.7
204","17.3
311","31.5
201","32.1
169","44.0
18","43.0
298","66.4
266","70.6
250","51.9
34","49.6
237","37.1
59","32.6
89"
Tennessee Tech,OVC,"102.2
171","105.3
231","50.8
96","51.0
249","22.0
271","21.4
111","33.9
114","32.1
166","42.8
30","38.0
212","72.0
77","72.8
324","49.6
104","49.1
215","36.0
90","36.8
283"
Bethune Cookman,MEAC,"102.2
172","110.8
311","48.4
187","51.7
273","20.6
200","23.8
20","34.2
98","37.3
328","37.0
157","43.1
299","66.6
257","70.1
223","46.7
214","51.1
292","35.3
116","35.5
224"
College of Charleston,SC,"102.2
173","100.7
135","49.5
151","47.2
95","19.1
114","20.8
140","29.9
248","35.5
298","38.6
108","25.7
7","64.1
308","68.5
130","48.8
130","46.8
124","33.8
187","32.0
68"
Nebraska,B10,"102.1
174","100.7
136","49.0
171","52.5
303","21.2
240","19.9
180","27.5
292","28.8
51","28.7
330","33.2
100","76.7
8","70.5
238","49.3
117","51.0
284","32.4
253","36.6
275"
Presbyterian,BSth,"102.1
175","109.6
295","51.7
65","51.8
276","20.9
220","17.0
318","30.2
238","30.9
122","39.4
85","31.7
68","71.1
107","70.3
229","52.1
28","51.2
296","34.0
176","35.6
233"
Columbia,Ivy,"102.1
176","104.2
207","48.8
179","47.9
126","19.6
137","19.0
228","28.6
275","26.9
18","32.2
275","36.3
178","74.6
27","71.3
277","45.9
238","45.0
60","36.3
82","36.7
276"
USC Upstate,ASun,"102.1
177","99.6
110","48.5
185","50.8
243","21.6
256","23.5
28","39.4
11","32.5
191","34.6
215","42.7
295","63.6
315","69.0
160","47.4
186","50.7
275","34.0
171","34.0
153"
Sacred Heart,NEC,"102.0
178","107.5
274","51.9
63","50.7
239","22.1
277","20.1
170","31.3
207","32.7
200","34.9
207","35.0
149","74.5
30","69.9
212","50.2
81","49.1
214","36.9
62","35.8
243"
Georgia St.,CAA,"102.0
179","93.8
27","48.0
203","43.9
11","17.6
37","22.9
39","32.8
156","31.8
158","34.3
220","30.5
47","66.5
258","68.9
155","48.3
144","41.7
5","31.4
283","31.7
57"
Manhattan,MAAC,"102.0
180","99.6
111","50.3
124","46.7
68","23.3
318","22.9
43","36.5
28","32.2
171","40.2
70","42.4
287","72.8
54","70.3
228","48.1
160","45.0
59","36.1
86","33.2
117"
VMI,BSth,"102.0
181","110.9
314","50.6
108","54.0
327","18.2
57","20.8
139","26.8
305","36.4
319","39.1
93","36.8
188","72.6
61","69.1
161","53.2
14","54.8
340","31.6
275","34.8
194"
American,Pat,"101.9
182","100.1
127","49.3
161","46.3
51","17.5
31","17.4
303","26.7
311","30.5
104","33.8
239","32.7
87","71.6
92","68.6
132","44.1
301","46.1
94","39.4
14","31.0
32"
James Madison,CAA,"101.9
183","107.8
275","49.2
166","49.3
188","19.4
132","20.3
161","29.1
265","36.5
321","31.4
295","42.4
290","66.6
255","68.7
143","45.5
262","47.0
137","36.7
70","36.3
263"
Wyoming,MWC,"101.8
184","92.6
18","51.0
87","46.7
66","18.9
93","22.3
61","23.5
337","26.3
11","38.4
117","37.0
192","73.1
49","70.8
257","51.6
40","46.8
123","33.3
215","31.1
37"
Penn St.,B10,"101.8
185","98.7
94","44.9
313","51.7
275","19.2
115","21.5
100","34.4
91","27.9
35","31.8
283","45.3
316","68.6
203","74.0
339","44.0
303","47.4
156","31.1
294","38.2
326"
Louisiana Tech,WAC,"101.7
186","103.4
191","48.4
189","49.3
190","18.6
78","21.4
108","30.0
246","34.0
245","31.5
289","42.4
289","65.6
285","68.8
147","47.6
181","49.3
228","33.1
229","32.9
104"
Rutgers,BE,"101.7
187","97.8
78","47.1
257","48.2
144","22.3
289","23.6
23","36.6
25","35.3
291","31.7
285","46.3
327","69.7
155","69.2
175","45.8
241","46.8
126","33.5
202","33.7
141"
LSU,SEC,"101.7
188","94.0
29","45.1
308","46.9
80","19.4
129","21.8
85","34.6
81","31.3
133","29.9
314","37.2
196","69.1
171","68.9
153","43.6
310","46.4
111","32.6
245","31.9
64"
Cal St. Bakersfield,ind,"101.7
189","106.4
259","50.9
93","53.1
315","22.2
279","22.9
42","34.7
77","32.8
202","34.3
223","49.5
335","68.6
207","72.6
318","49.4
111","54.0
335","36.2
84","34.3
167"
East Tennessee St.,ASun,"101.6
190","98.2
87","47.8
216","52.1
289","20.4
187","25.7
3","36.4
29","35.2
287","39.3
88","35.1
152","63.1
318","65.4
26","48.2
157","50.8
278","30.8
301","35.8
245"
Delaware St.,MEAC,"101.6
191","109.5
292","47.8
211","47.9
128","16.6
15","21.4
107","30.4
232","41.6
345","31.6
287","35.0
150","70.0
142","67.6
86","45.9
235","47.4
154","34.4
154","32.9
102"
Old Dominion,CAA,"101.6
192","95.1
39","45.5
300","46.0
43","20.7
201","22.7
51","39.5
10","29.8
74","36.8
160","39.5
243","61.7
329","67.6
90","44.4
296","45.0
62","32.0
261","31.8
61"
Stetson,ASun,"101.6
193","107.2
270","50.9
94","51.8
277","24.3
334","19.0
233","33.0
151","34.5
268","34.3
221","32.6
82","69.0
183","66.2
41","50.5
66","51.3
299","34.3
166","35.4
218"
Wofford,SC,"101.5
194","104.7
213","49.6
146","49.3
187","18.4
62","17.4
304","31.6
190","27.4
25","27.9
335","32.5
81","65.2
293","69.3
182","49.5
107","48.1
184","33.2
225","34.5
182"
Loyola Marymount,WCC,"101.5
195","99.3
103","48.0
202","47.2
96","19.8
154","20.5
153","31.4
204","33.8
239","37.6
140","33.4
107","73.4
46","72.2
308","45.9
234","48.2
189","35.0
134","30.3
19"
Western Carolina,SC,"101.5
196","107.0
268","47.6
225","52.0
288","19.6
145","21.2
117","33.7
123","34.2
257","31.6
288","43.3
302","68.4
212","67.1
65","44.7
286","50.9
282","35.3
120","36.2
260"
Indiana St.,MVC,"101.3
197","98.2
89","47.8
210","48.5
156","18.9
94","18.6
252","26.2
315","27.1
23","37.9
126","32.7
86","72.2
70","73.9
337","45.7
254","45.8
85","34.4
158","36.3
265"
Milwaukee,Horz,"101.3
198","97.5
69","49.3
164","46.1
44","21.2
241","20.9
134","31.7
185","30.3
93","38.1
122","34.4
134","60.7
336","71.7
294","47.6
180","47.1
142","34.4
155","29.1
8"
Florida Atlantic,SB,"101.3
199","104.0
204","46.7
266","48.3
148","18.5
70","21.0
127","32.7
159","34.8
278","28.9
327","43.2
300","66.0
275","73.4
331","44.9
283","46.4
110","33.3
219","36.3
266"
George Washington,A10,"101.2
200","103.0
184","46.2
285","50.6
238","20.6
199","21.4
110","35.8
46","35.5
297","28.5
332","36.3
179","66.4
265","70.6
249","45.4
266","48.0
179","32.6
247","37.8
313"
,,Adj. Eff.,,Eff. FG%,,Turnover%,,Off. Reb%,,FT Rate,,FT%,,2P%,,3P%,
Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
Liberty,BSth,"100.9
201","111.0
315","48.0
201","52.2
291","17.9
48","17.0
316","31.9
181","31.9
162","34.2
229","31.2
58","72.6
60","69.3
177","48.1
161","52.5
317","31.6
278","34.5
184"
UTEP,CUSA,"100.9
202","98.9
98","50.3
122","47.7
111","21.1
235","19.1
224","28.0
283","31.3
135","39.0
97","34.9
147","68.3
214","66.5
51","50.0
92","46.6
115","34.0
173","33.3
124"
Green Bay,Horz,"100.9
203","102.7
176","47.1
256","48.4
153","22.3
286","19.4
210","33.5
135","32.5
193","32.3
274","34.3
133","70.1
134","69.7
203","44.5
295","45.3
73","35.7
102","37.3
301"
Austin Peay,OVC,"100.9
204","107.0
269","48.2
196","52.8
309","21.2
243","21.5
105","34.3
95","36.1
308","41.3
52","35.4
155","66.8
252","68.5
128","48.6
137","51.1
290","31.3
288","37.8
314"
Texas A&M,B12,"100.8
205","95.9
47","47.6
224","46.4
56","20.9
218","19.1
223","30.8
222","28.7
48","29.4
321","38.7
231","66.5
260","71.6
289","47.2
194","46.1
93","32.4
254","31.3
41"
McNeese St.,Slnd,"100.7
206","106.9
267","46.3
278","49.0
175","18.3
59","19.6
194","32.3
170","31.5
146","34.2
226","39.6
245","68.4
211","70.3
231","45.7
249","48.2
190","32.0
262","33.9
149"
Eastern Washington,BSky,"100.6
207","105.3
228","47.4
238","50.9
248","17.2
23","22.3
60","31.1
214","32.2
174","35.4
194","59.0
345","70.7
118","69.3
179","43.9
305","48.6
206","35.0
132","36.8
286"
UAB,CUSA,"100.6
208","97.7
72","47.7
219","46.6
63","22.8
304","18.8
242","34.8
70","31.3
132","36.3
172","29.6
34","68.6
201","69.4
188","45.7
250","44.1
40","34.4
157","34.8
192"
Fairfield,MAAC,"100.6
209","94.6
32","50.6
109","45.8
39","22.3
288","24.1
16","34.2
97","33.4
228","32.7
264","37.7
208","65.1
294","70.5
241","50.0
93","43.6
32","34.6
146","34.4
175"
Rice,CUSA,"100.5
210","98.9
96","49.0
170","48.0
132","19.4
126","19.4
205","26.2
316","27.9
36","38.5
113","37.3
200","67.2
241","69.1
168","48.2
158","44.5
50","33.9
183","36.9
290"
Fresno St.,WAC,"100.5
211","102.5
174","46.0
287","50.4
232","16.5
14","21.9
81","29.1
266","34.6
274","36.1
180","45.7
323","71.8
87","68.1
106","45.5
259","51.0
286","31.4
284","32.7
93"
South Alabama,SB,"100.4
212","105.2
226","46.8
264","47.3
101","24.2
333","18.8
243","42.6
1","33.2
220","37.7
136","31.3
60","69.4
164","70.7
253","45.4
265","45.0
61","34.0
175","34.5
181"
Ball St.,MAC,"100.4
213","103.2
188","48.4
188","47.8
119","20.9
223","22.0
79","33.6
126","33.0
212","39.7
78","33.3
103","68.7
194","69.9
216","47.4
187","44.4
48","33.3
216","35.9
248"
Charlotte,A10,"100.4
214","98.2
91","46.9
260","48.9
171","20.2
168","20.9
133","30.0
243","30.5
103","39.0
98","34.2
126","65.9
279","70.6
251","45.8
240","48.1
187","32.5
250","33.5
132"
UNC Wilmington,CAA,"100.4
215","105.8
244","46.6
269","48.8
167","20.7
205","16.7
326","34.0
107","33.3
225","33.6
246","37.3
201","68.6
206","67.7
94","45.4
263","50.0
254","32.9
237","30.8
28"
Northeastern,CAA,"100.3
216","102.7
177","48.2
195","49.2
182","24.1
332","22.1
73","34.1
106","34.5
267","37.9
129","40.2
250","70.2
132","69.1
163","46.3
223","49.1
219","34.8
142","33.1
112"
Eastern Kentucky,OVC,"100.2
217","110.7
309","49.4
158","51.8
280","17.3
24","20.4
155","27.6
291","34.1
253","31.5
291","42.6
294","73.7
40","68.9
148","50.1
84","53.3
330","32.2
259","32.5
86"
Lipscomb,ASun,"100.1
218","104.9
217","49.4
160","51.4
261","20.7
209","20.5
154","30.9
219","35.2
290","33.8
242","31.3
61","63.4
317","67.4
79","46.1
230","51.8
309","36.9
61","33.8
144"
Arizona St.,P12,"100.0
219","105.3
229","51.7
67","49.6
198","25.7
342","17.8
290","29.6
255","30.1
83","41.3
51","38.3
222","67.7
227","71.1
269","50.2
82","46.6
114","36.4
80","36.8
282"
Yale,Ivy,"100.0
220","100.2
128","47.5
231","47.3
100","21.3
245","18.8
240","32.5
164","28.4
44","42.7
31","33.0
94","71.6
93","68.6
133","46.4
220","46.2
102","33.2
224","33.3
125"
Norfolk St. 15,MEAC,"100.0
221","102.1
168","49.4
155","46.4
55","21.0
229","19.5
200","33.7
122","33.0
211","42.5
36","37.3
197","65.9
277","67.4
77","50.4
70","46.1
91","31.5
280","31.3
42"
Appalachian St.,SC,"100.0
222","107.9
276","50.1
129","48.8
166","21.1
236","16.2
333","30.4
234","32.5
194","38.4
118","39.7
246","65.9
280","66.7
55","49.3
116","49.2
222","34.4
160","31.9
62"
Drake,MVC,"99.9
223","97.7
75","49.6
147","47.9
125","19.1
106","19.8
185","24.8
329","28.0
39","41.3
50","43.3
301","65.7
281","70.6
252","47.4
185","48.8
208","36.1
88","30.6
24"
UMKC,Sum,"99.9
224","109.9
301","51.4
73","52.6
305","20.3
178","18.9
235","25.8
321","34.7
276","29.6
319","40.6
259","69.4
167","72.4
314","47.7
178","52.6
318","37.7
43","35.1
207"
Central Connecticut,NEC,"99.8
225","103.5
194","47.8
213","51.0
250","20.9
225","24.4
12","33.3
141","36.6
322","32.4
272","33.7
116","75.9
18","68.5
125","46.1
231","50.0
253","34.4
153","35.3
216"
Texas St.,Slnd,"99.6
226","108.8
288","49.2
165","51.5
267","19.5
135","23.0
36","30.0
247","36.2
313","32.6
268","44.9
314","70.2
133","67.4
75","46.2
226","50.7
276","36.4
76","35.6
231"
Tennessee St.,OVC,"99.6
227","101.7
154","49.1
169","51.4
262","21.8
267","22.9
41","32.8
157","30.9
121","40.9
65","37.3
199","69.4
165","68.8
146","48.0
167","49.8
243","34.3
162","36.0
251"
North Texas,SB,"99.6
228","100.1
125","47.0
258","46.6
64","20.8
215","20.7
146","33.7
121","30.5
100","34.4
217","34.6
140","70.6
119","68.7
140","46.4
219","45.7
83","32.4
252","32.4
80"
South Dakota,Sum,"99.5
229","109.7
297","50.5
115","52.5
301","19.1
108","16.8
322","25.0
325","30.3
94","32.2
276","29.6
35","71.5
96","73.3
330","49.1
125","50.5
271","35.5
113","38.0
321"
Air Force,MWC,"99.5
230","101.7
158","51.1
84","48.4
152","20.6
193","21.5
104","19.8
345","31.5
149","39.4
84","38.2
219","68.2
217","71.4
284","51.8
37","48.4
195","33.3
218","32.3
76"
Jacksonville,ASun,"99.4
231","105.9
247","46.3
279","52.3
296","22.2
282","21.0
131","36.3
35","35.0
281","35.0
206","54.1
344","65.7
283","67.8
98","45.7
252","51.8
310","31.9
265","35.6
235"
Auburn,SEC,"99.3
232","95.6
45","46.4
274","47.0
84","20.6
197","21.6
96","31.4
205","32.9
209","36.4
170","38.0
214","64.8
300","68.6
135","46.9
207","44.2
43","30.2
315","34.8
195"
Morgan St.,MEAC,"99.3
233","106.2
256","47.6
227","48.2
143","22.9
310","20.9
137","34.9
68","37.0
327","41.0
57","39.2
237","67.6
229","68.1
109","48.2
152","46.8
125","30.7
305","34.1
162"
Hofstra,CAA,"99.2
234","103.1
186","44.9
314","51.4
263","20.6
194","23.0
37","33.5
137","31.7
154","43.1
27","39.6
244","71.8
86","69.4
186","43.0
323","50.9
283","33.3
214","35.0
206"
FIU,SB,"99.1
235","104.9
218","46.4
273","49.8
208","22.3
290","21.1
125","32.5
166","35.8
304","39.0
99","47.7
331","72.3
68","64.2
9","44.9
282","50.1
258","33.4
212","32.8
96"
Seattle,ind,"99.0
236","102.8
179","48.5
183","49.9
212","19.9
157","20.1
167","33.7
124","29.6
68","25.7
344","44.3
308","69.0
181","67.9
102","48.2
156","47.8
170","32.6
249","35.8
244"
Southern Illinois,MVC,"99.0
237","103.4
192","45.6
296","52.5
304","20.9
221","22.0
78","32.5
167","31.1
128","35.8
185","53.1
342","64.2
307","70.7
256","46.6
216","49.6
239","28.6
331","39.8
342"
Nicholls St.,Slnd,"99.0
238","119.2
344","48.0
206","54.8
336","22.2
283","18.2
279","26.9
303","37.5
332","36.5
169","41.2
265","67.1
246","67.9
104","49.1
126","52.8
323","30.8
304","39.2
334"
Sacramento St.,BSky,"99.0
239","109.8
300","50.6
110","51.9
285","20.8
213","17.7
293","30.1
240","29.6
71","37.6
141","40.3
251","68.9
189","70.1
221","49.7
100","50.4
269","35.1
129","36.6
272"
Tulane,CUSA,"98.9
240","100.9
140","47.3
242","47.9
129","19.8
152","21.9
82","30.4
233","29.4
65","40.4
68","35.6
159","65.9
278","69.0
159","45.9
236","47.2
149","33.4
211","32.9
103"
Marist,MAAC,"98.9
241","106.0
250","47.4
237","51.5
268","21.7
263","19.4
209","31.1
213","32.8
206","42.3
40","26.7
11","72.3
67","71.2
271","44.5
294","50.0
255","35.7
101","36.8
285"
Holy Cross,Pat,"98.8
242","102.4
173","47.5
236","48.0
135","20.6
192","17.3
310","29.4
260","30.4
96","32.4
271","31.1
54","71.9
85","72.0
300","46.3
222","49.1
218","33.5
207","30.7
26"
Butler,Horz,"98.8
243","93.6
25","45.0
312","46.7
71","20.2
167","21.5
103","34.6
83","27.7
29","40.7
66","44.5
309","64.7
302","67.3
73","47.0
201","46.6
116","27.2
341","31.3
44"
San Jose St.,WAC,"98.8
244","109.7
299","45.1
311","51.5
269","16.5
13","18.3
270","29.5
257","34.4
265","32.4
273","33.2
99","74.6
28","71.4
281","42.6
333","50.8
280","32.7
241","35.1
209"
Cal St. Northridge,BW,"98.7
245","112.8
329","42.7
334","54.3
332","20.1
166","21.6
94","34.6
84","36.2
310","36.8
164","49.0
334","75.3
23","69.6
196","41.3
338","53.2
329","30.4
310","37.3
303"
IPFW,Sum,"98.7
246","106.9
265","50.1
133","53.6
320","21.0
226","19.4
207","30.6
226","28.4
45","36.8
163","42.2
283","68.9
191","70.9
263","49.9
95","51.2
298","33.8
188","38.8
330"
Morehead St.,OVC,"98.6
247","103.8
203","50.0
134","52.8
308","24.5
335","24.5
10","34.8
72","31.2
130","37.4
148","42.4
288","74.7
26","69.5
190","48.1
162","53.0
325","35.6
106","35.0
205"
Portland,WCC,"98.6
248","108.3
279","47.4
241","52.3
295","22.9
306","16.8
323","31.5
202","32.8
204","34.0
237","45.6
322","71.5
97","70.0
218","47.2
197","51.0
285","31.9
269","36.7
278"
Jacksonville St.,OVC,"98.5
249","102.1
166","45.8
292","47.6
108","19.8
153","22.8
46","33.6
131","32.8
203","40.5
67","49.9
336","67.1
243","70.6
248","48.5
138","47.5
160","26.4
345","31.9
67"
Elon,SC,"98.4
250","104.5
209","47.5
233","48.6
161","19.5
133","17.8
287","27.3
297","32.4
190","32.6
267","34.1
124","67.7
228","65.5
31","45.1
275","48.2
191","34.5
152","33.0
107"
,,Adj. Eff.,,Eff. FG%,,Turnover%,,Off. Reb%,,FT Rate,,FT%,,2P%,,3P%,
Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
