Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
Harvard,Ivy,"106.6
123","102.2
118","52.3
92","47.4
40","19.8
264","18.4
181","29.6
161","29.6
197","32.3
265","39.5
263","75.2
38","68.2
52","51.2
94","47.8
115","35.9
129","31.2
21"
Utah St.,MWC,"106.6
124","104.1
168","52.5
75","49.2
113","18.2
145","15.8
321","24.9
299","26.8
67","35.1
174","33.7
143","70.4
167","69.6
122","50.0
145","47.7
110","38.0
47","34.5
136"
Northern Kentucky 15,Horz,"106.5
125","105.0
185","52.4
83","49.7
128","18.8
199","17.0
269","31.2
99","26.4
57","36.5
144","30.5
65","68.0
259","71.3
233","51.6
80","50.2
212","35.7
136","32.4
47"
Yale,Ivy,"106.4
126","105.9
202","52.3
89","49.7
129","19.3
234","17.0
271","31.2
98","28.5
145","33.9
224","26.3
13","73.7
73","72.3
271","51.8
72","49.6
178","35.5
149","33.2
79"
Eastern Michigan,MAC,"106.4
127","105.3
192","48.8
240","50.4
169","17.1
77","21.5
25","33.6
48","35.0
339","35.3
172","50.8
347","72.1
112","71.7
251","48.0
228","50.2
215","33.6
232","33.9
108"
Santa Clara,WCC,"106.3
128","102.6
124","52.4
85","51.8
220","15.9
22","19.0
143","18.3
349","24.5
16","24.0
351","35.2
182","74.3
55","68.7
79","47.9
235","49.3
167","38.3
38","38.0
316"
Murray St.,OVC,"106.3
129","110.8
293","50.8
165","52.1
236","16.9
64","17.9
209","31.8
80","29.6
194","34.9
184","38.5
238","74.3
57","71.3
227","48.5
210","51.0
238","36.1
121","35.9
221"
Winthrop 13,BSth,"106.3
130","102.2
116","53.5
53","46.7
30","17.8
111","18.6
167","26.3
274","28.4
140","38.2
89","34.5
162","71.6
128","72.1
266","50.9
103","45.9
51","37.9
52","32.1
37"
Connecticut,Amer,"106.3
131","99.2
74","48.5
252","45.6
16","18.7
198","16.1
313","29.9
146","30.5
232","34.5
199","32.0
92","71.6
127","70.2
162","46.1
292","43.0
10","35.4
152","33.0
73"
Denver,Sum,"106.2
132","110.3
286","54.8
28","51.4
207","19.4
239","15.5
329","28.8
200","24.7
20","34.6
195","39.1
255","73.4
80","73.9
329","52.1
61","50.0
200","40.2
11","35.8
214"
Ohio,MAC,"106.2
133","99.9
81","53.2
59","47.3
37","17.4
89","18.1
200","25.6
286","27.7
107","33.7
228","32.7
114","68.9
222","68.6
77","50.0
142","46.8
75","38.5
30","32.1
36"
Siena,MAAC,"106.2
134","106.9
217","49.9
202","50.3
161","19.7
257","17.2
260","35.5
23","29.3
176","40.0
59","35.5
184","71.1
145","72.1
267","50.2
136","50.0
202","32.7
273","33.9
109"
Chattanooga,SC,"106.2
135","102.1
114","51.9
107","50.7
182","19.8
267","21.4
27","31.2
102","32.7
311","40.3
51","37.2
217","71.3
136","75.3
346","53.3
38","49.7
185","33.1
258","35.3
186"
Wright St.,Horz,"106.2
136","106.2
210","52.0
102","52.0
231","20.4
296","19.5
114","29.4
172","26.5
59","38.0
100","37.1
216","76.0
27","71.2
217","49.4
169","52.0
269","37.2
70","34.8
160"
Northeastern,CAA,"106.2
137","107.2
224","53.5
52","52.1
235","18.5
174","17.0
268","25.7
282","27.0
75","37.8
103","31.0
71","68.1
254","69.6
126","52.4
51","50.7
226","36.7
93","36.4
259"
Tennessee Martin,OVC,"106.1
138","111.1
298","52.7
69","52.6
263","21.6
327","19.0
150","37.4
9","32.4
301","34.3
211","31.1
74","69.6
204","70.7
194","53.2
39","52.8
302","34.7
180","35.0
171"
IUPUI,Sum,"106.0
139","110.1
280","51.6
120","54.4
323","16.8
59","19.0
144","29.6
162","29.4
184","33.2
244","43.3
322","68.0
262","75.4
348","48.5
212","54.1
325","37.8
54","36.6
265"
Morehead St.,OVC,"106.0
140","109.1
265","51.0
154","55.1
332","18.5
175","19.4
120","35.2
25","28.1
124","28.8
325","42.1
309","73.8
71","71.6
243","48.0
232","51.8
261","38.7
26","40.2
345"
Western Michigan,MAC,"106.0
141","105.8
199","50.9
161","54.0
317","17.6
98","18.3
190","31.1
105","26.5
58","35.0
180","34.2
159","71.2
140","70.7
192","48.2
221","53.9
323","38.3
39","36.1
234"
New Mexico,MWC,"106.0
142","101.6
106","50.2
189","50.6
177","18.4
163","19.0
147","27.0
256","27.8
112","46.0
1","37.7
222","74.7
47","69.0
93","50.7
116","47.5
96","32.7
272","36.9
283"
Illinois,B10,"106.0
143","96.3
41","50.6
172","49.9
142","18.3
154","18.5
175","28.6
201","26.3
53","32.5
260","30.1
59","68.9
223","72.6
289","48.5
205","49.6
182","36.1
120","33.7
97"
Montana,BSky,"105.9
144","108.0
242","51.2
143","52.0
232","15.6
18","18.2
195","28.0
220","26.8
66","33.0
247","44.4
329","75.2
39","70.2
159","49.9
147","52.1
275","35.7
135","34.5
139"
UNC Asheville,BSth,"105.8
145","102.8
127","54.1
38","52.4
256","16.0
26","22.6
12","24.4
312","27.3
88","34.9
185","31.2
76","68.2
248","67.4
29","51.8
75","51.5
252","39.0
18","35.8
215"
Arkansas St.,SB,"105.7
146","103.2
142","51.9
108","49.2
114","18.6
182","18.8
156","31.0
109","27.5
97","41.5
29","41.8
305","63.5
344","68.4
69","49.7
159","49.8
193","37.7
57","32.0
34"
College of Charleston,CAA,"105.5
147","100.3
87","49.4
221","48.0
66","15.9
23","18.6
164","25.4
292","28.9
166","42.7
20","31.9
88","74.1
60","66.3
13","49.1
182","48.9
151","33.2
255","31.1
18"
Austin Peay,OVC,"105.5
148","117.7
342","52.4
88","56.4
342","17.3
86","17.6
224","24.2
317","35.8
347","41.0
39","29.5
52","71.7
126","73.3
317","52.2
57","56.9
348","35.2
159","37.0
286"
Jacksonville St. 15,OVC,"105.4
149","105.1
188","52.6
74","49.4
118","20.7
310","16.6
296","31.2
100","28.5
146","33.4
233","34.4
161","71.9
116","72.1
265","50.8
109","45.1
25","37.2
72","37.8
309"
Valparaiso,Horz,"105.4
150","100.8
93","50.1
192","47.4
42","18.2
144","17.9
210","30.4
128","26.8
65","36.9
136","32.4
105","77.9
8","69.2
103","50.5
121","46.4
61","33.0
263","32.8
67"
,,Adj. Eff.,,Eff. FG%,,Turnover%,,Off. Reb%,,FT Rate,,FT%,,2P%,,3P%,
Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
Wyoming,MWC,"105.3
151","102.3
119","51.6
118","46.2
25","17.7
106","16.2
306","22.7
329","27.7
108","37.5
113","39.4
262","73.8
68","72.4
277","50.7
112","45.7
44","35.1
168","31.4
23"
Nebraska,B10,"105.3
152","99.5
77","46.0
328","52.0
234","18.6
188","19.3
132","33.7
47","29.9
209","30.0
304","33.3
128","70.7
159","69.8
139","45.3
313","47.5
99","31.8
308","40.7
348"
Georgia Southern,SB,"105.3
153","107.3
228","51.5
123","51.3
203","17.0
72","18.7
160","25.2
294","33.0
320","39.9
64","34.7
167","67.6
273","67.4
30","49.2
178","51.4
251","36.3
107","34.1
115"
Towson,CAA,"105.2
154","101.4
102","48.3
261","49.0
108","18.7
195","18.7
161","37.0
11","26.1
46","45.6
4","47.1
339","68.3
240","68.8
83","49.2
179","47.4
93","30.6
332","34.3
130"
The Citadel,SC,"105.1
155","116.4
338","49.3
224","57.9
351","17.2
80","19.7
93","28.0
219","35.4
343","32.8
256","40.9
295","74.4
54","71.2
219","47.8
240","57.7
350","33.9
221","38.9
330"
Long Beach St.,BW,"105.1
156","108.7
259","48.7
243","53.1
291","19.9
276","18.6
170","31.6
89","33.0
319","36.2
154","37.7
223","72.6
101","69.9
147","47.0
273","51.3
249","35.1
164","37.9
314"
Alabama,SEC,"105.1
157","92.8
10","48.2
269","46.1
24","20.4
297","19.8
91","34.1
39","26.6
61","39.1
75","39.9
273","65.3
319","67.1
24","48.7
197","44.2
19","31.7
311","33.3
85"
Kent St. 14,MAC,"105.1
158","103.7
159","48.2
268","50.1
153","17.9
123","19.0
146","38.1
5","29.8
203","32.5
261","34.3
160","71.8
120","70.2
161","48.5
208","48.5
138","31.7
312","35.3
187"
Houston Christian,Slnd,"104.9
159","111.5
300","49.1
230","53.2
300","19.3
235","18.5
177","35.7
20","28.6
152","37.8
104","38.7
242","71.9
118","74.6
340","48.6
203","52.6
299","33.5
238","36.2
245"
Boston College,ACC,"104.8
160","102.9
130","51.6
116","53.2
298","20.1
280","17.2
263","25.6
289","24.2
11","29.6
310","39.6
267","68.0
261","75.6
350","49.1
184","53.2
308","37.4
66","35.4
190"
Oakland,Horz,"104.8
161","99.9
84","51.2
149","46.3
26","18.4
166","18.9
152","29.3
174","29.1
171","37.7
106","28.5
36","76.3
23","69.9
144","51.9
67","45.3
32","33.3
248","32.2
43"
Stanford,P12,"104.8
162","99.1
71","48.3
266","52.7
271","18.6
181","20.6
48","29.6
159","27.2
83","37.3
125","38.2
231","68.3
243","69.7
135","48.2
223","49.1
161","32.3
292","38.8
329"
Mississippi St.,SEC,"104.7
163","99.3
75","51.1
152","48.1
73","19.0
216","19.7
97","27.1
248","30.1
220","33.9
222","37.9
227","68.7
231","71.0
212","50.4
123","48.6
141","34.7
177","31.5
25"
Washington St.,P12,"104.6
164","105.0
186","52.0
103","52.8
275","18.1
141","14.7
340","20.0
345","28.5
151","27.2
340","27.9
30","75.3
36","69.6
120","50.6
119","52.6
296","36.6
99","35.4
192"
UCF,Amer,"104.6
165","93.0
13","50.4
179","42.7
2","22.0
336","14.7
341","32.6
65","25.5
34","39.9
61","22.3
2","66.1
299","70.7
200","48.9
192","39.9
1","35.2
161","31.3
22"
Tulsa,Amer,"104.5
166","103.3
145","48.9
235","50.4
168","21.8
331","18.4
183","29.5
163","28.3
134","42.8
19","33.1
119","72.9
94","70.5
178","47.2
263","48.2
127","34.3
200","35.9
224"
Fresno St.,MWC,"104.4
167","97.7
55","50.8
164","48.5
82","18.8
200","20.6
49","27.2
244","27.5
100","40.5
49","46.2
336","67.5
275","70.7
198","49.5
166","47.2
87","35.6
139","33.6
90"
Buffalo,MAC,"104.4
168","102.8
128","50.7
170","48.2
76","19.8
263","17.5
242","33.2
54","29.2
173","37.3
122","42.9
319","68.7
228","68.0
45","51.4
89","45.8
50","33.0
264","35.1
177"
Ball St.,MAC,"104.3
169","105.1
190","53.7
48","48.7
91","19.9
273","17.2
262","27.8
223","28.4
139","35.1
173","35.9
195","72.2
108","72.0
262","51.7
77","46.2
56","37.6
60","35.6
199"
Cal St. Northridge,BW,"104.3
170","115.4
336","49.7
207","51.9
228","17.9
127","17.8
215","27.7
226","31.8
285","45.0
5","41.7
303","74.1
61","72.9
301","49.4
171","49.6
180","33.7
229","38.4
325"
California,P12,"104.2
171","93.5
17","48.1
275","45.3
14","18.7
191","16.6
294","32.9
62","24.0
5","37.7
105","34.1
154","66.1
300","67.8
40","46.6
281","43.4
12","34.0
218","32.8
66"
Texas,B12,"104.1
172","94.6
23","48.8
238","48.1
75","19.6
254","18.3
193","28.4
205","31.2
261","34.5
200","30.0
56","65.0
322","71.6
248","51.3
90","47.7
108","29.2
345","32.5
56"
Tulane,Amer,"104.1
173","107.5
232","46.4
322","53.7
309","18.8
205","19.7
95","29.3
176","32.5
309","34.3
212","40.8
290","71.7
125","70.3
166","45.2
314","51.9
265","32.4
287","38.1
321"
Penn St.,B10,"104.1
174","97.7
56","47.2
306","49.2
115","17.9
125","20.3
57","26.6
265","30.6
239","32.8
251","31.2
78","74.5
52","71.3
226","45.4
308","46.5
64","33.9
219","36.3
253"
San Diego St.,MWC,"104.0
175","94.2
22","47.5
295","44.8
8","17.5
96","19.0
145","30.5
124","29.1
169","35.3
171","32.4
106","70.1
175","70.6
186","47.5
253","42.9
9","31.6
318","32.1
40"
North Dakota 15,BSky,"103.9
176","103.4
150","53.4
55","50.7
180","18.3
156","19.6
102","26.0
280","27.8
113","36.1
155","39.7
269","72.6
100","69.3
110","51.4
88","50.0
201","38.7
25","34.8
159"
Air Force,MWC,"103.9
177","108.2
245","49.8
204","54.6
329","17.9
117","17.5
233","26.5
267","24.6
19","37.4
119","32.6
109","71.6
130","71.6
244","47.0
272","54.4
333","36.2
114","36.6
267"
UAB,CUSA,"103.9
178","105.9
201","51.3
136","49.8
136","20.0
277","17.3
253","30.0
143","28.1
126","37.7
107","29.4
50","73.0
89","70.1
156","51.3
91","48.8
145","34.1
214","34.2
123"
Portland St.,BSky,"103.9
179","111.7
303","52.5
76","56.0
340","16.1
34","22.2
16","25.7
284","31.3
267","38.1
95","36.8
207","65.9
310","72.3
273","53.9
27","56.2
346","33.4
242","37.2
292"
Elon,CAA,"103.9
180","102.4
121","52.1
100","48.6
85","16.6
50","14.9
339","24.2
315","26.7
64","30.7
291","26.4
14","69.7
194","71.2
223","50.9
104","48.8
146","35.7
137","32.2
41"
Georgia St.,SB,"103.9
181","100.9
96","53.0
64","49.0
102","20.0
278","19.8
90","29.9
147","29.1
170","33.9
223","40.0
277","63.7
339","71.1
216","53.3
36","49.4
169","35.0
169","32.4
48"
UMass Lowell,AE,"103.8
182","116.1
337","54.7
30","53.4
305","20.8
315","17.8
217","27.1
249","30.7
242","31.5
279","38.1
229","73.5
78","73.4
319","53.1
40","52.3
287","38.4
37","37.0
285"
Oral Roberts,Sum,"103.7
183","110.3
285","49.6
214","54.7
330","16.7
56","16.1
311","25.0
298","29.4
189","30.6
295","32.0
93","76.6
20","70.1
154","47.9
237","51.8
262","35.4
151","39.6
338"
Central Arkansas,Slnd,"103.7
184","118.2
344","49.8
203","55.1
333","19.1
220","15.7
326","28.8
198","31.7
278","35.9
162","32.0
91","71.8
122","69.5
116","46.7
279","52.2
280","37.5
65","39.2
334"
South Dakota,Sum,"103.7
185","103.8
160","49.6
215","50.8
187","16.2
38","18.5
172","27.5
230","27.3
87","42.7
21","31.9
89","70.2
173","73.0
308","48.8
196","47.7
113","34.2
207","37.5
300"
DePaul,BE,"103.7
186","104.1
169","48.1
271","53.8
313","20.4
300","20.0
81","29.9
148","30.0
213","35.6
167","40.2
282","73.5
79","73.0
307","47.7
245","53.6
318","32.6
276","36.1
241"
North Dakota St.,Sum,"103.5
187","105.4
194","52.2
95","50.4
166","16.9
62","17.2
257","25.0
297","28.0
122","39.7
67","31.3
80","70.6
161","70.6
185","50.8
110","46.7
70","36.3
109","37.8
311"
UMKC,WAC,"103.5
188","108.1
244","50.6
171","52.6
264","19.7
260","20.0
80","27.1
254","32.2
294","38.4
85","41.7
304","71.3
138","68.1
46","47.3
259","53.4
315","36.9
85","34.1
114"
Drake,MVC,"103.4
189","110.9
295","48.1
277","53.1
292","17.6
104","17.6
225","26.8
261","31.5
275","29.1
321","30.7
68","75.6
32","69.7
130","45.3
311","52.0
271","34.6
185","36.8
276"
Brown,Ivy,"103.4
190","113.9
325","50.7
169","57.7
350","19.6
252","21.2
31","27.1
250","29.7
202","44.5
7","39.1
252","75.8
29","71.1
213","49.0
190","58.6
351","35.6
138","37.4
298"
FIU,CUSA,"103.4
191","112.7
313","49.7
206","53.2
299","19.2
225","16.8
280","29.8
153","28.0
120","28.5
328","36.7
205","75.6
33","72.7
292","50.2
138","52.6
297","32.4
290","36.3
254"
Lamar,Slnd,"103.3
192","109.0
263","51.0
155","51.9
227","19.5
248","21.0
35","31.2
103","29.4
183","40.3
53","42.2
310","67.6
274","72.4
280","49.3
173","53.1
306","35.8
131","32.9
69"
Texas A&M Corpus Chris,Slnd,"103.3
193","103.0
131","51.3
139","51.6
216","18.8
203","23.0
9","29.3
178","31.1
253","37.1
131","41.2
298","71.9
117","68.2
54","52.1
59","51.3
246","32.8
267","34.6
146"
San Francisco,WCC,"103.3
194","95.9
36","52.3
93","47.8
56","18.3
155","19.4
119","26.5
268","27.1
82","27.2
338","33.9
151","63.5
342","68.1
51","52.5
50","46.4
60","34.7
179","33.8
103"
Charleston Southern,BSth,"103.2
195","117.0
339","48.7
244","54.3
320","16.2
39","16.8
279","27.4
235","27.4
93","35.0
181","41.6
302","67.7
270","73.9
332","48.0
231","53.2
309","33.3
250","37.3
296"
Saint Peter's,MAAC,"103.1
196","96.2
39","51.2
147","48.1
72","17.3
82","20.9
38","25.5
291","25.9
44","33.1
245","29.2
45","70.0
183","68.9
87","47.3
258","48.4
135","38.1
43","31.9
32"
Detroit,Horz,"103.0
197","114.5
329","50.9
163","56.9
349","19.5
249","19.4
122","26.9
260","31.4
273","38.1
97","48.4
342","66.7
288","69.8
141","48.4
214","57.3
349","37.0
79","37.6
302"
USC Upstate,ASun,"103.0
198","112.3
310","52.4
86","50.7
181","17.9
124","14.5
345","30.2
138","30.2
223","31.9
272","29.9
53","64.6
330","73.0
310","52.8
45","51.2
243","34.6
188","33.2
80"
UC Irvine,BW,"102.9
199","99.2
73","50.0
195","44.1
6","19.9
272","15.3
333","31.9
77","26.4
56","29.7
306","40.2
283","68.5
235","69.7
134","48.2
219","41.6
6","35.6
146","32.7
61"
Southern Illinois,MVC,"102.9
200","104.0
166","47.7
286","52.2
246","17.6
103","20.3
56","29.5
165","31.4
272","35.4
169","33.6
139","69.4
210","66.3
14","47.9
236","48.2
126","31.6
316","39.4
337"
,,Adj. Eff.,,Eff. FG%,,Turnover%,,Off. Reb%,,FT Rate,,FT%,,2P%,,3P%,
Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
Fairleigh Dickinson,NEC,"102.9
201","111.8
304","49.5
216","51.8
221","18.9
212","19.4
121","27.4
236","34.2
333","36.1
157","44.0
325","77.3
12","69.7
129","49.8
153","51.9
264","32.7
271","34.4
132"
Penn,Ivy,"102.9
202","102.4
122","51.6
119","48.8
94","18.9
210","20.1
75","27.6
229","29.4
187","26.0
346","33.6
140","65.7
315","72.9
305","52.2
55","45.3
31","33.9
220","36.0
229"
Western Kentucky,CUSA,"102.8
203","108.0
240","50.1
194","52.3
253","18.0
129","15.8
320","27.3
237","26.7
63","37.2
127","24.7
8","67.1
284","70.7
199","48.5
213","50.4
217","35.4
153","36.8
274"
Montana St.,BSky,"102.7
204","109.0
264","51.2
146","52.3
251","16.6
51","18.4
179","27.2
245","27.7
106","36.3
149","50.6
346","73.2
86","71.2
221","47.7
246","50.1
209","37.2
71","37.2
291"
Drexel,CAA,"102.7
205","109.7
275","49.9
198","53.1
290","18.5
178","17.4
246","30.4
133","30.5
231","31.6
277","39.9
274","66.6
289","69.2
107","48.5
211","52.6
300","34.9
172","36.0
228"
Charlotte,CUSA,"102.6
206","108.4
255","50.5
175","52.3
252","16.1
33","18.3
186","20.3
344","31.0
251","34.0
220","35.6
188","74.6
50","70.6
183","47.5
254","51.7
256","37.5
63","35.8
218"
Southeast Missouri St.,OVC,"102.6
207","109.6
270","51.4
133","55.3
336","17.6
101","21.9
21","24.7
306","30.1
221","35.1
176","39.0
251","74.0
65","71.1
215","49.0
188","55.3
339","36.8
88","36.9
279"
Loyola Marymount,WCC,"102.4
208","103.0
135","50.3
183","52.2
242","19.0
215","21.5
26","30.0
145","30.0
212","30.9
284","43.3
323","61.2
350","71.9
261","48.9
193","51.1
241","35.2
158","36.1
238"
Duquesne,A10,"102.4
209","106.9
218","48.9
236","49.9
145","20.0
279","17.6
231","29.0
189","30.2
225","37.1
128","33.3
126","67.6
271","70.7
197","48.3
218","47.9
116","33.4
245","35.9
225"
St. Francis PA,NEC,"102.4
210","109.6
273","52.8
67","50.4
164","20.7
312","18.7
163","29.7
154","32.4
302","29.6
307","23.9
4","69.7
193","73.6
322","50.4
127","47.3
89","38.1
45","36.9
278"
Gardner Webb,BSth,"102.4
211","103.2
139","52.1
98","49.0
103","20.4
299","20.4
53","30.8
117","28.6
153","44.7
6","40.8
289","63.5
343","69.4
113","50.3
134","46.8
74","37.6
58","35.5
194"
Saint Joseph's,A10,"102.4
212","103.5
153","46.6
320","51.2
202","17.0
69","18.0
203","29.8
152","26.6
62","40.1
58","32.5
107","65.0
323","72.9
306","45.7
301","50.3
216","32.4
289","34.9
167"
North Carolina Central 16,MEAC,"102.4
213","102.0
113","51.3
141","45.3
13","17.8
114","19.8
88","31.6
86","31.2
259","34.2
213","28.0
31","69.4
209","63.9
2","52.7
46","46.1
55","32.7
269","29.2
3"
Pepperdine,WCC,"102.4
214","114.0
326","49.4
223","56.8
348","18.0
133","15.7
324","26.1
277","29.2
175","29.5
314","28.9
40","64.1
337","70.0
153","46.9
277","53.1
307","37.5
64","42.0
351"
Texas St.,SB,"102.3
215","101.0
97","50.5
177","47.7
55","18.2
148","19.9
84","28.2
210","29.6
198","36.8
138","36.1
199","65.8
312","72.4
281","50.1
140","47.4
92","34.1
213","32.1
39"
Idaho,BSky,"102.2
216","106.0
204","49.9
197","49.0
105","18.7
194","17.7
222","30.3
136","25.9
43","39.9
62","43.0
320","71.3
135","75.5
349","47.0
269","46.6
67","36.4
103","34.7
151"
Missouri,SEC,"102.0
217","100.9
95","45.2
334","49.6
126","16.9
65","19.2
135","28.2
211","30.2
226","38.7
79","42.6
315","68.3
242","68.1
47","45.0
317","48.3
132","30.4
333","34.4
134"
Youngstown St.,Horz,"101.9
218","113.5
322","49.1
232","53.0
285","16.0
29","16.4
303","26.3
272","31.4
274","25.9
348","29.1
42","67.3
279","71.5
241","49.0
185","53.5
316","32.8
268","34.6
147"
Kennesaw St.,ASun,"101.8
219","110.3
284","51.3
140","53.8
312","18.9
209","17.5
238","31.1
106","28.5
147","30.6
294","36.2
201","69.7
197","67.9
42","47.7
247","52.8
303","41.2
2","37.3
293"
Texas Southern 16,SWAC,"101.8
220","107.3
229","48.1
272","49.1
112","16.6
55","19.2
134","31.7
84","34.9
338","44.3
8","32.3
101","73.5
77","68.3
59","50.0
143","49.3
165","29.6
340","32.5
55"
Boston University,Pat,"101.8
221","103.8
161","51.2
148","50.5
171","20.2
286","20.7
47","28.1
213","28.5
149","33.4
235","37.2
218","69.6
200","68.5
71","50.0
146","47.5
97","35.3
154","36.5
263"
Bryant,NEC,"101.8
222","112.4
311","49.7
213","51.5
212","18.8
202","17.6
230","29.2
182","30.6
238","32.8
254","37.4
221","72.1
114","74.1
335","49.2
177","52.1
276","33.7
230","33.6
91"
Marist,MAAC,"101.7
223","113.4
320","49.9
196","52.6
265","18.4
172","15.7
325","21.6
337","32.9
318","37.9
101","37.0
213","72.5
103","73.8
327","49.9
151","50.5
219","33.3
251","37.7
306"
Rutgers,B10,"101.7
224","99.2
72","44.7
339","47.5
47","19.7
258","18.9
155","37.5
7","30.1
216","31.2
281","31.2
79","62.5
347","72.7
296","44.5
330","46.6
69","30.2
336","32.7
63"
Green Bay,Horz,"101.6
225","103.6
155","48.3
265","50.8
189","18.0
132","18.6
168","30.4
131","28.6
154","37.7
108","33.1
122","69.4
211","66.4
15","48.7
199","48.7
142","31.6
319","36.3
255"
Incarnate Word,Slnd,"101.6
226","114.4
328","51.4
128","51.5
211","18.6
190","16.6
293","22.2
332","32.4
305","43.6
9","38.9
247","69.6
203","73.2
313","48.2
220","51.8
260","37.8
55","33.7
96"
North Florida,ASun,"101.6
227","109.5
267","51.3
137","52.7
270","22.2
340","16.7
288","33.3
52","31.8
282","34.9
186","35.0
174","64.9
326","67.9
43","50.7
115","51.6
253","34.7
182","36.6
268"
Quinnipiac,MAAC,"101.6
228","113.5
321","47.9
280","52.6
267","19.2
229","16.8
281","34.1
38","30.2
222","33.0
248","38.2
232","68.3
245","73.9
331","47.4
257","50.5
222","32.6
278","38.0
318"
Southern Utah,BSky,"101.6
229","119.4
347","47.7
289","56.6
346","18.4
167","16.7
284","29.4
173","29.4
186","40.3
54","51.3
348","74.2
58","71.3
228","43.0
343","54.2
330","36.3
110","40.2
346"
Grand Canyon,WAC,"101.4
230","98.9
67","48.4
257","47.8
58","18.2
147","20.9
41","29.1
185","27.9
115","42.1
27","31.6
82","66.1
301","69.9
150","47.8
238","47.3
91","33.0
261","32.5
53"
New Hampshire,AE,"101.4
231","103.0
133","50.2
191","49.9
143","18.3
151","14.6
342","27.2
240","21.7
1","34.1
218","29.3
47","72.2
110","63.7
1","49.5
165","50.1
208","34.2
210","32.9
70"
Illinois Chicago,Horz,"101.4
232","107.5
233","50.5
174","48.1
74","22.3
341","16.6
297","32.5
68","31.4
269","38.4
84","32.2
97","70.8
155","72.9
303","47.6
251","45.7
47","37.0
83","36.0
226"
Cal Poly,BW,"101.3
233","111.4
299","47.3
304","52.6
268","16.1
32","17.7
218","25.6
290","30.3
228","29.4
316","41.1
297","70.3
170","72.2
270","45.1
315","50.0
205","33.5
239","39.8
341"
Nicholls St.,Slnd,"101.3
234","113.1
316","49.5
219","55.6
339","20.4
303","20.4
54","26.8
263","37.6
351","35.8
165","33.5
136","73.8
70","68.9
85","49.0
191","51.7
255","33.5
235","41.7
350"
Jacksonville,ASun,"101.3
235","112.0
306","53.8
45","56.6
345","18.5
176","20.9
42","26.3
275","28.5
150","34.6
198","36.8
208","72.8
97","67.5
31","50.4
128","56.5
347","38.8
24","37.8
307"
Cal St. Bakersfield,WAC,"101.3
236","93.0
11","48.3
264","43.6
3","20.8
314","22.8
11","32.6
67","30.6
235","38.0
98","47.1
340","63.8
338","68.9
91","46.9
274","41.0
3","34.2
204","31.6
28"
Coastal Carolina,SB,"101.2
237","105.8
197","48.5
251","50.3
162","18.1
140","16.6
291","30.5
125","26.9
71","29.2
319","32.6
113","65.5
318","70.2
164","48.0
229","49.7
187","32.7
275","33.9
110"
Sacramento St.,BSky,"101.0
238","112.3
309","49.8
205","52.3
254","16.8
58","15.8
319","27.4
232","29.3
179","37.3
124","33.1
123","66.1
302","70.8
204","51.1
97","49.5
173","31.0
324","38.5
328"
Northwestern St.,Slnd,"101.0
239","113.2
317","50.1
193","53.9
315","20.8
317","19.2
137","29.6
160","32.4
303","41.0
38","39.4
261","69.5
207","67.2
27","47.9
234","52.5
294","36.3
106","37.8
310"
Columbia,Ivy,"101.0
240","106.8
216","49.7
210","52.0
233","18.4
171","20.2
65","27.9
221","31.8
284","29.1
320","34.8
171","71.1
146","68.8
81","47.1
267","50.4
218","36.1
118","36.1
237"
Campbell,BSth,"100.9
241","109.9
279","51.4
130","50.7
183","18.7
196","17.3
252","24.2
319","28.9
167","36.6
143","38.7
243","74.9
43","72.1
264","50.2
137","49.9
196","35.6
144","34.7
152"
Wagner,NEC,"100.9
242","108.2
246","47.6
290","47.6
50","21.4
324","18.5
178","40.1
2","30.9
247","34.7
189","38.9
249","69.0
218","69.6
125","47.1
264","46.0
53","32.5
282","33.5
89"
Rider,MAAC,"100.9
243","105.3
191","49.0
233","49.0
107","19.6
250","18.1
201","33.0
59","27.1
77","37.0
134","35.9
194","67.2
280","74.2
337","48.7
198","48.0
120","33.2
256","33.7
98"
Bowling Green,MAC,"100.7
244","106.5
214","48.0
278","53.1
293","17.3
83","20.0
78","28.5
203","28.2
129","35.8
164","34.2
158","66.3
295","73.2
315","46.5
284","53.3
313","34.1
212","35.2
181"
UT Rio Grande Valley,WAC,"100.6
245","112.7
314","48.3
260","54.3
321","20.2
287","20.2
67","29.5
169","31.8
283","32.5
263","52.3
349","72.3
107","68.5
70","48.0
230","53.6
317","32.5
280","37.0
287"
New Orleans 16,Slnd,"100.6
246","102.1
115","50.2
186","50.3
160","23.7
349","22.4
14","36.1
17","32.6
310","42.8
18","34.7
166","70.7
160","68.8
82","51.6
79","51.8
259","30.7
327","31.9
33"
Stony Brook,AE,"100.6
247","105.5
195","47.1
307","50.7
184","15.2
12","19.7
92","29.5
168","28.8
160","32.8
253","40.1
280","72.2
109","70.1
157","45.7
303","47.5
98","32.7
270","37.5
301"
