Northeastern,CAA,"104.7
126","107.3
267","51.0
74","52.2
305","19.8
166","22.3
49","31.4
179","35.7
315","38.8
94","29.1
37","75.3
19","71.9
295","48.3
141","53.4
331","37.1
41","33.2
130"
Southeast Missouri St.,OVC,"104.7
127","107.8
281","53.1
28","45.9
67","18.5
91","15.1
342","28.2
286","33.2
242","33.4
241","35.1
152","69.5
177","71.3
276","50.0
69","44.5
67","39.3
10","32.6
102"
West Virginia,B12,"104.6
128","100.8
144","45.6
294","51.1
267","19.8
164","21.8
70","37.1
27","34.0
261","40.8
51","40.0
268","69.5
180","67.5
69","44.9
280","48.0
195","31.6
268","38.1
329"
Seton Hall,BE,"104.6
129","98.2
104","51.3
67","46.7
86","23.8
333","19.4
208","31.0
195","32.8
216","34.5
217","39.1
251","65.8
279","70.0
214","48.6
122","44.6
68","36.7
55","34.0
179"
Texas Southern,SWAC,"104.6
130","105.3
240","51.9
49","45.3
42","17.9
59","17.5
294","31.4
180","33.0
226","31.2
289","29.8
47","63.6
319","68.6
125","50.7
50","44.5
66","35.6
88","31.7
65"
Murray St.,OVC,"104.5
131","103.2
192","52.4
42","48.1
148","20.5
207","20.2
158","32.5
140","31.8
165","39.0
89","33.5
115","69.0
197","72.9
331","52.2
23","47.0
151","35.1
106","33.5
154"
Boston University,AE,"104.5
132","102.3
171","52.2
46","47.4
120","18.8
107","21.5
84","25.9
323","31.2
146","26.5
341","33.2
106","72.7
67","72.6
323","49.9
74","47.8
188","37.0
48","31.1
46"
Northwestern,B10,"104.4
133","100.0
136","47.5
226","48.2
155","17.3
37","19.0
225","25.9
324","36.0
323","33.9
233","37.8
222","67.9
220","64.0
4","44.7
284","46.5
134","34.1
155","34.6
217"
Texas A&M,SEC,"104.4
134","98.5
108","48.8
151","47.5
129","21.0
242","21.9
67","34.9
67","33.5
250","32.9
256","35.7
166","70.5
141","70.6
243","47.1
188","46.0
115","35.6
84","33.5
153"
UC Davis,BW,"104.4
135","107.7
278","55.1
7","49.6
209","20.7
218","15.7
335","26.4
315","30.7
121","32.9
257","31.0
63","71.9
94","72.0
298","51.5
37","46.5
130","40.5
4","36.8
298"
Nevada,MWC,"104.3
136","105.8
247","47.3
236","51.8
296","18.7
104","18.7
243","28.9
266","32.0
180","41.8
34","40.2
270","72.6
71","67.6
77","47.8
167","49.5
243","30.9
295","37.4
314"
Loyola MD,MAAC,"104.1
137","99.8
131","46.9
249","45.8
63","18.4
87","20.9
118","37.1
28","35.9
318","41.0
43","42.4
300","69.0
196","66.3
33","47.6
172","46.2
122","29.9
319","30.0
21"
Bradley,MVC,"104.1
138","103.3
194","48.3
189","51.0
260","17.8
55","21.7
74","30.3
223","31.7
161","29.9
315","35.3
155","72.3
81","73.8
337","48.5
128","49.7
252","31.9
257","35.4
249"
Long Beach St.,BW,"104.0
139","105.6
243","50.1
103","50.9
259","20.8
232","19.5
200","32.1
148","36.1
325","36.3
164","32.1
78","66.3
272","67.2
59","49.7
81","47.5
170","34.0
161","38.2
332"
Buffalo,MAC,"103.9
140","104.7
220","50.4
95","47.2
113","23.7
331","17.1
312","35.1
61","32.5
193","38.5
98","36.8
196","71.3
112","71.1
265","50.0
71","46.1
117","34.2
151","33.2
133"
Alabama,SEC,"103.9
141","91.2
17","47.9
208","45.7
60","19.9
169","22.6
40","32.0
153","32.9
219","33.9
232","32.7
92","70.6
134","69.6
188","47.1
186","45.2
82","33.0
212","31.3
55"
New Mexico St. 13,WAC,"103.9
142","96.6
70","49.3
129","45.4
47","21.9
276","18.6
250","36.9
32","29.8
86","47.0
3","30.7
58","65.7
281","71.1
266","49.8
79","43.2
30","31.8
262","33.9
174"
Mercer,ASun,"103.8
143","100.0
135","50.3
97","46.7
88","19.5
149","21.8
69","29.6
240","32.6
204","35.6
183","40.3
272","76.0
10","65.9
24","48.4
134","43.7
43","35.4
91","34.5
210"
George Mason,CAA,"103.8
144","99.6
127","48.5
172","47.3
115","20.3
199","21.8
71","34.7
75","33.4
246","35.3
196","44.5
320","72.5
72","70.2
218","47.1
187","45.8
106","34.6
128","33.3
144"
Delaware,CAA,"103.7
145","103.8
203","46.3
270","46.5
82","18.7
103","15.9
331","33.1
122","32.0
178","42.0
33","33.0
98","75.4
16","68.0
93","46.2
227","44.2
56","30.9
296","34.4
208"
North Dakota St.,Sum,"103.6
146","95.5
53","52.8
32","44.4
23","18.1
65","18.1
272","30.0
233","25.1
5","28.4
329","35.4
158","71.8
100","69.6
186","52.3
20","42.3
11","35.8
79","32.4
91"
UTEP,CUSA,"103.5
147","97.9
95","50.6
85","46.6
85","19.7
158","19.7
188","28.0
290","33.0
228","42.6
30","34.8
139","67.7
225","67.3
61","49.6
83","44.9
77","35.1
107","34.0
180"
Youngstown St.,Horz,"103.5
148","103.8
202","49.1
140","48.6
167","17.0
26","18.1
271","26.6
312","31.5
157","36.0
170","35.6
162","68.9
200","70.5
236","46.5
219","46.5
133","35.9
72","35.6
257"
Towson,CAA,"103.2
149","102.9
181","48.3
184","45.2
39","22.2
292","16.2
326","39.2
6","31.9
170","40.3
63","37.6
209","65.4
286","70.4
233","48.7
119","42.8
25","31.4
276","33.9
175"
Vermont,AE,"103.2
150","100.6
143","48.6
164","46.7
90","20.6
210","20.6
137","34.3
85","28.8
60","44.8
15","33.8
122","70.9
122","69.4
172","48.7
117","45.3
85","32.2
243","32.7
108"
,,Adj. Eff.,,Eff. FG%,,Turnover%,,Off. Reb%,,FT Rate,,FT%,,2P%,,3P%,
Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
Toledo,MAC,"103.1
151","104.4
215","48.3
180","48.6
168","17.9
60","21.3
94","28.8
270","34.4
281","37.5
124","35.9
172","76.1
9","71.5
279","47.4
179","46.7
138","33.5
183","34.4
206"
Montana 13,BSky,"103.0
152","103.1
186","52.9
31","48.6
165","19.1
127","18.3
267","25.1
333","30.5
114","40.6
54","35.9
170","76.5
7","70.4
230","52.0
27","48.0
192","36.4
66","33.3
140"
St. Francis NY,NEC,"103.0
153","108.0
284","48.4
175","50.8
257","18.2
74","19.8
177","34.3
87","33.9
258","31.6
279","37.8
223","66.5
267","70.5
237","48.0
154","51.3
299","32.8
221","33.2
136"
Tennessee St.,OVC,"103.0
154","104.7
225","48.9
148","49.8
222","21.9
278","19.9
176","34.7
74","32.6
200","40.0
70","39.5
260","74.7
25","69.4
171","48.3
142","49.8
257","33.4
196","33.2
135"
South Dakota,Sum,"102.9
155","113.3
335","50.8
78","53.3
324","17.9
58","15.7
333","24.2
340","31.9
176","37.4
130","26.0
12","77.7
4","68.0
92","48.2
150","51.3
298","37.1
47","38.0
328"
College of Charleston,SC,"102.9
156","100.0
137","50.2
100","45.0
35","20.6
209","15.5
340","33.3
114","27.2
28","38.5
97","26.9
16","69.1
192","71.9
296","49.4
87","45.0
79","34.5
140","30.0
20"
Vanderbilt,SEC,"102.9
157","95.3
51","48.4
176","46.0
70","19.5
145","18.5
254","27.9
291","29.5
77","35.1
204","33.5
116","63.5
322","69.2
160","45.3
264","45.7
97","35.0
113","31.1
47"
Quinnipiac,NEC,"102.8
158","104.8
228","46.5
265","49.3
202","20.2
185","15.7
334","41.3
3","25.8
7","41.1
42","42.2
296","67.3
241","69.9
204","45.4
262","45.9
112","33.5
190","37.8
325"
Green Bay,Horz,"102.8
159","100.1
139","47.9
210","47.7
132","20.8
224","18.0
280","32.8
129","26.7
16","40.2
66","33.9
123","74.8
24","73.6
335","47.3
181","45.8
105","33.0
216","34.0
182"
Yale,Ivy,"102.8
160","104.9
232","46.5
263","52.0
302","22.2
289","20.4
151","35.0
64","29.8
87","42.9
27","40.3
271","72.8
66","70.8
252","45.0
275","49.2
235","33.2
206","38.3
334"
Hawaii,BW,"102.8
161","106.4
258","50.2
99","49.0
189","20.7
215","17.4
301","35.3
57","29.5
73","36.0
171","32.7
89","70.1
154","70.2
220","50.1
67","45.6
92","33.7
176","36.6
292"
Albany 15,AE,"102.6
162","100.4
141","49.6
116","48.3
158","21.2
247","19.9
175","31.7
167","28.2
45","40.0
69","27.8
23","73.7
46","65.6
16","46.7
207","47.6
178","37.0
49","33.1
123"
Cal St. Northridge,BW,"102.6
163","108.7
295","46.6
256","54.7
338","19.1
128","22.2
53","35.9
47","31.0
131","38.5
99","39.8
264","73.3
53","69.6
185","45.7
253","53.6
336","33.0
213","37.7
323"
Penn St.,B10,"102.6
164","99.4
121","44.2
320","49.4
205","18.9
113","17.5
295","30.9
202","27.1
25","37.1
136","51.1
342","69.6
175","71.5
281","44.1
303","48.0
196","29.6
323","34.4
209"
USC,P12,"102.6
165","96.1
62","47.2
238","46.9
105","19.5
144","17.6
290","29.2
250","29.5
76","30.0
314","37.6
215","69.3
187","69.2
157","45.7
249","44.7
73","34.2
150","34.5
212"
Loyola Chicago,Horz,"102.5
166","103.1
188","50.4
94","49.0
188","20.9
233","18.4
265","30.5
215","26.9
18","35.3
197","30.5
55","71.9
97","69.8
196","48.3
143","48.1
198","36.5
60","33.9
171"
Nebraska,B10,"102.4
167","97.7
89","45.4
297","48.6
169","17.3
36","18.0
279","26.1
322","30.7
122","28.4
331","38.9
249","69.2
190","67.5
70","45.1
272","48.0
194","30.7
304","33.4
151"
Mount St. Mary's,NEC,"102.4
168","105.9
249","50.5
92","55.7
345","18.3
83","23.9
18","28.6
272","33.9
260","31.9
274","38.2
233","69.7
171","66.7
45","50.3
60","54.8
344","33.8
168","39.1
340"
Texas,B12,"102.3
169","95.4
52","45.7
289","42.9
6","21.4
257","19.1
221","34.6
77","33.8
257","40.4
59","41.9
294","66.3
271","69.1
155","46.0
234","42.8
27","30.1
316","28.9
8"
Jacksonville St.,OVC,"102.2
170","106.1
253","49.4
124","50.0
232","20.4
202","24.7
11","31.7
170","39.6
347","43.9
21","38.9
248","68.0
217","74.0
338","47.8
164","50.9
283","35.2
100","31.6
63"
Northern Colorado,BSky,"102.2
171","109.7
305","51.3
66","53.0
319","20.2
189","19.0
229","31.4
181","29.7
82","33.2
249","33.4
112","67.6
230","69.8
199","49.2
96","52.7
323","37.1
45","35.6
256"
San Diego,WCC,"102.2
172","103.0
183","48.3
182","49.7
216","20.6
212","20.4
148","30.3
224","34.3
275","37.8
113","37.7
217","67.5
235","70.9
257","46.5
215","50.8
281","34.8
121","31.3
52"
Portland St.,BSky,"102.2
173","118.8
345","49.7
110","53.9
330","18.2
72","17.2
306","31.1
190","32.8
215","31.9
273","33.3
111","74.0
38","71.4
277","47.6
174","53.4
332","37.2
39","36.9
302"
USC Upstate,ASun,"102.1
174","105.0
235","49.5
120","49.8
221","20.0
171","20.1
167","35.4
56","30.2
100","34.3
224","35.4
157","64.6
309","70.9
259","48.6
124","48.7
216","34.3
143","34.5
211"
Charleston Southern,BSth,"102.1
175","102.2
168","48.6
159","48.3
159","17.9
56","19.5
198","33.6
104","28.9
61","29.7
319","29.0
35","69.4
183","72.3
314","45.6
257","46.3
125","35.2
101","34.4
203"
VMI,BSth,"102.1
176","113.5
336","49.2
132","51.2
272","17.6
46","18.6
246","32.0
152","37.2
334","30.5
304","30.7
60","65.4
290","72.0
301","49.9
76","49.8
256","32.2
246","36.3
283"
Georgia,SEC,"102.1
177","95.9
60","46.9
248","45.0
36","23.0
315","18.5
259","32.1
150","30.5
111","45.0
13","37.9
224","69.4
181","68.1
102","43.5
312","42.3
13","35.7
83","32.9
115"
Central Connecticut,NEC,"101.7
178","109.9
308","48.6
162","51.7
292","17.5
41","18.9
231","27.4
298","35.4
308","30.1
313","29.3
41","73.2
57","67.6
75","46.6
212","49.9
260","35.2
102","36.6
291"
Indiana St.,MVC,"101.6
179","96.1
65","48.2
193","46.5
81","19.6
152","18.2
269","26.6
313","29.8
89","42.1
32","38.7
245","70.6
135","69.7
193","48.4
132","45.6
94","32.0
254","32.4
97"
Western Kentucky 16,SB,"101.6
180","101.6
162","48.6
167","47.9
141","22.2
290","20.8
130","34.8
69","30.7
117","37.6
119","37.8
221","68.0
215","69.6
191","48.3
140","47.6
176","32.7
224","32.4
96"
Liberty 16,BSth,"101.6
181","110.8
314","48.5
170","47.8
137","19.8
162","15.1
343","29.0
262","32.6
205","38.4
102","38.5
241","73.8
42","69.9
201","44.9
276","48.6
211","37.0
51","30.9
40"
Marshall,CUSA,"101.6
182","105.7
244","48.1
198","49.8
224","22.9
314","19.2
216","37.6
23","36.1
324","45.0
14","38.4
238","59.4
341","66.8
48","49.1
99","47.3
164","30.9
294","37.1
307"
Drexel,CAA,"101.5
183","101.4
157","46.7
254","48.7
176","18.9
112","18.8
238","33.3
117","26.0
9","33.5
240","43.4
313","74.5
29","72.3
311","44.9
277","47.5
172","33.5
188","34.2
194"
SMU,CUSA,"101.5
184","100.0
138","47.9
204","47.4
122","22.9
313","21.4
90","34.8
70","32.6
198","40.7
52","39.5
259","74.4
31","70.1
216","46.9
198","44.3
59","34.6
129","34.4
204"
Southern Illinois,MVC,"101.5
185","102.2
169","48.0
200","53.1
321","19.4
142","24.2
17","31.7
172","31.9
175","34.1
230","42.5
303","64.2
314","72.8
329","48.1
152","51.8
307","31.8
259","36.9
303"
South Carolina,SEC,"101.4
186","104.6
219","46.6
259","50.5
245","22.8
308","21.0
113","38.3
15","32.9
217","35.2
202","45.8
329","68.8
203","66.0
27","45.8
243","50.4
274","32.1
249","33.8
168"
UAB,CUSA,"101.4
187","99.3
119","48.4
173","50.7
252","21.8
274","22.4
47","33.5
109","30.8
125","29.4
322","38.6
244","71.9
98","70.4
231","47.9
161","49.0
227","32.8
219","36.1
277"
Western Carolina,SC,"101.2
188","108.6
290","47.6
221","49.9
228","18.9
122","20.4
147","34.6
78","35.1
299","30.9
296","47.1
337","71.0
120","71.3
275","46.0
236","50.5
276","34.0
159","32.5
100"
Missouri St.,MVC,"101.2
189","104.1
209","44.9
304","51.9
299","16.8
20","19.5
196","25.8
326","31.7
162","34.4
221","37.9
225","67.1
251","70.7
250","45.8
244","52.5
320","28.8
331","33.9
177"
Western Michigan,MAC,"101.1
190","101.1
152","48.2
196","46.9
103","22.3
296","19.1
224","35.6
53","29.1
64","45.8
8","35.5
159","70.2
152","70.3
226","48.2
149","44.4
62","32.0
253","34.5
214"
Rhode Island,A10,"101.1
191","100.8
147","46.0
280","48.7
178","18.8
111","19.6
194","28.4
279","35.5
309","35.9
175","40.0
269","67.1
248","68.5
120","44.6
291","47.5
173","32.2
245","34.2
197"
Charlotte,A10,"101.1
192","97.5
85","47.1
239","46.9
106","22.3
297","20.2
163","36.5
38","31.1
135","44.8
16","39.3
255","65.4
288","70.5
238","49.2
95","45.3
84","26.8
344","33.3
147"
South Florida,BE,"101.0
193","98.4
106","44.6
313","47.3
117","17.7
49","19.6
193","30.3
221","34.5
287","29.2
324","30.5
56","69.4
185","71.5
283","43.2
316","48.5
210","31.3
278","29.9
18"
Wyoming,MWC,"101.0
194","97.3
82","49.5
119","48.2
153","18.7
102","21.4
88","23.7
342","31.4
154","39.8
75","33.0
99","67.2
245","72.0
300","50.8
49","48.2
200","31.8
260","32.3
87"
Georgia Tech,ACC,"100.8
195","92.6
29","46.8
250","45.4
48","19.3
133","19.0
228","32.6
136","28.3
49","28.0
336","33.0
101","63.5
321","66.6
41","46.4
221","43.8
46","31.8
261","32.3
88"
Wake Forest,ACC,"100.8
196","98.0
97","48.5
168","50.8
256","20.7
219","20.5
143","27.7
294","30.8
128","43.7
23","35.5
160","68.0
216","68.4
114","47.1
190","49.5
244","34.5
135","35.9
268"
Stetson,ASun,"100.8
197","106.0
251","52.6
38","50.8
255","23.1
320","17.4
303","31.3
184","31.0
133","34.8
209","28.9
31","70.7
131","65.6
17","52.8
17","51.3
297","34.8
123","33.2
131"
Texas Tech,B12,"100.5
198","105.5
241","46.5
264","52.8
316","21.5
261","21.3
97","32.1
151","34.3
274","38.1
109","41.1
282","66.7
262","70.6
245","47.9
163","51.1
290","28.8
330","37.5
320"
St. John's,BE,"100.5
199","93.1
33","44.5
315","45.6
57","16.7
17","20.2
153","30.5
213","35.1
300","28.9
326","28.9
32","64.0
317","69.2
159","45.6
254","43.6
41","27.1
343","33.1
128"
Clemson,ACC,"100.4
200","95.2
49","47.2
237","46.8
99","18.4
85","20.4
146","32.0
154","31.8
166","33.1
250","32.9
97","65.4
287","66.9
52","47.1
189","44.4
63","31.7
266","34.8
224"
,,Adj. Eff.,,Eff. FG%,,Turnover%,,Off. Reb%,,FT Rate,,FT%,,2P%,,3P%,
Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
Louisiana Tech,WAC,"100.3
201","94.0
38","46.5
266","45.1
37","17.7
48","24.6
13","33.8
99","33.6
253","35.5
186","36.2
177","69.6
173","66.8
47","45.7
245","45.3
87","31.9
256","29.6
11"
FIU,SB,"100.3
202","103.0
185","48.9
144","51.1
266","21.7
272","25.6
5","31.3
186","36.0
320","35.8
180","37.1
205","70.7
132","67.4
66","48.3
139","52.5
318","33.3
198","32.3
85"
UNC Asheville,BSth,"100.3
203","105.1
238","48.6
165","49.5
206","20.6
211","20.7
133","33.0
125","33.2
237","38.1
108","33.2
103","72.4
77","68.2
108","48.5
127","49.4
240","32.6
232","33.1
127"
North Florida,ASun,"100.3
204","107.3
270","50.6
84","48.3
157","22.1
287","18.6
251","31.0
193","38.1
343","29.7
318","36.5
186","66.5
266","68.7
133","50.2
64","47.0
152","34.2
148","34.9
229"
Montana St.,BSky,"100.2
205","114.3
339","47.8
212","55.5
342","17.0
25","21.1
101","29.2
252","30.1
95","37.3
133","39.6
262","72.3
82","72.9
330","46.5
220","53.7
337","33.3
200","39.1
341"
Texas St.,WAC,"100.2
206","108.7
291","47.8
211","51.2
273","19.3
135","20.7
132","26.9
309","33.7
254","36.5
158","37.7
218","70.3
151","72.0
299","46.7
209","50.8
280","33.2
204","34.8
223"
Duquesne,A10,"100.2
207","106.1
252","47.9
209","51.5
282","20.8
229","17.3
305","30.9
198","33.2
239","31.7
276","32.8
95","64.4
311","67.6
82","45.9
241","48.7
218","33.8
171","37.9
327"
UC Irvine,BW,"100.1
208","99.3
120","48.0
199","44.2
20","18.6
97","16.3
323","30.4
220","31.2
144","30.2
310","37.9
226","67.3
240","70.2
223","47.4
177","42.5
17","32.8
222","32.3
86"
Columbia,Ivy,"100.0
209","103.2
190","47.6
220","49.3
201","17.8
50","20.1
165","29.0
263","27.0
20","33.7
235","42.4
301","75.2
21","70.7
247","44.5
294","46.5
135","35.4
93","37.3
310"
Ball St.,MAC,"100.0
210","106.8
263","48.3
188","50.8
258","23.1
319","19.7
190","35.9
46","29.5
72","46.6
5","36.2
176","65.2
297","70.9
258","47.9
160","50.0
263","32.7
227","34.9
231"
George Washington,A10,"100.0
211","94.5
45","46.6
262","47.4
124","23.4
328","21.3
98","38.2
16","30.8
123","40.4
60","32.7
87","65.7
282","69.5
182","47.7
170","44.6
69","27.9
337","36.0
276"
James Madison 16,CAA,"99.9
212","100.8
145","47.6
222","48.7
174","17.2
32","21.1
102","29.6
239","31.1
140","36.8
149","39.2
252","69.9
162","69.5
180","46.2
228","46.9
147","33.6
180","34.7
219"
Louisiana Lafayette,SB,"99.9
213","106.5
259","48.6
166","48.8
181","19.6
156","20.8
128","29.1
257","35.2
303","35.1
205","43.3
312","67.2
243","69.9
205","46.9
199","47.2
162","34.5
134","34.9
228"
Fordham,A10,"99.8
214","107.2
266","45.0
302","51.1
268","22.9
312","16.3
324","36.1
42","32.5
192","32.6
264","45.1
324","66.7
260","69.9
207","44.2
301","50.0
266","31.3
280","35.6
258"
Nebraska Omaha,Sum,"99.8
215","118.1
344","51.5
63","55.7
344","20.1
184","17.6
292","24.5
337","37.1
332","28.9
327","29.1
38","69.9
168","70.3
227","50.2
65","54.8
345","36.5
61","38.4
336"
Cornell,Ivy,"99.6
216","108.4
289","47.4
230","52.8
315","19.6
151","20.6
136","28.2
287","28.3
50","30.7
301","37.4
207","70.6
136","71.8
290","46.1
233","49.8
258","33.2
205","38.7
338"
Stephen F. Austin,Slnd,"99.5
217","90.0
11","50.5
93","42.2
3","20.5
203","22.6
41","34.1
91","25.9
8","40.4
58","35.5
161","60.7
338","65.1
12","50.9
45","41.4
4","32.8
218","29.7
14"
Sacred Heart,NEC,"99.5
218","111.4
321","49.8
109","51.2
271","21.9
281","18.1
274","33.2
119","35.6
312","32.2
270","38.2
232","72.2
85","71.2
271","48.4
136","49.1
231","35.2
103","37.1
306"
High Point,BSth,"99.3
219","104.7
224","48.0
202","48.0
146","17.9
57","19.7
185","34.1
92","31.5
155","32.7
260","41.5
287","70.4
145","66.9
51","48.2
147","47.6
177","31.6
272","32.5
101"
Tulsa,CUSA,"99.3
220","101.0
150","48.6
161","47.8
136","21.7
267","18.9
234","30.1
230","29.6
79","43.6
24","41.3
284","66.4
269","67.9
91","48.2
148","45.8
104","32.9
217","34.2
196"
Fresno St.,MWC,"99.3
221","94.1
40","43.5
329","45.4
49","18.5
94","20.2
155","29.2
254","34.9
296","37.3
132","47.1
336","67.4
237","67.6
81","39.9
342","46.7
139","33.7
174","28.1
2"
Cleveland St.,Horz,"99.2
222","108.8
297","46.9
246","52.2
306","21.2
249","21.1
105","31.9
158","32.5
195","30.4
306","45.2
325","72.0
92","75.1
344","45.1
273","51.8
308","33.5
184","35.4
246"
Appalachian St.,SC,"99.1
223","107.1
265","49.6
114","51.4
279","19.4
140","18.8
239","30.3
222","30.3
103","37.9
112","35.2
153","69.4
186","69.6
190","47.2
183","52.5
319","36.5
59","32.7
107"
Old Dominion,CAA,"99.1
224","107.9
283","44.9
307","52.3
309","20.7
223","20.4
150","38.8
9","33.1
229","34.6
215","39.2
253","66.1
276","70.4
232","46.6
214","48.8
222","27.3
340","39.1
342"
Florida Atlantic,SB,"99.0
225","105.0
237","47.5
223","45.8
62","22.6
304","17.1
311","32.9
127","34.3
273","35.5
188","36.4
184","69.5
178","68.8
137","45.1
270","46.0
116","35.3
98","30.2
25"
UTSA,WAC,"99.0
226","108.8
296","46.9
245","52.6
313","20.6
213","20.4
149","31.0
192","34.4
279","36.4
161","34.4
134","67.6
229","68.8
139","44.7
287","52.3
317","33.4
195","35.4
247"
Morgan St.,MEAC,"98.9
227","102.5
176","48.3
187","45.3
45","22.3
299","21.8
72","38.0
18","35.6
311","39.2
87","38.2
231","58.9
344","67.3
64","49.8
78","45.1
81","29.2
325","30.6
37"
IPFW,Sum,"98.9
228","104.3
212","49.5
122","52.0
301","20.3
192","19.7
189","31.4
182","26.6
14","38.4
104","37.8
220","63.1
327","69.8
200","47.5
175","52.3
315","35.4
94","34.1
185"
Morehead St.,OVC,"98.9
229","105.5
242","47.9
206","52.5
310","24.7
340","23.2
28","39.5
5","30.2
99","39.0
91","59.4
347","69.9
166","72.6
324","48.5
129","51.8
306","31.2
282","36.0
274"
Pepperdine,WCC,"98.9
230","103.2
191","48.6
160","48.1
151","23.0
318","17.9
285","32.4
143","33.3
244","34.3
222","33.2
105","70.4
144","72.1
303","46.8
206","45.5
91","35.3
97","35.4
244"
Holy Cross,Pat,"98.8
231","104.7
221","47.7
217","47.7
133","20.1
179","15.5
339","28.3
282","30.1
96","29.6
320","31.2
67","75.4
17","69.5
177","45.3
265","47.7
185","34.5
139","31.7
66"
Troy,SB,"98.8
232","108.7
293","45.3
300","51.0
263","16.5
15","19.1
217","30.7
206","33.0
227","24.5
346","36.6
191","67.9
221","66.6
39","44.5
292","49.5
247","31.2
286","35.8
265"
Eastern Illinois,OVC,"98.8
233","109.7
303","50.1
102","54.1
334","21.3
251","21.3
96","30.2
227","29.8
88","34.2
227","37.6
213","67.0
254","68.8
140","48.7
121","51.2
295","35.0
110","38.9
339"
Elon,SC,"98.7
234","102.0
167","49.2
131","46.8
97","17.4
38","19.1
218","26.4
316","30.1
97","29.2
323","36.5
187","71.3
111","69.5
179","48.0
157","43.2
32","34.0
162","36.8
301"
Nicholls St.,Slnd,"98.6
235","110.8
313","48.7
157","52.1
303","20.2
191","20.9
121","30.1
229","35.1
301","40.0
71","39.3
256","66.8
258","69.9
206","50.1
66","51.1
289","30.5
307","36.5
288"
Central Arkansas,Slnd,"98.6
236","113.1
333","47.9
205","50.7
253","19.8
167","19.4
206","33.4
113","36.6
328","29.6
321","40.8
278","63.9
318","65.0
9","46.4
223","49.6
250","34.2
147","35.7
259"
Miami OH,MAC,"98.4
237","104.8
230","48.2
194","54.0
331","21.9
280","23.1
30","27.5
297","34.1
266","36.0
173","37.6
211","68.2
213","67.6
80","48.0
158","52.7
324","32.4
237","37.5
319"
Marist,MAAC,"98.4
238","104.7
222","48.4
174","49.9
227","20.8
228","18.9
233","27.0
304","33.1
234","39.6
79","32.0
76","64.8
302","68.1
104","46.6
213","47.6
179","34.6
130","36.8
300"
Arkansas St.,SB,"98.3
239","97.0
78","45.7
293","46.7
93","18.9
117","23.1
29","33.5
108","30.3
102","44.2
18","35.7
164","68.6
207","68.3
110","45.6
255","45.0
80","30.7
302","33.5
157"
Austin Peay,OVC,"98.2
240","111.4
320","51.7
56","52.0
300","23.2
324","18.1
277","28.9
265","35.3
306","37.4
129","29.3
40","66.4
270","71.8
293","48.8
114","51.8
305","38.1
22","34.9
227"
The Citadel,SC,"98.2
241","119.9
346","50.5
91","55.0
339","23.9
335","18.0
281","30.9
197","36.2
327","37.8
114","28.8
29","70.2
153","71.5
280","48.9
110","53.6
335","35.9
73","38.2
331"
Auburn,SEC,"98.1
242","100.8
146","46.0
279","49.7
217","19.7
157","19.8
182","29.2
253","29.9
92","35.3
198","43.0
309","70.0
158","67.1
56","45.7
250","48.3
204","31.1
288","34.5
215"
UT Arlington,WAC,"98.1
243","98.0
98","46.4
269","45.8
64","22.1
286","22.8
37","36.2
40","31.1
136","36.4
159","43.9
317","65.2
295","66.2
30","44.3
297","44.3
60","34.2
146","31.9
72"
Eastern Washington,BSky,"98.1
244","109.1
301","48.8
153","48.1
150","19.3
136","15.8
332","29.4
243","35.3
305","32.0
272","36.2
178","65.5
285","70.2
224","47.0
195","46.2
123","34.1
157","35.1
236"
Utah Valley,GWC,"97.9
245","111.9
324","49.6
118","50.5
244","18.9
116","17.3
304","25.7
329","30.1
98","30.5
303","27.4
19","71.4
110","70.7
249","50.3
59","50.0
262","32.1
251","34.4
207"
South Alabama,SB,"97.7
246","101.4
158","45.9
284","46.8
100","22.8
309","21.0
114","36.0
43","32.9
218","45.4
12","37.7
216","71.8
101","69.9
202","44.6
290","45.7
99","32.4
239","33.0
121"
Campbell,BSth,"97.7
247","111.3
317","48.2
195","51.6
288","20.1
183","20.2
156","32.7
132","34.6
289","30.8
298","39.2
254","70.1
157","69.4
173","48.7
118","52.2
311","31.2
285","33.5
156"
UNC Greensboro,SC,"97.7
248","107.8
280","47.0
243","50.2
238","17.8
51","19.2
214","29.2
255","28.1
43","33.7
236","51.9
344","67.5
234","74.0
339","45.0
274","48.2
201","33.8
170","36.2
279"
North Carolina Central,MEAC,"97.7
249","97.6
87","49.3
126","45.6
56","23.0
317","22.9
33","30.6
211","31.1
139","45.5
11","38.8
246","73.7
44","65.0
8","48.8
111","45.7
96","33.6
178","30.4
31"
Samford,SC,"97.6
250","109.1
300","50.7
80","51.8
295","21.1
245","20.0
173","26.8
310","34.4
283","31.3
287","36.6
189","66.7
261","71.5
284","48.7
120","50.8
279","36.4
63","35.9
267"
,,Adj. Eff.,,Eff. FG%,,Turnover%,,Off. Reb%,,FT Rate,,FT%,,2P%,,3P%,
Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
