Marquette 3,BE,"114.0
20","94.7
48","49.6
112","46.2
74","20.9
236","19.5
201","38.4
14","33.1
230","40.9
46","31.7
73","73.0
62","68.2
107","51.6
33","44.9
76","29.6
322","32.3
89"
Baylor,B12,"114.0
21","97.3
83","51.6
58","45.7
59","17.2
34","18.7
242","33.5
107","32.8
211","36.3
162","33.3
109","69.7
169","69.1
153","51.1
41","44.7
71","34.9
118","32.2
83"
Syracuse 4,BE,"113.8
22","88.4
6","49.0
142","42.6
5","18.9
121","23.6
20","38.8
8","34.5
284","36.8
146","35.4
156","67.5
233","67.3
62","48.5
126","42.6
20","33.4
192","28.4
3"
Minnesota 11,B10,"113.7
23","94.1
39","49.3
125","45.6
55","21.6
265","20.2
162","43.6
1","33.2
235","41.6
37","36.7
192","68.5
208","69.4
174","48.8
113","42.8
24","33.7
175","33.9
173"
Miami FL 2,ACC,"113.6
24","92.4
26","51.9
51","45.7
58","16.7
16","18.4
260","31.3
183","28.4
52","34.6
212","28.3
26","68.4
211","64.9
7","50.6
52","44.0
52","36.2
68","32.6
104"
La Salle 13,A10,"113.2
25","97.7
91","51.9
50","49.3
199","17.1
28","21.3
93","29.0
258","34.2
271","31.3
286","28.5
27","73.7
47","68.2
106","49.3
91","50.6
277","37.7
30","30.2
24"
Boise St. 13,MWC,"113.2
26","98.8
112","51.8
52","51.4
278","18.4
84","20.0
170","30.3
226","24.4
3","33.7
237","42.2
297","74.6
27","71.0
260","48.4
135","51.0
286","38.7
14","34.8
220"
Dayton,A10,"113.1
27","100.8
148","53.0
30","49.2
197","21.7
268","21.0
112","35.2
60","30.4
106","39.7
76","37.5
208","71.7
103","70.5
234","51.1
43","47.4
167","38.4
18","35.3
241"
Detroit,Horz,"112.9
28","104.4
213","50.8
79","53.2
322","15.5
3","22.9
32","31.8
161","31.2
143","35.8
181","35.6
163","73.4
52","71.6
287","51.1
44","52.2
310","33.5
182","36.7
296"
Kansas 1,B12,"112.8
29","87.6
5","53.3
24","41.5
1","20.3
197","18.4
263","33.8
98","29.3
69","39.5
80","32.0
77","73.7
43","68.7
128","52.9
13","39.3
1","36.4
65","30.3
27"
North Carolina 8,ACC,"112.7
30","94.5
46","49.3
128","48.0
145","17.2
33","21.5
83","34.6
76","31.6
158","28.2
333","27.1
18","67.7
226","70.2
222","46.3
225","46.3
124","37.2
38","34.4
201"
Michigan St. 3,B10,"112.4
31","89.3
8","50.6
86","44.5
27","20.8
225","19.2
215","36.1
41","27.6
33","36.6
154","32.4
82","70.8
127","67.0
53","50.4
55","44.3
58","34.1
154","30.1
22"
Davidson 14,SC,"112.1
32","99.5
124","53.1
26","45.3
41","17.0
24","18.8
235","29.0
260","28.5
55","38.9
92","36.4
182","79.6
1","72.3
310","52.0
26","44.3
57","36.6
57","32.1
79"
Temple 9,A10,"111.9
33","98.3
105","49.0
141","49.0
190","15.9
8","20.1
164","30.8
203","31.4
151","35.6
184","34.1
128","72.3
80","72.4
317","48.8
115","47.3
165","32.8
220","35.3
242"
Wichita St. 9,MVC,"111.9
34","92.4
27","50.0
106","45.3
44","19.4
137","20.0
171","38.0
19","26.5
12","36.5
155","38.3
236","69.9
160","71.4
278","49.6
82","43.6
39","33.9
165","32.2
84"
Oklahoma 10,B12,"111.8
35","97.2
79","47.8
213","47.4
123","17.5
39","19.6
192","33.2
118","31.5
156","35.4
191","31.4
68","75.7
15","69.4
170","47.6
173","46.4
126","32.3
241","32.9
117"
Mississippi 12,SEC,"111.2
36","97.0
77","49.1
137","46.4
80","15.9
9","21.5
81","34.1
90","31.8
164","38.8
93","31.1
64","67.8
222","66.4
36","49.4
88","46.2
121","32.4
238","31.3
56"
UCLA 6,P12,"111.2
37","96.3
67","49.1
136","47.5
127","15.8
7","19.9
174","30.7
204","34.0
263","33.1
251","24.6
4","72.4
76","66.5
37","48.9
104","46.9
145","33.3
202","32.4
95"
South Dakota St. 13,Sum,"111.1
38","105.0
234","53.3
25","51.2
270","16.4
12","17.1
310","28.9
264","26.1
10","33.0
255","24.4
3","77.3
5","68.6
122","50.4
56","49.8
255","38.9
13","35.8
262"
Kentucky,SEC,"110.8
39","98.1
100","52.6
37","43.9
14","19.4
141","17.6
289","34.7
73","31.2
142","41.7
35","30.2
52","64.2
313","71.9
297","52.9
15","42.0
8","34.6
132","32.4
93"
Illinois 7,B10,"110.8
40","94.2
42","47.5
224","48.7
175","17.6
45","21.7
73","33.6
106","33.0
223","31.0
295","36.0
174","72.5
73","71.3
274","47.4
178","47.4
168","31.7
265","34.1
187"
Southern Miss,CUSA,"110.7
41","97.8
94","53.1
27","48.5
162","22.0
282","24.3
16","38.0
20","31.7
160","36.5
156","40.6
277","68.8
201","67.5
71","51.8
30","47.8
187","37.4
33","32.9
113"
Richmond,A10,"110.5
42","100.4
142","52.5
40","49.1
192","18.6
99","22.8
36","27.0
307","35.8
317","43.2
25","43.0
308","72.2
84","73.1
332","49.4
90","48.4
205","37.8
26","33.9
170"
Canisius,MAAC,"110.5
43","105.7
245","52.7
33","50.4
242","19.6
154","19.8
181","34.8
68","33.1
231","34.3
225","32.4
84","71.6
106","71.0
261","48.9
105","50.4
272","38.6
16","33.6
159"
BYU,WCC,"110.4
44","97.2
80","50.2
98","48.1
149","17.0
23","19.3
209","32.8
130","27.7
36","36.0
169","37.6
210","73.0
63","67.6
76","50.2
63","47.1
156","33.5
186","33.3
145"
Butler 6,A10,"110.4
45","94.6
47","50.7
81","46.7
87","20.2
186","17.4
300","35.9
45","26.3
11","38.4
101","36.1
175","69.6
172","70.5
235","50.2
62","45.3
83","34.3
145","33.2
132"
Belmont 11,OVC,"110.3
46","97.4
84","56.5
2","48.0
142","19.6
155","25.0
9","29.7
237","34.2
270","32.8
258","37.0
204","73.4
51","70.6
240","56.9
1","46.7
137","37.2
36","33.5
152"
Air Force,MWC,"110.3
47","105.0
236","54.7
10","51.9
298","18.5
90","19.1
219","23.7
343","31.8
169","30.8
299","36.6
190","72.5
75","68.0
94","52.9
14","54.2
339","38.1
21","32.4
90"
Denver,WAC,"110.3
48","96.1
63","56.2
3","47.3
114","18.6
98","26.2
3","22.7
345","34.1
268","31.2
290","41.0
280","71.9
93","72.3
313","56.1
2","46.5
128","37.5
31","33.1
122"
Stanford,P12,"110.2
49","95.7
55","47.5
228","46.8
98","17.3
35","19.2
213","32.1
149","28.5
54","33.4
242","33.7
121","74.3
34","72.6
321","44.3
298","45.7
100","35.9
71","33.3
141"
Oregon St.,P12,"110.2
50","101.5
159","49.7
111","48.5
163","19.6
153","17.6
291","34.4
80","32.4
188","37.0
139","30.1
51","67.0
252","69.0
147","47.8
166","47.1
159","36.4
67","34.4
202"
,,Adj. Eff.,,Eff. FG%,,Turnover%,,Off. Reb%,,FT Rate,,FT%,,2P%,,3P%,
Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
Iowa,B10,"110.2
51","92.0
23","46.4
267","44.0
16","18.6
96","19.7
186","36.6
35","30.8
124","40.8
48","31.2
66","73.2
55","70.2
217","47.1
185","43.7
44","29.9
320","29.7
16"
Santa Clara,WCC,"110.1
52","99.5
125","50.7
82","47.5
126","18.3
82","21.1
103","32.8
131","33.4
248","37.0
138","42.0
295","73.8
41","72.2
305","48.9
107","45.8
103","35.8
77","34.3
199"
Valparaiso 14,Horz,"109.9
53","99.7
128","55.7
5","46.2
73","21.8
273","19.5
202","31.2
188","28.2
47","41.7
36","36.8
195","73.5
49","72.6
322","55.7
4","44.5
64","37.1
44","33.8
165"
Eastern Kentucky,OVC,"109.8
54","104.9
231","54.0
16","51.2
269","17.9
62","25.5
6","27.9
293","38.0
342","34.8
210","43.7
315","78.2
2","73.5
334","55.4
5","53.3
329","35.0
109","31.5
60"
Connecticut,BE,"109.8
55","95.5
54","50.0
105","45.3
43","18.2
77","20.1
166","28.5
275","36.0
322","36.9
143","31.0
62","74.3
33","69.1
148","49.5
85","44.4
61","34.0
160","31.5
61"
Boston College,ACC,"109.7
56","103.5
198","51.0
76","51.1
264","17.7
47","17.9
282","28.1
288","30.7
119","39.7
77","29.1
36","71.2
114","69.8
197","49.7
80","48.7
215","35.3
96","37.5
316"
Idaho,WAC,"109.6
57","112.9
332","52.7
34","51.7
291","21.2
248","14.2
346","33.1
121","29.2
67","37.6
121","30.8
61","74.0
36","68.5
117","51.4
40","50.5
275","36.8
52","36.0
272"
LIU Brooklyn 16,NEC,"109.6
58","112.5
330","54.4
12","52.6
311","20.3
200","18.4
264","35.2
59","33.5
249","45.6
10","31.6
71","69.0
198","67.7
84","53.1
12","51.1
288","38.0
23","37.2
308"
Illinois St.,MVC,"109.6
59","97.7
90","51.8
53","48.4
161","18.7
101","21.0
109","29.5
241","31.4
152","34.4
220","34.0
125","72.3
79","70.2
219","51.7
32","47.3
163","34.7
124","33.4
149"
Tennessee,SEC,"109.5
60","98.2
102","47.9
207","46.2
75","20.1
178","17.4
299","36.5
37","28.8
59","42.2
31","34.4
133","69.0
195","72.7
327","48.2
146","45.6
95","31.6
273","31.9
74"
Princeton,Ivy,"109.2
61","101.3
155","53.9
18","48.2
152","20.3
195","20.8
129","30.6
209","28.6
57","34.6
213","37.6
212","72.0
91","72.1
302","49.9
75","47.0
153","41.0
2","34.2
191"
Saint Louis 4,A10,"109.2
62","88.9
7","50.4
96","45.5
52","17.6
43","23.6
19","27.9
292","29.1
65","44.0
20","35.0
148","70.4
143","65.4
14","50.0
70","44.1
55","34.0
158","33.1
125"
St. Bonaventure,A10,"109.2
63","103.9
205","51.6
61","51.6
287","20.0
176","21.5
86","32.3
145","34.2
269","39.9
73","41.3
285","76.3
8","72.5
319","49.0
100","49.4
239","37.5
32","37.0
305"
Bryant,NEC,"109.0
64","109.2
302","54.4
13","51.8
294","19.2
130","17.6
288","30.5
214","29.7
83","37.0
141","30.2
53","72.2
86","69.3
161","54.9
7","51.1
287","35.6
87","35.2
239"
Oklahoma St. 5,B12,"108.8
65","90.4
13","48.8
152","44.5
28","18.2
71","21.7
75","31.3
185","30.8
126","40.5
56","35.1
151","74.6
26","68.7
127","49.5
86","42.4
14","31.6
269","32.4
98"
Weber St.,BSky,"108.8
66","98.7
111","56.0
4","44.4
22","18.7
100","16.6
320","29.6
238","25.3
6","39.6
78","33.6
118","73.0
61","72.2
307","53.7
10","44.7
70","40.6
3","28.9
6"
East Carolina,CUSA,"108.7
67","104.1
207","51.4
65","48.9
186","18.2
76","18.8
236","28.3
284","35.2
304","39.9
72","33.5
114","72.6
69","66.3
32","50.9
46","48.3
203","34.9
117","33.7
162"
Georgetown 2,BE,"108.7
68","86.5
3","51.1
73","43.0
7","20.1
180","22.4
46","30.4
219","31.0
134","36.8
147","35.3
154","67.9
218","66.7
46","50.2
61","41.4
5","35.3
95","30.7
39"
Saint Joseph's,A10,"108.6
69","98.2
101","50.6
87","46.1
72","18.7
106","16.2
325","31.7
166","33.2
238","36.2
165","23.8
2","69.6
174","69.6
189","50.0
68","45.6
93","34.2
152","31.4
58"
Virginia,ACC,"108.5
70","91.8
22","51.6
60","44.1
17","18.2
70","20.9
116","28.3
283","27.9
41","31.6
278","31.8
75","70.6
133","70.0
208","48.9
101","42.7
23","38.5
17","31.2
49"
Arizona St.,P12,"108.5
71","97.7
92","52.3
43","46.4
78","18.5
89","18.1
273","28.3
281","30.0
94","35.9
174","26.6
14","64.9
300","74.1
340","52.5
18","44.5
65","34.6
131","33.7
163"
Rutgers,BE,"108.5
72","99.5
123","48.7
156","47.9
140","21.3
253","19.6
195","35.8
49","34.4
277","32.4
266","39.8
265","69.9
163","70.2
221","47.0
193","47.7
183","35.7
82","32.2
82"
New Mexico 3,MWC,"108.2
73","92.6
28","48.4
178","45.9
68","17.6
42","19.5
197","29.3
245","27.6
34","45.7
9","25.7
8","72.1
87","67.4
65","46.1
230","42.0
9","35.1
108","34.6
216"
Wisconsin 5,B10,"108.2
74","85.9
1","48.6
163","43.0
8","15.7
5","18.0
278","32.6
134","26.9
17","29.7
317","25.7
9","63.4
323","68.9
145","48.0
153","42.8
26","33.0
215","28.9
7"
Lehigh,Pat,"108.0
75","101.8
163","53.0
29","47.6
130","16.4
14","20.4
145","26.9
308","34.0
264","36.4
160","28.6
28","73.9
40","69.1
149","49.8
77","49.2
233","39.4
9","29.8
17"
Kent St.,MAC,"108.0
76","103.3
195","48.8
150","48.5
164","18.9
120","20.8
126","34.5
79","33.2
236","43.8
22","41.3
283","71.0
119","68.4
113","46.3
224","49.5
246","35.8
78","31.0
43"
Massachusetts,A10,"107.9
77","98.9
115","49.5
123","47.4
121","20.3
198","18.9
232","32.4
144","32.6
202","35.8
176","35.0
150","71.9
96","71.1
264","48.9
103","46.9
144","33.6
181","32.4
94"
Utah St.,WAC,"107.9
78","104.1
210","52.0
48","47.8
134","20.9
234","15.0
344","37.4
24","27.0
19","40.5
57","30.7
59","72.0
90","65.9
25","51.6
34","46.0
113","35.3
99","33.8
166"
Providence,BE,"107.9
79","96.7
73","45.9
281","46.2
77","19.1
129","19.8
179","37.4
25","32.3
186","37.4
127","33.0
100","70.1
155","70.0
211","45.7
246","46.9
149","31.0
292","29.7
15"
Houston,CUSA,"107.8
80","107.3
269","51.3
68","48.7
173","18.3
80","17.9
284","33.4
111","31.4
150","39.4
83","33.7
119","71.9
99","68.1
100","50.3
58","49.2
232","35.9
74","31.8
68"
Washington,P12,"107.7
81","97.8
93","48.2
192","48.2
154","19.8
161","18.4
262","37.3
26","31.3
147","33.8
234","32.3
81","68.3
212","68.5
119","47.0
194","47.0
154","34.3
144","34.2
193"
Tulane,CUSA,"107.6
82","104.8
227","47.7
214","51.6
289","19.0
124","20.6
135","35.5
55","27.7
35","46.7
4","33.5
113","72.7
68","71.7
289","45.2
268","52.3
316","35.0
111","33.7
161"
Memphis 6,CUSA,"107.5
83","91.5
18","52.4
41","45.5
51","20.7
220","22.1
56","35.6
52","31.1
138","37.2
134","34.9
145","66.0
277","67.7
85","51.1
42","43.8
45","37.2
37","33.0
118"
William & Mary,CAA,"107.5
84","109.7
304","53.6
23","48.9
185","20.0
174","16.1
328","28.5
274","32.4
191","37.6
120","30.1
50","71.1
116","69.1
151","52.2
22","49.3
236","37.2
40","32.0
75"
Washington St.,P12,"107.4
85","99.7
129","49.6
113","49.6
210","19.1
126","19.4
204","31.6
174","28.2
46","34.1
229","31.7
74","68.8
202","69.3
164","47.9
159","47.9
191","34.7
126","34.8
222"
Maryland,ACC,"107.3
86","94.2
41","51.6
57","43.6
12","22.2
288","15.7
336","36.9
31","27.9
39","34.5
216","29.7
46","67.9
219","70.8
253","51.9
28","42.7
22","33.9
167","30.3
28"
Purdue,B10,"107.3
87","95.8
58","46.3
271","45.5
54","19.0
125","17.0
313","37.0
29","29.7
80","33.5
239","33.3
110","65.3
292","71.2
272","45.7
247","43.9
49","32.0
255","32.8
111"
Virginia Tech,ACC,"107.3
88","106.2
256","47.5
227","50.1
234","17.5
40","15.5
338","30.7
207","33.2
240","36.8
150","38.1
230","70.9
125","66.9
50","47.7
169","48.8
221","31.4
277","34.8
226"
San Diego St. 7,MWC,"107.1
89","90.9
15","48.5
169","44.7
31","18.1
66","18.2
268","31.8
159","27.9
40","35.3
195","28.9
30","69.1
191","68.0
95","48.3
138","43.3
35","32.7
229","31.8
71"
UCF,CUSA,"106.9
90","102.8
179","51.5
64","48.7
172","20.7
221","18.7
245","34.3
83","32.8
209","41.0
44","25.9
11","64.9
301","67.3
63","51.4
38","49.5
242","34.5
137","31.3
53"
Oakland,Sum,"106.8
91","109.9
309","49.2
134","57.0
347","17.2
30","20.5
140","31.0
191","29.2
68","40.7
53","34.0
124","70.8
128","70.9
255","47.7
171","58.5
347","34.7
125","36.5
286"
LSU,SEC,"106.7
92","98.8
114","49.2
130","47.0
109","20.5
208","21.6
79","34.4
81","34.8
294","33.4
243","38.0
228","62.5
335","68.4
116","46.9
196","46.9
146","35.6
85","31.5
59"
Drake,MVC,"106.7
93","102.4
173","52.2
45","51.4
277","19.8
160","18.8
240","24.5
339","28.7
58","37.5
125","38.5
242","72.1
89","75.0
343","48.9
108","50.2
269","37.9
24","35.6
255"
Harvard 14,Ivy,"106.7
94","101.3
154","54.3
14","49.2
196","20.8
227","20.9
122","25.6
330","31.4
153","49.6
2","31.2
65","72.6
70","72.5
320","51.5
36","48.9
225","39.8
8","33.3
139"
DePaul,BE,"106.7
95","104.7
223","47.4
231","51.5
283","19.8
165","21.5
85","31.7
168","35.7
314","31.7
277","36.2
179","70.4
146","69.3
162","48.3
144","50.4
273","29.9
318","36.5
289"
Niagara,MAAC,"106.6
96","103.9
204","48.3
186","51.7
293","16.4
13","22.5
43","32.5
141","33.0
224","38.0
111","40.6
276","69.1
194","68.8
138","47.9
162","50.0
264","32.7
223","36.5
287"
Middle Tennessee 11,SB,"106.6
97","92.2
25","51.1
72","44.4
24","20.7
214","23.6
21","36.5
39","29.0
62","41.4
39","42.8
305","69.5
176","63.4
2","49.2
93","43.9
48","37.7
28","30.3
26"
Arkansas,SEC,"106.6
98","96.6
71","48.4
179","49.2
198","16.3
11","24.6
12","31.7
173","33.5
251","35.1
206","44.4
319","67.2
242","66.1
28","50.0
73","46.9
143","30.0
317","35.9
270"
Florida St.,ACC,"106.6
99","101.9
165","49.9
108","49.7
215","22.0
285","20.6
138","30.9
199","36.6
329","40.4
61","34.8
140","73.5
50","69.2
156","48.9
109","47.1
157","34.8
120","36.8
299"
California 12,P12,"106.5
100","93.9
37","48.0
201","44.3
21","18.9
118","16.8
317","32.5
138","30.7
118","31.2
288","32.5
85","71.5
107","68.8
135","48.8
112","41.7
6","30.2
315","33.6
160"
,,Adj. Eff.,,Eff. FG%,,Turnover%,,Off. Reb%,,FT Rate,,FT%,,2P%,,3P%,
Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
San Francisco,WCC,"106.5
101","103.7
200","52.7
36","49.8
220","18.1
67","17.4
298","23.9
341","29.8
90","34.6
214","32.4
83","66.9
256","71.8
292","48.0
155","49.2
234","40.1
6","34.1
183"
Villanova 9,BE,"106.4
102","92.1
24","47.3
233","47.3
116","22.9
311","22.0
65","33.1
123","29.5
75","50.6
1","40.9
279","72.1
88","67.6
78","46.0
238","42.4
16","33.2
203","37.3
312"
Ohio,MAC,"106.4
103","96.7
74","53.6
21","47.5
125","18.5
93","25.5
7","27.4
301","34.4
282","31.3
285","45.9
330","69.9
161","66.7
44","54.3
9","46.5
129","35.1
105","33.1
124"
Xavier,A10,"106.3
104","95.7
57","50.1
101","46.7
89","20.4
201","18.6
248","34.3
84","29.0
63","41.4
40","33.3
107","66.7
259","68.5
121","49.2
94","45.8
102","35.0
112","32.1
80"
Northwestern St. 14,Slnd,"106.2
105","103.3
196","49.0
143","47.8
135","19.2
132","21.7
76","34.8
71","37.3
336","40.3
65","40.5
275","69.1
193","62.9
1","50.0
72","46.8
140","31.0
291","33.9
176"
Evansville,MVC,"106.2
106","97.6
88","48.5
171","50.7
251","16.9
21","21.5
82","29.3
247","29.3
70","31.1
293","34.4
135","74.1
35","68.9
143","46.0
237","49.7
253","36.7
53","35.2
238"
Bucknell 11,Pat,"106.1
107","94.4
43","49.6
117","42.5
4","15.1
2","14.1
347","29.3
246","24.3
2","35.7
182","29.4
42","74.5
28","70.8
251","48.3
137","41.1
3","35.8
80","30.5
33"
Colorado 10,P12,"106.1
108","91.7
21","48.3
185","45.9
69","20.0
172","19.4
207","33.6
103","30.4
107","40.9
45","25.3
7","68.6
206","69.3
165","47.0
192","44.7
72","34.4
141","32.0
76"
Pacific 15,BW,"106.1
109","102.5
178","50.5
89","50.0
231","17.8
53","20.0
169","29.2
251","30.8
127","37.7
117","39.3
258","69.4
184","71.5
282","46.8
205","48.0
193","38.9
12","35.4
243"
Oral Roberts,Slnd,"105.9
110","103.3
193","49.9
107","49.3
200","20.5
206","18.7
244","35.9
44","31.4
149","38.0
110","27.5
20","73.6
48","66.2
29","49.3
92","47.8
189","34.5
136","35.4
245"
Oregon 12,P12,"105.9
111","90.1
12","49.3
127","46.4
79","21.4
254","22.0
62","35.8
48","27.2
27","38.4
100","33.3
108","70.5
140","67.6
79","49.1
98","44.9
78","33.3
199","33.4
150"
UNLV 5,MWC,"105.9
112","89.8
9","48.9
147","44.1
19","20.2
188","18.5
256","33.3
115","27.1
24","36.7
151","29.6
44","70.4
142","69.1
152","48.9
102","42.6
19","32.6
233","31.6
64"
Cal St. Fullerton,BW,"105.6
113","110.0
310","53.6
22","54.1
333","18.1
69","22.8
35","25.0
334","37.2
335","35.5
189","36.6
188","76.7
6","69.6
184","51.8
31","54.8
343","37.7
29","35.1
235"
Army,Pat,"105.6
114","104.6
218","51.7
54","48.7
171","20.7
216","18.6
249","31.7
169","29.7
81","36.9
144","36.8
197","73.7
45","68.1
99","49.2
97","46.0
114","37.1
46","35.8
264"
Stony Brook,AE,"105.6
115","94.5
44","49.6
115","44.1
18","18.3
79","20.5
141","31.9
157","27.4
30","37.7
115","26.7
15","70.5
138","66.7
43","48.1
151","42.4
15","35.4
92","31.2
50"
Cincinnati 10,BE,"105.5
116","89.9
10","46.2
274","43.3
10","19.4
139","20.3
152","38.7
11","29.8
84","35.5
185","32.7
90","64.7
306","66.5
38","45.5
258","42.3
12","31.6
271","30.4
32"
Lafayette,Pat,"105.4
117","106.1
255","52.7
35","52.3
308","18.7
105","20.6
134","25.1
332","32.6
206","28.2
334","31.5
70","75.4
18","68.1
98","49.6
84","51.2
294","38.4
19","36.4
285"
Utah,P12,"105.2
118","98.6
110","48.7
158","46.9
102","20.0
173","16.9
316","27.5
296","31.8
168","31.1
292","30.6
57","75.8
14","70.1
215","46.6
210","44.8
75","35.5
90","33.9
172"
Northern Iowa,MVC,"105.2
119","96.1
64","51.1
71","48.8
180","19.0
123","19.7
187","24.6
336","26.5
13","33.2
248","25.1
6","76.0
11","71.9
294","48.6
123","47.7
182","36.4
64","34.1
184"
Robert Morris,NEC,"105.2
120","101.2
153","51.0
75","50.6
250","19.2
131","24.6
14","31.0
196","32.5
196","37.0
140","46.0
331","74.9
23","68.6
123","46.7
208","51.1
292","38.1
20","33.2
129"
Central Michigan,MAC,"105.0
121","112.3
327","48.3
181","55.0
340","19.8
163","19.8
183","30.9
200","33.1
232","39.4
85","34.8
141","73.3
54","67.7
83","47.1
191","54.2
340","33.2
208","37.7
322"
Georgia St.,CAA,"104.9
122","105.9
250","50.0
104","51.1
265","18.0
64","20.9
115","29.4
244","32.7
208","34.9
208","37.0
202","71.7
104","70.9
254","48.0
156","48.7
217","35.7
81","36.6
290"
Cal Poly,BW,"104.8
123","106.1
254","48.7
155","52.9
317","15.7
6","19.6
191","31.2
189","28.2
48","33.3
247","38.6
243","72.5
74","69.5
178","44.8
282","52.2
313","37.1
43","36.3
281"
Akron 12,MAC,"104.8
124","95.7
56","51.0
77","44.6
30","20.8
226","20.2
159","37.6
22","30.5
109","36.9
142","35.0
149","64.1
315","71.5
285","52.1
24","42.7
21","32.7
226","32.8
110"
Florida Gulf Coast 15,ASun,"104.8
125","97.5
86","51.6
62","46.9
101","21.0
240","22.1
57","32.5
139","32.8
212","35.2
201","32.7
91","66.9
255","69.3
167","52.3
19","46.9
142","33.4
193","31.3
54"
