Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
Denver,SB,"106.5
115","106.9
254","57.9
1","50.7
255","19.6
130","21.2
111","18.8
347","31.3
109","44.8
38","59.7
347","71.4
95","70.4
250","56.8
2","48.6
207","39.5
14","37.9
317"
St. Bonaventure,A10,"106.4
116","102.6
173","50.7
86","50.1
219","21.2
221","19.3
236","33.4
151","31.4
110","36.2
211","38.9
204","66.0
266","64.0
13","50.6
71","49.9
253","34.1
178","33.8
153"
Western Kentucky,SB,"106.3
117","102.1
162","51.3
73","49.8
207","19.4
123","20.7
143","34.2
117","30.8
92","35.4
234","29.9
31","70.4
127","68.0
120","51.5
42","49.9
252","33.9
185","33.1
114"
Fairfield,MAAC,"106.3
118","101.1
143","48.3
189","48.3
141","19.5
128","21.8
76","36.3
53","34.3
251","35.0
243","34.3
103","69.7
146","69.2
189","47.4
193","45.1
66","33.5
200","37.0
294"
Buffalo,MAC,"106.3
119","106.4
246","49.3
144","51.9
302","20.3
166","21.6
86","34.5
106","31.3
107","36.2
212","38.1
186","72.0
74","69.8
219","48.1
156","49.3
238","34.3
161","38.2
322"
Cleveland St.,Horz,"106.2
120","104.0
202","49.0
156","52.1
311","18.4
74","23.2
32","28.7
297","35.3
285","34.5
258","50.7
336","75.0
14","68.7
162","47.8
174","48.7
210","34.1
173","39.8
341"
Illinois St.,MVC,"106.2
121","98.7
93","50.1
113","48.7
158","19.9
141","20.7
144","34.4
108","27.9
19","40.4
103","31.4
49","70.0
137","73.8
343","50.7
64","47.2
142","32.7
232","34.2
177"
South Carolina,SEC,"106.2
122","97.5
76","47.3
241","49.3
182","17.4
35","23.2
31","33.1
160","37.9
331","29.1
328","39.2
210","65.0
292","68.0
126","47.0
201","48.4
199","32.0
256","34.6
194"
Milwaukee,Horz,"106.1
123","101.5
152","49.9
124","49.2
173","20.6
182","17.0
328","31.8
201","27.0
8","43.0
60","33.6
91","68.3
198","71.0
282","48.4
147","50.0
260","34.6
145","31.8
63"
Arkansas,SEC,"106.0
124","100.1
115","50.0
118","49.3
179","19.0
99","20.3
176","30.7
234","34.5
258","42.1
72","35.0
122","68.0
207","72.3
323","49.1
116","46.1
105","34.7
140","37.2
298"
Western Michigan,MAC,"105.9
125","104.2
205","48.0
204","47.9
127","20.3
172","19.8
207","36.5
49","33.3
205","41.4
81","34.6
112","73.9
30","69.5
199","47.8
172","45.8
91","32.3
246","34.9
215"
Virginia,ACC,"105.8
126","97.4
73","47.8
211","49.0
167","16.8
19","18.6
264","30.1
258","28.8
34","30.0
320","30.5
40","74.8
18","63.9
12","45.8
242","47.3
149","34.9
134","35.2
227"
North Carolina St.,ACC,"105.8
127","95.1
45","48.3
184","46.3
57","19.9
147","20.0
192","33.0
166","34.4
255","36.6
198","36.6
154","67.9
211","65.7
35","47.6
177","46.3
116","33.3
212","30.9
39"
Lehigh 16,Pat,"105.8
128","106.3
243","51.4
67","48.7
156","18.4
70","19.4
229","29.8
266","29.5
53","43.1
58","30.9
43","71.8
81","70.8
267","47.8
171","47.0
133","39.9
10","34.7
200"
Oregon,P10,"105.7
129","100.6
128","47.9
207","51.5
286","18.7
92","21.3
101","35.4
75","32.1
146","33.4
284","39.8
223","71.5
93","69.6
210","46.7
211","50.4
283","33.9
182","35.6
251"
Akron,MAC,"105.7
130","100.0
112","49.3
143","47.1
88","19.9
144","20.8
137","37.4
33","33.3
203","36.6
199","41.5
250","66.4
257","70.8
269","48.2
152","46.3
115","34.2
169","32.6
92"
Kent St.,MAC,"105.7
131","98.3
87","48.2
191","48.4
147","17.6
40","22.5
48","32.2
189","30.7
89","39.2
123","37.8
178","68.0
209","70.9
272","48.4
148","48.5
204","31.8
263","32.1
72"
Morehead St.,OVC,"105.5
132","98.7
94","51.1
76","49.7
203","22.6
289","23.5
22","39.4
12","26.7
5","36.5
203","45.7
299","68.4
194","67.8
108","47.5
188","47.1
136","38.5
23","36.2
269"
UTSA,Slnd,"105.5
133","106.2
241","48.8
165","50.4
240","17.6
41","19.9
200","32.7
172","30.9
97","34.9
246","32.9
79","76.1
7","68.0
118","46.6
213","54.8
342","35.9
91","28.7
4"
South Dakota St.,Sum,"105.5
134","109.5
297","47.9
209","52.2
312","17.5
37","18.9
252","32.6
180","31.4
112","43.8
52","36.8
157","74.2
26","70.1
235","44.7
276","50.1
270","36.3
76","38.5
327"
Niagara,MAAC,"105.5
135","101.1
141","47.2
245","46.4
61","17.5
39","21.0
123","33.2
156","36.8
312","37.3
176","33.3
85","67.8
213","67.9
113","46.5
217","47.0
134","32.1
254","30.0
14"
Montana 14,BSky,"105.5
136","101.2
144","54.2
16","47.6
110","19.1
102","19.5
223","30.2
254","29.6
54","36.8
193","38.8
202","71.9
75","65.8
38","51.9
34","44.8
54","39.3
15","36.0
264"
Western Carolina,SC,"105.4
137","102.5
168","50.9
82","51.6
289","20.0
151","23.9
15","33.9
134","32.2
152","34.9
247","54.2
341","64.1
310","68.9
174","49.1
115","52.0
323","35.9
88","33.9
157"
Pacific,BW,"105.3
138","97.4
72","50.1
106","46.6
72","17.9
49","18.4
272","32.6
181","28.9
36","35.6
223","37.9
181","65.1
291","67.3
89","49.3
107","43.7
27","34.4
157","34.9
214"
La Salle,A10,"105.3
139","104.3
207","48.8
169","49.4
188","22.7
299","17.0
330","38.9
15","33.4
208","38.0
156","33.5
90","66.7
248","68.0
125","48.1
155","48.3
195","33.7
194","34.4
189"
Northeastern,CAA,"105.3
140","96.2
60","50.0
114","46.2
56","18.8
94","22.5
49","30.7
232","36.7
308","34.7
252","28.9
19","72.0
70","72.5
327","49.5
104","44.0
35","34.1
174","34.4
188"
Wofford 13,SC,"104.8
141","95.0
44","49.1
152","46.5
66","18.3
62","21.3
100","33.6
139","29.2
42","44.1
48","35.7
133","67.0
232","67.6
102","47.7
175","46.8
129","34.8
137","30.6
28"
UAB,CUSA,"104.7
142","92.1
20","47.1
249","45.1
34","20.3
164","21.4
96","35.7
66","28.2
24","45.7
26","37.6
177","69.4
156","71.6
305","47.4
190","44.4
41","31.1
290","31.3
49"
Troy,SB,"104.6
143","105.6
234","52.3
43","50.7
256","18.0
58","18.6
265","30.6
238","34.1
240","28.5
334","29.9
32","63.8
318","68.0
127","51.6
40","48.2
190","35.7
103","36.6
282"
Florida St. 9,ACC,"104.5
144","87.3
2","50.5
92","43.5
6","24.3
327","23.6
20","38.1
28","32.4
162","38.6
133","34.8
116","64.4
301","67.2
86","50.7
63","40.3
2","33.5
199","32.8
98"
Idaho,WAC,"104.5
145","103.2
185","51.7
54","50.3
235","20.6
184","19.0
250","32.0
198","32.0
140","37.8
162","32.7
74","65.9
268","69.2
192","49.7
98","49.0
226","37.6
44","35.4
235"
Morgan St. 15,MEAC,"104.4
146","104.3
206","47.5
229","46.5
67","19.0
100","20.2
183","39.7
11","34.7
263","43.9
49","43.2
274","70.0
136","67.5
95","46.5
218","45.7
83","33.2
216","32.5
87"
Tennessee Tech,OVC,"104.3
147","113.0
336","51.4
64","53.8
333","21.9
266","19.4
234","34.0
130","36.9
315","41.4
84","48.5
326","69.3
162","69.1
183","49.6
100","51.8
317","37.6
43","38.4
326"
Austin Peay,OVC,"104.3
148","107.9
271","50.2
101","51.2
270","20.8
198","19.5
225","31.8
202","35.5
289","45.8
25","34.1
97","69.5
154","69.6
212","48.6
141","48.7
209","35.6
107","37.5
309"
Northern Colorado,BSky,"104.2
149","100.8
134","51.4
65","50.0
214","18.5
78","23.4
25","29.8
269","29.9
63","47.7
13","40.8
233","74.7
19","70.8
265","47.8
173","47.5
162","38.2
28","36.2
270"
Louisiana Tech,WAC,"104.1
150","99.4
103","50.0
119","49.3
180","19.1
105","19.6
218","35.0
87","31.8
130","37.4
171","28.4
15","68.6
181","69.5
205","49.8
93","47.6
166","33.8
188","35.4
240"
,,Adj. Eff.,,Eff. FG%,,Turnover%,,Off. Reb%,,FT Rate,,FT%,,2P%,,3P%,
Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
Boston University,AE,"104.0
151","99.5
106","48.4
183","46.8
79","19.1
103","20.6
153","29.9
264","30.6
84","38.2
144","42.4
266","72.4
60","67.4
93","44.1
295","45.9
97","36.4
72","32.2
73"
Lafayette,Pat,"103.9
152","110.9
315","52.9
33","52.3
314","19.4
126","21.5
93","26.9
322","35.3
287","39.2
124","28.7
17","76.4
5","67.3
88","50.7
65","49.3
236","37.3
48","38.7
331"
Belmont,ASun,"103.9
153","99.6
108","52.1
49","45.7
44","23.4
318","20.5
162","34.9
91","34.1
237","43.3
57","37.2
170","67.4
221","67.5
97","52.4
22","45.9
92","34.4
155","30.3
25"
Rutgers,BE,"103.8
154","102.9
175","48.1
200","48.0
133","21.2
225","17.8
302","33.5
142","38.4
338","34.4
259","30.2
37","66.2
261","67.2
84","47.4
192","47.1
137","32.9
224","33.5
139"
George Washington,A10,"103.7
155","98.3
86","47.8
214","48.3
142","20.5
179","21.7
79","37.2
36","30.8
90","39.2
122","42.8
269","65.2
286","66.3
53","47.2
198","45.6
80","33.0
221","35.0
217"
Southern Miss,CUSA,"103.7
156","96.3
62","44.8
318","46.9
85","19.2
109","20.0
191","36.8
44","27.7
18","40.1
109","41.7
255","71.7
86","66.5
58","43.5
306","47.4
156","32.2
249","30.7
31"
Indiana St.,MVC,"103.7
157","101.3
146","48.6
175","47.2
94","19.6
131","17.3
320","27.3
317","33.5
216","35.9
217","36.4
148","77.0
2","66.9
70","46.2
227","45.7
85","34.9
135","33.5
138"
Towson,CAA,"103.6
158","110.9
318","47.3
239","51.2
275","18.6
87","18.2
281","32.1
191","39.6
344","35.5
231","31.9
63","66.8
243","65.8
40","45.1
260","51.5
309","34.7
142","33.6
141"
Vermont 16,AE,"103.5
159","101.3
147","48.2
194","45.0
30","20.5
180","20.2
184","36.3
54","33.6
217","49.4
6","34.6
109","68.7
179","69.0
177","48.5
142","43.7
28","31.7
270","32.0
68"
VMI,BSth,"103.4
160","121.8
347","49.0
157","57.1
345","17.3
32","20.6
150","27.3
318","39.8
346","32.3
299","36.8
162","69.0
171","64.8
18","48.8
134","56.6
344","32.8
227","39.1
338"
Quinnipiac,NEC,"103.4
161","106.0
239","48.2
196","47.1
89","19.9
142","20.5
158","40.8
5","29.3
44","40.2
108","38.7
200","72.1
66","66.1
46","47.5
186","44.4
40","33.9
186","35.2
228"
Miami OH,MAC,"103.2
162","102.1
164","50.0
116","47.2
93","20.8
192","17.1
324","28.3
303","32.2
157","37.4
170","36.7
156","72.7
51","68.8
166","48.8
130","45.4
77","34.7
144","34.1
171"
Idaho St.,BSky,"103.1
163","117.7
345","49.7
128","54.7
341","20.6
185","17.0
329","35.4
76","36.8
310","33.9
274","40.9
235","69.0
170","70.2
245","48.8
133","52.7
331","34.9
136","38.6
329"
George Mason,CAA,"103.1
164","101.5
151","48.7
174","47.9
125","20.5
181","19.7
214","32.7
173","35.0
274","41.6
80","34.0
96","64.2
309","68.4
147","47.6
180","46.5
122","34.3
162","34.0
164"
Duquesne,A10,"103.1
165","100.3
122","47.3
242","47.9
128","20.0
155","22.8
42","32.8
169","37.5
326","38.1
148","35.3
128","60.4
342","67.0
79","51.7
37","45.9
93","26.1
345","34.4
190"
Davidson,SC,"103.1
166","105.2
229","50.0
115","50.6
249","20.0
148","17.6
310","32.5
184","27.4
14","34.8
251","38.3
193","67.7
217","71.5
302","47.4
194","47.8
176","35.7
104","37.7
314"
UCF,CUSA,"103.0
167","102.5
169","49.2
147","50.2
231","21.8
257","21.2
114","33.6
141","35.0
273","38.1
151","41.4
248","68.5
188","68.0
123","48.6
139","48.8
217","33.5
201","35.1
221"
Holy Cross,Pat,"102.8
168","109.1
289","49.3
145","49.8
208","21.4
230","16.3
337","36.7
45","31.8
129","38.8
128","32.7
73","70.1
133","69.5
202","46.7
210","48.2
191","38.1
33","35.3
230"
Stony Brook,AE,"102.8
169","102.7
174","48.3
187","48.5
152","19.2
110","20.8
136","32.6
176","28.8
33","37.5
168","33.0
81","69.6
149","66.2
50","45.9
238","45.9
96","35.8
95","35.1
220"
North Texas 15,SB,"102.7
170","103.5
192","50.4
94","47.8
117","21.2
220","18.2
282","32.7
171","30.5
79","52.9
1","32.7
71","71.9
76","71.0
276","50.9
58","47.3
147","32.8
229","32.9
107"
Montana St.,BSky,"102.6
171","106.7
252","50.9
81","49.6
196","17.9
53","19.9
201","27.6
312","34.6
261","38.1
150","38.1
185","68.5
187","73.5
339","48.6
140","47.9
180","36.4
73","35.2
225"
Rider,MAAC,"102.5
172","104.7
220","48.1
197","50.0
216","18.4
72","20.1
189","28.2
305","31.7
125","34.5
256","34.7
115","68.8
178","70.1
239","46.8
207","48.4
200","33.7
192","35.4
241"
Cal Poly,BW,"102.5
173","111.5
325","47.5
227","51.9
305","19.6
129","18.0
293","34.1
126","30.4
77","38.3
143","54.1
340","72.9
49","71.8
310","46.1
232","50.1
269","33.4
206","36.8
288"
Florida Atlantic,SB,"102.4
174","107.8
268","49.0
155","51.5
285","17.6
42","20.5
157","31.6
206","34.0
235","32.5
296","44.7
291","66.5
254","66.5
60","44.8
272","47.8
179","38.5
26","42.1
347"
Central Michigan,MAC,"102.4
175","103.2
186","48.0
201","47.9
126","22.1
273","23.4
27","35.5
73","32.5
165","38.2
145","54.9
344","66.6
252","73.2
334","42.8
317","46.2
111","37.4
46","34.3
182"
Hofstra,CAA,"102.4
176","97.7
78","45.1
308","44.2
16","19.7
136","19.0
249","37.3
35","31.8
128","31.5
309","49.5
330","72.3
63","69.2
187","43.9
297","44.4
43","32.3
247","29.2
6"
Indiana,B10,"102.4
177","102.6
170","46.4
270","49.7
205","23.0
309","20.6
156","35.6
68","35.9
294","41.8
77","41.1
241","69.1
167","69.2
190","44.5
280","49.9
256","34.1
176","32.9
105"
Massachusetts,A10,"102.4
178","103.5
191","45.5
295","49.9
212","19.7
137","17.4
319","36.9
42","32.7
174","33.7
279","38.5
196","66.9
236","66.9
72","45.7
244","47.1
140","30.0
314","37.2
299"
East Carolina,CUSA,"102.3
179","108.0
273","48.6
176","51.2
273","24.5
333","16.7
335","33.8
136","33.7
226","42.9
63","35.9
136","69.6
152","70.6
259","48.8
132","48.8
216","32.0
259","37.3
302"
Stephen F. Austin,Slnd,"102.2
180","100.0
114","48.9
163","48.5
151","19.8
138","22.8
40","36.7
46","30.0
64","35.2
240","41.4
249","70.5
120","69.1
181","47.5
185","47.6
168","35.8
93","33.7
147"
Iowa,B10,"102.1
181","103.3
187","48.8
168","51.7
294","22.1
272","17.5
317","30.4
247","29.3
47","30.9
312","29.8
29","69.2
164","71.3
295","49.8
92","51.9
321","31.7
272","34.1
172"
Loyola Chicago,Horz,"102.0
182","105.9
238","48.3
186","50.1
223","21.7
250","17.6
313","34.4
109","33.0
191","36.5
204","31.4
52","68.0
208","71.1
290","44.5
282","48.4
201","37.1
57","35.5
247"
Boise St.,WAC,"102.0
183","100.9
138","50.7
85","51.1
268","19.9
143","20.3
178","33.0
164","31.2
106","29.8
323","30.9
44","67.6
218","67.9
115","51.2
51","49.4
241","33.2
215","36.8
289"
Oral Roberts,Sum,"101.8
184","100.2
120","48.1
198","47.8
121","19.7
133","18.4
273","34.5
104","28.8
32","40.6
99","31.6
56","68.2
200","65.7
34","48.5
143","44.8
55","31.4
279","36.9
293"
Utah,MWC,"101.8
185","97.6
77","48.5
180","44.7
25","20.4
178","17.0
327","27.9
309","31.3
108","40.5
101","44.1
285","74.8
17","70.3
246","48.8
128","44.4
39","31.9
261","30.2
23"
Coastal Carolina,BSth,"101.8
186","99.1
97","51.5
61","43.9
9","19.1
106","20.4
167","36.4
51","32.7
175","36.0
216","29.6
23","64.0
311","67.3
90","51.1
52","44.7
51","35.0
128","28.2
1"
Middle Tennessee,SB,"101.8
187","100.9
139","49.6
133","50.1
221","20.2
159","21.9
72","30.6
243","26.3
2","37.4
173","50.0
334","73.3
37","67.6
101","47.1
200","50.3
278","37.1
54","33.1
113"
Saint Joseph's,A10,"101.7
188","102.1
163","46.6
265","50.2
233","18.4
75","20.3
174","26.5
326","37.5
327","38.7
132","32.0
65","71.0
107","71.0
277","47.5
184","50.2
273","30.0
312","33.4
136"
Cal St. Fullerton,BW,"101.7
189","107.3
264","49.9
122","48.1
136","20.8
190","17.6
312","29.7
271","31.5
117","43.0
59","39.3
211","71.1
105","68.8
167","49.2
112","46.4
118","34.3
164","34.7
201"
Bowling Green,MAC,"101.4
190","104.2
204","48.3
185","50.7
257","21.9
261","20.2
185","33.7
138","31.9
134","35.6
226","34.5
108","67.0
233","68.3
141","48.3
151","47.7
170","32.1
255","37.0
295"
Samford,SC,"101.3
191","108.5
280","54.6
14","51.4
280","21.8
255","18.2
283","22.3
344","34.1
242","33.2
288","27.4
12","66.1
264","67.0
77","53.4
15","47.6
165","37.2
53","37.3
301"
Southeastern Louisiana,Slnd,"101.2
192","105.0
225","53.5
25","44.8
26","21.7
251","19.4
232","29.0
289","37.3
323","40.6
97","37.5
174","69.6
148","71.1
288","51.2
50","42.4
12","38.9
18","33.8
151"
Long Beach St.,BW,"101.0
193","98.7
95","47.7
217","49.4
189","20.2
163","21.1
119","31.4
211","34.2
246","38.5
138","33.0
80","66.3
260","69.6
213","47.7
176","50.0
263","31.8
264","32.0
67"
San Francisco,WCC,"101.0
194","103.4
189","48.6
177","51.6
290","21.4
229","17.2
322","31.0
223","27.6
17","45.5
29","33.3
84","68.6
183","74.4
346","47.2
199","50.1
268","34.5
152","36.4
279"
DePaul,BE,"101.0
195","100.2
121","44.7
319","48.8
160","17.0
22","20.1
187","31.6
204","37.4
325","29.9
321","39.6
220","58.2
347","67.3
92","43.6
305","47.3
151","31.4
277","34.6
196"
Jacksonville,ASun,"100.9
196","100.7
131","46.5
269","48.4
148","21.1
212","23.6
18","38.7
19","32.6
169","38.6
135","45.8
301","70.6
114","68.8
168","45.2
257","47.3
150","33.3
207","34.0
166"
The Citadel,SC,"100.9
197","103.2
184","48.4
182","48.8
159","18.0
57","19.2
238","29.8
267","31.9
137","28.5
333","33.4
89","71.5
92","68.5
150","44.4
284","48.9
223","36.3
75","32.4
80"
Campbell,ASun,"100.9
198","99.7
109","49.2
148","50.8
260","21.5
240","27.3
2","33.9
133","33.5
214","46.0
23","42.4
265","71.4
97","69.4
195","47.9
162","51.4
306","35.1
120","33.3
124"
UC Irvine,BW,"100.8
199","110.8
313","47.0
251","51.0
266","17.2
29","20.1
188","31.1
221","33.0
194","36.9
191","45.5
296","72.0
73","71.1
286","45.3
254","47.5
163","34.0
179","39.4
340"
Brown,Ivy,"100.7
200","111.7
327","50.2
98","50.1
220","19.4
125","14.8
346","22.2
345","33.4
210","37.8
161","24.8
4","73.9
31","68.5
149","49.7
97","48.9
219","34.0
181","35.3
234"
,,Adj. Eff.,,Eff. FG%,,Turnover%,,Off. Reb%,,FT Rate,,FT%,,2P%,,3P%,
Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
Hawaii,WAC,"100.7
201","107.8
270","47.9
205","51.3
278","21.6
245","16.3
338","38.6
20","32.9
186","44.2
47","37.4
172","65.7
277","70.0
232","47.9
163","51.0
296","32.0
260","34.6
195"
UC Santa Barbara 15,BW,"100.6
202","97.4
71","50.7
84","48.0
130","22.6
294","22.0
71","27.6
313","32.5
168","45.4
31","39.4
215","68.2
204","67.0
75","47.5
182","48.9
221","37.6
41","31.0
40"
Colorado St.,MWC,"100.6
203","99.1
98","48.0
202","50.1
224","22.6
291","21.5
94","32.7
175","29.0
37","48.5
8","48.5
325","68.2
203","68.1
130","46.0
233","48.2
192","35.0
126","35.7
256"
James Madison,CAA,"100.6
204","105.5
231","49.2
149","47.4
103","21.3
228","17.8
303","31.7
203","35.1
279","34.7
253","31.1
46","68.3
197","69.5
206","50.4
74","46.0
99","31.2
287","33.8
154"
Canisius,MAAC,"100.5
205","103.8
195","47.0
252","47.8
122","21.8
254","19.5
227","35.0
88","33.5
213","33.7
278","31.6
57","70.1
132","65.5
32","46.9
204","47.2
144","31.5
276","32.6
93"
Detroit,Horz,"100.5
206","97.2
70","49.9
125","47.5
107","22.3
278","21.9
73","34.8
92","30.3
74","47.1
15","35.9
135","65.9
267","71.6
306","49.9
85","47.3
148","33.2
214","31.9
64"
McNeese St.,Slnd,"100.4
207","111.0
319","47.6
226","51.5
287","21.5
241","20.3
181","36.7
47","35.5
288","30.3
319","53.2
339","64.0
312","70.9
273","45.7
243","49.2
233","34.9
132","37.1
297"
Robert Morris 15,NEC,"100.3
208","101.4
150","48.9
160","46.9
83","21.9
262","23.1
35","34.6
103","32.5
166","46.0
22","47.8
318","66.6
251","71.9
316","46.7
209","46.0
103","36.1
80","32.1
69"
Eastern Illinois,OVC,"100.3
209","103.9
199","48.8
166","47.6
112","21.3
227","19.4
231","34.6
100","33.2
201","34.9
244","34.7
114","72.5
57","71.7
308","47.5
187","44.1
36","36.1
83","35.3
232"
UC Davis,BW,"100.3
210","106.4
244","50.1
104","53.1
324","21.6
243","21.6
87","26.3
328","30.8
96","43.0
61","45.0
293","71.2
102","66.2
49","48.3
150","53.1
334","35.7
98","35.4
236"
Loyola MD,MAAC,"100.1
211","104.4
209","47.2
247","44.4
19","22.5
288","19.7
216","34.7
98","35.6
291","39.2
121","45.8
300","69.9
139","71.1
287","44.6
277","42.2
11","35.7
102","33.4
131"
Saint Louis,A10,"100.1
212","92.1
21","49.6
134","44.0
12","20.3
169","21.1
120","26.9
323","32.8
184","35.5
230","33.7
92","62.6
332","68.2
137","50.6
66","44.3
38","32.0
258","28.9
5"
Iona,MAAC,"100.0
213","94.7
40","48.8
170","45.1
32","20.3
170","24.3
12","29.7
274","32.9
189","37.3
175","47.3
313","68.1
205","67.1
81","45.1
259","43.3
21","36.7
64","32.6
89"
Georgia St.,CAA,"99.9
214","103.4
190","45.7
292","48.2
138","21.1
217","22.3
60","37.7
30","36.7
306","30.4
316","43.2
278","68.4
195","70.8
268","44.8
268","47.8
178","32.4
243","32.8
99"
Arkansas St.,SB,"99.8
215","101.9
156","48.7
173","46.1
55","20.2
160","17.5
316","32.6
178","30.7
88","40.3
104","35.2
126","65.8
271","70.0
231","48.1
154","46.7
128","33.6
198","29.9
12"
Oregon St.,P10,"99.8
216","95.6
53","47.6
223","48.9
162","23.5
319","22.5
50","32.0
199","31.5
115","42.7
67","33.9
94","67.5
219","69.8
221","49.0
117","50.1
267","29.5
323","31.1
43"
LIU Brooklyn,NEC,"99.7
217","110.5
310","46.4
272","49.3
184","20.3
168","18.3
278","35.3
81","32.1
147","39.3
119","31.5
54","69.1
166","66.6
63","43.0
315","47.4
157","34.8
139","35.4
238"
Drexel,CAA,"99.7
218","98.1
82","44.9
314","45.0
31","18.5
82","19.8
205","34.2
122","33.0
192","36.1
214","46.2
305","65.7
274","70.1
241","44.1
296","43.8
31","31.2
286","32.4
82"
Nicholls St.,Slnd,"99.7
219","108.7
281","48.9
164","58.4
347","21.1
210","24.4
11","27.4
316","31.7
126","41.1
88","54.8
343","70.5
124","68.6
157","49.0
125","56.7
345","32.5
235","41.4
346"
Seattle,ind,"99.5
220","100.8
136","48.5
178","51.4
282","22.1
270","23.6
19","36.6
48","28.4
26","43.9
51","51.6
338","64.6
299","72.3
324","48.0
159","52.1
324","33.3
208","32.9
106"
Eastern Michigan,MAC,"99.4
221","102.0
161","47.5
228","49.6
199","20.3
165","21.0
125","33.0
167","29.7
59","44.5
40","38.1
184","65.3
284","66.0
45","48.7
136","48.4
198","30.4
307","34.7
204"
Manhattan,MAAC,"99.4
222","100.6
129","44.2
324","46.8
80","17.1
25","21.5
90","30.8
229","34.2
248","36.1
215","41.7
256","68.4
193","69.7
215","43.6
304","45.2
74","30.7
300","33.4
135"
LSU,SEC,"99.4
223","99.1
99","44.1
325","49.1
170","19.9
145","19.2
240","35.3
82","33.5
212","32.0
304","36.8
163","69.6
151","66.5
59","44.5
281","47.6
169","28.7
335","34.6
199"
Youngstown St.,Horz,"99.4
224","105.6
233","46.2
278","52.7
319","20.2
162","21.3
104","31.1
222","31.9
136","40.7
96","49.6
332","68.6
184","70.9
271","45.6
245","50.7
290","31.7
269","38.2
323"
Louisiana Lafayette,SB,"99.3
225","104.3
208","50.2
102","48.4
144","19.2
113","21.7
78","30.2
256","35.5
290","32.2
301","47.4
315","66.7
247","69.1
184","50.8
61","46.6
125","32.7
230","34.8
208"
Texas A&M Corpus Chris,Slnd,"99.3
226","100.4
124","50.2
100","48.5
150","25.5
345","20.5
163","37.4
32","30.7
85","41.7
79","37.0
166","66.0
265","67.5
98","52.2
26","47.8
173","30.5
305","33.2
118"
San Diego,WCC,"99.3
227","100.7
130","47.4
233","51.5
288","20.7
186","20.5
159","28.6
298","30.8
94","35.6
228","43.2
276","71.6
89","68.6
156","44.3
292","49.4
243","35.1
121","37.4
304"
Texas St.,Slnd,"99.2
228","103.8
196","46.6
264","51.8
300","23.5
320","22.5
51","36.2
56","32.7
176","46.7
18","55.3
345","67.4
223","67.1
82","45.5
246","48.8
218","32.5
236","39.1
339"
Evansville,MVC,"99.2
229","102.5
167","47.1
250","50.3
238","21.6
242","19.6
219","28.7
296","29.0
39","41.9
76","43.5
279","73.0
45","72.4
325","45.4
250","49.2
234","34.8
138","34.8
206"
Little Rock,SB,"99.1
230","111.2
321","47.8
215","51.6
291","20.0
152","17.6
311","28.4
301","32.6
170","46.0
24","39.8
221","69.8
142","69.5
203","43.7
301","50.4
284","37.8
38","35.7
253"
East Tennessee St. 16,ASun,"99.1
231","98.8
96","47.7
220","48.6
154","21.1
215","24.0
14","35.0
90","33.7
225","40.6
100","39.9
225","65.7
276","66.3
52","48.0
160","47.8
175","31.2
283","33.2
117"
Georgia Southern,SC,"99.0
232","111.9
329","48.4
181","57.6
346","22.2
277","24.2
13","30.5
246","39.5
343","35.7
221","46.4
307","67.1
230","66.2
51","43.9
299","56.7
346","38.2
27","39.9
342"
Delaware,CAA,"98.9
233","109.4
294","44.1
326","51.2
276","20.0
153","17.7
307","34.5
107","33.8
228","34.4
260","44.9
292","69.9
140","70.6
258","44.2
294","49.3
240","29.3
327","36.6
284"
Longwood,ind,"98.9
234","110.4
306","48.3
190","52.7
318","21.2
224","21.3
107","29.7
273","36.3
303","28.6
332","46.3
306","65.4
282","68.5
152","46.7
212","52.1
325","34.5
146","36.2
272"
Fresno St.,WAC,"98.8
235","99.8
111","48.7
172","49.6
198","20.8
195","21.2
113","30.2
252","32.7
178","38.5
139","34.9
119","68.1
206","67.5
96","49.0
124","45.8
90","32.1
253","37.5
311"
Bucknell,Pat,"98.8
236","105.1
227","46.7
263","49.3
183","17.4
34","19.5
221","30.7
235","30.9
98","34.7
254","37.8
179","73.0
44","71.9
314","45.3
253","45.1
67","32.9
223","38.9
335"
Air Force,MWC,"98.7
237","105.1
228","50.0
117","53.2
326","21.7
249","19.8
208","23.3
342","30.9
99","34.4
261","40.0
228","63.7
323","68.3
142","52.3
24","54.2
340","31.0
294","34.6
198"
Northwestern St.,Slnd,"98.7
238","110.0
300","47.8
213","50.2
232","21.6
246","20.8
138","32.4
186","37.9
332","49.5
5","50.0
333","61.6
337","69.4
198","46.4
222","50.0
264","34.1
175","33.6
142"
Northern Arizona,BSky,"98.6
239","105.2
230","51.3
72","51.4
281","22.5
287","18.1
290","27.0
320","30.3
76","39.5
118","39.3
213","67.5
220","68.2
135","50.6
72","51.4
305","35.1
124","34.2
175"
