Lipscomb,ASun,"105.0
127","106.7
243","51.0
78","50.1
223","21.4
252","20.0
168","33.4
135","32.1
167","40.5
103","39.0
198","70.5
132","65.7
28","51.7
26","50.6
281","33.1
226","32.7
75"
IPFW,Sum,"104.9
128","105.9
234","52.6
36","51.0
259","18.1
61","20.3
147","28.4
292","28.6
45","35.6
241","48.7
329","77.0
7","72.4
319","49.7
88","51.7
310","38.4
22","33.0
92"
Oklahoma,B12,"104.9
129","103.1
166","50.7
90","50.9
252","20.9
229","20.4
142","27.3
306","32.1
171","36.2
217","38.8
193","74.2
38","72.2
312","50.6
60","49.2
234","34.0
187","36.2
262"
Cornell,Ivy,"104.9
130","108.0
269","49.6
143","51.3
272","18.2
65","20.7
121","29.5
268","32.0
164","31.1
313","44.2
288","68.9
187","72.2
313","44.8
292","51.2
300","37.4
46","34.4
169"
Western Michigan,MAC,"104.9
131","103.9
189","48.7
187","48.7
143","20.2
184","18.7
257","36.4
42","31.5
130","36.4
210","36.7
150","70.1
143","64.5
10","47.6
181","46.9
133","34.4
174","35.3
220"
Arizona St.,P10,"104.9
132","100.4
116","50.1
118","49.1
166","18.9
105","19.9
174","27.7
303","33.0
210","29.0
332","39.3
208","62.8
321","69.6
184","48.4
151","47.5
164","35.1
128","34.6
180"
Miami OH,MAC,"104.8
133","107.0
248","50.1
117","50.6
242","21.5
255","16.3
331","28.7
285","32.1
170","36.3
215","32.0
60","72.7
68","70.6
242","48.4
152","47.9
178","34.9
153","37.6
316"
Memphis 12,CUSA,"104.8
134","97.3
60","50.5
101","46.8
68","21.9
275","21.3
87","35.3
75","35.0
277","39.6
115","39.1
204","68.0
207","68.3
116","51.0
41","45.6
77","32.9
236","33.0
95"
Cal St. Fullerton,BW,"104.8
135","113.4
330","50.4
104","52.3
306","20.8
225","18.9
246","31.3
210","32.4
187","42.1
72","44.0
283","71.7
101","72.5
323","48.2
157","50.2
269","36.7
64","37.0
301"
Appalachian St.,SC,"104.7
136","108.8
282","50.5
103","52.4
307","18.6
82","17.6
300","29.9
259","31.0
113","39.2
125","30.7
44","71.3
107","69.3
161","50.7
55","52.7
324","33.5
209","34.5
174"
North Dakota St.,Sum,"104.7
137","104.3
201","50.9
82","49.1
165","18.8
94","18.3
269","34.6
90","31.1
114","39.8
111","38.4
184","69.4
168","73.1
332","49.5
97","48.4
197","36.7
65","34.1
155"
East Carolina,CUSA,"104.6
138","103.7
185","49.3
163","49.5
191","20.8
226","20.5
137","30.3
249","35.6
300","49.4
6","40.3
233","69.3
172","66.4
40","46.1
245","48.9
227","35.9
87","33.8
130"
Pacific,BW,"104.6
139","103.1
164","50.6
97","49.3
182","18.8
92","17.1
316","30.4
240","28.4
36","35.0
252","29.3
29","69.5
166","66.7
46","49.0
116","47.9
177","35.3
118","34.9
201"
Davidson,SC,"104.6
140","103.2
170","49.6
141","48.3
129","20.9
227","18.8
254","35.4
72","29.4
62","36.4
209","50.3
334","72.9
63","70.6
241","48.6
140","47.3
149","34.0
189","34.0
153"
Milwaukee,Horz,"104.5
141","102.5
151","50.2
110","50.8
250","20.7
215","18.9
245","32.0
183","30.7
100","44.2
38","32.8
71","65.4
283","71.2
281","48.5
149","49.2
235","35.2
126","36.0
253"
Stanford,P10,"104.3
142","99.0
87","49.0
180","49.1
168","20.3
192","21.3
86","32.6
157","29.6
69","37.7
169","36.3
138","65.8
278","70.2
220","46.8
212","46.4
110","35.6
97","36.4
271"
South Florida,BE,"104.3
143","99.2
91","46.2
292","47.6
103","23.6
327","16.4
329","36.6
37","33.0
206","38.1
157","38.8
192","71.0
116","69.3
162","46.5
228","46.0
94","30.3
318","34.4
172"
SMU,CUSA,"104.3
144","101.2
124","56.3
2","49.5
188","22.6
300","21.6
74","23.9
336","33.3
230","34.6
256","31.6
54","73.3
54","71.5
288","54.9
3","45.5
73","38.9
18","38.0
320"
Nebraska,B12,"104.3
145","94.6
31","51.0
77","45.6
25","20.7
213","20.2
157","30.0
258","27.2
13","35.2
247","34.4
97","70.2
137","67.6
81","52.7
14","42.4
6","31.4
294","33.6
123"
Bucknell 14,Pat,"104.3
146","98.1
69","50.9
81","45.4
23","16.9
21","17.7
296","25.2
330","29.0
54","34.1
264","35.0
108","78.8
3","69.7
186","46.7
213","44.1
32","40.0
8","31.7
34"
Furman,SC,"104.3
147","104.1
195","51.6
61","47.8
108","20.7
216","19.1
231","33.9
112","32.0
163","41.7
77","41.1
245","72.5
75","68.3
114","48.7
133","47.4
156","37.6
38","32.4
59"
East Tennessee St.,ASun,"104.3
148","98.6
80","49.7
140","47.3
85","20.1
177","20.9
108","33.8
115","32.5
191","44.5
33","35.2
110","67.7
221","66.4
41","48.8
130","44.9
58","34.6
162","34.2
160"
Murray St.,OVC,"104.2
149","101.4
129","51.3
68","49.2
173","21.7
261","23.3
29","34.2
102","31.1
116","46.2
22","41.4
247","70.7
125","69.9
199","48.8
132","47.6
169","37.8
32","35.4
222"
Nevada,WAC,"104.2
150","102.9
158","48.3
207","48.1
120","20.7
217","17.8
293","33.8
116","32.2
173","42.6
58","41.0
244","68.0
208","71.1
274","46.2
241","46.4
111","34.8
160","34.6
181"
,,Adj. Eff.,,Eff. FG%,,Turnover%,,Off. Reb%,,FT Rate,,FT%,,2P%,,3P%,
Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
Seton Hall,BE,"104.1
151","91.7
9","46.4
287","46.4
53","17.8
47","20.9
104","30.1
256","31.9
159","31.3
309","38.4
187","67.2
236","65.5
25","46.6
216","46.1
96","30.6
309","31.4
29"
Green Bay,Horz,"104.1
152","103.8
188","47.8
230","51.8
293","19.9
164","21.9
65","35.7
64","32.0
162","34.3
263","46.1
307","70.3
136","72.3
318","47.7
179","48.9
223","32.0
279","38.6
334"
Dayton,A10,"104.1
153","98.2
75","46.8
273","47.5
97","19.9
161","18.8
252","35.7
63","28.2
30","33.3
282","38.4
186","67.7
222","67.5
78","43.6
310","46.9
134","35.5
103","32.3
54"
American,Pat,"103.8
154","104.6
209","50.6
96","47.5
94","17.7
45","16.5
326","29.8
263","26.2
5","37.5
179","37.4
164","71.8
90","72.8
327","50.5
69","44.6
47","33.8
198","36.1
257"
Quinnipiac,NEC,"103.8
155","102.9
159","47.2
255","47.2
82","18.2
63","19.1
226","40.4
5","26.3
6","35.2
248","46.8
317","61.1
339","67.8
96","45.7
262","45.7
83","34.4
173","33.6
122"
Sam Houston St.,Slnd,"103.8
156","103.0
162","49.7
139","50.3
230","20.3
189","20.6
130","34.8
86","28.6
43","36.3
214","39.6
218","68.5
196","68.6
126","51.7
27","50.4
275","30.6
310","33.4
113"
Florida St. 10,ACC,"103.7
157","88.0
1","49.0
176","42.4
1","22.9
312","21.9
66","35.6
67","30.7
98","38.1
153","36.3
137","66.5
259","69.5
174","48.5
143","40.0
1","33.4
213","30.6
16"
William & Mary,CAA,"103.7
158","107.6
261","52.0
48","50.5
239","20.5
204","15.5
340","24.4
334","30.4
88","36.0
225","29.6
34","70.6
130","71.8
297","51.0
43","48.6
201","35.6
100","35.8
247"
New Mexico St.,WAC,"103.7
159","102.6
156","49.4
157","50.7
247","21.1
237","21.4
81","32.6
158","33.0
208","49.2
7","37.1
158","67.8
216","67.9
100","49.3
104","51.2
299","32.9
235","33.0
94"
Brown,Ivy,"103.7
160","108.9
284","50.6
95","50.9
253","17.4
35","15.4
342","22.3
339","28.4
37","35.8
232","30.2
40","75.7
20","70.1
208","49.4
101","50.3
272","35.0
145","34.7
189"
Northern Arizona,BSky,"103.7
161","102.1
141","54.1
13","47.0
72","20.0
170","19.4
208","30.1
255","32.7
198","33.1
287","37.1
160","67.4
230","71.2
280","50.5
65","45.9
88","42.2
2","32.7
72"
Portland St.,BSky,"103.6
162","114.0
337","49.9
121","53.4
327","18.2
69","19.3
214","29.5
266","35.7
305","38.4
148","30.0
36","72.8
67","67.8
93","48.3
154","53.9
337","35.1
130","35.0
204"
Coastal Carolina,BSth,"103.6
163","102.0
137","50.6
99","46.0
38","19.4
129","18.6
260","35.3
73","30.1
79","45.0
30","25.9
4","68.8
189","68.3
115","51.7
28","42.7
12","31.5
288","34.8
198"
Pepperdine,WCC,"103.5
164","110.0
298","47.0
264","53.3
325","19.6
141","17.7
297","34.1
105","30.5
90","39.7
114","38.2
180","71.8
97","69.1
151","46.0
252","51.5
306","33.1
228","37.6
317"
Indiana St. 14,MVC,"103.5
165","97.3
59","48.8
183","46.3
48","21.4
250","19.4
210","31.2
212","30.2
86","38.0
162","45.8
306","71.1
111","71.8
296","46.3
233","44.5
44","35.4
109","33.2
100"
Buffalo,MAC,"103.5
166","99.5
96","52.5
37","47.4
88","22.7
306","22.4
47","36.5
38","33.2
214","35.8
230","37.9
175","64.7
298","67.1
59","50.9
48","44.1
31","37.5
41","36.7
289"
Austin Peay,OVC,"103.5
167","100.1
111","49.9
126","48.8
151","20.6
211","23.4
25","34.9
84","33.9
251","40.9
95","36.9
155","67.7
223","66.9
50","48.9
118","48.7
206","35.2
119","32.7
74"
Weber St.,BSky,"103.4
168","104.1
196","51.1
72","48.9
155","19.4
128","17.0
320","26.7
314","28.2
32","35.6
240","39.0
200","75.1
27","72.5
321","45.4
273","45.3
70","40.6
5","37.1
309"
Ball St.,MAC,"103.3
169","104.2
197","49.2
167","48.5
133","19.8
157","21.3
85","31.8
188","33.5
237","50.4
2","31.6
53","69.1
175","66.2
35","48.6
139","47.4
157","33.7
200","33.9
141"
DePaul,BE,"103.2
170","107.1
252","47.1
260","54.1
334","19.4
134","22.1
59","29.9
262","39.1
341","33.3
284","39.4
211","68.3
201","71.6
293","47.1
203","54.6
341","31.4
291","35.0
208"
Oregon St.,P10,"103.1
171","102.5
152","47.3
248","53.8
333","21.7
262","23.2
34","34.1
104","33.0
207","43.6
44","37.3
162","68.1
206","67.6
83","48.1
162","52.3
319","30.4
315","37.4
314"
Rhode Island,A10,"103.1
172","98.9
85","48.4
204","47.6
101","18.2
66","20.7
122","31.1
214","32.9
205","30.4
321","37.0
157","70.1
145","67.6
82","47.3
195","48.9
224","33.7
201","30.1
11"
Longwood,ind,"103.1
173","118.5
343","49.9
128","55.8
344","19.4
133","18.3
271","26.2
322","37.1
328","33.5
279","36.7
152","69.4
169","70.9
261","49.3
106","56.6
344","34.0
190","36.1
256"
Boston University 16,AE,"103.1
174","104.0
191","47.3
249","46.0
39","19.0
109","18.0
282","34.1
103","34.3
258","37.3
187","30.2
39","72.9
61","70.4
228","43.3
316","44.4
41","35.5
104","32.4
61"
Florida Atlantic,SB,"102.9
175","104.9
215","48.6
189","48.2
125","17.4
37","19.3
212","32.3
168","35.6
297","39.5
118","39.8
222","65.0
291","69.9
204","48.7
135","46.5
113","32.3
267","35.0
206"
Robert Morris,NEC,"102.9
176","101.2
125","48.0
218","48.3
131","19.9
165","22.9
36","34.4
94","32.7
197","35.4
245","49.7
332","68.5
193","67.0
53","45.2
280","46.8
128","35.7
92","33.9
136"
Akron 15,MAC,"102.9
177","99.2
90","49.6
142","46.7
64","17.5
39","20.5
135","28.1
298","32.7
200","31.2
310","38.6
190","70.6
127","66.7
45","46.9
208","46.0
93","35.9
86","32.1
47"
UTSA 16,Slnd,"102.9
178","105.7
231","49.0
175","49.1
167","19.7
150","19.9
175","29.9
261","33.4
232","41.1
89","36.5
143","71.9
88","70.5
234","46.5
225","48.0
181","35.7
93","33.9
137"
Canisius,MAAC,"102.9
179","105.0
219","49.1
169","46.6
60","20.5
206","20.2
156","34.1
106","35.7
303","27.4
340","39.4
212","69.9
149","69.2
157","47.0
205","44.6
48","34.9
148","34.0
152"
Eastern Kentucky,OVC,"102.8
180","109.4
290","51.1
73","52.0
297","19.3
123","22.0
61","25.9
324","33.8
249","33.6
275","43.0
269","73.8
42","68.5
120","48.9
121","50.3
273","35.9
85","37.2
312"
Loyola MD,MAAC,"102.7
181","105.8
232","47.0
266","49.1
170","19.9
163","20.3
150","36.7
32","31.4
129","37.2
192","39.8
223","70.6
129","69.3
163","45.3
276","48.5
199","33.9
192","33.8
133"
UC Davis,BW,"102.7
182","110.4
303","52.9
28","51.8
291","20.2
185","19.4
209","23.0
338","34.8
273","34.5
258","40.6
238","73.8
43","65.1
15","50.8
50","51.7
309","37.5
44","34.7
188"
UC Santa Barbara 15,BW,"102.7
183","100.7
121","51.6
59","47.3
83","21.9
273","20.0
170","28.2
294","31.9
160","37.3
189","42.3
258","76.2
13","70.1
207","49.6
92","43.1
18","36.6
66","36.6
285"
Utah,MWC,"102.6
184","100.5
118","48.1
217","47.4
92","20.1
178","15.8
339","28.6
287","32.7
199","36.6
201","37.5
166","69.6
161","68.5
122","47.1
201","45.9
89","33.5
211","34.2
161"
TCU,MWC,"102.5
185","102.1
140","49.3
164","51.6
286","18.6
81","19.5
202","27.3
307","28.1
27","28.7
334","39.0
201","67.4
232","69.6
181","47.8
173","52.7
325","35.0
140","32.9
86"
Penn,Ivy,"102.5
186","104.4
206","51.9
51","52.5
311","21.2
242","21.1
97","26.3
320","29.2
59","37.8
168","33.3
80","73.7
47","76.0
345","50.1
77","51.6
307","36.9
57","36.1
255"
Houston,CUSA,"102.4
187","106.6
238","51.1
74","48.0
117","23.0
320","18.9
247","30.6
234","36.4
321","41.4
82","40.0
227","67.2
238","69.3
166","48.6
138","47.5
163","38.1
26","32.7
73"
UMKC,Sum,"102.4
188","110.7
311","50.9
80","52.9
316","20.7
219","19.2
222","31.5
199","33.3
225","40.9
97","39.1
203","66.1
272","71.4
287","49.9
83","52.1
317","34.9
150","36.6
286"
UC Irvine,BW,"102.4
189","107.1
250","48.1
214","49.7
204","17.5
38","19.4
207","25.7
325","30.8
103","42.1
71","40.4
234","73.7
46","71.8
295","45.8
257","49.9
258","34.8
158","32.9
87"
George Washington,A10,"102.3
190","101.0
122","46.8
272","49.8
211","19.7
149","22.7
39","36.4
41","32.6
193","37.6
175","36.3
139","62.7
323","70.9
264","45.1
283","46.8
129","33.6
206","36.5
282"
Lehigh,Pat,"102.2
191","105.2
227","46.5
283","48.7
147","18.0
55","20.7
120","30.8
228","31.3
124","46.4
20","38.1
178","75.5
22","68.4
117","45.5
268","46.2
102","32.8
247","36.1
258"
Vermont,AE,"102.1
192","99.1
89","49.1
173","44.4
10","20.6
209","18.3
272","37.3
20","29.3
60","37.2
191","28.0
20","67.6
225","71.3
283","47.9
170","42.5
9","35.1
132","32.4
62"
San Francisco,WCC,"102.0
193","100.2
113","49.5
152","47.8
110","20.3
188","16.3
330","30.1
253","28.3
33","38.0
163","34.2
94","68.4
199","69.4
169","48.9
117","47.5
162","33.7
205","32.3
57"
Albany,AE,"102.0
194","107.5
260","49.4
158","47.8
111","20.6
210","16.8
322","35.0
82","32.9
202","29.7
326","27.8
18","64.5
303","63.7
8","45.2
278","46.8
127","37.7
35","32.9
85"
Drake,MVC,"101.9
195","103.3
171","49.0
177","50.1
224","18.5
78","20.1
161","23.9
337","31.5
139","38.1
159","36.2
134","68.5
197","71.8
299","46.8
210","50.6
283","35.4
106","32.8
80"
Loyola Marymount,WCC,"101.8
196","104.8
211","46.7
277","48.7
146","20.0
169","18.1
280","34.8
85","32.3
177","37.5
180","37.3
163","68.9
184","72.5
324","46.1
247","47.3
153","32.4
265","34.6
185"
Lafayette,Pat,"101.8
197","107.1
249","49.7
136","50.9
254","19.7
148","19.8
181","26.1
323","32.3
184","36.5
207","39.9
226","75.9
18","70.6
240","47.5
188","49.7
251","35.3
114","35.5
232"
Tulane,CUSA,"101.8
198","105.0
220","49.1
168","52.0
298","19.2
120","23.0
35","30.5
236","31.8
154","35.9
229","38.2
181","69.8
157","71.4
286","46.5
229","51.5
304","35.6
95","35.4
225"
Northwestern St.,Slnd,"101.8
199","110.5
307","49.9
125","50.4
234","22.4
295","24.3
12","35.9
53","41.0
344","50.6
1","47.7
324","63.6
314","69.3
167","48.9
122","46.8
124","34.5
165","38.7
335"
Tennessee St.,OVC,"101.7
200","106.8
246","50.2
113","50.4
233","22.7
307","20.4
144","31.4
203","35.9
312","38.8
135","35.5
120","75.4
24","67.8
89","46.5
226","50.1
264","37.6
36","34.0
149"
,,Adj. Eff.,,Eff. FG%,,Turnover%,,Off. Reb%,,FT Rate,,FT%,,2P%,,3P%,
Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
Bradley,MVC,"101.6
201","103.0
163","47.2
254","49.7
206","18.3
71","19.3
215","26.6
315","29.8
76","33.0
290","38.3
182","72.5
76","72.1
308","45.8
258","49.1
233","34.0
188","33.8
132"
FIU,SB,"101.5
202","111.7
321","48.5
194","51.4
277","21.0
235","21.2
93","32.0
186","37.4
334","49.8
4","42.6
261","68.7
192","71.2
279","48.0
165","50.8
288","33.0
233","35.0
205"
Evansville,MVC,"101.5
203","102.3
145","48.9
181","52.0
299","19.6
140","22.2
52","25.2
331","29.7
74","46.8
17","43.0
267","71.3
106","70.2
215","47.4
193","51.6
308","35.6
96","35.2
215"
UNC Wilmington,CAA,"101.4
204","106.2
237","50.1
119","49.6
197","21.7
265","19.2
223","33.6
124","37.2
330","28.7
333","31.2
49","68.9
185","65.5
24","47.1
202","48.1
184","36.9
58","34.9
199"
Youngstown St.,Horz,"101.4
205","106.8
244","47.9
227","51.1
264","17.3
34","18.6
258","26.4
318","34.0
255","29.6
327","44.0
285","61.3
337","68.9
139","46.5
230","49.7
252","33.4
216","36.4
274"
Hawaii,WAC,"101.4
206","99.9
106","50.8
85","45.4
24","23.0
318","18.6
262","31.6
194","31.9
158","42.5
62","36.5
141","69.0
177","69.5
171","50.0
81","42.9
15","35.0
142","33.3
107"
Columbia,Ivy,"101.4
207","104.3
203","47.6
234","50.7
248","18.3
70","18.5
263","34.2
101","27.1
11","36.4
211","39.5
214","71.8
94","72.5
322","46.3
237","49.1
232","34.1
185","36.8
294"
Fresno St.,WAC,"101.4
208","103.3
172","47.7
232","50.0
219","20.3
193","20.4
141","33.6
126","30.9
107","39.4
122","39.5
213","63.2
318","68.0
107","49.6
90","47.8
173","29.5
332","36.4
278"
Montana,BSky,"101.3
209","97.0
55","50.2
112","44.7
16","19.2
119","20.1
163","31.0
215","31.7
150","41.4
81","34.9
106","66.3
264","70.8
258","51.6
30","43.1
17","31.2
298","32.5
67"
Charleston Southern,BSth,"101.2
210","108.7
281","48.0
219","50.9
255","21.3
248","21.4
82","36.6
36","33.3
221","32.8
294","36.9
156","74.7
30","66.7
43","46.1
246","50.9
294","35.0
136","34.0
151"
Central Connecticut,NEC,"101.1
211","100.2
114","47.9
224","47.1
79","21.1
239","23.4
27","36.6
35","35.1
282","36.1
220","33.4
82","76.7
9","68.0
104","47.4
190","46.6
116","32.8
245","32.0
43"
Georgia Tech,ACC,"101.1
212","95.1
36","45.7
300","50.2
229","19.6
139","23.8
20","33.5
129","29.1
55","31.8
302","45.2
296","68.9
183","66.9
49","46.2
242","47.0
141","29.9
325","37.9
319"
Mercer,ASun,"101.0
213","104.3
202","47.6
239","49.5
193","20.3
194","22.3
49","30.2
252","33.5
239","44.0
40","47.6
322","68.9
186","69.3
164","46.6
217","50.0
260","32.9
234","32.4
64"
Southern Utah,Sum,"101.0
214","108.1
272","50.2
111","51.5
280","23.3
322","19.1
233","36.3
45","33.3
222","46.6
18","50.4
335","70.5
131","69.8
195","49.6
93","49.5
244","35.2
124","37.0
303"
Holy Cross,Pat,"101.0
215","107.8
267","48.6
192","48.3
130","20.1
174","15.3
343","33.6
125","29.4
63","35.7
237","33.7
86","65.0
292","70.7
249","48.5
146","47.3
150","32.6
256","33.7
128"
Little Rock 16,SB,"100.9
216","105.8
233","47.8
231","50.4
237","18.0
56","20.8
114","29.0
277","31.5
137","42.5
65","45.5
301","69.7
159","70.7
246","42.4
332","50.1
266","39.3
14","34.0
148"
Western Kentucky,SB,"100.8
217","105.2
225","48.4
205","49.4
185","21.4
253","20.3
151","36.1
48","35.7
302","37.4
184","31.1
46","64.2
307","65.3
20","49.1
112","47.1
143","31.2
297","36.3
269"
Charlotte,A10,"100.8
218","104.9
213","47.6
235","49.0
159","21.8
267","17.1
317","31.5
197","31.1
118","37.6
173","31.7
56","72.9
65","71.1
272","46.1
243","50.7
287","33.3
221","30.6
17"
Bethune Cookman,MEAC,"100.6
219","111.8
322","46.7
275","53.0
319","18.4
77","21.1
95","33.1
145","32.3
181","38.7
138","45.6
304","70.2
139","66.5
42","46.6
221","52.8
327","31.4
293","35.7
245"
Lamar,Slnd,"100.5
220","107.1
253","47.3
245","49.8
210","20.1
180","20.0
167","36.5
39","33.5
236","39.8
112","43.8
280","68.5
195","68.9
138","44.8
291","49.4
243","35.0
139","33.9
139"
Utah Valley,GWC,"100.5
221","106.7
242","49.1
174","49.2
175","19.8
152","17.2
314","31.4
204","28.0
22","46.4
21","36.7
148","75.9
17","62.7
6","47.4
192","47.4
158","35.1
134","35.1
213"
Delaware,CAA,"100.4
222","103.2
168","47.3
247","46.5
56","18.6
86","15.0
344","28.1
299","32.4
188","40.2
106","41.6
251","69.1
174","71.2
278","44.9
285","46.6
118","34.9
154","30.8
19"
UNC Greensboro,SC,"100.3
223","110.7
310","48.0
221","54.2
336","21.2
244","19.7
189","32.3
169","35.2
287","36.5
208","43.5
276","69.0
180","71.0
269","45.8
260","52.5
321","35.6
98","38.2
327"
South Dakota,GWC,"100.2
224","112.9
327","49.9
123","48.6
139","16.8
17","17.2
313","28.1
295","31.3
127","35.7
238","33.3
81","67.9
213","69.0
143","49.7
87","48.9
220","33.4
217","32.0
41"
The Citadel,SC,"100.2
225","111.7
320","47.2
253","53.0
318","19.5
135","15.9
336","32.8
154","28.6
44","29.4
330","31.9
58","73.2
55","69.1
148","46.4
231","53.7
336","32.9
244","34.5
175"
Wake Forest,ACC,"100.1
226","107.4
257","47.6
236","51.2
269","21.8
269","17.4
312","26.3
319","35.4
292","38.4
146","32.4
65","74.6
32","69.0
140","45.1
284","49.3
238","35.9
89","37.0
302"
Tennessee Tech,OVC,"100.1
227","104.7
210","50.7
91","49.8
209","22.0
277","21.0
103","33.8
117","29.5
65","43.1
50","45.5
300","67.1
241","70.2
218","50.5
67","48.8
209","34.3
175","34.6
183"
Texas St.,Slnd,"100.0
228","107.7
265","49.3
161","51.5
282","19.4
131","21.9
64","30.5
238","32.5
192","44.9
31","44.0
282","67.7
224","69.0
144","49.5
96","52.0
315","32.6
254","33.7
127"
South Alabama,SB,"100.0
229","112.5
325","46.5
282","52.7
314","20.2
186","20.4
140","35.1
80","35.1
284","40.0
110","35.7
124","67.0
246","67.0
54","45.4
274","50.2
270","32.7
251","39.0
338"
Presbyterian,BSth,"99.9
230","110.5
306","51.5
64","51.4
276","22.2
284","18.2
278","26.8
313","33.3
229","30.5
320","27.3
14","72.7
70","69.4
168","47.5
186","51.1
297","39.0
17","34.6
177"
UNC Asheville 16,BSth,"99.8
231","100.1
110","48.9
182","47.9
115","21.2
245","24.0
17","31.4
205","36.0
315","41.8
75","39.9
225","70.6
128","68.6
125","49.0
115","46.2
98","32.2
269","34.1
157"
Cal St. Northridge,BW,"99.7
232","105.1
223","48.1
215","50.0
217","22.6
299","20.9
111","32.4
166","33.0
209","49.0
8","56.2
342","66.7
257","69.5
173","47.5
185","49.5
245","32.9
237","33.9
143"
Eastern Washington,BSky,"99.7
233","107.7
266","46.6
278","50.0
222","20.4
200","19.3
218","32.3
171","34.9
276","36.5
206","46.7
315","66.2
268","72.1
309","41.9
336","48.9
228","36.0
83","34.9
200"
South Carolina,SEC,"99.7
234","98.1
68","45.0
315","47.7
106","19.3
126","21.4
80","36.7
31","34.9
274","27.2
342","39.5
216","66.3
266","68.8
136","43.9
305","45.5
75","31.3
295","35.0
209"
Siena,MAAC,"99.6
235","103.4
174","45.7
302","48.7
148","20.8
223","18.8
253","37.1
26","32.1
166","33.5
277","31.2
48","67.9
212","70.5
237","44.2
301","48.1
185","33.4
215","33.4
110"
Southeastern Louisiana,Slnd,"99.6
236","107.7
264","46.8
271","51.1
265","19.3
124","20.6
128","31.4
206","34.0
254","37.4
186","40.8
241","72.4
82","67.5
77","46.1
249","49.8
256","32.1
273","36.4
275"
Arkansas St.,SB,"99.6
237","104.3
199","47.0
267","48.7
145","20.2
182","19.6
196","35.1
81","30.1
80","42.7
55","40.2
231","70.8
121","69.8
194","46.3
234","46.5
115","32.5
260","35.7
243"
Western Carolina,SC,"99.5
238","99.3
94","47.5
241","50.0
220","20.0
168","22.4
45","33.5
130","31.5
134","30.6
319","48.4
327","65.9
277","67.9
103","46.2
238","51.3
302","33.7
199","31.3
28"
Denver,SB,"99.4
239","102.5
154","54.2
10","50.4
231","20.8
222","23.4
26","20.0
344","31.6
143","38.1
160","62.3
345","72.5
74","69.1
149","49.5
99","47.1
142","40.1
6","40.9
344"
Saint Louis,A10,"99.3
240","95.5
45","48.8
184","47.5
96","20.8
221","21.5
77","28.5
291","30.5
92","32.7
296","40.6
239","65.9
276","72.9
328","48.8
131","46.2
99","32.4
262","34.5
176"
Montana St.,BSky,"99.3
241","108.3
277","47.2
252","51.2
270","18.5
80","19.9
173","31.0
216","33.2
218","36.1
221","39.2
206","65.0
293","67.7
87","45.6
264","48.6
203","32.9
238","38.0
323"
Army,Pat,"99.3
242","109.5
292","49.5
153","51.5
281","20.5
205","19.9
177","29.3
272","31.3
126","29.9
324","41.5
250","71.8
96","69.3
160","45.1
282","49.6
250","37.0
56","36.5
280"
Wagner,NEC,"99.3
243","106.1
235","49.8
130","47.5
95","22.2
287","22.2
55","25.1
332","35.7
306","41.2
86","62.2
344","77.2
6","71.4
284","46.8
211","45.4
72","37.1
52","35.4
224"
Bryant,NEC,"99.3
244","115.1
340","49.0
178","53.5
330","20.3
195","17.9
286","28.8
283","34.6
268","31.7
304","35.4
118","65.2
288","71.7
294","45.4
275","50.5
280","36.4
74","39.1
339"
North Florida,ASun,"99.3
245","104.8
212","49.4
155","48.2
124","24.4
339","21.4
84","31.3
209","40.5
343","42.5
63","39.4
209","66.1
271","66.8
48","49.3
103","48.2
189","33.0
232","32.2
52"
Yale,Ivy,"99.2
246","102.1
139","49.4
156","47.0
74","20.3
190","17.5
306","27.2
308","28.8
50","39.6
116","36.2
133","73.4
52","70.4
227","48.5
147","45.0
60","34.2
183","34.8
195"
Drexel,CAA,"99.1
247","92.4
15","45.8
298","43.8
7","18.8
91","15.8
338","37.6
16","23.6
1","40.2
105","37.6
168","61.6
335","68.7
134","45.7
261","44.2
36","31.0
305","28.5
1"
Wyoming,MWC,"99.1
248","102.9
160","46.9
269","52.9
317","21.1
238","21.6
73","28.5
289","33.3
227","41.2
88","33.5
83","66.9
249","70.8
257","49.3
108","50.5
279","28.0
344","38.1
326"
Louisiana Lafayette,SB,"99.0
249","104.0
193","47.9
226","48.7
144","21.8
268","20.4
143","35.4
71","31.7
146","44.2
37","46.5
310","67.5
228","70.5
239","46.5
227","47.5
165","34.6
163","34.3
168"
Idaho St.,BSky,"98.7
250","111.3
316","44.6
319","52.7
315","19.8
158","18.8
251","33.5
128","35.0
278","41.0
91","41.5
249","70.4
134","70.8
253","44.4
299","50.0
261","30.2
320","38.4
331"
,,Adj. Eff.,,Eff. FG%,,Turnover%,,Off. Reb%,,FT Rate,,FT%,,2P%,,3P%,
Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
North Carolina A&T,MEAC,"98.7
251","113.0
328","48.3
210","49.4
186","21.0
236","19.1
232","31.3
207","38.4
338","42.9
52","27.3
12","67.4
231","73.2
333","47.3
197","47.3
152","33.3
220","34.9
203"
