Wichita St.,MVC,"113.8
28","96.2
48","53.0
27","45.7
29","19.1
111","18.7
256","35.3
74","24.9
2","35.3
246","36.2
135","74.6
31","70.2
214","53.0
10","43.9
28","35.3
116","33.3
106"
San Diego St. 2,MWC,"113.7
29","90.9
5","50.5
102","44.1
8","16.9
22","19.4
206","37.5
17","29.8
75","31.1
311","28.0
22","69.9
148","71.6
291","50.2
72","42.7
13","34.2
180","31.6
31"
Missouri 11,B12,"113.7
30","98.3
77","51.5
65","49.3
181","17.0
24","24.6
7","33.4
137","36.9
325","34.3
261","40.7
240","73.5
51","69.3
158","50.2
75","48.4
196","36.2
76","34.3
166"
Miami FL,ACC,"113.7
31","100.0
107","51.8
57","47.8
107","20.9
228","18.0
284","35.7
62","31.3
120","38.9
132","37.8
172","72.5
73","69.0
141","48.9
119","45.0
59","37.7
34","35.4
223"
Iona,MAAC,"113.7
32","102.2
144","54.4
9","49.8
207","17.9
50","20.8
113","33.2
140","29.0
53","36.5
205","34.2
95","65.7
279","68.7
133","53.4
8","48.1
182","37.5
43","35.7
240"
Missouri St.,MVC,"113.6
33","103.1
167","51.8
54","49.9
213","16.6
15","17.7
295","33.2
139","26.9
9","38.2
151","34.0
92","73.0
58","69.3
159","49.4
102","48.9
221","37.6
40","34.8
194"
Georgetown 6,BE,"113.2
34","97.0
54","54.1
15","46.8
67","20.8
224","17.5
308","33.7
123","32.3
179","33.4
280","37.9
176","73.4
53","70.7
245","54.7
4","45.2
64","35.3
117","33.7
125"
Penn St. 10,B10,"113.1
35","98.0
66","50.1
115","50.7
245","17.6
42","18.0
281","32.2
174","30.2
85","31.1
312","29.1
26","72.4
80","69.7
188","49.6
91","48.3
193","33.9
194","36.5
281"
Mississippi,SEC,"112.8
36","102.4
148","50.8
86","48.1
118","18.9
103","19.1
228","35.3
76","31.8
152","34.8
254","39.2
207","75.6
21","71.9
301","49.7
89","46.1
95","35.1
131","34.9
202"
Michigan 8,B10,"112.8
37","94.8
33","52.3
42","48.9
154","16.2
11","18.8
248","25.2
329","29.3
61","26.7
343","30.4
42","70.4
133","68.1
109","51.7
25","49.4
240","35.3
115","32.0
39"
Southern Miss,CUSA,"112.8
38","101.7
132","49.7
137","48.6
140","18.1
62","20.1
160","38.4
8","29.7
70","42.7
54","41.0
243","72.8
66","67.5
76","48.5
148","45.8
85","35.5
101","35.6
236"
North Carolina 2,ACC,"112.7
39","90.7
4","49.1
170","46.2
44","18.3
72","19.6
195","37.1
25","30.1
78","37.9
164","24.8
2","67.2
235","65.9
30","49.1
110","44.4
39","32.8
249","33.1
98"
VCU 11,CAA,"112.6
40","99.9
100","51.1
75","49.2
174","17.1
28","22.1
58","30.9
221","36.4
320","37.0
195","34.1
93","71.5
104","67.8
94","48.0
164","48.7
207","37.0
55","33.6
119"
Kansas St. 5,B12,"112.6
41","93.1
20","49.6
144","47.3
86","21.3
246","22.2
53","40.9
4","30.9
105","43.1
49","45.3
298","65.9
275","71.1
275","46.4
232","45.1
62","37.5
42","35.1
211"
George Mason 8,CAA,"112.5
42","97.1
56","53.2
23","46.6
58","17.0
23","20.5
134","32.9
149","31.3
122","38.6
139","32.0
59","68.9
182","67.9
99","50.5
63","45.5
74","39.5
11","32.6
68"
Wofford 14,SC,"112.3
43","103.4
179","53.0
26","49.8
208","18.0
57","20.2
154","34.1
108","32.4
185","42.0
73","41.5
248","69.3
171","71.8
298","50.4
70","48.8
210","40.0
7","34.8
193"
Richmond 12,A10,"112.3
44","97.6
62","53.1
24","45.1
18","16.3
13","19.4
205","28.6
286","33.4
233","32.3
298","29.3
30","68.7
191","68.7
132","49.9
82","44.8
53","39.1
15","30.6
14"
Butler 8,Horz,"112.2
45","96.0
46","49.8
133","48.1
119","16.9
20","18.9
243","33.2
142","28.1
23","37.9
165","39.0
199","72.4
79","67.4
72","47.9
169","48.0
180","35.2
125","32.2
50"
St. John's 6,BE,"112.2
46","94.9
35","49.5
149","50.8
251","18.5
79","24.1
13","32.5
161","33.1
213","44.2
39","40.2
230","71.0
118","70.2
216","49.3
107","47.6
168","33.5
208","37.2
313"
Xavier 6,A10,"112.0
47","97.3
58","51.2
71","46.5
55","18.2
64","18.9
244","32.4
164","27.7
16","44.5
32","35.0
107","74.7
29","73.0
329","52.0
21","44.2
33","32.9
241","33.9
144"
Louisville 4,BE,"111.8
48","90.6
3","52.6
35","44.5
13","19.0
110","23.4
24","34.8
87","35.2
286","29.9
323","39.8
224","66.3
265","69.6
183","51.5
31","43.4
21","36.2
77","31.1
22"
Gonzaga 11,WCC,"111.7
49","94.4
28","52.5
39","47.2
80","19.8
153","20.8
117","35.7
61","28.2
29","41.7
76","35.1
109","76.2
12","70.2
213","51.9
22","42.7
11","36.1
81","36.9
297"
New Mexico,MWC,"111.6
50","98.2
74","51.3
69","48.3
128","19.9
160","19.2
221","35.6
66","27.8
19","42.6
59","35.9
128","71.8
91","66.2
34","50.8
49","47.2
147","34.9
149","33.6
121"
,,Adj. Eff.,,Eff. FG%,,Turnover%,,Off. Reb%,,FT Rate,,FT%,,2P%,,3P%,
Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
Belmont 13,ASun,"111.6
51","94.9
34","54.2
11","46.1
40","19.7
146","27.3
2","37.4
19","32.1
165","38.1
154","46.2
308","73.7
44","67.9
98","52.2
19","44.1
30","37.8
31","33.6
118"
Harvard,Ivy,"111.5
52","103.0
161","54.1
14","49.5
190","20.2
183","19.8
184","30.9
219","30.5
91","42.3
69","26.0
6","80.4
2","73.1
331","52.6
15","47.2
146","37.9
29","36.3
266"
Cincinnati 6,BE,"111.4
53","92.6
17","49.4
159","45.8
31","17.9
51","22.0
60","38.2
10","31.0
110","38.3
149","35.4
116","66.8
254","70.3
225","48.8
124","44.7
50","33.8
195","32.3
56"
IUPUI,Sum,"111.4
54","108.5
279","52.0
46","53.7
332","17.6
43","19.0
238","32.9
147","33.4
231","32.3
299","27.7
16","78.3
4","69.1
147","51.8
23","53.3
331","35.0
141","36.3
267"
Portland,WCC,"111.2
55","103.7
187","52.7
34","49.7
201","19.7
143","17.5
305","33.9
111","30.2
84","33.1
288","36.7
153","74.1
40","70.1
209","48.1
160","48.2
190","41.2
3","34.8
192"
Creighton,MVC,"111.0
56","102.3
146","52.9
30","48.8
149","18.9
101","15.0
345","30.9
220","27.4
14","36.0
224","26.3
8","73.0
57","67.8
92","51.4
36","47.4
155","36.9
61","34.6
179"
UNLV 8,MWC,"110.7
57","92.9
18","50.9
83","46.0
36","18.6
84","24.0
16","33.1
143","31.7
148","39.1
126","39.7
220","68.9
181","69.7
191","51.5
32","44.3
37","33.0
229","32.9
89"
California,P10,"110.6
58","99.9
103","50.8
87","50.4
232","19.5
136","18.2
276","30.4
242","29.1
57","47.1
16","33.8
87","69.5
165","69.0
142","50.2
76","47.9
176","35.1
133","36.4
272"
Utah St. 12,WAC,"110.6
59","91.9
12","52.2
43","43.4
5","18.4
75","18.8
250","34.0
109","26.0
3","43.4
45","34.6
98","73.6
48","67.8
91","51.6
29","42.6
10","35.7
94","30.0
10"
Virginia Tech,ACC,"110.6
60","93.8
25","50.3
107","47.4
90","18.6
83","21.7
69","32.6
156","31.1
117","40.7
99","31.2
47","71.0
117","65.7
27","50.7
53","46.9
132","33.0
230","32.2
51"
Clemson 12,ACC,"110.5
61","91.8
10","50.3
106","45.6
27","20.1
176","23.2
32","34.2
98","32.5
190","38.5
141","34.8
104","70.1
140","71.0
267","49.5
95","43.6
26","34.4
167","33.1
97"
Minnesota,B10,"110.4
62","97.5
61","49.9
122","47.3
84","20.4
196","17.6
301","37.6
14","31.6
140","43.7
42","29.3
28","66.0
273","75.0
344","50.7
56","43.9
29","32.1
277","34.6
186"
Temple 7,A10,"110.2
63","94.6
30","50.0
120","46.3
46","16.3
12","19.9
172","32.1
179","28.7
47","33.8
269","26.4
9","69.8
153","70.8
255","48.7
136","43.5
23","35.3
113","35.8
248"
Oral Roberts,Sum,"110.2
64","106.2
236","52.4
40","51.3
271","19.1
115","19.1
229","36.3
44","31.6
141","40.9
96","42.7
262","71.7
102","73.7
339","51.5
34","50.4
276","36.6
68","35.5
228"
Georgia 10,SEC,"110.0
65","95.1
37","49.5
150","44.8
17","20.4
197","18.2
277","36.8
27","31.7
144","36.6
200","34.7
101","69.7
158","69.9
200","48.8
123","43.4
22","34.2
182","31.9
38"
Old Dominion 9,CAA,"109.9
66","96.4
50","48.5
201","47.3
87","20.6
207","19.0
240","45.4
1","28.2
28","37.6
172","27.5
15","66.8
252","62.5
4","48.1
161","42.8
14","32.9
240","36.6
287"
Indiana,B10,"109.7
67","101.0
123","51.6
60","49.6
195","19.8
154","19.7
187","32.6
159","30.9
108","36.9
196","50.2
333","72.6
71","70.4
229","51.4
37","47.0
137","34.6
164","36.4
273"
Marshall,CUSA,"109.6
68","101.2
126","49.7
138","47.0
73","19.7
145","17.8
291","37.2
24","31.9
157","47.4
14","37.9
173","68.2
202","65.3
19","50.0
78","48.3
192","32.5
261","29.5
7"
Maryland,ACC,"109.6
69","94.7
32","50.9
79","45.6
26","19.0
107","20.9
106","35.8
55","31.8
151","38.9
131","29.6
32","67.7
219","69.5
172","50.5
62","44.2
35","34.8
156","32.4
63"
North Carolina St.,ACC,"109.5
70","102.4
149","47.8
228","46.8
69","17.9
52","17.1
315","35.5
69","35.1
283","36.0
223","32.3
63","69.4
167","73.6
338","47.3
196","46.3
107","32.9
243","32.0
42"
Tennessee 9,SEC,"109.3
71","95.3
41","47.6
237","47.9
116","19.8
155","20.7
125","37.8
12","32.3
175","39.7
113","37.5
165","68.4
198","70.5
236","48.7
134","46.8
125","30.0
323","33.2
102"
Northeastern,CAA,"109.3
72","110.2
301","50.7
89","53.5
329","19.8
159","19.8
182","30.2
250","35.8
309","35.8
235","42.9
266","75.0
28","71.9
302","47.8
175","51.1
296","37.9
28","39.4
341"
UCLA 7,P10,"109.2
73","94.6
29","50.2
108","46.3
45","21.9
272","17.9
288","36.1
49","31.5
131","44.3
35","33.0
74","67.9
210","67.3
69","50.7
57","44.2
34","32.7
252","34.7
190"
Michigan St. 10,B10,"109.2
74","95.2
39","48.6
191","47.8
112","20.1
172","18.0
283","34.6
91","28.8
48","36.6
202","38.9
196","69.9
150","66.1
33","46.7
214","44.8
55","35.0
143","36.3
268"
Washington St.,P10,"109.0
75","95.4
43","51.6
63","46.1
42","18.3
74","20.9
105","28.2
293","33.3
228","36.0
222","32.6
68","70.9
119","71.9
304","50.9
46","45.6
78","35.2
121","31.2
26"
VMI,BSth,"109.0
76","115.2
341","52.8
33","51.0
258","17.0
25","19.0
237","28.9
280","37.0
326","34.3
262","36.1
132","70.4
135","68.4
118","51.0
42","50.9
292","36.7
63","34.3
164"
Texas A&M 7,B12,"108.8
77","96.0
47","49.3
160","46.6
59","20.3
191","20.8
118","37.6
15","29.5
64","47.3
15","36.9
154","69.8
155","68.7
131","48.6
137","46.2
100","33.8
196","31.6
32"
Cleveland St.,Horz,"108.8
78","98.1
72","49.2
166","47.1
77","17.3
33","21.9
63","30.9
222","33.7
244","40.7
98","40.4
236","73.6
49","68.1
108","48.0
163","46.5
114","34.2
178","32.3
55"
Hofstra,CAA,"108.8
79","107.4
255","49.6
146","50.2
227","15.9
9","19.0
236","28.9
279","36.1
318","35.5
242","35.2
112","76.4
10","71.0
265","48.0
167","47.1
144","35.4
110","38.0
321"
Northern Iowa,MVC,"108.7
80","102.2
143","49.8
131","51.7
289","15.3
4","20.3
146","24.5
333","26.7
7","35.5
243","33.8
89","76.2
15","69.6
176","48.6
142","48.9
222","34.4
172","37.8
318"
Providence,BE,"108.6
81","103.5
180","47.7
233","49.6
198","17.6
44","19.5
200","37.2
23","35.4
290","37.6
174","30.0
37","66.9
248","70.9
263","47.9
171","49.8
255","31.5
287","32.7
77"
Mississippi St.,SEC,"108.6
82","102.6
155","50.7
93","47.7
105","19.6
142","16.1
335","28.9
278","32.3
183","35.9
228","27.3
13","72.3
83","66.3
37","48.3
153","46.2
101","36.2
80","33.7
124"
UAB 12,CUSA,"108.4
83","96.7
53","50.8
84","45.9
33","19.3
121","19.2
220","33.4
132","30.6
94","29.7
325","32.4
66","71.7
98","70.3
222","50.3
71","45.7
82","34.2
181","31.0
21"
Duquesne,A10,"108.0
84","95.4
44","52.2
44","47.9
114","18.6
87","27.8
1","33.2
141","38.3
337","42.3
67","37.6
167","62.5
326","68.6
129","51.5
33","46.7
120","35.7
91","33.5
115"
North Texas,SB,"108.0
85","109.4
291","53.0
25","49.1
164","19.5
137","16.1
334","30.8
226","30.2
87","50.0
3","35.7
123","75.4
23","67.9
97","52.0
20","48.8
208","37.3
49","33.2
99"
LIU Brooklyn 15,NEC,"107.9
86","104.3
200","51.9
53","48.3
127","20.1
175","19.8
183","37.4
18","32.3
176","49.7
5","26.2
7","64.6
299","66.0
32","50.9
45","50.1
262","36.1
82","29.7
8"
USC 11,P10,"107.9
87","93.6
24","49.9
127","46.2
43","17.8
46","18.4
266","29.9
260","28.5
39","35.4
244","36.1
131","65.1
289","70.1
212","48.5
145","44.4
40","35.4
111","33.5
116"
Colorado St.,MWC,"107.9
88","98.8
83","51.7
58","49.2
172","20.7
214","20.1
164","31.6
195","30.6
95","42.3
68","38.2
179","69.1
176","69.8
196","53.0
11","48.4
195","32.8
248","33.8
135"
Santa Clara,WCC,"107.8
89","103.3
173","49.1
171","50.6
243","19.9
162","20.3
149","35.6
68","29.7
71","47.6
11","45.3
297","73.0
59","73.6
337","47.3
198","49.2
236","34.8
157","35.7
242"
Arkansas,SEC,"107.7
90","100.0
108","49.5
154","45.6
28","19.3
127","20.9
107","30.7
229","35.6
299","39.4
119","31.5
51","69.5
164","72.7
326","47.1
200","45.0
61","36.2
78","31.5
30"
Iowa St.,B12,"107.7
91","98.9
84","50.6
100","47.6
99","17.5
40","20.1
159","29.4
269","32.8
201","26.4
344","29.2
27","72.1
87","69.1
150","47.8
174","46.3
106","36.8
62","33.6
120"
Texas Tech,B12,"107.6
92","103.2
169","49.3
165","50.5
240","19.5
138","19.3
217","32.4
165","35.6
296","38.1
161","39.1
205","72.9
64","69.6
178","47.4
191","49.6
249","36.5
71","35.1
212"
Ohio,MAC,"107.5
93","104.6
208","49.8
129","50.7
246","18.9
104","21.6
72","33.4
136","32.4
186","37.3
190","40.0
229","71.8
95","69.8
193","48.0
166","49.4
241","35.4
105","35.5
231"
Oregon,P10,"107.4
94","98.1
73","48.2
211","51.7
290","17.8
48","22.2
51","30.1
254","32.2
174","30.8
315","35.8
127","74.0
41","70.8
252","46.7
215","49.4
242","34.0
186","37.0
305"
Detroit,Horz,"107.4
95","103.5
182","50.7
94","48.8
150","22.0
278","19.6
198","36.0
50","33.9
250","46.5
19","32.3
61","68.5
194","68.1
110","49.8
84","48.2
188","35.4
107","33.3
105"
Rutgers,BE,"107.4
96","98.8
82","49.0
179","47.6
100","18.7
90","21.6
70","32.0
187","33.3
224","31.7
303","44.9
293","67.7
220","73.3
335","47.9
172","44.7
51","34.4
170","34.6
182"
Boise St.,WAC,"107.3
97","100.5
117","49.5
148","52.2
304","17.3
31","24.7
6","31.2
211","28.1
25","41.6
78","43.7
278","71.9
89","71.2
276","48.5
150","49.8
254","34.2
176","38.0
322"
St. Bonaventure,A10,"107.3
98","104.1
194","50.8
88","48.2
123","21.9
271","17.1
318","33.7
120","31.3
121","43.8
41","33.9
90","69.9
152","70.8
254","50.0
80","47.8
172","35.1
135","32.8
81"
Princeton 13,Ivy,"107.2
99","98.6
81","52.0
47","47.1
76","18.7
88","18.3
268","31.1
213","26.9
10","36.7
199","35.4
117","73.5
50","72.1
307","50.5
66","46.0
91","36.9
59","33.3
103"
Baylor,B12,"107.2
100","98.3
76","51.4
66","47.8
109","23.4
324","21.8
68","36.2
46","30.9
106","42.6
57","35.2
111","69.8
154","68.5
121","50.9
47","45.9
87","35.1
127","34.3
167"
,,Adj. Eff.,,Eff. FG%,,Turnover%,,Off. Reb%,,FT Rate,,FT%,,2P%,,3P%,
Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
Tulsa,CUSA,"107.2
101","99.9
105","50.1
116","47.4
91","20.5
202","17.5
307","34.1
107","26.8
8","44.4
34","40.9
242","70.1
141","72.4
320","48.8
127","46.3
105","34.9
152","33.4
109"
James Madison,CAA,"106.9
102","103.4
176","51.3
70","49.0
157","19.0
106","17.8
290","31.7
192","27.7
17","38.5
143","36.5
144","71.1
112","71.6
290","49.1
111","46.2
97","37.8
33","36.2
260"
Towson,CAA,"106.7
103","116.6
342","49.3
162","55.0
338","18.2
67","17.6
299","30.3
246","35.3
288","37.6
178","34.3
96","72.3
84","70.5
233","47.4
194","52.5
320","35.6
99","40.2
343"
Rider,MAAC,"106.7
104","103.4
177","53.5
19","46.1
41","20.0
171","18.6
261","30.3
245","34.5
263","35.0
251","33.2
78","64.9
294","67.2
66","50.7
54","44.5
43","39.1
16","32.8
78"
La Salle,A10,"106.7
105","106.8
245","49.6
145","50.2
226","21.0
233","18.8
255","37.3
21","35.1
281","32.9
291","35.5
121","70.9
120","70.2
217","47.7
178","48.8
211","36.4
73","35.7
241"
Air Force,MWC,"106.5
106","103.7
184","54.7
7","49.0
156","18.8
97","20.3
148","20.0
343","34.5
265","38.7
136","32.4
64","70.0
147","71.0
268","53.3
9","47.0
136","38.0
27","34.3
163"
Long Beach St.,BW,"106.3
107","99.9
101","49.7
135","50.4
235","20.1
173","19.1
230","33.3
138","28.8
49","41.9
74","28.7
23","67.0
245","67.3
70","49.3
105","50.2
268","33.7
203","33.9
142"
San Jose St.,WAC,"106.3
108","105.2
226","45.3
310","49.9
216","15.8
8","17.0
319","32.3
167","29.5
67","37.5
181","38.0
177","75.3
26","68.7
130","41.5
338","49.3
239","36.9
60","34.1
154"
Kent St.,MAC,"106.2
109","100.7
120","48.5
195","47.1
78","18.8
100","20.6
127","35.9
52","35.6
295","33.9
267","31.3
50","66.7
256","65.2
16","47.7
176","47.3
151","33.7
202","31.1
25"
Loyola Chicago,Horz,"105.9
110","103.4
178","48.5
196","50.4
236","19.4
130","20.8
116","36.0
51","32.2
172","36.9
197","33.8
88","73.7
45","66.3
36","45.8
259","48.8
215","36.2
79","36.0
252"
Northern Colorado 15,BSky,"105.9
111","102.7
157","49.8
134","48.8
152","21.6
260","20.1
165","35.3
77","29.0
52","43.4
46","43.2
270","76.9
8","71.1
271","44.9
286","45.9
90","38.3
23","35.2
214"
Oklahoma St.,B12,"105.8
112","96.7
52","47.5
240","46.9
70","20.0
167","20.2
155","32.9
152","30.1
81","45.1
29","45.2
294","72.5
72","73.5
336","48.8
129","44.8
54","29.5
333","34.1
159"
Saint Joseph's,A10,"105.7
113","108.8
283","47.3
246","49.6
199","17.1
27","16.7
324","28.5
290","34.7
270","34.0
266","34.8
105","70.7
124","70.5
235","46.3
236","47.0
140","32.8
250","36.7
292"
Valparaiso,Horz,"105.7
114","100.2
115","51.8
55","48.6
137","20.1
179","21.2
91","32.2
175","33.2
217","33.5
276","41.6
252","66.3
267","70.3
226","53.8
6","47.8
171","32.0
280","33.4
112"
UTEP,CUSA,"105.6
115","94.2
27","51.9
49","45.9
32","18.3
73","21.2
90","24.4
335","30.6
97","40.9
92","33.3
79","67.1
240","67.9
101","50.7
52","45.8
84","36.5
70","30.8
18"
Idaho,WAC,"105.4
116","103.4
175","51.9
52","47.4
89","22.2
285","19.7
191","30.5
235","33.5
238","38.1
156","31.7
55","72.2
85","71.4
285","49.5
94","47.0
138","37.9
30","32.1
46"
McNeese St.,Slnd,"105.3
117","108.6
280","48.7
188","49.7
203","18.2
68","19.8
179","32.1
182","35.6
298","39.0
128","43.2
271","74.4
34","66.8
47","46.6
218","49.1
230","35.1
129","33.9
138"
Alabama,SEC,"105.3
118","91.1
7","48.7
186","43.7
6","21.2
243","23.9
18","36.8
28","33.8
246","31.6
305","36.3
140","70.7
123","67.6
80","50.0
79","41.8
4","29.8
330","31.8
37"
Wright St.,Horz,"105.2
119","100.2
112","49.5
151","51.8
292","17.4
36","24.0
15","25.3
328","30.8
104","38.4
147","43.5
275","74.3
36","70.8
251","46.9
209","53.7
335","35.9
84","32.3
53"
Maine,AE,"105.2
120","109.0
286","51.4
67","48.6
138","19.7
147","17.9
285","30.7
230","32.3
182","40.5
102","33.2
77","70.0
146","70.9
260","50.8
51","44.9
56","35.0
144","37.1
310"
Morehead St. 13,OVC,"105.1
121","99.8
99","50.6
98","49.6
196","23.3
321","22.6
42","41.1
3","27.8
18","40.6
100","37.8
171","67.2
237","69.0
145","49.8
86","46.3
104","34.8
155","36.7
290"
Rice,CUSA,"105.1
122","103.7
186","48.3
206","52.4
308","19.1
113","20.7
124","32.2
176","28.0
21","42.9
53","45.3
299","71.8
93","71.2
277","47.0
207","48.9
225","34.2
179","38.4
330"
Iowa,B10,"105.1
123","96.6
51","48.1
216","50.0
218","21.3
247","21.2
94","34.5
93","32.3
178","34.5
257","28.0
21","67.6
226","74.0
341","48.5
144","50.1
263","31.4
292","33.2
101"
UCF,CUSA,"105.0
124","99.7
98","50.3
105","46.4
52","21.0
232","19.5
204","33.7
119","32.9
203","45.8
24","32.7
69","69.3
170","65.9
29","50.6
59","43.6
25","33.2
223","35.4
226"
Virginia,ACC,"105.0
125","96.2
49","48.5
199","50.2
228","17.6
41","19.7
186","26.2
321","28.5
41","32.0
301","28.8
24","69.0
179","68.2
111","43.0
321","47.8
175","38.8
19","36.3
265"
Elon,SC,"105.0
126","110.6
308","49.9
124","53.1
321","18.0
59","19.5
201","27.8
301","33.4
234","38.9
133","38.5
188","72.2
86","67.4
73","47.3
199","50.6
282","35.4
108","39.2
340"
