Cal St. Fullerton,BW,"104.6
127","107.6
277","49.8
139","51.8
285","18.9
69","21.5
120","32.1
192","38.3
329","32.5
275","33.2
99","71.3
91","68.5
141","49.1
124","50.0
252","34.0
163","36.9
303"
Northeastern,CAA,"104.5
128","99.6
122","49.2
160","48.1
121","20.5
172","22.8
56","33.1
151","33.3
208","38.5
114","38.5
225","73.2
45","69.8
226","48.3
154","46.9
116","34.0
162","33.7
137"
Mercer,ASun,"104.5
129","109.4
300","49.0
168","49.9
208","22.0
243","18.2
307","37.0
42","34.9
258","38.8
105","33.8
113","72.3
67","67.0
66","48.6
143","48.0
160","33.2
213","35.6
254"
Cleveland St. 13,Horz,"104.5
130","93.5
34","46.9
256","46.4
53","18.9
67","24.4
13","33.5
139","33.8
224","36.6
170","37.7
206","70.5
111","69.0
179","47.4
191","45.2
65","30.4
312","32.8
91"
UC Davis,BW,"104.3
131","109.2
298","53.2
34","52.4
302","20.5
168","18.8
280","25.7
333","31.0
101","37.9
135","40.0
258","77.9
4","67.8
100","52.5
31","52.3
320","36.2
77","35.1
229"
Washington St.,P10,"104.2
132","89.1
6","48.8
175","44.7
20","19.2
81","17.6
322","27.3
315","25.0
2","27.0
337","33.7
112","76.9
9","70.5
252","47.5
190","40.0
3","34.5
141","36.2
272"
Long Beach St.,BW,"104.2
133","105.0
238","51.3
80","51.7
283","20.7
181","19.9
200","31.0
237","32.2
150","37.6
146","38.6
228","67.6
215","68.9
170","52.3
35","50.1
254","33.0
221","36.4
283"
American 14,Pat,"104.2
134","99.9
128","53.7
25","45.2
30","21.2
210","20.8
155","31.5
216","29.6
52","31.8
287","35.9
161","64.8
291","72.7
327","52.2
37","43.0
23","37.4
49","33.0
97"
Oregon,P10,"104.1
135","102.5
181","46.9
257","55.1
337","21.4
217","21.4
124","32.7
169","36.4
302","37.9
136","43.5
301","67.3
231","70.8
276","42.7
321","53.6
332","35.8
93","39.1
339"
San Francisco,WCC,"104.0
136","110.4
312","49.1
167","53.6
325","19.7
110","19.6
226","29.5
269","33.7
221","39.7
81","36.8
183","69.3
160","68.7
153","46.7
224","52.0
311","35.4
106","37.7
326"
UC Irvine,BW,"104.0
137","108.6
294","49.4
151","52.1
297","18.0
32","18.4
298","27.3
316","31.7
126","31.9
286","37.9
211","76.0
10","73.7
340","43.9
300","50.9
282","40.7
5","36.5
286"
Idaho,WAC,"104.0
138","103.5
202","51.5
76","49.5
180","19.5
104","21.1
138","28.8
283","35.6
280","40.0
69","36.3
171","65.4
280","71.1
285","50.4
78","48.1
165","36.0
85","34.7
193"
Sacred Heart,NEC,"104.0
139","105.7
249","55.2
8","48.7
143","22.9
286","21.7
111","32.6
172","34.8
256","26.0
342","34.3
128","70.0
132","71.8
307","53.1
23","48.6
192","39.4
15","32.6
71"
James Madison,CAA,"104.0
140","103.2
194","50.8
98","47.8
106","20.5
170","19.3
249","30.4
251","32.8
175","37.4
150","33.5
104","75.6
15","69.0
174","49.9
89","49.0
213","34.8
130","30.5
21"
Charlotte,A10,"103.4
141","101.2
152","46.9
255","49.6
191","19.2
89","22.4
72","33.4
145","35.9
286","32.8
268","41.1
269","68.2
190","72.0
315","47.6
186","46.2
89","30.6
310","36.9
306"
South Dakota St.,Sum,"103.3
142","108.4
292","49.7
144","52.1
296","19.8
119","17.3
324","34.0
123","32.3
153","33.4
247","32.8
89","70.3
123","69.3
196","49.2
116","53.3
331","33.8
176","32.8
87"
Evansville,MVC,"103.3
143","99.4
115","47.7
223","50.2
222","19.5
99","22.3
79","30.0
262","30.0
64","45.3
14","35.6
156","69.3
158","68.0
113","47.5
188","49.1
218","32.3
247","34.7
199"
Wichita St.,MVC,"103.2
144","99.5
120","48.8
182","50.2
221","22.3
257","20.8
157","36.0
65","27.4
11","33.2
254","40.4
264","69.5
151","69.8
227","48.9
131","48.0
159","32.5
239","36.2
273"
Middle Tennessee,SB,"103.1
145","103.8
210","48.5
195","51.1
259","18.0
29","21.9
96","35.2
88","28.8
30","38.9
102","44.9
315","69.7
144","71.0
281","49.6
106","49.3
225","30.4
313","36.7
297"
Montana,BSky,"103.1
146","104.3
221","51.0
89","47.5
96","18.7
61","18.0
315","28.0
307","32.0
140","37.1
158","39.5
246","73.0
47","71.5
296","48.6
144","44.6
43","37.4
51","36.3
277"
George Mason,CAA,"103.0
147","96.0
57","49.8
141","45.6
35","18.6
58","20.2
188","34.1
118","31.1
104","33.0
260","29.8
33","64.4
301","66.7
54","49.8
93","45.2
63","33.1
216","30.9
26"
Chattanooga 16,SC,"103.0
148","107.9
284","50.4
108","52.7
309","21.5
218","19.3
250","33.0
153","31.8
130","46.3
8","31.0
53","65.3
281","65.0
18","49.5
108","51.3
294","34.5
140","36.3
278"
Milwaukee,Horz,"103.0
149","102.6
183","46.2
284","46.8
69","19.0
71","17.0
328","33.0
156","30.9
91","34.5
215","33.7
109","71.4
88","68.4
135","42.6
324","44.7
48","34.2
157","34.6
191"
Davidson,SC,"103.0
150","92.7
21","50.3
110","45.0
28","17.5
21","23.6
29","33.8
135","30.9
90","33.1
256","41.4
276","69.7
142","69.2
193","48.3
152","43.1
24","35.6
98","32.4
62"
,,Adj. Eff.,,Eff. FG%,,Turnover%,,Off. Reb%,,FT Rate,,FT%,,2P%,,3P%,
Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
Indiana St.,MVC,"103.0
151","104.8
231","48.5
194","49.9
209","21.9
238","19.4
246","29.1
278","34.5
244","35.1
204","42.3
287","73.0
50","69.5
206","45.1
276","48.1
168","35.3
113","35.8
264"
Boston University,AE,"102.9
152","103.7
207","50.5
105","48.3
127","20.6
178","20.5
171","32.8
162","34.7
252","35.1
203","32.1
74","68.3
188","66.2
37","47.6
184","48.1
167","36.1
82","32.5
68"
Akron 13,MAC,"102.9
153","95.6
53","48.1
206","45.5
33","20.7
185","26.4
4","34.3
113","36.2
297","36.2
182","45.7
321","71.4
89","69.7
216","46.9
210","46.2
90","33.2
204","29.4
6"
Nebraska,B12,"102.8
154","91.3
15","50.2
119","49.5
181","18.0
33","27.1
2","23.0
340","32.9
184","38.2
126","39.5
245","70.2
125","69.1
183","48.0
167","48.6
194","36.1
80","33.9
151"
Fairfield,MAAC,"102.7
155","103.5
200","47.8
219","48.7
145","20.3
158","19.6
228","33.0
155","34.3
238","36.0
187","33.2
98","65.7
272","68.2
126","46.7
220","49.1
219","33.3
202","31.9
48"
Dayton 11,A10,"102.7
156","92.7
22","47.0
253","45.6
37","20.5
167","22.2
86","37.6
32","30.1
68","38.2
123","36.9
188","64.7
294","69.7
222","46.0
248","44.8
51","32.8
230","31.2
32"
Delaware,CAA,"102.6
157","106.4
259","47.8
218","49.3
173","19.1
76","19.1
257","28.6
291","33.0
190","37.9
132","34.3
126","70.3
122","68.6
145","46.6
225","48.7
201","33.2
211","33.8
146"
Virginia,ACC,"102.6
158","96.3
62","46.3
274","49.1
164","20.7
182","19.7
219","35.1
90","32.6
167","32.2
281","34.9
140","74.2
29","70.4
248","45.9
253","48.6
195","31.6
277","33.4
120"
Iowa St.,B12,"102.5
159","97.2
70","50.3
115","47.3
88","18.5
51","16.1
339","23.2
339","27.6
16","28.3
332","28.1
16","69.9
137","69.3
197","49.1
121","45.7
76","34.7
133","33.6
128"
Northern Colorado,BSky,"102.5
160","105.7
250","52.4
57","53.8
328","22.9
283","20.5
173","30.5
248","28.9
34","44.7
17","36.1
164","72.4
66","70.2
241","48.2
160","50.8
278","40.3
7","39.5
340"
Kent St.,MAC,"102.5
161","98.9
107","48.5
189","46.5
58","19.1
77","23.9
22","32.4
182","34.7
253","34.5
214","41.8
282","65.1
282","68.2
127","48.0
165","46.0
83","33.1
214","31.6
40"
IUPUI,Sum,"102.5
162","104.3
219","51.8
67","53.1
320","19.9
124","21.9
97","30.6
245","30.9
94","35.0
205","28.9
22","66.1
257","72.8
330","52.0
42","49.4
230","34.3
148","39.0
338"
Cal St. Northridge 15,BW,"102.4
163","97.0
68","51.6
70","48.5
138","24.4
321","23.7
27","36.6
56","32.2
144","34.4
217","42.5
288","69.2
162","73.0
333","50.3
82","48.0
156","36.1
81","32.8
85"
Weber St.,BSky,"102.4
164","98.8
105","55.1
9","48.4
130","21.6
221","20.1
193","23.6
338","27.2
10","40.7
57","37.0
191","73.0
49","71.0
280","53.6
16","47.6
140","38.2
29","33.3
111"
San Jose St.,WAC,"102.3
165","104.5
226","47.9
214","51.0
257","21.8
237","19.4
245","36.4
57","33.1
195","36.8
164","30.9
50","67.6
214","68.4
139","48.9
130","49.8
242","29.7
323","35.7
260"
St. John's,BE,"102.3
166","97.1
69","46.2
282","50.2
223","22.0
241","21.0
146","38.1
28","32.4
155","37.2
157","35.5
154","64.9
290","66.0
32","46.7
223","48.0
162","29.9
317","36.9
307"
Idaho St.,BSky,"102.3
167","104.1
214","50.3
113","49.4
178","20.3
155","19.0
272","30.6
246","32.8
174","38.2
125","44.3
307","69.1
166","71.8
308","50.3
83","47.9
149","33.5
192","34.7
197"
South Alabama,SB,"102.3
168","103.4
198","51.2
85","46.7
65","21.1
204","16.5
335","37.2
38","31.4
114","41.8
42","33.5
103","66.0
258","70.7
270","49.7
100","42.5
19","37.6
44","36.6
291"
Boise St.,WAC,"102.2
169","101.5
154","52.4
60","49.6
188","21.2
212","18.6
290","29.5
268","32.5
165","29.5
323","36.1
169","69.3
157","67.0
69","52.8
26","48.7
197","34.3
150","34.5
181"
SMU,CUSA,"102.1
170","104.6
229","48.6
186","48.8
152","22.9
284","18.6
291","34.8
96","33.2
202","31.2
296","33.8
116","64.6
297","74.8
344","46.4
236","46.2
91","35.6
99","35.8
263"
Murray St.,OVC,"102.1
171","99.8
127","48.7
183","48.4
133","20.4
163","21.7
109","37.0
44","31.3
111","39.7
80","39.9
254","70.0
131","71.7
303","49.4
111","48.5
187","31.2
294","32.2
56"
Oral Roberts,Sum,"102.0
172","95.1
47","48.8
174","47.3
89","20.7
180","20.7
161","35.5
77","31.1
103","41.0
51","35.0
142","67.1
234","70.7
269","49.9
91","45.6
71","30.8
308","34.9
218"
Robert Morris 15,NEC,"102.0
173","100.0
131","53.4
31","48.8
148","22.4
263","23.6
31","32.4
181","32.5
163","36.7
167","39.6
248","70.4
119","66.8
57","50.9
67","45.7
75","39.4
14","36.6
290"
Miami OH,MAC,"101.9
174","96.4
65","48.8
181","46.9
76","21.6
224","21.6
115","31.2
229","31.5
121","34.6
211","33.6
107","70.9
101","66.7
52","48.3
151","46.2
88","33.2
207","32.2
54"
Loyola MD,MAAC,"101.9
175","108.0
286","44.1
324","48.4
137","19.8
122","19.9
198","35.7
73","36.6
306","36.5
174","49.7
337","77.6
6","70.8
273","42.6
322","48.1
171","31.5
282","32.8
90"
George Washington,A10,"101.8
176","103.1
191","49.4
154","47.7
102","22.2
252","18.7
286","34.0
125","35.0
264","38.5
113","37.5
198","68.0
195","68.4
137","47.2
203","45.2
66","36.2
78","34.2
165"
Harvard,Ivy,"101.8
177","109.8
304","52.4
58","51.2
263","21.7
232","21.3
132","26.8
322","34.7
255","42.3
35","32.9
92","72.4
65","66.9
61","51.4
55","50.0
248","36.2
75","36.2
271"
Binghamton 15,AE,"101.6
178","102.3
176","49.4
155","46.6
62","19.7
111","21.6
114","31.7
204","35.5
277","40.8
53","41.6
278","68.2
189","70.3
247","49.0
127","45.4
69","33.5
190","32.9
93"
DePaul,BE,"101.5
179","103.7
209","45.5
297","51.9
290","18.9
68","19.4
240","33.3
147","38.2
328","31.7
288","25.7
8","61.6
333","69.3
200","46.1
247","51.0
285","29.6
325","35.7
261"
UTSA,Slnd,"101.5
180","104.8
232","48.2
204","52.6
307","19.0
73","23.5
35","30.2
254","32.7
172","39.1
97","30.2
39","71.3
92","67.3
77","46.1
246","54.3
335","34.2
153","32.4
63"
Bowling Green,MAC,"101.5
181","99.6
121","48.4
199","44.8
23","20.3
153","19.1
260","33.0
157","31.8
131","31.0
300","35.9
162","66.6
248","69.3
199","46.4
232","44.7
47","35.0
123","30.1
12"
TCU,MWC,"101.5
182","98.2
86","48.0
209","51.7
284","21.1
201","21.8
103","28.3
299","27.5
12","38.6
111","37.7
204","73.4
42","71.3
291","47.9
171","52.2
317","32.1
256","33.9
155"
Texas St.,Slnd,"101.4
183","105.3
245","49.7
143","51.1
258","21.4
216","22.5
66","34.0
128","31.0
99","38.8
106","57.6
344","66.8
245","72.0
316","48.0
170","50.2
259","35.3
110","35.3
241"
Appalachian St.,SC,"101.2
184","109.6
301","51.3
79","51.4
276","24.4
320","17.0
329","37.4
34","28.4
26","41.1
50","40.4
263","70.5
115","71.1
284","49.1
123","50.5
268","36.9
63","35.6
252"
Drake,MVC,"101.1
185","99.1
113","49.2
164","49.2
168","20.1
143","20.5
170","28.6
289","30.0
66","40.5
61","28.2
17","75.3
19","67.1
72","47.1
204","47.4
135","34.5
138","34.5
179"
UMBC,AE,"101.1
186","109.7
302","46.3
276","51.5
280","15.2
3","18.1
311","28.4
295","33.3
209","33.8
237","30.9
52","70.5
113","67.8
102","46.2
245","50.2
260","31.0
306","35.9
268"
Buffalo,MAC,"101.1
187","97.6
77","46.4
269","48.7
147","21.3
214","22.4
73","38.2
26","28.3
24","35.4
198","36.3
173","64.5
300","68.8
164","44.5
287","47.3
133","34.4
145","34.5
180"
Colorado,B12,"101.1
188","100.8
143","51.3
81","52.6
305","22.0
242","22.2
87","22.3
341","34.5
245","39.6
83","37.9
210","72.7
56","66.3
40","50.7
71","51.4
297","34.9
125","36.7
295"
Saint Louis,A10,"101.1
189","98.9
106","48.4
201","46.8
68","20.2
148","18.6
289","30.1
258","29.5
49","38.6
109","34.2
123","69.6
147","72.5
323","47.2
199","48.3
179","34.1
160","28.6
3"
Morehead St. 16,OVC,"101.0
190","101.6
158","47.8
215","48.4
134","23.2
294","18.6
292","39.5
14","29.5
44","42.7
30","38.9
233","72.5
60","67.9
106","47.4
195","45.8
79","32.6
237","35.4
245"
Santa Clara,WCC,"101.0
191","99.0
110","51.0
90","46.9
72","25.4
334","18.2
310","33.0
159","29.9
60","36.9
161","38.2
216","71.1
95","68.4
136","50.8
69","44.8
49","34.3
151","34.3
171"
Nicholls St.,Slnd,"101.0
192","101.9
165","53.7
26","51.3
270","22.7
277","26.0
8","27.3
318","31.1
106","40.2
65","46.2
323","68.1
194","68.6
149","53.8
12","52.1
313","35.7
95","33.2
108"
Denver,SB,"101.0
193","104.2
218","57.0
1","49.4
176","22.1
247","22.2
88","18.8
344","33.0
193","36.1
184","49.3
334","73.8
34","71.4
293","57.5
1","50.0
246","37.7
39","31.9
45"
The Citadel,SC,"100.9
194","103.3
197","50.7
101","48.3
126","20.0
134","18.6
288","31.1
233","29.5
48","34.1
227","36.1
168","71.7
80","72.4
319","50.6
74","48.0
155","34.0
164","32.7
81"
Ohio,MAC,"100.8
195","101.9
167","50.1
123","50.4
229","21.8
236","23.1
49","28.9
282","32.3
154","39.6
82","39.4
243","70.7
107","66.9
63","47.8
176","50.4
267","36.2
73","33.7
133"
Tennessee St.,OVC,"100.8
196","111.6
321","49.7
146","51.8
286","22.2
253","19.1
264","34.3
110","36.3
298","39.3
94","38.8
231","67.6
217","68.6
150","49.7
97","52.5
325","33.2
212","33.6
129"
Southern Illinois,MVC,"100.8
197","100.3
138","47.9
213","49.1
163","22.9
285","21.9
101","30.8
241","33.2
204","38.4
120","49.6
335","73.0
48","72.7
326","43.8
304","47.4
136","37.8
38","35.1
227"
South Florida,BE,"100.7
198","98.3
88","44.7
317","47.2
85","20.0
140","18.0
316","34.4
105","35.2
270","34.9
207","37.7
207","59.8
341","64.5
14","44.7
278","46.8
113","29.7
324","32.2
57"
Louisiana Tech,WAC,"100.6
199","99.5
119","49.9
135","48.3
128","23.6
305","21.3
134","34.9
95","32.4
158","42.3
33","33.6
106","65.9
264","68.8
163","46.7
221","48.2
175","38.4
27","32.2
53"
IPFW,Sum,"100.6
200","106.3
257","49.4
152","51.5
278","19.9
128","19.0
269","26.2
328","32.9
183","36.4
180","37.0
193","73.5
40","69.2
189","44.3
289","52.1
316","40.8
3","33.5
122"
,,Adj. Eff.,,Eff. FG%,,Turnover%,,Off. Reb%,,FT Rate,,FT%,,2P%,,3P%,
Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
Florida Atlantic,SB,"100.6
201","112.5
328","46.3
273","50.5
238","18.7
63","16.7
333","32.2
189","35.4
276","33.0
262","38.2
217","73.9
32","72.0
312","45.2
273","50.6
271","32.5
243","33.4
119"
Georgia Tech,ACC,"100.6
202","92.8
25","47.9
212","47.1
80","22.7
278","21.9
99","34.7
98","32.2
146","35.6
195","38.0
215","63.0
317","67.9
112","47.7
180","46.3
96","32.3
248","32.4
64"
UNC Asheville,BSth,"100.5
203","110.7
314","50.3
116","52.6
306","22.5
269","19.8
210","31.3
224","37.3
321","36.6
172","34.8
137","69.4
155","67.4
84","47.8
178","51.3
295","36.6
67","36.8
298"
Youngstown St.,Horz,"100.4
204","105.3
244","45.7
293","49.2
170","20.4
165","18.8
278","34.4
106","34.1
231","37.1
159","41.0
268","65.9
262","70.0
239","43.7
308","48.0
163","33.9
170","34.5
182"
Mount St. Mary's,NEC,"100.4
205","99.7
126","49.4
153","46.9
75","19.9
127","22.3
80","35.5
78","32.9
179","34.3
219","35.2
146","67.4
225","69.5
209","49.2
118","45.2
64","33.3
200","33.8
145"
Southeastern Louisiana,Slnd,"100.3
206","103.2
195","50.0
127","47.0
78","20.3
157","19.7
217","30.5
250","33.5
215","32.9
263","42.9
293","62.3
325","68.0
116","50.4
79","43.5
29","32.8
232","37.0
308"
Towson,CAA,"100.3
207","108.4
290","45.7
292","50.0
215","19.6
106","19.4
242","33.4
143","36.8
310","33.4
246","34.6
135","66.7
247","68.3
132","45.2
271","50.6
270","31.2
297","32.5
70"
Northern Arizona,BSky,"100.2
208","107.6
274","53.6
27","55.7
342","22.6
270","20.3
184","30.0
261","28.4
27","30.9
304","34.9
141","62.4
324","71.9
311","53.8
13","51.6
300","35.5
100","42.2
344"
Gardner Webb,BSth,"100.2
209","107.8
279","49.1
166","51.2
265","20.4
164","19.4
243","34.1
120","33.0
186","31.5
292","38.4
223","68.1
193","68.9
169","47.2
202","51.7
307","34.8
129","33.5
123"
Montana St.,BSky,"100.1
210","106.8
264","47.1
241","52.0
294","20.4
161","17.9
319","33.9
131","29.4
42","39.9
75","36.1
165","66.9
241","70.6
265","46.5
231","51.2
290","32.1
259","35.7
259"
Radford 16,BSth,"100.1
211","101.9
164","49.8
137","46.9
74","22.6
272","16.8
332","35.3
83","29.1
36","42.8
28","30.1
38","67.7
209","70.5
258","49.1
120","44.9
55","34.5
142","33.5
124"
Southern Utah,Sum,"100.0
212","106.2
255","50.8
99","53.7
326","23.1
289","20.7
163","31.3
226","28.7
29","39.4
91","38.9
234","79.9
1","71.3
290","48.8
135","55.7
340","37.9
37","33.0
96"
Samford,SC,"99.9
213","107.6
275","55.0
10","50.8
248","21.6
227","22.6
63","21.6
342","37.2
318","35.4
199","30.4
44","68.7
180","67.9
109","57.0
3","50.9
280","35.3
109","33.7
135"
Wright St.,Horz,"99.9
214","93.8
37","46.7
262","44.6
16","19.9
131","24.0
20","29.6
265","34.6
247","40.6
59","37.7
202","69.1
165","68.1
117","45.7
262","41.6
9","32.3
246","33.0
101"
LIU Brooklyn,NEC,"99.9
215","106.8
265","46.4
271","49.0
159","19.1
75","19.4
241","35.5
75","29.6
50","42.5
31","32.4
77","71.8
77","63.5
6","44.2
293","48.2
176","33.9
168","33.7
138"
Lamar,Slnd,"99.8
216","104.3
220","46.3
275","49.6
192","19.8
116","19.0
268","31.9
202","31.4
116","42.8
29","38.0
212","72.4
64","73.4
338","46.9
212","48.2
174","29.9
318","35.0
225"
Fresno St.,WAC,"99.6
217","102.7
186","50.2
118","49.1
161","21.2
213","19.9
202","30.1
257","35.3
273","36.5
175","30.9
51","66.7
246","69.3
198","49.2
117","48.8
203","34.5
139","33.2
109"
Western Carolina,SC,"99.5
218","106.6
261","49.6
149","54.5
333","21.1
207","23.8
24","36.7
55","34.0
228","32.4
277","52.1
340","63.3
313","67.3
81","47.9
173","52.2
318","35.1
117","39.0
337"
Little Rock,SB,"99.4
219","98.2
85","49.7
145","45.4
32","22.6
273","21.1
141","33.4
144","31.5
119","44.9
15","40.4
262","66.9
239","70.2
244","48.3
150","44.2
37","35.7
96","31.9
47"
Jacksonville St.,OVC,"99.2
220","108.4
291","48.0
210","52.1
298","20.3
154","19.7
216","35.5
79","32.2
145","40.6
60","37.7
203","65.7
274","73.1
336","44.6
285","51.0
286","37.6
42","36.5
287"
UC Santa Barbara,BW,"99.0
221","98.9
108","49.8
136","51.2
264","23.3
297","24.2
18","32.7
168","31.5
120","39.5
89","39.3
240","69.4
153","66.8
58","49.5
109","48.6
193","33.5
188","37.3
315"
Morgan St. 15,MEAC,"99.0
222","98.8
102","46.4
270","44.7
21","19.5
102","22.8
55","38.4
25","32.9
177","33.1
255","41.7
279","64.6
296","68.9
171","44.9
277","44.6
44","33.7
179","30.2
14"
Valparaiso,Horz,"99.0
223","103.5
204","47.5
228","50.9
252","23.6
306","22.3
83","31.5
219","34.1
233","36.1
185","50.3
338","61.4
335","68.8
165","46.3
241","48.5
190","32.9
225","36.4
284"
Missouri St.,MVC,"99.0
224","101.1
151","46.2
280","49.8
205","20.8
189","21.1
140","32.0
200","30.9
92","38.0
129","43.1
296","67.9
200","69.8
228","45.3
270","49.0
215","31.8
267","34.5
184"
Alabama St. 16,SWAC,"98.9
225","102.0
171","51.0
93","43.3
4","20.5
174","19.7
218","34.2
115","35.9
285","35.9
190","33.8
115","63.0
316","66.4
45","52.2
36","42.8
21","32.3
251","29.7
9"
Loyola Chicago,Horz,"98.9
226","104.2
215","45.0
308","49.6
193","20.2
151","21.9
98","35.9
69","36.2
296","32.7
270","33.7
110","67.0
238","71.6
301","44.0
296","48.1
170","31.7
271","35.1
231"
Texas A&M Corpus Chris,Slnd,"98.9
227","99.4
116","46.8
260","48.3
129","24.7
324","22.0
94","37.0
43","32.4
156","41.7
43","38.6
227","67.1
236","69.1
184","46.8
216","49.2
221","31.1
298","31.0
28"
Indiana,B10,"98.8
228","101.7
160","47.9
211","54.6
334","27.0
342","21.4
125","32.6
173","32.6
169","37.4
153","36.5
178","65.5
279","68.0
115","46.9
215","53.2
329","33.3
201","38.1
329"
Rice,CUSA,"98.8
229","104.2
216","48.9
170","50.4
230","20.2
150","18.1
314","27.7
311","34.4
242","33.3
250","37.0
194","68.9
176","69.7
218","44.6
286","48.1
169","38.2
31","36.7
294"
Cal St. Bakersfield,ind,"98.7
230","108.1
288","45.1
307","52.1
299","19.6
107","21.1
139","34.0
124","37.7
326","36.0
189","37.3
196","68.0
196","73.1
335","43.2
315","49.5
237","32.3
250","38.7
335"
UNC Wilmington,CAA,"98.5
231","112.7
332","48.3
203","57.3
344","19.2
87","19.5
234","26.2
327","33.0
191","29.4
325","32.0
72","68.2
192","69.9
234","47.1
205","58.7
344","33.4
195","36.5
288"
Air Force,MWC,"98.5
232","102.6
184","50.9
96","49.8
202","22.7
276","19.4
247","24.4
336","30.3
72","42.3
34","41.4
275","67.4
227","73.7
341","47.8
177","48.1
166","37.1
55","34.6
189"
Coppin St.,MEAC,"98.3
233","107.8
280","45.8
291","50.8
250","19.2
92","24.2
17","29.7
264","40.0
340","31.1
299","31.4
59","71.4
90","65.7
27","43.8
301","51.4
298","33.7
178","33.3
113"
UMKC,Sum,"98.3
234","110.2
307","45.8
290","52.7
311","19.4
95","19.1
258","31.7
205","32.2
148","34.9
208","46.1
322","70.5
117","72.0
313","45.7
263","54.1
334","30.6
311","33.1
106"
Tulane,CUSA,"98.2
235","98.0
83","46.4
268","49.3
174","20.6
176","22.8
57","31.6
207","32.8
173","36.9
162","41.9
283","67.9
199","71.6
299","45.3
269","48.4
185","33.0
219","34.2
167"
St. Bonaventure,A10,"98.2
236","100.2
134","49.2
163","47.2
82","23.6
304","19.6
231","34.6
101","31.4
115","37.0
160","39.1
238","66.8
243","65.1
19","49.8
94","46.2
87","31.5
283","32.9
94"
Holy Cross,Pat,"98.2
237","99.7
125","47.2
237","47.9
113","24.3
318","23.2
47","39.9
10","28.1
21","37.2
156","48.5
331","67.8
205","70.6
263","47.3
198","46.5
100","31.4
286","33.8
148"
Central Michigan,MAC,"98.0
238","104.9
234","47.3
235","50.0
213","22.3
262","23.8
25","34.6
103","33.5
212","37.8
138","57.4
343","63.1
315","69.4
205","45.8
260","48.5
191","33.6
184","35.8
265"
Drexel,CAA,"97.8
239","96.3
64","41.9
341","43.6
6","19.8
117","18.1
313","39.5
13","32.0
135","38.8
104","38.3
219","67.9
197","67.5
90","40.7
339","41.5
7","29.8
321","33.3
115"
Georgia St.,CAA,"97.7
240","103.1
190","46.8
261","50.0
214","20.0
137","20.8
154","30.8
240","33.0
188","30.0
316","35.2
147","61.6
332","66.4
46","46.3
239","49.3
228","31.8
268","34.1
162"
Rutgers,BE,"97.6
241","95.5
52","46.3
279","46.0
44","23.2
295","17.8
320","34.5
104","32.9
180","32.2
279","32.8
91","71.9
73","69.2
190","47.2
201","45.6
72","29.6
326","31.4
35"
Western Michigan,MAC,"97.5
242","105.3
243","45.5
299","47.3
91","20.6
175","18.8
281","30.7
243","32.2
151","40.0
68","39.1
237","70.1
127","67.7
97","44.7
279","45.6
74","31.1
299","33.8
149"
Louisiana Lafayette,SB,"97.5
243","104.8
233","47.0
254","50.7
246","20.5
173","21.0
144","31.6
210","35.1
267","33.6
241","46.6
325","67.7
212","69.2
194","46.4
237","48.9
211","31.9
266","36.8
301"
Maine,AE,"97.5
244","110.3
310","47.5
227","50.0
212","22.5
268","19.2
256","31.3
221","37.1
316","39.8
79","31.6
62","67.3
230","66.2
38","46.4
234","51.6
303","33.2
210","31.4
34"
Cal Poly,BW,"97.4
245","105.8
251","46.5
267","51.9
289","17.7
27","19.7
213","28.6
290","33.5
216","30.5
308","30.4
46","70.8
103","68.2
120","44.1
294","49.7
239","33.9
167","37.5
321"
Tennessee Tech,OVC,"97.3
246","104.2
217","49.3
157","50.1
216","21.9
240","22.4
75","34.1
122","36.3
299","33.3
249","44.4
309","69.0
171","67.1
73","47.0
208","48.7
199","36.2
74","35.7
255"
San Diego,WCC,"97.3
247","97.6
75","47.6
224","47.7
104","20.8
191","22.8
59","28.5
294","33.7
223","33.1
257","39.0
236","69.6
146","71.3
292","46.5
230","45.7
77","33.6
185","35.0
222"
Jackson St.,SWAC,"97.2
248","105.0
236","47.1
240","49.8
203","22.3
261","22.0
93","36.1
63","32.5
159","42.9
27","40.1
260","70.4
120","66.5
47","49.7
98","48.9
209","26.8
342","34.5
187"
Georgia Southern,SC,"97.1
249","112.3
327","48.9
172","54.2
330","20.8
195","19.7
221","31.5
217","37.0
313","30.0
318","42.7
290","66.0
261","66.6
50","47.6
187","52.4
321","34.1
159","38.4
331"
Navy,Pat,"97.0
250","102.2
174","47.4
233","46.2
47","19.4
94","20.4
177","27.4
313","29.9
62","38.0
128","38.7
230","72.4
61","66.4
42","46.3
238","45.6
73","32.9
228","31.6
41"
,,Adj. Eff.,,Eff. FG%,,Turnover%,,Off. Reb%,,FT Rate,,FT%,,2P%,,3P%,
Team,Conf,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.,Off.,Def.
FIU,SB,"97.0
251","105.1
241","47.4
231","50.5
237","22.6
274","19.1
265","32.2
188","32.5
164","38.9
101","36.1
166","63.9
306","69.7
223","44.5
288","49.2
223","35.7
97","35.4
243"
