Year,Round,SeedDiff,OffEff,DefEff,OffFgp,DefFgp,OffTop,DefTop,OffRp,DefRp,OffFtr,DefFtr,OffFtp,DefFtp,Off2pp,Def2pp,Off3pp,Def3pp,ScoreDiff
2018,1,-11,14.8,-5.1,2.2,-1.6,-0.7,-0.6,4.7,5.8,0.2,7.7,4,-0.8,-0.4,0.3,4.5,-2.9,26
2018,1,-3,9.5,8.9,4.8,1.1,-3.5,0,-2.7,0.2,3.3,3.9,7.8,-0.3,0.9,3.2,7.2,-1.5,4
2018,1,-13,3,-13.9,-2.7,-3.8,0.3,1,12.9,-5.2,5.1,-11.8,0.8,-1.5,-0.7,-2.6,-3.4,-2.9,15
2018,1,-15,16.3,-14.9,5.4,-1.3,0,-0.5,1.7,-9.4,-1.9,-5.6,5.4,9.3,7.4,0.4,1.3,-3.2,19
2018,1,1,2,0.3,-0.9,1.7,-3,3.4,2,1.9,-1.3,2.1,-5.2,-0.7,3.3,0,-4,2.8,13
2018,1,-7,2.1,-6.7,-0.2,-1.3,3.1,3.7,5.6,1.9,-4.3,3.9,-3.5,-1.5,4,-3.7,-4,1.5,8
2018,1,-9,13.9,-0.3,5.3,-0.4,-3.7,-4,-0.7,-0.8,6.1,-10.1,1.1,-1,7.1,-3.2,1.8,3.1,4
2018,1,-5,4.7,-0.8,1.6,-3.1,0.5,0.1,2.2,0.8,-2.5,12,0.3,-2.4,-1.5,-4,4.6,-0.9,2
2018,1,-11,7.7,-8.1,2.7,-0.7,-3.4,-1.7,-8,-1.2,-7.6,-11.4,-5.6,0.1,3.3,0.5,1.5,-2,14
2018,1,-3,2.7,-1.2,1.8,-3.4,1.8,-3.7,5,-1.7,-6.6,-4.2,-4.3,-4.3,3,-5.8,-0.3,0.4,4
2018,1,-13,17.4,-4.7,0.5,-1.9,-3.3,-3.6,10,1.2,-12.6,-12.4,1.5,-1.3,-2.2,-7.5,3.2,4.2,18
2018,1,-15,26.9,-8.8,10.2,-1.6,-3.7,-2,-2.4,-0.9,-1.8,-5,4.4,-1.2,11.9,0.1,5.1,-2.9,26
2018,1,1,-7.3,-3.2,-5.8,-2.6,3.3,0.1,5.5,1.5,5.4,7.1,-3.9,-1.2,-3.8,-2.3,-6.2,-1.9,3
2018,1,-7,10.2,-4.9,-4.6,2.7,-1.1,5.3,4.1,2.5,-6,13.6,3.5,-0.9,-5.6,-2.2,-1.9,7.1,17
2018,1,9,-12.5,0,-0.4,0.5,0.7,2.1,-13,9.7,-1.7,-4.3,2.5,-4,1.7,2.7,-2.2,-1.3,6
2018,1,-5,5.7,-5.8,-0.8,-0.3,-2,-0.4,-0.6,1.4,-7.9,-6,-3.3,1.6,-0.9,-3.1,-1.6,3.2,15
2018,1,-11,8.4,-5.8,-1.1,-3.3,-2.9,-4.2,0.9,0.2,-1.2,-12.3,0.4,1,-0.6,-2.3,-1.5,-3.3,10
2018,1,3,-0.6,-5.1,0.2,1.5,0.6,0.1,-1.2,-7.1,-11.3,-5.5,9.5,1.6,3.1,1.3,-3.8,1.6,17
2018,1,-13,21.6,-6.7,6.1,-1.2,-4.9,-0.5,2,-0.9,-10,-11,1.1,-6.9,2.1,0.5,8.2,-3.2,26
2018,1,-15,18.5,-1.3,4.6,2.1,0,1.2,5.6,8.6,-6.4,-7.2,5.2,-3,2.3,0.6,5.3,3.3,16
2018,1,-1,2.2,-3.1,-0.5,-1.3,1,-2.7,0.9,-3.6,1,-3.9,0.2,2.1,-0.1,-3.6,-0.7,2.2,11
2018,1,-7,5.7,-2,1.3,1.2,0,-1.6,-6.6,3.8,4.4,-5.8,11.2,-2.1,-0.4,-1.8,2.6,4.1,11
2018,1,-9,7.3,-7.2,-1.9,-0.2,1.3,2.9,6.6,0.1,3.2,6,1.2,-1.8,-3.3,-1,-0.2,0.5,4
2018,1,-5,13.5,8.4,9.6,6.1,-1.3,-2.1,-0.5,-4.3,-6.4,-0.9,-2.9,0,8.5,5,7.7,5.8,5
2018,1,-11,10.7,-7.1,3,-5.1,2.2,-2.4,10,-0.9,-6.7,-3.8,2.8,3.3,0.2,-8.6,5.3,0.6,4
2018,1,-3,-4.9,-2.2,-2.4,-0.6,-2,5.8,2.6,-1.8,-3.1,15,-4.9,3,-2.9,1.5,-0.7,-3,5
2018,1,-13,13.5,-14.6,2,-6.1,1.5,-1.5,14.3,-0.8,4.4,-6.3,-2.8,6.9,4.5,-6.3,-1.1,-3.8,22
2018,0,0,9.7,2.1,0.1,2.7,-3.6,-0.6,-4.4,2.8,12.6,-3.1,4.3,-6.1,-2.8,1.3,3.6,3.8,18
2018,0,0,-0.4,-7,-2.8,0.1,-0.8,3.7,2.6,-1.8,-7.5,-0.1,3.9,6.5,-5.2,-1.6,0.4,1.8,10
2018,0,0,-4.3,-1.6,-2.1,-0.1,-0.3,5.9,0.8,2.2,5,8.7,3.2,1.4,-2.9,2.4,0.5,-2.6,7
2018,0,0,-9.8,-10.1,-6.9,-4.4,4.4,-0.9,6.7,-0.2,-0.8,-1.3,0.2,1.3,-6.6,-5.1,-4.7,-2.4,4
2017,6,0,3.1,5.2,-4.9,7,0,1.5,11.3,-1.2,-4.7,4.7,-1.5,6.9,-5.3,6.3,-2.7,4.9,6
2017,5,-6,9.1,-2.8,9.3,-4.4,-2.2,-7.2,-4,-5.4,-1.2,-17.6,1.6,-6.6,10.4,-5.4,4.8,-1.6,4
2017,5,-2,3.1,-2.4,-3.8,1.7,-0.9,-0.7,8.9,-4.5,-0.1,5.3,-0.6,0.8,-3.5,0.2,-2.5,2.7,1
2017,4,-10,2.2,-11.7,4.7,-10.5,-2.2,-0.4,-4.5,0.7,-2.1,-6.5,2.9,-4,4.3,-12.5,3.7,-4.4,24
2017,4,2,-3.7,-0.8,-0.6,-1.7,-0.5,0.7,-1.7,-0.2,-1.6,-3.7,3,0.4,0.9,0.8,-2.4,-4.4,14
2017,4,3,-7.9,0,-4.3,-0.3,1.5,3.3,1.9,2.1,0,10.5,-2.8,1.8,-4.4,-0.3,-2.5,0.1,7
2017,4,-1,2.5,0.1,-1.2,0.6,0.5,-0.6,7.8,-2.7,-6.6,-1.9,-0.2,5.1,-1.9,-2,0.2,3.3,2
2017,3,-4,2,-3.1,-0.5,-1.7,-0.1,1.5,-3.8,3.6,7.3,6,8.5,-3.3,-0.8,2.6,0,-7.1,1
2017,3,4,-7.6,-5,-5.2,-0.6,-2.2,7.2,-5.8,2.2,6.3,14.4,-1.8,-0.1,-6.3,0.4,-1.9,-1.6,20
2017,3,-3,4.9,1.5,0.4,0.4,-0.7,2,3.3,5.3,2.7,7.1,-7.9,0.8,0.9,-1.3,0.1,2.4,32
2017,3,-4,-5.5,-3.8,-1.5,-5.5,2.9,-0.2,7.7,-0.5,4.3,-0.9,-7.1,3.6,-1.8,-3.9,-0.5,-6.6,1
2017,3,-3,2.5,-3.1,5.3,-7.7,-0.8,-10.5,-7.9,-5.7,0.1,-15.6,3.2,-2.5,6.5,-6.5,2,-6.3,3
2017,3,9,-2.1,2.4,-1.8,3.9,1.8,0.1,1.3,-0.5,0.6,4.8,-7.7,1.4,0.5,4.1,-4.5,2.4,2
2017,3,-3,3.2,-5.4,-2.9,-2.7,1.2,-1,14.1,-2,-2.8,-5.4,-3.9,3,-3.5,-5,-1.1,0.6,12
2017,3,-1,-4.4,-8.2,-6.9,-1.2,0.6,3.4,4.4,-0.9,14.1,8.1,-3.4,-0.3,-6.2,3,-5.3,-5.9,11
2017,2,7,-7.6,-0.4,-5.4,-0.6,-0.1,-0.6,5.7,-1.9,-2.1,5.9,-14.6,3.6,-8.1,-6,-1,6.5,3
2017,2,-1,-4,-7.1,-2.3,-0.3,3,8.9,10.6,1.1,10.3,15.8,-11.5,-5.4,-1.1,-1.7,-2.2,1.5,12
2017,2,-1,4.8,2.1,-0.8,-0.3,1.3,0.3,3.8,5,14.2,0.2,2,0.7,0.6,0.6,-2.6,-1.2,26
2017,2,8,0.2,2.7,-1.8,3.7,2,-2,0.7,-4.3,2.7,-3.9,-0.1,-1.7,-2.4,7.1,-0.2,-1.5,25
2017,2,-7,6.6,-8.6,6.9,-5,0.2,-0.8,-0.8,-4.4,8.5,-9.2,-3.1,-1.1,7.5,-4,4,-4.3,6
2017,2,-5,-0.5,1.8,-4.1,2.4,-0.9,2.1,0.1,4.1,12.7,2,2,-0.7,-5.4,3,-0.4,1,9
2017,2,-1,-3.3,-3.1,0.7,-1.3,4.2,-2.9,5.1,-7.2,5.7,-2.7,5.7,0.3,0.9,-0.9,0.3,-1.4,4
2017,2,-8,6.3,0.2,0.5,2.9,-0.6,-0.2,-2.9,3.2,7.1,-1.2,4,-1.8,0.9,4.2,-0.3,0.5,9
2017,2,5,5.8,6.2,5.6,6.2,-1.8,-0.1,-12,1.5,-3.9,-11.6,9.3,-1.2,5.8,5.2,3,6.2,4
2017,2,-8,1,-0.9,-1.3,3.7,-0.5,-0.1,-0.7,3.5,0.5,-1.6,-2.5,-2.2,2.2,6.3,-4.9,-0.6,3
2017,2,-8,9.9,-0.2,2.1,1.4,-2.9,2.7,4.9,2.4,2.5,-4.7,0.8,-1.1,0.7,1.2,3.1,1,20
2017,2,-7,6.1,-8.4,0.3,0.3,-0.4,0.1,9.4,-9.2,-3.8,-7.5,-5.9,2.2,1,-0.4,-1,0.7,7
2017,2,-8,6.5,-0.2,4.7,1.4,0.7,-0.1,-0.4,-0.2,-4.8,-18.7,4,1.1,3.3,0.7,4.7,1.7,3
2017,2,-8,2.9,-6.6,0.3,-4,4.9,-0.8,8.8,-2,-2.9,6.1,-2.2,0.8,1.2,-2.2,-0.9,-4.6,4
2017,2,5,-13.4,-6.5,-7.5,-1.9,2.1,7,2.3,1.8,0.9,13.3,-6.1,1.4,-7.6,-3.5,-4.5,1.3,7
2017,2,-3,7.5,7.5,7.8,3.5,-0.2,-4.4,-6.4,-0.8,-5.7,-3.7,5.2,-5.7,7,3.9,6.1,2.1,12
2017,1,-7,11.5,1.1,0.4,0.4,-1.2,-1.5,3.2,6.1,4.2,-5.3,6,3.9,0.4,1.3,0.8,-0.7,2
2017,1,-9,7,-9.6,-4,0.8,-1.9,7.9,11.1,4,1.7,9.4,0.4,2.3,-4.5,0,-1.7,1.1,6
2017,1,-7,-6.3,-18,-2.6,-7.1,1.7,0.6,-4.2,-4,-4.8,-5.8,2.1,-0.7,-6,-9.1,2.4,-2.3,5
2017,1,-9,9.1,-8,-4.2,-2.9,-3.9,-1,2,2.1,-2.6,-4.2,3.2,-2,-4.7,0,-2.3,-4.9,15
2017,1,-15,9.5,-23.4,3.4,-12.7,-2.2,0.9,2.9,-2.7,-0.9,-0.2,-4.9,-6.1,3.6,-12.4,2.4,-7.9,20
2017,1,-1,-1.2,1,-2.4,-2,-2.2,1.8,6,3.6,-4.3,5.4,-2.9,-3,0.7,-2.8,-3.4,-0.5,2
2017,1,-3,10,-2.1,6.8,-2.2,-0.3,-5.7,1.8,-5.6,-8.6,-14.3,4,-0.6,5.4,-0.6,6.3,-3.8,8
2017,1,-13,14.5,-6.9,0.3,-3,-1.7,-2.2,7.2,-1.8,4.4,-11.1,3.9,-0.9,0.1,-1.6,0.3,-3.8,18
2017,1,-7,5.9,-4.4,2.5,0.7,-1.4,3.6,-4.7,5.3,-13.7,-2.6,-0.5,1.2,2.6,-1.8,1.8,3.6,11
2017,1,-9,6.3,-4.9,0.4,-0.9,1.3,-3,1,-2.7,-1,-3.6,5.8,0.2,-2.8,-0.3,3.6,-1.7,10
2017,1,7,2,3.7,5.4,2.8,-0.5,2.2,0.4,-6.4,-9.6,9,-1,3.3,6.1,2.6,2.6,1.9,9
2017,1,-9,12.1,-4.4,1.1,4.1,-2.8,1,0.9,-1.4,-1.1,2.5,2.5,-2.4,3.6,5.4,-1.3,1.2,12
2017,1,-15,23.1,-9,6.5,-1.8,-2.1,-1.6,7.1,-7,2.6,-10.5,11.7,4.3,9.8,-0.4,1.1,-3,20
2017,1,-1,-3.7,-10.4,-4.8,-3.5,-0.2,3,12.5,-4.6,-8,0.7,-9.3,2.2,-3.5,-5.9,-4.4,1.3,10
2017,1,5,2.2,0,-0.5,4.1,-0.6,-0.5,4.1,-6.8,2.6,0.8,-1.4,-0.6,1,6.9,-1.8,-0.8,11
2017,1,-11,7.3,-8.1,-0.2,-1.4,-1.5,2.1,0,0.2,4.6,1.4,-0.7,3.3,-1,-5.6,1,3.9,6
2017,1,5,-6.8,6.5,-2.4,4.1,-1.2,-0.4,-6.2,5,0.8,-0.6,4.5,2.5,0,3.1,-4.4,4.7,1
2017,1,-11,6.7,-8.3,-0.2,-1.8,1.1,-2,4.2,0.9,-9.4,-5.1,1,4.1,-2,-4.1,1.8,1.9,18
2017,1,-15,23.9,-6,7.7,-0.6,-2.7,-1,5,1.4,-4.8,-3.1,0.7,0.1,6.7,-3.2,5.9,3,38
2017,1,1,0.9,1.7,3,-0.9,1,-2.4,-4.2,-0.9,-0.8,6,-4.8,-1.3,3.1,-2.5,1.7,1.6,20
2017,1,-3,-13.1,-12.9,-10.2,-6.7,1.1,6,6.9,2.4,9.2,8.8,-8,2.7,-6.8,-5.2,-9.5,-6.2,20
2017,1,-13,13.2,-10.8,3.2,-2.7,-1.5,-0.3,0.9,0,-0.8,-1.6,3.7,-1.4,2.6,-0.6,2.8,-4.8,22
2017,1,-15,19.8,-14.9,3.6,-1,-0.4,-0.6,9.6,-9.9,-10,-0.7,-3.3,4.4,1,-3,5.9,1.4,39
2017,1,-1,5.8,4.2,1.5,-1.2,-2.9,1,-3.8,8.8,0.5,3,11.8,-1.4,0.4,-1.3,2.7,-0.9,6
2017,1,5,-3.2,-1.2,-6.8,-4.9,-0.7,0.1,8.6,0.1,11.3,15.7,-1.5,1.9,-5.2,-4.8,-6.5,-3.5,12
2017,1,-11,8.3,-11.9,2.1,-3.6,0.6,1.3,5.4,-2.6,3.4,-7.1,-6,2.4,5.2,-1.6,-1.7,-4.9,16
2017,1,-5,3.1,-2.3,-0.7,-4.4,-3.8,-1.9,6,-2.9,-8.6,-4.3,-0.9,0.7,0.3,-4.1,-1.7,-3.8,14
2017,1,-11,18.4,-3.2,11.6,-1.4,-2.8,-3.2,-9,-1.2,-5.7,-8.9,2,-2.3,10.6,-3.2,8.9,1.2,17
2017,1,-3,-3.4,-4.8,3,-1.3,-4,-0.8,-13.6,-1.9,-7.3,-18.2,-0.9,-4.2,5.9,-2.4,-1.8,1.4,1
2017,1,-13,12.8,-12.7,-1.2,-3.7,-4.7,3,5.5,0,0.6,4.4,-3.3,-2.6,-0.3,-0.3,-1.7,-6.2,15
2017,1,3,6.3,-4.7,0.6,-3.9,-0.7,-1.6,8.6,-3.2,-3,-0.1,3.6,-1.4,-0.3,-5.2,1.8,-1.1,6
2017,1,-13,12.6,-12.7,0.5,-2.2,-3.1,2.2,2.3,1.3,4.4,3,2.4,-3.7,1.3,-1.9,-0.4,-1.8,9
2017,0,0,-0.8,0.4,0.8,-0.4,-4.5,-0.7,-13,2.2,-10.4,-2.1,-3.4,-2.8,-2.2,-2.3,5.1,2.2,1
2017,0,0,-10.1,-8.4,-1.4,-3.1,2.7,5.9,-1.2,4.6,0.4,-4.6,-8.3,0.5,-0.3,-6.6,-2.3,2.4,7
2017,0,0,-4.1,-0.4,-2.9,3.4,2.5,-0.2,-2.5,-2.9,6.6,5.1,-2.3,7.5,-5.8,2.4,1.8,3.4,4
2017,0,0,5.2,6.2,0.8,0.5,-2.7,-2.4,4.6,2.8,-1.3,-6.5,5,4.1,1.9,-2.7,-0.9,4,4
2016,6,1,-0.3,-4.1,3.5,-1.4,0.9,2.4,-12.5,-0.6,1.8,-0.4,3.5,-3.5,3.5,-0.5,3.5,-2.3,3
2016,5,0,4.9,-2.5,1.8,-0.5,-2,2.9,-3,-1.1,1.1,1.7,6,-1.6,9.2,-1.2,-6,0.2,44
2016,5,-9,11.8,1.4,2.6,0.8,-2.7,-2.2,7.2,-5.3,-3.1,2.4,5.9,3.1,6.7,-3.5,-3.3,5.5,17
2016,4,1,0,-2.6,2,-1.7,2.2,-2.5,-2.9,0,-7.3,-3.7,0.6,-2.2,-4.4,-0.8,7.8,-2.5,12
2016,4,1,2.4,0.6,0.4,1.6,-1.5,2.1,-4,1.5,-4.5,-7.3,6.9,-6.1,4.7,0.7,-5.1,1.4,5
2016,4,9,-8.3,2.6,-4.8,-1.1,3,1.6,3.6,10.1,3.3,-5.4,-6.4,-3.6,-5.4,1.8,-4.3,-4,6
2016,4,-5,5.3,-8.3,-1.4,-1.4,0.1,3.4,8,-2.1,-0.6,4.4,0.5,-3.1,1,-1.9,-4.7,-0.7,14
2016,3,-3,-2.8,-2.9,-1.4,-0.6,1.8,2.8,0.9,-4.2,-0.3,6.7,-0.7,1.9,1.6,-2.8,-4.1,2.2,14
2016,3,-1,5.2,1.2,3.1,-0.2,0.9,-3,-3.6,1.3,-5.1,-4,5,2,-3.1,-0.3,8.1,0.4,14
2016,3,-3,-1.3,-8.1,-2.3,-1.4,-0.6,2,3.7,-4.9,6,8.5,5,1.4,-4.1,-3.2,1.6,1.2,13
2016,3,-1,-5.9,-0.9,-5.2,2.5,1,5.3,1.4,9.3,1,-0.1,-7,-3.8,-7.1,3.7,-1.8,0.4,3
2016,3,-4,5.6,-6.1,0.5,-1.4,-1.1,2.1,3.1,-2,1.6,10.3,-5.6,1.1,-3.1,-2.1,5.1,0.4,16
2016,3,-1,3.7,-5.7,1.9,-1.6,-0.2,3.2,-1.9,-0.1,-6.6,0.9,3.3,-5.5,4.2,-2.8,-1.3,-0.5,23
2016,3,-4,2.2,-3.4,-6.1,-1.7,-4.2,-0.7,3.5,0.8,-1.6,0.2,1.6,1.6,-2.2,-4.4,-8.9,1.9,15
2016,3,-1,9.5,9.9,5.5,1.4,-1.8,-3.8,-0.4,4.4,-5.1,-7.6,3.9,1.9,6.3,1.7,2.5,-0.5,5
2016,2,-8,10.2,-3.2,4.2,0.6,1.5,0.3,3.6,-1.2,9,1.9,-8,6.2,2.8,1.4,4.8,-0.1,12
2016,2,-8,9.2,8.7,5.3,3.6,1.8,-5.8,-1.6,5.9,3.3,-16.3,3,0.6,4,4.8,5.2,1.7,8
2016,2,-8,11.9,3.5,1.5,2.8,-5.6,-0.4,-6.1,10.4,-1.1,-8,5,-1.6,-0.4,3.4,2.5,1.3,7
2016,2,-8,14,-0.2,4.6,-1.2,-0.7,-2.4,10.3,-0.3,-5,2.4,2.2,-2.3,5.9,-5.2,0.6,3.9,19
2016,2,1,-1.8,3.2,5.2,5.3,3.4,0.9,-0.3,-2.7,-3.9,-10.6,4.1,-2.1,3.2,6.3,5,1.7,6
2016,2,-8,1.7,-7.7,2.2,-1.3,0.6,0.2,-2.3,-2.3,-7.2,-2.4,2.1,-0.8,2.7,-2.8,1,0.9,8
2016,2,-8,13.4,2.9,5.2,3.9,0.1,-4.2,-0.5,0.6,-5.4,-13.4,-2.4,0,7.8,3.8,0.5,2.6,17
2016,2,8,1.9,-2.8,0.1,-3.2,-1.1,-0.2,2.9,-1.8,-3.5,5.1,3.4,-2,-1.2,-0.1,1.5,-6.8,23
2016,2,-5,8.4,-4.8,4.8,-1.3,1.5,1.8,-3.7,-1.9,1.1,5,6.5,-2.1,8.7,-4.6,-1.2,2.6,19
2016,2,-8,8,7.4,-0.8,0,-2.4,-11.1,-0.8,1.4,-1.4,-14.2,-0.6,5,-1.6,-3.2,0.5,4.1,1
2016,2,-8,6.2,-0.7,3.3,-2,2,-3.7,-2,2.8,0.8,-8.5,3,-0.1,-1.9,-3.3,7,0,4
2016,2,-5,7.7,-5.6,-1.7,-2.1,1,1,4.8,9.6,0.5,-14.4,8.2,0,-0.6,0.1,-3.2,-4,25
2016,2,-8,8.2,1.5,3.3,1.6,0.8,-3.4,-1.3,3.5,-8.4,-13.2,8,-0.1,1.7,0.7,4,2.1,13
2016,2,-8,3.2,-4.3,-2,-1.3,2.2,2.2,17.1,1.8,4,7.5,-8.6,-6.1,0,-3.3,-3.1,0.9,4
2016,2,5,-8.3,-0.8,-2.9,0.3,-0.3,-0.7,-2.1,1.7,-3.7,0,-2.7,1.1,-3.2,-3.8,-1.4,6.3,3
2016,2,-7,4,-1.6,1.1,0.8,1.8,4.1,5.8,4.7,2.9,7,0,0.1,0.3,-3.1,1.7,5.1,5
2016,1,-13,21.7,-8.5,6.5,-2.6,-2.3,-1.6,-3.4,0.1,-7.7,-3,8.1,-4.2,7.2,-8,4.1,4.3,30
2016,1,-3,8.4,-1.7,4.3,1.6,1,2.6,2.8,1.6,6.4,-3.7,3.3,-5.9,3.8,2.4,3.7,0.1,2
2016,1,-11,14.2,-5.7,4.6,-1.5,-2.3,-0.3,-1.7,0.8,-0.9,-8.7,3.9,0,4.2,-1.9,3.8,0.1,7
2016,1,9,-5.4,2.1,-0.3,0.6,0.4,5.7,-2,1.1,3.7,2.7,3.3,0.4,3,3.3,-4.1,-4.7,11
2016,1,-7,4.5,-4.5,3.9,-1.5,1.8,-0.8,-3.3,4.4,-3.2,-13.2,2.2,-1.6,6.1,-1.6,0.1,-1.2,5
2016,1,1,2.8,-1.6,3.1,-2.3,-2.5,2.8,-6.2,4.3,-10.9,-0.3,6,-2.7,6,-2.3,-2.1,-2.7,7
2016,1,-15,17.1,-18.6,4.4,-8.7,-2.4,-0.1,0.3,-2.1,-8.4,6,4.3,1.5,1.7,-9.9,6.6,-3.9,26
2016,1,-13,14.5,-2.1,5,2,0.1,-3.8,-2.9,0.8,-5,-13.8,6.8,0.3,-0.3,2.5,7.9,0.3,14
2016,1,3,2,-4,1.2,-0.3,-0.3,1.9,4.2,-4.5,-4.6,-2.5,1.2,-1.5,3.2,-1.4,-2.2,1.3,8
2016,1,-11,6,-11.8,1.4,-4.1,1.6,-0.4,3.9,-2.8,-4.1,-3.5,1.6,-5.9,2.8,-4.4,-0.9,-3,27
2016,1,5,-2.1,0.5,3.8,1,-0.2,0,-13,-4.6,-5.4,-13.6,9.2,2,2.8,3.1,3.1,-2.1,3
2016,1,-9,11.5,-1.9,2.5,2,-1.6,-2.5,1.1,4.6,5,-29.9,1.8,-2.7,0,2.8,4.1,0.1,8
2016,1,7,-8.9,-4,0.6,-4.5,1.3,-2,-0.7,-4.5,3.1,-5.3,-5.2,-0.6,1.6,-3.6,-1.4,-4.2,4
2016,1,-1,4.1,4.1,1.9,2.5,-2,-4.2,-8.4,-4.8,4.2,-2,1.1,1.9,4.6,7.9,-2.1,-4.6,2
2016,1,-13,15.1,-5.1,-3.1,0.4,-2.2,3.7,9.3,0.4,-4,5.5,5.6,2.6,-5.5,3.4,0.8,-4.5,18
2016,1,-3,-5.4,-3.4,-2.6,-1.9,-0.4,1.7,-3.8,0.2,1.9,1.2,-5.3,4.6,-3.8,-3.6,-0.1,2,4
2016,1,11,-4.7,5.4,5,1.1,-2.3,0.9,-8.5,3.6,-11.9,-15.1,7.5,-3.6,4.2,2,4.4,-0.3,14
2016,1,-9,18.2,-4,1.3,-3.1,-1.1,-0.4,2.7,5.9,5.6,13.2,1.9,-1.4,2.2,-3.1,-0.6,-1.5,28
2016,1,-7,15.5,-2.3,7,-0.7,1.6,-1.3,4.9,0.2,-7.7,-0.7,-0.4,0.6,5.4,-1.5,6,0.6,25
2016,1,1,-4.2,-3.5,-4.2,2,-0.5,3.9,-1.7,-1.3,2.2,-0.3,4.9,1.7,-1.4,3.2,-6.6,-0.2,1
2016,1,-15,20.5,-7,1.1,0.4,-1.8,2.3,9,2.5,-5,-4.9,10.5,0.3,2.4,-3.7,-1.5,5,16
2016,1,-15,21.5,-16.2,8.1,-0.2,-3.6,2.1,-4.6,-2,-9.2,-2.3,9.6,-2.4,5.3,-1.2,9.8,0.9,36
2016,1,1,5.4,-0.2,2.6,0.1,-3.3,-0.4,0.9,-4.8,-2.9,2.9,-1.1,0.5,0.7,1.9,4.7,-1.8,10
2016,1,7,-9.4,2.9,-1.7,1.6,-2.1,7.3,-8.3,6.1,-3.9,10.2,-1.8,-1.3,-3.9,2.8,1.5,-0.5,2
2016,1,-9,11.9,-2.8,3.3,1,-1.9,-2.4,-3,-0.9,-6.3,-11.4,-0.9,-1.1,4.2,3.5,1.7,-2.3,13
2016,1,5,6.9,3.1,5.4,-0.6,-2.3,-4.4,-2.6,-4.8,-6,-5.7,10,2.5,5.5,0.1,3.1,-1.4,16
2016,1,-11,9.3,-2.7,6.7,-0.8,3.1,-5.7,-0.8,-1.9,0.2,-23.4,2.6,2.7,8.5,-3.9,1.9,4.1,11
2016,1,3,6.2,1.1,-1.6,0.4,-0.5,2.4,4.8,11.1,-5.4,-4.8,2,-0.1,-4.3,4.4,1.6,-4.2,19
2016,1,13,-18.6,3.2,-4.6,6.1,-0.5,5.2,-8.4,1.4,4.9,8.3,-12.3,-4.8,-3.6,6.3,-4.2,3.7,9
2016,1,5,-5.7,-7.8,-4.7,-1.5,-3.5,7.2,-3.3,-1.3,-6.4,16.1,-0.2,-0.2,-3,-3.6,-5.8,1.1,10
2016,1,-15,21.1,-10.5,4.4,-4.3,-0.7,0.6,11,0.9,4.2,-1.4,2.9,-2.5,5.4,-6.7,1.8,0.5,39
2016,1,-5,4.8,4.1,-0.5,-1.9,0.8,-3.1,7.9,5.7,5.1,-1,0.2,0,0.3,-4.6,-0.6,2.2,7
2016,0,0,-4.1,-5.3,-4,1.6,-2.1,9,4.5,-5.7,-2.4,11,2.4,3.4,-0.9,-0.5,-5.9,3.3,20
2016,0,0,-0.3,-13.2,0.3,-4.7,-0.5,-5.1,3.3,-8.3,4,-11.6,-5.4,-0.6,2,-3.8,-2.2,-4.2,31
2016,0,0,-2,0.6,-0.6,5.3,0.5,0,-5,-1.6,-2,-6.5,1.3,5.7,-0.4,5.1,-1.2,3.5,4
2016,0,0,3.8,-0.4,4.2,3.2,-1.1,-2.5,-3.2,-4.1,-11.8,-7.6,6.4,-2.2,1.5,6.1,5.4,-1.2,5
2015,6,0,-3.7,-3,1.8,-1.2,3.9,2.8,3.7,6.5,3.6,1.5,-6.4,-1.6,1.1,1.6,2.2,-6.1,5
2015,5,0,8.7,9.7,3.3,8.1,-3.9,-5.5,-7.4,-8.1,-7.7,-9.3,3.7,5,3.6,5.6,1.6,10.4,7
2015,5,-6,8.9,-2,3.4,1.6,-1.2,2.1,2.3,3.2,7.1,-15.1,6.7,-2.8,5.1,2.5,0.2,-0.1,20
2015,4,-1,11.3,6.6,1.3,2.6,-4.1,-4.8,-2.4,1.3,-10.9,-14.9,4.4,1.2,1.5,2,0.5,4,7
2015,4,-2,-5.2,-14.8,-6.8,-8.3,1.8,4,11.6,-0.4,7.2,7.6,-1.6,-5.3,-7,-8.3,-4.1,-5.5,2
2015,4,3,6.9,5.2,5.5,0.9,0.3,-4.8,-1.2,-3.8,-6,5.7,-3.6,6.1,2.4,0.5,7.8,1.2,6
2015,4,-1,4.8,-2.4,-1.3,2.3,0.2,1.5,1.9,2.2,1.1,-6.6,1.1,2.7,-1.1,4.3,-1.3,-1.6,14
2015,3,-9,8.6,-3.7,8.3,-4.3,-1.5,-0.8,0.1,-0.6,3,-1.8,1.2,-2.9,9.6,-3.4,3.2,-2.6,12
2015,3,-4,9.9,-9.4,5.4,-13.1,-2.4,-6.7,-0.6,0.7,3.5,-23.8,6.4,-3,5.7,-12.7,3.3,-9.4,39
2015,3,-4,1.8,-8.2,0.2,-4.9,-1.6,1.8,3.2,-4.9,8.6,4,-1.1,2.1,-0.4,-6.2,0.9,-1.1,8
2015,3,-4,-4.6,-9.5,-1.6,-1.5,1.2,6.4,0.8,0.6,3.4,-1.4,-2,-4.3,1.1,-0.3,-4.9,-2.7,10
2015,3,-4,10.3,1.8,1.4,3.5,-1.9,0.3,4.5,1.8,-3.6,-10.4,-0.6,1.2,3.6,4.9,-1.4,0.2,6
