Year,Round,Seed1,Team1,Score1,Seed2,Team2,Score2,ScoreDiff
2022,3,1,Alabama,,5,San Diego St.,,
2022,3,3,Baylor,,2,Arizona,,
2022,3,1,Purdue,,5,Duke,,
2022,3,6,Kentucky,,7,Michigan St.,,
2022,3,1,Houston,,5,Miami FL,,
2022,3,6,Iowa St.,,2,Texas,,
2022,3,1,Kansas,,5,St. Mary's,,
2022,3,3,Gonzaga,,2,UCLA,,
