Year,Round,Seed1,Team1,Score1,Seed2,Team2,Score2,ScoreDiff
2022,0,16,Texas A&M Corpus Chris,,16,Southeast Missouri St.,,
2022,0,16,Texas Southern,,16,Fairleigh Dickinson,,
2022,0,11,Arizona St.,,11,Nevada,,
2022,0,11,Mississippi St.,,11,Pittsburgh,,
