Year,Round,Seed1,Team1,Score1,Seed2,Team2,Score2,ScoreDiff
2022,4,1,Alabama,,3,Baylor,,
2022,4,5,Duke,,6,Kentucky,,
2022,4,1,Houston,,2,Texas,,
2022,4,1,Kansas,,3,Gonzaga,,
