Year,Round,Seed1,Team1,Score1,Seed2,Team2,Score2,ScoreDiff
2023,3,1,Alabama,,5,San Diego St.,,
2023,3,6,Creighton,,2,Arizona,,
2023,3,1,Purdue,,4,Tennessee,,
2023,3,6,Kentucky,,7,Michigan St.,,
2023,3,1,Houston,,5,Miami FL,,
2023,3,6,Iowa St.,,2,Texas,,
2023,3,1,Kansas,,4,Connecticut,,
2023,3,3,Gonzaga,,2,UCLA,,
