Year,Round,Seed1,Team1,Score1,Seed2,Team2,Score2,ScoreDiff
2023,4,1,Alabama,,6,Creighton,,
2023,4,1,Purdue,,6,Kentucky,,
2023,4,1,Houston,,2,Texas,,
2023,4,4,Connecticut,,2,UCLA,,
